unit_id,EC_Salinity
0,65.70109083607596
1,71.49404116106356
2,46.07481639642596
3,59.09664582810015
4,49.48865865450351
5,43.85755393150925
6,54.18692405673019
7,57.266729672402505
8,26.591834197061075
9,51.13717723180965
10,80.78700960697098
11,65.76386649486348
12,56.16948168525995
13,57.03487084750959
14,55.95756612090371
15,49.80352038844788
16,40.59290256679917
17,37.227053931969934
18,42.55434772270047
19,54.20852527399201
20,43.70123609095928
21,51.4325072277495
22,42.06953664504367
23,49.595192130731434
24,58.52617127419318
25,55.76824581243931
26,63.096448688401765
27,57.95794861970916
28,42.581579188391245
29,35.016451627928234
30,32.49183586032865
31,43.1104650611753
32,54.5940071791927
33,34.19849078787733
34,57.094324549769
35,65.09211722199896
36,38.64725653257062
37,52.147144709248224
38,45.41250157317979
39,61.728691775998655
40,63.094171253446206
41,60.289350502147975
42,49.915191110530984
43,42.65629349055705
44,55.33759781040467
45,45.17643312690497
46,68.33501905204136
47,53.227879865928855
48,58.08540203661863
49,61.20213082165688
50,38.60891137479281
51,46.7831702545929
52,66.76682205834682
53,67.03557181199498
54,41.559887355808996
55,54.70271687652462
56,54.93153108546293
57,42.94263353544435
58,42.10831796153376
59,48.43617110516445
60,54.40329822677879
61,61.59781580432619
62,48.75182433825636
63,47.81015249364879
64,64.65828580894073
65,50.88379854408254
66,65.05070795529456
67,44.92169918645508
68,39.956233419711296
69,67.58843280028022
70,52.337408664113774
71,60.056243191564164
72,58.929670705851066
73,77.86064621229376
74,54.20288740154267
75,40.87613736750487
76,57.861419871671686
77,51.616117177283975
78,41.646163090325174
79,52.92327150204555
80,55.831801996785266
81,49.204373312977594
82,33.82836310148517
83,62.27273980304017
84,50.37721386716157
85,55.97764654621415
86,49.88249665973055
87,42.81590697114695
88,57.34407572363422
89,51.451025499057
90,56.821515427730795
91,47.171393251479174
92,43.30922274864511
93,56.80933635869338
94,46.38311098872369
95,32.8067684514876
96,39.26812338909177
97,52.14384590942716
98,51.89551339572789
99,55.35982533149875
100,38.96047259948503
101,38.06177223517664
102,46.17444451954006
103,47.09482472953284
104,47.67670258720743
105,58.45832535101735
106,50.56768298040259
107,63.733210531473546
108,50.95490307080319
109,50.05978279007878
110,25.769439095167456
111,30.100299759179798
112,49.79438592409849
113,38.76027688293341
114,47.456158524808586
115,57.069587494515346
116,53.61074446705447
117,45.144477608490526
118,47.57345557306613
119,48.279564642934936
120,44.122825126798055
121,70.72260736118996
122,35.87258943425031
123,60.569927541059066
124,28.641037772308344
125,51.66918751097869
126,45.96392691187348
127,54.96626380011957
128,51.784499997758786
129,27.947046672507046
130,77.59950478695455
131,16.383148611240333
132,67.47427470132807
133,48.97460757680344
134,51.749256847980334
135,43.79886008605763
136,73.39442466488252
137,46.94558889605642
138,54.57187780389513
139,58.53576549280738
140,61.915133901490016
141,36.72892624030824
142,55.89679244230312
143,35.271829142801344
144,47.08011691892769
145,39.8798294139422
146,61.18224938358664
147,38.7415566660657
148,37.843117177344446
149,63.56608955590746
150,48.9918925012869
151,50.262417216895635
152,57.27987804468151
153,49.890375005271835
154,60.09352996616738
155,42.80386629744796
156,45.472888197278536
157,29.452713917339935
158,40.747720821537136
159,44.89046000726024
160,50.35631278777102
161,31.354339957671606
162,47.35740250708515
163,30.384721281651924
164,35.36487721683624
165,40.625280932562106
166,53.70386399007654
167,56.25924955515216
168,56.40058426480708
169,37.93844328914338
170,52.81391717378093
171,41.124553566258356
172,47.890948938829254
173,72.86343540623346
174,60.59696708491974
175,56.8839276927668
176,43.05467995973696
177,53.31539058427498
178,72.69153441673362
179,56.202709867160756
180,69.13384212699015
181,47.976979638079314
182,51.88035449778312
183,57.665641837101866
184,46.0352275599628
185,67.24784339356218
186,52.23011817827094
187,48.44739727401673
188,52.25914945628349
189,68.93255607433707
