unit_id,CropYield,LeafGreennessIndex,CanopyTemp
0,17.532928880245784,7.793020223362424,65.1322037731284
1,19.551512848786192,8.238088712947121,46.6208171011181
2,13.80926097492216,7.165036839160052,40.68890341563369
3,16.500339142202627,7.650437691587453,60.05213004463896
4,18.313999914882757,8.522433285018563,34.67106239137227
5,19.881673471231586,7.505838364846739,48.44376843401071
6,16.733926252078927,7.3967307807879745,49.960031576042326
7,17.184500650053693,8.210235669426986,44.36280118422659
8,18.772200359756937,7.3556658855397155,49.0252937391856
9,21.227307151845682,8.015007113435377,45.65770450480581
10,17.26488684654367,6.635574456730652,40.754454806683235
11,22.705225665883447,7.388232787311022,67.06285481106598
12,15.569816812675011,7.700116326759583,46.032804059280785
13,23.547588747850885,6.682669010025842,45.07924395785477
14,19.298528307145734,6.72780373330926,64.24144012315041
15,22.532913941610037,7.368138561006048,65.16994636999915
16,25.415026985024276,7.9617626919525035,62.04553369743197
17,19.381753597136964,7.0517189529090905,46.828362177430655
18,24.594307128148678,8.122727656709813,52.82153644294989
19,15.212729273460798,7.8212169075650015,45.947877885571955
20,20.456583742064304,7.251673485397278,50.00540984529828
21,15.166041952870689,7.9872017843813765,43.80889893382736
22,17.649601473337153,6.89970218574336,56.42101250515667
23,21.097496364203888,7.751878156859597,58.66671276781936
24,23.367538571352384,7.119025574950427,43.30085806410062
25,13.50687584202592,7.260016528155488,47.01762715271077
26,21.112725407042245,7.288164317095168,60.70906964334849
27,17.08275773339801,7.592021136519477,38.37133677951439
28,23.82816784502503,6.640872976967513,64.76274021869293
29,14.59062054531138,7.265500350717729,31.66289097771668
30,18.542242726152605,8.052207742717153,49.09673485549373
31,23.0842806016249,6.619173431766877,47.56605624382148
32,18.126547392687343,7.10142709024008,48.90943697363268
33,17.58508205929234,7.088370205556207,43.658185429601865
34,24.15468299004523,7.990157039351592,36.4643994003859
35,16.2484491339915,7.436147156878255,33.97928053818035
36,19.062141936391008,7.1597581405027775,46.95427991570836
37,19.909646896463272,7.546915350143403,56.7951278297315
38,19.75968646214123,7.537708537812608,60.049699144726006
39,19.4476149393251,7.677917980335572,71.99885520223917
40,15.689501872872398,7.2172513450792115,55.75325618416609
41,19.080656106657585,7.567947299761538,63.16943998274279
42,19.622093386897017,7.245701339810504,44.15607441504569
43,16.022574240682825,7.854016680700538,43.59914613612576
44,24.20568334578396,8.232702903141465,44.02750814414354
45,22.914135796966377,8.10864421263065,44.398678042595535
46,20.7885685664421,8.22201972176307,46.94750802928006
47,18.4124560565145,7.0864543130647935,48.54669250533382
48,21.906510537446238,7.056208052312038,53.594372597703945
49,21.923469253345385,7.424599050075641,52.14080464576125
50,24.73478160042842,7.0866179534949705,64.23147483648063
51,22.99081339290594,8.415272862083807,55.398009560679775
52,22.265860433616048,6.6917046557716775,54.1101547420321
53,13.88467606036849,7.143503899328562,41.71989771179694
54,17.873476838422285,7.688840967580436,51.26561239539077
55,17.671525610984283,8.219494699691788,52.620626782256316
56,21.32232453440422,7.135797181261371,64.42080448811424
57,22.597660866954165,7.607170607028873,51.999353183540876
58,23.39343494789571,7.38107858049368,57.4287705911979
59,13.54825273595107,6.857841344242026,33.793524396925704
60,21.658029147846815,7.426481912529135,47.583667740812174
61,25.823410845281124,7.5828899676955475,58.868626682518936
62,18.498014661656264,7.498151625682041,51.50092159657763
63,22.16665895078482,8.075909713240245,53.02150528657002
64,22.928788138304444,7.211881035869353,60.023062447768716
65,16.793773902833667,6.908629806479491,48.71626163151038
66,17.54822484202526,6.853318585095602,54.22771392877363
67,18.774814952623544,8.014890202938322,52.72549657170076
68,19.811018307525224,7.391155468051561,52.668716590375006
69,16.286110736481245,6.126303727429752,49.8743519893957
70,19.478601870539997,6.233047607235452,47.49557465284693
71,15.451021079190483,7.966333809050458,46.10818249233707
72,17.729644623526852,7.764259871258475,39.97835894612163
73,21.19915530783653,6.824407123961083,65.04994050418102
74,18.749619867936755,7.24501759867233,38.82546146494093
75,10.791414852098413,8.16228198284673,42.87331464057961
76,21.027385326647618,8.208331234608826,56.57471118960296
77,18.098147465778062,7.5322862957786425,52.16615698189421
78,27.040898780756013,7.109525904943183,55.34334763237502
79,19.91908366257856,7.20924180761098,51.71342439842288
80,21.971392610677103,7.16709632986944,49.74913558787823
81,18.72183570467056,8.449637979284358,40.208846290824916
82,16.017046556996373,7.394864788069787,47.97693139705856
83,17.22067160282598,7.48525344362041,55.94565143428522
84,20.787131029169178,7.616541039715665,52.508660819667895
85,19.698994314485407,8.631850276212727,58.52415700337596
86,16.260520594276556,7.148630301933219,45.1043079492486
87,16.915008818016357,7.6768747583768695,51.40027725377114
88,17.59714137190423,7.482735635254719,50.11450676466004
89,23.05097229849524,7.390261073827601,70.14214675311807
90,18.09607465281477,7.255836447729887,45.17067832781795
91,21.85598972398142,7.902416309022904,50.42000109057869
92,20.309248288190012,6.884584104670121,33.922057041212014
93,18.12107770336082,7.186553489158213,47.82748273138173
94,21.581504412423932,8.324026975187468,56.27325035383567
95,16.39010639218447,7.391117592236505,52.68708180455946
