unit_id,CropYield,CanopyTemp,do_iron_fertigation
0,15.892428786538538,39.424508068781314,5.8
1,15.426055573347014,47.63807926154269,5.8
2,16.787449689211805,33.99677675782923,5.8
3,17.584775066447985,39.85897695601744,5.8
4,18.845963899511936,54.336579025927364,5.8
5,21.554143782673414,66.9473746773865,5.8
6,20.49246722708649,68.66358944582245,5.8
7,17.556963219002803,54.3996695926571,5.8
8,22.62323053980414,58.23139853691577,5.8
9,17.13822104302627,50.37221201219876,5.8
10,14.740174429948393,55.92522733948835,5.8
11,16.652631509616604,47.22319223164666,5.8
12,18.57954534868677,42.7615707250965,5.8
13,25.789562127140748,60.373279902715495,5.8
14,25.399171686548268,55.3795431335485,5.8
15,13.929394928478068,24.606613107256422,5.8
16,12.712004599726548,41.50833676955031,5.8
17,20.36319594726507,54.265636544555726,5.8
18,21.752005808490654,46.06154554821212,5.8
19,14.457139707415582,36.94380661428669,5.8
20,24.211617470148447,37.035023864161296,5.8
21,16.190847394452582,51.49968452198469,5.8
22,14.094527357623049,34.513623927788245,5.8
23,21.216429314180107,65.62838578483371,5.8
24,11.879557318740439,26.83839411947702,5.8
25,15.1421204010805,30.921870294648848,5.8
26,21.7857866701001,44.89258256340224,5.8
27,13.298281249208946,53.51069708644514,5.8
28,17.44429770495369,51.40338970319648,5.8
29,19.599349964542213,51.974830810122036,5.8
30,18.094803466091648,57.97581263730035,5.8
31,17.00159506760213,47.88882862171169,5.8
32,22.99211634206462,49.74074380808966,5.8
33,26.51680718838308,55.33426451618711,5.8
34,22.1581536062929,48.027078750249906,5.8
35,13.39858623296589,39.917344266021004,5.8
36,25.80142215190645,40.4046907201398,5.8
37,16.49563464412015,32.054979794572645,5.8
38,19.264588259849045,55.741674677592194,5.8
39,20.411099788420035,46.32625809145123,5.8
40,21.318324526940103,52.4440419704283,5.8
41,15.97490066168115,41.672101877301316,5.8
42,18.644614918155376,53.014777133469714,5.8
43,18.459995941396567,42.24435206726361,5.8
44,20.074410528990153,44.31783481483758,5.8
45,18.860294045218424,41.95528912373496,5.8
46,20.427899073434293,46.01722521980986,5.8
47,17.285475283923613,42.82675444588609,5.8
48,21.22409307775182,53.70688308325626,5.8
49,16.374810187016287,49.8983976067823,5.8
50,15.834229172879168,54.63583174228345,5.8
51,19.085152545281044,68.79511922250899,5.8
52,19.500013077286198,54.98971712153067,5.8
53,20.80833692176866,48.1996834184594,5.8
54,16.96696627416913,42.740324831986165,5.8
55,12.542648304670514,45.49805565293461,5.8
56,13.274054658156565,43.5715027743687,5.8
57,21.06243958723688,62.74925190370072,5.8
58,24.77097064765425,71.7704671956627,5.8
59,17.026469832818623,50.112822015904726,5.8
60,22.293994125106828,47.91409437837707,5.8
61,25.716657185177063,53.49964701174777,5.8
62,22.63164278983353,51.024335965081455,5.8
63,19.149999446009836,46.149998529944085,5.8
64,19.41686610308778,32.2441299485985,5.8
65,17.119407699875325,38.10805251332631,5.8
66,20.62714111144305,55.83744964037972,5.8
67,17.883306597174744,46.22718110963431,5.8
68,18.916147945208337,46.452615178585724,5.8
69,18.050671601917564,44.32463004530064,5.8
70,15.600734337752433,49.282029135192836,5.8
71,21.893412326435516,53.78661310699309,5.8
72,21.207047023420415,62.292725744064505,5.8
73,18.835771057482386,70.61792964575997,5.8
74,16.760377140749327,45.178611170634284,5.8
75,19.834848150438187,50.99847466626046,5.8
76,13.28887558757622,50.24888676508086,5.8
77,19.872349427803396,68.52585350847883,5.8
78,21.539983182196465,32.865444896767706,5.8
79,20.143854178302192,32.36282887994832,5.8
80,16.72086693580782,54.15972855513222,5.8
81,17.712551400242546,55.12044573963592,5.8
82,14.952906586587961,48.872285714346475,5.8
83,17.888696676450607,57.53735174017088,5.8
84,20.004261455599224,48.77732460501721,5.8
85,21.598889541261485,50.51091542665325,5.8
86,17.23561838726284,44.082028314858114,5.8
87,19.1081757076918,53.4304468963119,5.8
88,17.23021506255408,43.04769166874304,5.8
89,21.452757873742613,55.165615582156136,5.8
90,13.966847938104403,48.3123979785801,5.8
91,19.327606747152053,56.78188900503431,5.8
92,18.26322757454634,56.00364961204419,5.8
93,16.149262820188564,50.26652814222596,5.8
94,18.912774912400256,51.746295282118474,5.8
95,13.731013767760974,44.94100274230598,5.8
96,14.33395212010836,30.453564663555262,5.8
97,15.091520490141622,29.521840574880965,5.8
98,13.56561021194426,57.47755265640977,5.8
99,22.77396755333588,67.607204676948,5.8
100,21.749710573278723,47.31493292077538,5.8
101,17.670300475912526,41.40791755504999,5.8
102,12.5545870618299,35.9938054458896,5.8
103,18.53898964568546,53.25029836113869,5.8
104,19.647428515501204,42.23259427151788,5.8
105,17.0675218257073,35.085915500152424,5.8
106,17.171615714712978,47.392842884534225,5.8
107,15.770014172521563,54.9808977775952,5.8
108,13.125861611980822,49.2973442194547,5.8
109,21.937877249864613,52.901605676201946,5.8
110,20.517825682360318,37.88618281697381,5.8
111,16.64472674317717,40.266313593216076,5.8
112,17.785927221372248,48.62422358948409,5.8
113,15.086395678239251,32.78017698940798,5.8
114,19.52972432973331,48.711316100685316,5.8
115,18.906245949461606,40.91543991825137,5.8
116,18.98184732917181,54.01738118555576,5.8
117,21.44640806445541,66.3965114246378,5.8
118,27.35916753509808,37.78496536508982,5.8
119,13.996992371937347,53.985695403971256,5.8
120,17.762749019649103,41.4092891241175,5.8
121,19.99032069203626,29.42504421743851,5.8
122,22.4465309316993,49.68330238702972,5.8
123,14.28517562187491,44.07343747164712,5.8
124,24.11194314118017,62.015343224257215,5.8
125,23.76397458837207,47.465915244021474,5.8
126,22.725987076052977,42.17732101198521,5.8
127,22.82739015983073,44.61139346288027,5.8
128,27.591963388699693,57.92031563950009,5.8
129,16.717427733904753,53.766711506660506,5.8
