unit_id,WaferYield,DefectDensity,EtchPower,do_EtchPower
0,19.23623966795745,7.5356312895894995,18.85605431573721,15.0
1,2.992167026698252,8.345057389634057,16.40412684537834,15.0
2,17.105213902148108,3.821000907412011,15.825983323383788,15.0
3,16.352247408771593,-2.0734903412476875,11.82930661552998,15.0
4,12.921124010022156,20.134752593451864,15.947390083483942,15.0
5,14.796445088501464,19.05552002149675,13.727339841182406,15.0
6,15.13238131558017,22.383214169781354,14.863075243707724,15.0
7,18.43926239252975,10.007763238563882,15.088470977369521,15.0
8,21.98776641377892,17.601342975183773,17.189059868789975,15.0
9,5.541401313656027,6.586125649336221,15.082356727819375,15.0
10,7.590057527221885,15.203917333045284,15.952303849717993,15.0
11,13.252977969319083,10.238077756800378,16.37939463673643,15.0
12,16.889652426287757,15.788055478121297,18.766598568772128,15.0
13,21.97395829444165,2.6642159812376462,16.956171324540616,15.0
14,23.33123386124355,16.412799846779752,17.66572776836033,15.0
15,11.569810853510731,-2.3464898300023016,10.663392958658541,15.0
16,10.992979255302014,4.108858407371897,12.362541717628316,15.0
17,11.363413796088192,11.673336996239597,16.32079942784387,15.0
18,17.707715964684706,15.128149380897359,15.58912047099813,15.0
19,9.918559097064357,4.790338822054835,13.050361138905174,15.0
20,27.814862241082054,14.502145698490919,11.645906933341758,15.0
21,4.370671198489451,2.2068846037100744,14.585082772659831,15.0
22,17.685896583066,14.447840475068114,16.141391544916125,15.0
23,21.55287596587966,28.204012819351547,20.05829214698942,15.0
24,12.748386768813202,1.4730371346713476,18.93342158028984,15.0
25,13.180925320859187,-4.137507961870572,13.718015276000527,15.0
26,18.35842409716958,-0.520670732056919,16.137373372938164,15.0
27,7.948430629332625,16.43600498750218,9.974876723105861,15.0
28,14.640519511786382,18.073089754782124,14.164421875946182,15.0
29,12.832650636198416,7.832270902747821,13.444551104521885,15.0
30,18.276590006695194,19.55433226283162,13.354957261309798,15.0
31,10.788047994974182,7.362040807202483,17.561653192582988,15.0
32,18.46303484560793,0.2728293684813039,16.891569481750114,15.0
33,17.680017946515974,8.187265501053849,9.531657056936384,15.0
34,15.110731356588735,13.273202093546555,18.151798166358358,15.0
35,12.321852870673112,12.027704922702638,12.663462707541726,15.0
36,21.9205694219911,1.4671864236236463,14.357420014047534,15.0
37,16.681839644541807,4.132487573994576,20.50282407394773,15.0
38,11.681551796410467,19.51507807373845,13.609575998778395,15.0
39,19.786824889826423,6.977543505032173,7.246442570107799,15.0
40,13.069503619298246,6.446925648528997,14.142710512624063,15.0
41,15.970956594896858,13.321948217546218,23.587597450501868,15.0
42,15.795287718169774,1.2403782454075216,16.707067094842007,15.0
43,18.35099476509558,10.242824944484953,11.095530908501926,15.0
44,19.764191852550383,15.522549359611087,11.41545370390379,15.0
45,12.661904307928195,8.983779937301108,18.215827991078935,15.0
46,20.656918148986865,15.540375702501732,15.286433240245856,15.0
47,17.040945884716784,-2.161753940370451,12.52967346148799,15.0
48,15.930804987289674,5.65291674150058,14.34629666170823,15.0
49,12.194781129910128,3.137568909183292,19.923694878860232,15.0
50,12.601806194266652,20.978333257443175,13.701840687958251,15.0
51,14.754145970679435,15.472293910204103,15.391224484498164,15.0
52,16.117176863196057,13.089094651350653,16.094750227773115,15.0
53,13.083647401494668,-13.095494284470533,14.321982903351081,15.0
54,11.552934664971763,3.7444834204175352,17.266029493308363,15.0
55,12.863801422410742,12.377952370903426,11.78796838251674,15.0
56,15.575872177188291,6.705713600484426,12.006340336102697,15.0
57,14.940362878587253,17.54655166222756,9.225028268375251,15.0
58,15.05029551088515,23.638960925411304,15.674692184307045,15.0
59,16.767054208922488,16.238763719993152,13.993893608105077,15.0
60,12.807771360323787,13.382619393269383,14.547192860304026,15.0
61,17.436578737708032,16.433235293430293,15.900860918939493,15.0
62,19.766622462907097,9.74131423625963,13.832427093679968,15.0
63,20.141483958170305,10.743644818980526,22.079759947078067,15.0
64,22.897897880945848,0.9555878918517404,15.137068853413583,15.0
65,18.41944465099547,9.157983662542147,15.824317841601411,15.0
66,24.538096181997783,5.448350863437161,16.551559019647005,15.0
67,19.42992103038528,-3.056942747528913,15.979520984151213,15.0
68,11.529804501828332,8.750837607511485,11.498238988812513,15.0
69,17.35336908437998,-5.4181068157772145,13.727718471067185,15.0
70,13.900134659713151,17.99326254680106,12.759490719900073,15.0
71,17.865007173636485,22.095992647446707,12.108630218328065,15.0
72,12.489279775889884,13.880850208782201,15.335009703223108,15.0
73,13.416106282891509,21.678503751667883,11.748489933156252,15.0
74,13.01174659018627,10.257983014423273,16.917269443922876,15.0
75,18.05277418453304,6.550370622248631,13.379398577220153,15.0
76,10.148396720651187,19.393888342025708,11.620471001789412,15.0
77,2.0243871396578283,17.879077630699953,13.860902993984839,15.0
78,23.0631685367441,-2.0763965448251565,16.18507075851967,15.0
79,19.52629365974936,4.4074680741859416,18.933448170359554,15.0
80,14.461609752510372,6.3564525057946275,9.247586471165562,15.0
81,12.171832486862506,20.90320078417672,9.780186289343611,15.0
82,8.397761514132362,13.21575133895336,14.476182506508051,15.0
83,9.98272704804861,21.696562112237054,18.54835773942945,15.0
84,15.116635973935237,5.250668413430654,11.945619178002644,15.0
85,14.794121031025767,18.072476130492888,13.853947787913885,15.0
86,9.569533718539452,2.3335863245399757,16.56605970999911,15.0
87,12.019718140592072,22.312511311273337,11.607265364322995,15.0
88,16.461400275403,1.6560099804821284,10.07759764251093,15.0
89,15.046165225456857,0.16127695122978025,17.23770505988198,15.0
90,15.135839149250332,25.24984365045022,13.872284046031117,15.0
91,9.68517646089872,14.395720662109825,14.287885649413182,15.0
92,15.604974809451434,24.024329143557175,13.51664401624923,15.0
93,8.081410519224944,8.367430046896008,10.150014734392595,15.0
94,14.855010415181265,16.11050536174382,14.74912116643273,15.0
95,5.503364778019535,15.54520556899626,13.180498114293616,15.0
96,15.300302861324749,2.668154756645685,17.349605580978835,15.0
97,11.85459175630648,1.8979860785559124,18.2413542751292,15.0
98,6.605722307420164,10.737578626103174,19.909338606838645,15.0
99,17.652835498747347,24.75346173145408,12.760334695624096,15.0
100,14.705759820437006,12.329100844027545,13.633371832586844,15.0
101,18.292774216139005,8.04997412974544,14.899443661830043,15.0
102,8.496019740562762,9.617517044910596,13.132377195934033,15.0
103,8.87663029266947,6.417967201316129,16.855578479879547,15.0
104,15.586687575199639,11.286039440855157,19.281329989698115,15.0
105,22.41301127312893,7.227145231990855,16.40044057621493,15.0
106,16.70353397472369,9.343074728742277,14.405033265180789,15.0
107,10.291033842846467,13.603466231141635,14.10041268044927,15.0
108,14.56279154654734,16.942383834164115,13.317064442723861,15.0
109,19.797971385193897,7.375423358638318,16.10375461603885,15.0
110,18.418351336240264,14.220626343771379,14.222569275661991,15.0
111,12.816143894729226,11.89717550071829,17.063394741023117,15.0
112,12.535586931248432,1.2252534534584,18.975857388434733,15.0
113,11.220971465161847,-1.5265095316338062,15.603922230423704,15.0
114,19.04991097072377,21.61261283605788,16.0953635637161,15.0
115,10.749622837181391,-2.379939932659825,15.351830431685462,15.0
116,11.531367767307714,15.800137162599114,14.458146343353235,15.0
117,11.657330637825055,18.753065367226153,12.309526377242463,15.0
118,27.538118009728706,-1.0290766297406542,15.239661038579287,15.0
119,9.942104617087251,20.709087060215435,11.527733033949332,15.0
120,13.311606698780299,18.168202995410716,14.049762001817157,15.0
121,23.98299793103404,-3.6730886433541112,12.667060513914535,15.0
122,18.80148072445943,3.4693282582623386,19.135693118819784,15.0
123,7.238366411609374,-0.7052294162297894,12.661154174687955,15.0
124,10.681610715719666,19.89254264346643,10.64225498207811,15.0
125,18.553572444247948,2.182092542638605,11.040462783639747,15.0
126,15.553356579484056,-9.663640279362934,20.02381499389667,15.0
127,25.785850872661495,15.486939620217502,17.963841074765913,15.0
128,21.304156234572382,6.414386795189465,16.34288161456818,15.0
129,5.827587436486448,10.162361037754957,12.993210325068016,15.0
130,15.531404482699266,2.8079979945049587,18.355209458529867,15.0
131,20.400907738641184,14.832432682965862,16.861500538304632,15.0
132,7.126958673485113,20.702608989203554,13.060301574197425,15.0
133,17.383871575768325,18.24056352717961,14.848511726175081,15.0
134,14.342339449134345,13.13281123873893,16.968614159456482,15.0
135,15.679065486530924,9.453498572664868,15.057306842418175,15.0
136,13.55586769451939,21.39150884204061,11.84612422310731,15.0
137,10.296517508739239,29.28486438457593,19.59439261549022,15.0
138,15.419018619932201,17.646480870877628,6.566985332110484,15.0
139,8.017498609588129,19.918197076597657,11.153622420117102,15.0
140,16.384449442968947,8.97592493086579,14.68790928368947,15.0
141,10.936496699497518,17.62454275567006,15.69210543755242,15.0
142,12.691145249442092,13.947145047564128,13.195706569367626,15.0
143,17.09071895937301,-6.285766933861897,19.98115975913338,15.0
144,18.433448071378923,15.182094074828857,14.357365433367693,15.0
145,19.92172655304985,2.3000318423297905,14.413758341169073,15.0
