unit_id,WaferYield,DefectDensity,EtchPower
0,5.3766502946164465,26.444633353939928,54.431050618306884
1,17.243678225535756,24.521325758585352,37.308024764400955
2,11.952887580823294,7.6800038273559945,42.78074513132792
3,5.190349033367735,15.780434354436458,27.65710600047221
4,19.512928956807503,27.2615262869077,41.71514639629539
5,17.812276761062346,14.24490789492933,33.05271152722492
6,16.246414397274282,10.658889026174442,32.25924063502138
7,16.729238442387665,23.279433509935238,41.28020192668214
8,10.883123358010314,20.09086443909539,55.24468950943277
9,6.157407069320601,33.103013776494734,44.75198441167953
10,11.073915142130655,1.8438185172371497,33.112071346161585
11,9.167517825865358,21.242096564198743,45.98818140603026
12,8.20872248182997,16.31152370537,40.35609869708629
13,17.620424754512015,5.3138343614749814,46.818112348951544
14,14.360007787083404,4.982386234285292,45.35691400868437
15,16.841657960231306,12.957356067181877,41.312595995277825
16,17.733242011376724,21.747067764293234,34.64351542979868
17,19.58587108866453,5.0502506791526685,14.493277466105155
18,10.514121135528027,23.745721275002673,34.25109642255436
19,14.121618435548925,17.358365027669315,46.3370003175342
20,8.297583442260514,18.726639582058333,56.76366941225537
21,3.6208229842343553,32.02078952026474,58.35274877038249
22,7.1046377863982,2.5579836309723873,36.6473105237705
23,16.861729482916008,17.372982429713115,12.779646276579076
24,7.32016058419076,25.409010391712936,57.56620815274853
25,8.919949879402264,11.918402072596841,44.254199771891244
26,-1.9717342129003688,24.810718443971137,55.203677020519564
27,14.782803020569261,12.770512277137417,26.929265105982466
28,17.916634459117947,3.067878182002133,34.18339502922452
29,15.05870400025079,8.208618329740482,35.76309057112651
30,15.161416304125709,22.425686818984655,40.28943518811282
31,16.067120803869653,-0.426552611860032,37.13414381423096
32,14.783452547650466,11.889303959692171,52.68528939418358
33,13.524648574784068,6.745571471077489,42.991169799267915
34,21.887624861971766,19.45911001421802,26.504821845038613
35,16.701641094209705,11.905948290631832,41.247153346964716
36,14.945582311114935,6.257557642297913,45.674772645243564
