unit_id,WaferYield,DefectDensity,do_EtchPower
0,10.759564917579242,8.8539440964374,24.0
1,25.19414846405505,15.039599350571926,24.0
2,7.991090273712826,14.462054074883671,24.0
3,14.358238552809627,25.95748991969614,24.0
4,14.970115874786478,7.069439467838234,24.0
5,5.679409496713015,8.013775615001052,24.0
6,11.634414684739648,23.064831182337084,24.0
7,26.399932626515707,7.566985922929097,24.0
8,18.91597992632299,7.273241555680135,24.0
9,7.30298066600805,5.0433726242909085,24.0
10,10.398914764492863,8.831876846939537,24.0
11,18.294173690050563,8.669372282202929,24.0
12,16.0800116395825,0.8871703739190977,24.0
13,12.628981091404384,11.305219411885766,24.0
14,16.282679885163866,8.870200437132553,24.0
15,12.062226978418922,4.097408856132628,24.0
16,13.655382575642736,18.895114369450397,24.0
17,15.03468530266874,22.75177502406147,24.0
18,12.808729044463552,22.47666330419687,24.0
19,13.351151730004267,14.56758412619866,24.0
20,21.692721400743547,13.400323117730084,24.0
21,14.360141509366711,13.55741050871364,24.0
22,15.751911641135985,14.769981130761002,24.0
23,20.81597777863354,11.938137879365131,24.0
24,20.80955228361939,16.471781314184376,24.0
25,17.78312529578295,8.269181275984716,24.0
26,18.881173389334254,21.782681584610984,24.0
27,16.913817046163196,18.946680212509925,24.0
28,12.05701716043196,14.773857667373402,24.0
29,19.176612049789252,7.881036909886038,24.0
30,19.205891646609558,6.62461347243982,24.0
31,22.725265777321503,9.77607436185264,24.0
32,19.799484627801533,2.826845155632693,24.0
33,8.938709098869218,24.392304908545345,24.0
34,13.122859627342471,18.40194994420967,24.0
35,19.001299746293423,7.552667828524021,24.0
36,22.931661633273112,9.146695709969247,24.0
37,13.20299198491584,16.556858790876625,24.0
38,17.24143664563506,19.473369573712134,24.0
39,22.028796896985725,1.3716668904559892,24.0
40,15.139608251063315,17.31713438391077,24.0
41,21.080067687567013,12.664193510605095,24.0
42,17.174430345722072,20.150426144159553,24.0
43,13.116669067068102,4.442715092762692,24.0
44,15.887565061211607,14.70978363073344,24.0
45,19.407074717223935,23.632838787983182,24.0
46,20.5886809697054,12.90153971503838,24.0
47,13.377037093636034,2.163986734448171,24.0
48,17.893033575788692,0.6479109491786055,24.0
49,15.261816193440911,17.642918927899018,24.0
50,20.226095634062496,20.860541182488017,24.0
51,21.325314824966078,7.670333142906909,24.0
52,17.03141608402608,2.7544580926852884,24.0
53,15.08701203509129,14.938859700514268,24.0
54,14.242201895480589,9.12936880021546,24.0
55,18.266579999318367,9.995408372607905,24.0
56,8.876951912736729,18.591022159027453,24.0
57,11.744710116861086,16.685450074245466,24.0
58,8.840018267097125,16.433192331800825,24.0
59,17.252975037775386,5.758230683042843,24.0
60,17.789641362984923,0.7813402363185542,24.0
61,21.000842401303174,13.370346956031035,24.0
62,25.537728509409064,12.806255115711414,24.0
63,15.431449590800721,-0.7271960186434292,24.0
64,12.874279122779523,7.611830323099307,24.0
65,14.265474521428224,13.236980867603062,24.0
66,12.927828848457912,21.252669159960234,24.0
67,18.139722315012772,18.43294463975947,24.0
68,8.156212240678805,8.32750175845844,24.0
69,3.5398233061553386,19.193505166402534,24.0
70,20.28943599592015,10.925493265692834,24.0
71,9.328783603382893,14.650915317034974,24.0
72,7.401074757831641,23.966420010906987,24.0
73,11.692989748662328,16.857601819734565,24.0
74,20.192518571115755,15.009182493181491,24.0
75,23.915413355082112,18.367090232940495,24.0
76,10.916070701766191,17.711365985190284,24.0
77,12.360558897465383,3.085794981525705,24.0
78,9.220660988705447,0.0055719946383501195,24.0
79,21.101362195097416,13.843102554345126,24.0
80,12.712403201268291,14.2920434007865,24.0
81,20.38877524325121,16.302067610846994,24.0
82,15.981441406709653,-4.639219606763739,24.0
83,17.431397795638322,4.704128896236807,24.0
84,19.159510771762527,16.380898579547107,24.0
85,13.124964166168377,21.16633584431392,24.0
86,22.406627997265396,10.037500752284442,24.0
87,21.93629842527201,-10.884954262696438,24.0
88,11.680283668577436,27.863608904037456,24.0
89,19.70371344852512,5.9195506037562895,24.0
90,9.848427882688751,22.543368014180196,24.0
91,22.540547418318273,16.604258740041793,24.0
92,17.336518659726575,25.806896823845285,24.0
93,20.35454677416925,19.749506969811492,24.0
94,21.34873994093191,-3.2288722255056346,24.0
