unit_id,WaferYield,EtchPower,DefectDensity
0,14.919311362502167,48.91462776132645,2.800709840737314
1,10.630103879509937,39.95204718988864,10.80333843870501
2,18.815456354308033,6.839194751244803,23.211346478473907
3,5.066328967496702,38.19523550590021,22.40246746069451
4,8.76186737879142,48.7211178589594,3.4877356968231066
5,15.059137662792732,17.19611356581163,15.835453509636572
6,18.883730111749117,24.904445401638963,7.4963234535844165
7,15.3014675160838,28.571886049334733,5.105643911069617
8,20.07462692344457,13.468527109408878,3.4102638079840695
9,14.112101324615338,43.83394258771108,17.50812953604777
10,13.482399547753097,21.314906764381035,16.059525738324943
11,17.905247414054656,34.563813898230386,20.127873511474004
12,-4.252365077612842,54.13576993634692,27.502124903814774
13,11.511508932942895,46.39295146132521,15.36273629183865
14,-8.663427294359439,61.176821036405784,27.54266925708229
15,7.923120614294616,21.22071663213904,17.861996911894114
16,23.846006158813438,35.650517884165446,6.367773011799711
17,7.271632891784794,56.5877732697096,26.126432650400513
18,16.700592355660934,35.6777834145222,12.5337872626519
19,12.808895469419198,43.109354445271784,18.36187628304035
20,20.392486535525563,41.81472139349195,7.978043348678318
21,10.92472935428523,44.40865204140548,11.9280911632628
22,14.760578041875274,54.562850972315914,14.301103890899316
23,10.97773764031893,27.068076669562632,13.156562651182636
24,13.88422369976133,56.494030386229156,19.043397943460878
25,15.993594164437173,46.48237234151857,23.18611104710335
26,9.570868009449862,41.00701481970478,11.392535651670142
27,17.662693403994794,47.45171349737089,17.125893156863917
28,12.94982918107052,50.377857502650514,29.172831417088393
29,19.998007738016156,38.28018696213607,18.86083474199981
30,-3.7229199876462267,61.94721318450084,21.17749151185547
31,-2.829546754800736,70.47160804029265,28.667954943073955
32,-4.913807327261601,59.79163404326197,30.36155854012298
33,20.4499747667891,28.355865725079067,12.094130823946491
34,21.285070233427028,54.3987614203832,10.814800842082793
35,14.014340777322357,14.796073168862938,11.553024823531185
36,19.61379689813387,48.69929806985511,12.42055402099426
37,20.81322711500225,34.94889690726883,6.834444532972247
38,6.676183193653086,47.49752610803904,3.3153708907139032
39,-12.143578066925572,57.154075650050295,33.35657320439078
40,18.30287317811079,21.7163489472564,-1.168830454551685
41,14.946170500680314,49.53518988066208,11.56272125850089
42,17.22764079895042,42.758187293935514,0.9168725040155241
43,-13.909380952077111,73.63905379410404,45.189459342206376
44,11.111553089948918,46.202495554158176,12.629276657269138
45,11.541763727133029,35.9179244007319,12.76161785176088
46,22.88427181138039,35.99210343961297,13.093161978153649
47,8.942778470751257,30.199027277521196,12.323556701907004
48,15.981088709418172,37.86319789653596,17.430512019996748
49,16.740032689457966,42.47430373448614,18.21794454941967
50,10.404692265896626,29.41984366229733,16.485974306721552
51,-2.559633828612119,57.86917456530179,26.833920883707492
52,14.111955169099135,59.10983456567396,14.16939874818614
53,10.040570252484283,32.880011986249805,29.034065459501853
54,22.7844474492016,27.637169525848332,13.826703931654283
55,9.086251354628128,16.969590295340414,-5.927810249460364
56,20.46936588672565,43.80336411498477,14.8265200598553
57,12.604828358691007,39.92703430083502,21.09007413757989
58,0.11365896915792284,57.91614459547237,25.893801567126907
59,14.551898610831449,20.469817611109665,6.123195862006175
60,15.599906874191463,25.149420748745385,13.065800603937545
