unit_id,JobThroughput,RackInletTemp,PduLoad,do_CoolingAggressiveness
0,-13.873994703249451,69.04676931854192,78.77783020446729,75.0
1,-15.245974148269049,67.92053067696096,76.6751083557206,75.0
2,-26.01601960329838,62.646857348941566,67.48077664285819,75.0
3,-12.825097381718212,72.758794155448,82.77110995811209,75.0
4,-26.675492400756575,78.65457011741438,81.4962663584068,75.0
5,-17.311437224963267,91.58591258344478,84.99843968806438,75.0
6,-25.150274059095295,67.8797321488198,71.91100074034676,75.0
7,-20.193169862299275,69.89415471769746,67.92336531067738,75.0
8,-29.051010848275254,70.88224436707821,79.25063794310313,75.0
9,-25.342089703173773,57.90006018746184,55.10096924529621,75.0
10,-15.57942632876428,84.55230238377723,86.99619248594435,75.0
11,-26.2835209703623,55.58299718011824,62.43019001067981,75.0
12,-18.693512117443905,76.92144890686711,78.82508518840879,75.0
13,-10.999943441718871,78.39188961201019,84.65397947493082,75.0
14,-14.456967327937928,81.28326796250353,84.87108649147756,75.0
15,-12.433876591211732,87.69158571160608,87.17392441037852,75.0
16,-24.220979065934152,64.69018874476322,60.68087676741123,75.0
17,-16.97113410061195,77.87912504325001,86.61675196821723,75.0
18,-9.45588056115917,94.42654775283108,84.74846214302713,75.0
19,-25.35912624881599,69.3982570559301,73.05582380664403,75.0
20,-24.268752458022515,67.46523655369579,63.638037830299865,75.0
21,-16.980844875829074,70.02364269543709,61.134979682060965,75.0
22,-14.283085084045547,44.8909598105784,51.997479092978814,75.0
23,-5.059200846462932,108.91352035601905,108.03671429031215,75.0
24,-26.501719994953845,81.01175410232864,76.13388232373846,75.0
25,-8.50495807616505,90.15318285502549,90.59596635819082,75.0
26,-27.870688930132456,75.58857045636671,67.71711398177986,75.0
27,1.5532794955915707,73.76275873479929,71.91077258004076,75.0
28,-29.735538433107685,74.67174764512538,72.36005912390483,75.0
29,-20.51973009840562,80.65889651921307,75.54179413675223,75.0
30,-29.402486066995333,57.460480204268784,54.372698330909536,75.0
31,-17.24597331482535,64.77900958319773,63.45034688888823,75.0
32,-22.395019075984937,81.8532743351793,81.02771802629398,75.0
33,-29.68766904658121,64.42053845987682,69.75537081320003,75.0
34,-41.46858304529208,41.15524372302593,47.66533777663301,75.0
35,-32.7071241478358,51.53621177384932,53.69126491866573,75.0
36,-24.417392834157035,63.7649681347477,66.8655059823546,75.0
37,-30.728516491252968,66.07828737064884,66.83164775296797,75.0
38,-23.713957234268918,68.46185381019869,67.33614295478525,75.0
39,-8.405601516504063,76.74813367365536,83.60851300700054,75.0
40,-14.588432354025594,73.12359704327143,78.33975790923374,75.0
41,-24.95215749990276,74.09381152649233,75.18500501036216,75.0
42,-0.5598361750515304,90.42502603685487,79.36610284187884,75.0
43,-24.73180081102897,70.57623979934074,69.19889115173866,75.0
44,-9.931980986893636,87.1641731159023,82.35806935934899,75.0
45,-18.738322665662803,67.35617286421076,70.5769475943881,75.0
46,-17.02359878257359,78.0710539699526,80.8112568062527,75.0
47,-9.814276463343507,90.56480005697992,86.16734296838041,75.0
48,-10.004009006400977,97.37014263027386,101.31433565178968,75.0
49,-14.89016051410018,95.64449080351558,77.84295006415155,75.0
50,-12.403744205293883,75.43126283518626,74.90537891011925,75.0
51,-28.338773991440736,62.75741350631119,64.82240016432112,75.0
52,-11.464669738428345,68.67889477357338,57.09056906943581,75.0
53,-17.00018114371973,66.73872170418107,69.30570521431393,75.0
54,-19.819476335689494,85.87380744955848,85.89912348473445,75.0
55,-20.646863895169762,85.36335620298613,72.6312893082838,75.0
56,-0.7235693654101292,85.41908631610661,87.2414911519217,75.0
57,-18.748744937833976,62.78251756661059,71.8755431545645,75.0
58,-10.671649439998072,82.92263862284531,88.33987657775822,75.0
59,-18.389996388342706,83.51333219362012,78.96385980756202,75.0
60,-22.382740686251044,66.81837262334714,62.329464561705834,75.0
61,-25.42491788477167,59.318455085356746,64.13000538602874,75.0
62,-19.805513281162153,75.2678558951136,75.90784355654242,75.0
63,-33.6711784079087,52.07130561927349,55.65483187847658,75.0
64,-13.590854947770733,74.11218623618915,84.26418542515538,75.0
65,-17.834138136753268,77.0620650957591,68.60781005472232,75.0
66,-4.710645806806193,89.49142222489427,91.71168705565152,75.0
67,-23.084377816144087,69.43692845957457,73.33726929643343,75.0
68,-9.452566762333706,84.67304728822198,83.72422919208628,75.0
69,-10.79591961259794,83.12250255980281,83.11295429222295,75.0
70,-22.294681577215442,84.22170983257307,80.96863970428376,75.0
71,-9.885639936012074,88.81883934442273,86.67085000173219,75.0
72,-31.322180975266548,54.01622265709143,61.01326134282295,75.0
73,-19.865115477678753,71.2920212645919,68.25638299866291,75.0
74,-24.097953282139045,58.342506192457606,73.6741706082661,75.0
75,-16.64393295702206,75.4214913046609,70.50317284946621,75.0
76,-12.141878859405292,74.60568234875618,79.69439800460566,75.0
77,-17.90565939457705,86.9774648974798,99.00315831047041,75.0
78,-11.290732136373176,86.72371007547414,85.6013432341903,75.0
79,-15.401569260146767,72.23919725493381,72.12720689581982,75.0
80,-19.419094657282994,68.88676747501516,69.99711096884852,75.0
81,-16.40258531153279,75.03843030382137,76.04049741435483,75.0
82,-26.19588977312359,69.65731724473106,66.88197377459396,75.0
83,-27.387910672697128,72.45714997381127,65.8399393353047,75.0
84,-13.361312014701792,87.87974391453592,93.75231712671949,75.0
85,-29.605318819112686,56.545154211171884,60.28548419265905,75.0
86,-21.388711592038625,70.3166096712573,68.85369181927571,75.0
87,-19.739408399246297,77.22412204543274,76.52634156451144,75.0
88,-14.648218533350558,70.7594980640976,65.37601882110299,75.0
89,-18.041132685459278,79.5615320825794,69.90295293137949,75.0
90,-18.322103330431396,68.46263674425519,64.63251685768208,75.0
91,-26.956409670275143,69.2013493470878,72.47760248483814,75.0
92,-15.884799988593885,79.64134013052887,80.21820613345139,75.0
93,-36.42715528673379,54.19626966449858,48.20219030228761,75.0
94,-21.785181318094992,80.00883734789254,78.8361115718413,75.0
95,-24.614556118547142,68.66542408929536,67.52561457995448,75.0
96,-10.710365598873686,96.483247004567,94.0623155672935,75.0
97,-27.9435959398895,67.20472820328277,63.25242433154872,75.0
