unit_id,NicErrorCounter
0,37.47609839749174
1,33.193477023701014
2,30.030889553793934
3,58.60633052639917
4,15.859610299293792
5,52.32329282734255
6,55.44574139234216
7,37.01678709993369
8,46.170079411700534
9,12.487619848428702
10,40.83178587630541
11,27.25372712898695
12,41.915180615086655
13,39.022948652516185
14,17.731715455005876
15,42.16534105883352
16,37.1909705148191
17,43.54380202331532
18,58.60030720623398
19,12.111864908268238
20,22.13905673392431
21,29.185096025196724
22,46.95109153481491
23,6.093182525532654
24,18.52814498766668
25,7.0808790635692915
26,61.507875383023915
27,14.105444072166136
28,38.873717585545556
29,27.632697743888937
30,43.16711229743464
31,40.08858497091325
32,47.68782748193115
33,18.12802312481453
34,33.182459025497494
35,61.901156235205754
36,57.55191781091227
37,30.54036854580158
38,19.162923289526333
39,14.225000936820638
40,39.60881274714619
41,34.58473669063221
42,44.02695752737215
43,4.991037988393714
44,77.48140894792172
45,52.741916893268225
46,71.7394640302031
47,14.655369058107073
48,30.57900630763431
49,45.76639088229017
50,45.06031649554363
51,-13.577456087513578
52,62.0174795601575
53,29.814089376309486
54,25.787256441750802
55,33.72450501460131
56,34.76980105100458
57,46.27729310455311
58,1.8482600492241374
59,15.102511222465363
60,26.011187766663554
61,60.22007129587821
62,25.597221226765893
63,52.20354750002032
64,63.99224992110328
65,24.407984096778023
66,60.04552577986901
67,22.145196168543443
68,31.9281904762672
69,72.62964736999065
70,60.484485021592796
71,48.01753421992504
72,28.298762017424416
73,47.31539122979579
74,26.71549540077294
75,30.70905710317846
76,67.94190717083158
77,54.563828155181255
78,36.362357592535965
79,23.60924192704524
80,31.912682486196953
81,44.21617174920489
82,51.469223571484974
83,28.941687978919404
84,4.3121006444645325
85,13.558248056634898
86,60.05341246701174
87,67.48075763116744
88,34.80374855832452
89,24.327952656506152
90,48.531432686686905
91,20.019398589396218
92,47.01135356702113
93,44.64345505525731
94,43.44133350745264
95,27.915012614999156
96,54.78510825948039
97,46.37524570951103
98,55.39634310157684
99,42.1008379098108
100,37.86751689076382
101,49.61555110405932
102,33.246479662155
103,31.786764205528268
104,54.45683979335232
105,86.45627822197677
106,43.18348849146659
107,62.65766683031336
108,45.67162013775083
109,47.91123096966477
110,67.10568817252836
111,76.16145727100263
112,49.92613779960408
113,30.86092162893223
114,54.50384000698183
115,52.06485439195563
116,61.77121550289155
117,7.274788831334551
118,54.86367801328214
119,7.87938168685743
120,37.161174149368854
121,47.711427299108365
122,51.04126470184765
123,50.641604646054795
124,31.879735217158082
125,34.50125743208637
126,13.11387426287296
127,43.732601728623536
128,35.43218004548086
129,72.84747379867288
130,36.833376120229495
131,53.961978554896845
132,54.288956537439994
133,36.90341009000681
134,31.573686925156913
135,44.4516857658359
136,70.76350711470604
137,46.8059832667184
138,80.48660374765446
139,17.84922221313626
140,22.040718645211193
141,34.08390461943001
142,5.978392255227954
143,31.06113126223352
144,30.276689306843537
145,52.09987137300234
146,65.85763984919556
147,57.062237164825845
148,63.145139375243815
149,57.41979107509506
150,62.34514101256465
151,28.865535188415855
152,16.366499461510863
153,35.75717931861618
154,22.23271038566188
155,63.61803603188918
156,61.53702224016872
157,-2.8214516768053173
158,35.489665531744755
159,56.088140458998296
160,31.2734964507688
161,44.98446455265528
162,62.635130108227145
163,19.40816971144726
164,41.24893465683933
165,63.74534387238951
166,36.32206674317997
167,38.34588166714275
168,47.691813817839616
169,35.11564939151835
170,27.137096315710203
171,43.97639924694609
172,40.444485320905436
173,29.435829556386587
174,46.022142493452144
175,37.036247034583155
176,53.80929760709153
177,50.888363074054794
178,42.67116500819334
179,27.23304571028077
180,76.46706306872811
181,47.579631006126796
182,33.72961060407005
183,5.569691857957089
184,0.30255448768211934
185,68.88173710367874
186,75.38227176682658
187,30.38573789114509
188,47.24052863078517
189,38.551231205704674
190,43.20452788774649
191,65.54935510637146
192,49.53272220506174
193,51.7826242857719
194,77.43725661273076
195,12.92850020264525
196,50.37256990961625
197,26.63047621451873
198,36.34900466245005
199,39.470996737233975
200,18.30772807782666
201,48.55459587723421
202,9.981202333004042
203,31.40841976994632
204,30.580858970462977
205,47.965950963812226
206,51.63162954149617
207,6.836258966981152
208,66.59071739130519
209,30.588080513358907
210,57.88523262832748
211,42.49874828426173
212,31.95993109072034
213,22.127838746323743
214,20.58830398026867
215,39.42778208139024
216,27.355937099239036
217,22.56218253609468
218,41.603816186824375
219,53.046605149702955
220,20.840752106944265
221,37.90502349115122
222,47.84849007251864
223,57.04498219094893
224,46.614973458875035
225,33.44395586304519
226,35.901887228581906
227,13.35251484623987
228,30.074605450192898
229,59.14055288997982
230,47.83182951422304
231,34.43714226307589
232,47.48288922114584
233,16.58870633508615
234,44.491978820537355
235,34.00191294776504
236,42.91699098500526
237,30.399274415703427
238,56.21046761997492
239,17.03054550954707
240,55.68276139150969
241,28.899683882049928
242,43.92584301594347
243,37.289400897874955
244,32.44783886482552
245,49.154563681297724
246,30.440214967249993
247,34.67192322709081
248,33.15875934520583
249,60.23556029076501
250,34.918225945153424
251,-1.7641396339176367
252,4.939940179568776
253,57.01740379471752
254,61.709070977408345
255,21.72376206377605
256,47.715385930564395
257,45.861765755943225
258,62.287212476658965
259,35.30541260142019
260,34.179292697345225
261,-0.5338744650213272
262,73.11964806018682
263,59.10047024072538
264,54.447444763464304
265,35.864490066888074
266,19.409087170655535
267,52.82746894343977
268,35.57095479255189
269,63.061646221339686
270,33.95503494565847
271,30.77677546980621
272,21.113219682101548
273,28.296592607904547
274,42.018251098432565
275,65.41068328846887
276,34.076629313156545
277,59.99425094028215
278,59.53766399413232
279,57.37590408987696
280,38.8129340473083
281,65.81795423197033
282,79.65705509293846
283,27.54102121542544
284,64.623179215296
285,36.96748283655857
286,35.175993037974905
287,8.1210316153546
288,40.14799385974802
289,41.03068345633049
290,20.319364922403828
291,33.997943967721696
292,67.73315428552658
293,23.708042779522078
294,47.44164130733552
295,7.775526789831666
296,41.016857452914635
297,32.84506215538191
298,9.577534988516394
299,24.727851962084
300,42.32817755372401
301,17.529902862342826
302,46.913768865476335
303,50.045203445192385
304,48.02895383226885
305,19.78897534231158
306,8.266504958060292
307,24.12850516267043
308,49.659356914718884
309,29.691466959590016
310,0.3697547514748809
311,38.23688989511993
312,77.75303243876886
313,28.038230527067576
314,51.098803800835135
315,44.26560411163987
316,29.803110170954795
317,32.555627769684335
318,71.83483030165222
319,30.63112812811187
320,74.94963951739066
321,19.71739755767733
322,34.58933393060221
323,72.56719441729679
324,-4.468798860528748
325,38.77364539706771
326,33.45650121654523
327,37.58662912957623
328,60.93509309579544
329,43.34171948338064
330,63.651779699617634
331,32.62107533700686
332,40.0807712351758
333,69.86894566387197
334,31.027186908669314
335,53.5372345684184
336,65.71972238849756
337,40.331600785382875
338,15.387934238456001
339,59.36556615321103
340,51.82763124079125
341,56.93394631559733
342,58.302004837948985
343,43.676613441235325
344,31.99196663158304
345,36.95488232557669
346,51.52712861012365
347,60.26666396768299
348,43.70692836173259
349,29.088344593408696
350,57.46367653765834
351,25.714072157947985
