unit_id,JobThroughput,RackInletTemp,CpuClock
0,-15.384725376892145,84.45696686026722,46.929991634782795
1,-6.973981218538483,87.60303280324769,60.93176657333886
2,16.883395338863494,84.44536385312335,54.479040378044175
3,3.105035620680585,72.84667505074378,31.90539582685053
4,9.201820604488537,89.09058633503815,53.42659550811789
5,-4.662228429604981,83.28531488365296,46.25675634840231
6,-15.629914895836162,80.51616537500124,56.47491925330815
7,-11.418264366033341,83.23607175477503,51.838214245592646
8,-3.1604081941270032,88.6819387448431,46.77898769203868
9,-9.36663946071319,85.94554247447904,55.85848988661147
10,-14.920605719124598,68.88124694907293,24.95574009895214
11,-22.777207260426742,74.16975783654783,63.66015760812245
12,-15.253607538949769,68.82854964092597,73.062168317919
13,-8.194995849883519,74.18147673512124,45.26514352620567
14,-15.726290376431251,80.12603977649538,79.50607049690363
15,-18.196688472950544,74.77527420435592,57.44601012812717
16,-18.812345985513435,74.48970582147152,41.332803433830954
17,-4.906943947512859,80.89368152986991,37.96039047023934
18,-12.098024644114094,60.46371797189763,56.12127888902756
19,8.602304140453402,86.83903527956774,62.80244318364689
20,-5.383198866623449,76.39237500734001,70.34268973428678
21,-9.62907052229297,85.59247345821271,20.29185618362381
22,-31.494505334662918,45.98777755978065,53.88995887895912
23,-20.11408104282292,77.88134578509019,56.83330060088677
24,14.048248837827998,94.86161801998416,39.94668550341919
25,-1.234115814571406,86.50523401316595,33.528572840503564
26,-30.40366040619718,55.04604979150841,42.9180386218986
27,-7.736708142977559,74.75822857640513,31.355693293680105
28,-7.934711752355115,80.58647208734656,65.82655391547662
29,10.844756729548267,76.40587970927169,32.34043342649345
30,-15.317349144290358,79.2218024026911,37.10262755781471
31,-20.205230743255395,54.626290084309126,47.293266087043676
32,-7.073591545346598,86.89002924576457,63.176770661911604
33,-27.531322576441298,57.31758223924696,77.47252975211859
34,-6.449502721174158,72.94020249502101,30.29428749326893
35,19.854090715363764,83.69935862797726,62.05139431418259
36,-10.512245701709945,62.759895178675,58.42723340957883
37,-25.14669778770937,67.30097945835601,58.7595202935171
38,-1.0683005552635918,86.31525578197643,43.22323698413263
39,-20.9344705853073,81.99398688958499,46.26404544334927
40,-11.433823361712601,82.81459508724754,42.706468653643675
41,-19.936646658491792,65.46666317570204,43.346177208341466
42,-6.271396300162996,56.69279563155195,52.87598180441812
43,-4.228039337297303,77.39300048783404,38.94730475407982
44,-9.756530710034403,83.43219328399407,46.602746048795005
45,-8.008264418374166,80.04770542583648,66.25526665120294
46,-16.76024527427602,77.12033584964584,63.90481551601651
47,-17.947025152942754,58.569454697154015,37.19745873791567
48,-14.787654983686632,79.25018950146318,32.61978367823705
49,-11.707587537755572,63.59135209278407,65.20296547095569
50,-11.143228649364712,74.27353058802737,63.387046733102814
51,-8.091934451466798,100.0788032786024,41.868792736904325
52,-10.04117652340926,68.16395819312166,45.00192254685399
53,-19.024598379290836,52.90234093794577,32.9120962300661
54,-9.426623162992506,99.07227965105874,53.16487035288568
55,-1.7274816422935237,69.02435120544868,46.53594052719136
56,-12.518114153880234,65.12957001747932,61.20135415506331
