unit_id,JobThroughput,FanSpeed,MemoryUtilization,RackInletTemp,PduLoad
0,-21.2716094561955,44.622811643809975,48.51081220981195,75.77010565116048,74.2254613538441
1,9.490720840414214,52.46757338120164,52.5033828112224,75.58485925877996,76.07364393041402
2,-22.68305750887999,53.39481223368161,45.0120110788142,59.53158469420069,68.41558076482372
3,-19.57188900824069,26.937999625038966,49.71008067027203,62.748779170292174,72.04762749953498
4,-1.9774549960373993,75.32127473573324,51.939570257534555,73.92827832042384,67.18564132421359
5,-19.738820008094866,59.657962980363884,55.80427125642491,84.87127616803181,79.45123771127045
6,-3.7097731464500003,16.097516277857416,43.22623036417096,72.48708800146541,74.826479574306
7,8.374073578537537,27.803024082389378,42.414795955669106,71.37131607693449,74.59554601279328
8,-22.609174374605125,64.99185787986328,59.33016540532268,77.18048629953167,71.23230211596977
9,8.237615635443056,53.8517891272656,66.1485060194341,62.75452802355944,70.54989215274522
10,-15.689176772605283,80.92228698046253,28.55305735908229,53.1878914370254,51.41919718498979
11,-21.628616598371195,39.400505184719854,44.33678877175175,83.96532034055102,79.55482832953011
12,-9.099774754672202,63.89543336499097,44.74531118115388,80.5126728818895,78.00462890454862
13,10.472573056772037,48.35729535644439,37.73035288077102,81.13421305350752,81.68248716283642
14,-3.3797790612722656,51.21723411452644,54.576269933913196,72.90889287263273,73.60289616981562
15,5.105753396442421,41.57102678982494,44.74607723142394,85.01444861307453,84.42994851411503
16,-13.983544647478212,61.32623124504984,62.062943159998845,68.1875570754065,64.21884759931731
17,0.7001057701670215,48.186903511608705,46.57317885704241,61.999226285513416,72.36370483473593
18,-14.360112626400793,21.693928820152127,63.840652948763854,80.33363708987262,80.03277443500923
19,-3.3113823095398915,38.95427144221202,73.01820174940045,86.19237829609781,86.05664747715774
20,-5.1309147494466725,44.72346631480037,66.59817480639002,86.96934894854753,81.6919396273595
21,-20.44233227617321,51.74386420576528,50.95158669670348,72.86328122982738,67.30542587361931
22,30.22079672637324,53.028424395712996,51.939453969125374,82.17344039409781,77.43322124229566
23,-8.697324587880505,53.67624211488785,48.66974633396404,93.25773084982238,88.33262473106025
24,1.0646166879191323,47.91684946450865,60.00232550951399,84.69780699403695,90.1176052943278
25,2.975354649447853,43.03046433961006,40.37017262685113,56.40040817982039,58.304576437881636
26,8.01349086873946,32.26912389331574,34.4815496506525,90.84572489067321,92.93075488320575
27,3.3637070360516557,59.995709239665615,79.27320888604035,73.42705188887903,70.29062819310094
28,2.8872535857432213,78.00136326861205,39.230913598162374,78.13889214571091,73.07452005610567
29,-12.190187800760174,52.25763395676028,60.13310488653163,68.84985803641972,72.22277560573131
30,-18.060972371161473,31.74963190718837,66.77636884077079,63.85984287629206,73.73255545169128
31,-9.495064218053377,40.2624938647812,66.00772985372477,81.10918897084164,78.57420588405282
32,8.68215380349773,41.029412397879966,60.208470449923446,69.27757920270763,68.5948403156027
33,-16.504653665365424,52.63195135016329,47.05102458269133,83.59671348595307,83.21745840258947
34,-25.871131658381536,42.275185472970676,49.06862381570079,54.60412104205488,62.72201753094507
35,-15.129929480410592,59.046588906359844,42.795821036333564,82.82815431896796,78.74148747603131
36,-5.129371559984664,43.09324801449621,43.428938280225154,85.15984167854059,83.20668602174383
37,-9.839942886014136,24.28637393884593,58.100907639467216,93.65283987216807,94.36056620504803
38,-28.03310774965913,27.969559423215053,55.08483793834344,53.49751011794108,50.01231769486704
39,-16.050404913273084,31.17105201851085,45.90860210003844,89.71879616430768,94.86908703558953
40,-13.184999331852229,34.39269406344168,53.39407971327381,83.04572476983776,76.92291399456903
41,-1.8575998708451558,70.073143517215,35.86516286966404,60.329866393670684,60.96974246160912
42,-10.776265914753383,40.585674791296945,60.766227623887076,77.81503747329461,81.16538736707413
43,-6.002871218781607,34.709494522346425,72.18597153020346,72.89952742296869,75.95988327621714
44,-27.32141173238259,49.4952745367676,64.68404926755298,55.66821554731245,54.40883651910089
45,-11.039517465259134,46.375003092314316,53.45490367885416,63.11842599528926,68.9667872622686
46,-13.91013964600996,68.57037417201266,54.96728597615892,72.8559023141569,77.85890578316356
47,-15.348394242571498,58.3315077333063,53.03680105751247,71.51631062428199,67.23926915608259
48,-19.400244960708605,23.569912138725872,57.14850687773621,88.55337972456434,83.93598894428179
49,-13.570314027146864,36.43459341972676,46.718064884723084,60.20220440211279,61.754942808097844
