unit_id,WaferYield,ChamberPressure,EtchPower,do_set_ChamberFlowUniformity
0,-15.44030030480438,73.45526296540878,55.82496283267122,95.0
1,-15.45144400141708,58.53243750038425,43.00836863194213,95.0
2,-13.62364994104906,63.904698807419805,36.34305990727239,95.0
3,-26.791982103228683,63.30340168206772,43.218523203153616,95.0
4,-19.78348007552567,63.49626957003873,57.42131667625772,95.0
5,-11.69089218107218,66.97686377675917,48.667126445716626,95.0
6,-8.238517398522191,75.12284941433353,42.48240759979709,95.0
7,-26.129449636117496,82.76337465329243,52.533349676559276,95.0
8,27.03069996333241,76.24717444602541,37.68780272819683,95.0
9,-1.580573968723175,76.04287670330258,31.05956376987845,95.0
10,-29.245076683234817,61.288853671881796,70.68025830470899,95.0
11,2.977541827663661,92.29341713953282,49.191170234506494,95.0
12,-8.325334292634953,72.22205249691304,39.89728412656257,95.0
13,15.115161415397939,84.68561845901249,54.48171391755642,95.0
14,9.35642920735625,63.84693867769342,38.876333253902246,95.0
15,-24.326821335769026,54.42765120170801,23.802348571152397,95.0
16,-25.818914786226756,67.61287700188262,73.07133317868718,95.0
17,-19.22037450834568,65.95684467652694,45.36336608616848,95.0
18,-12.984867474699417,72.19956341653467,41.610374759145856,95.0
19,4.292401231604986,63.501887645905484,36.82847454332283,95.0
20,-13.412982737839517,76.54388125227909,52.69774159956193,95.0
21,-22.083195421855905,58.60259452290816,48.38903462319514,95.0
22,13.14434822884748,85.26411429096369,43.090752361736264,95.0
23,-15.251955732564479,79.09504428463678,41.1606077601044,95.0
24,2.902338916428355,74.40854848594915,25.96776276153856,95.0
25,-8.804310312187663,83.9719070875073,38.323342031124334,95.0
26,3.7115375351601445,63.65920123859238,14.339154596555996,95.0
27,-24.162066595396585,61.82253406537914,52.71127649739431,95.0
28,-3.8503840408309458,78.55384824091075,46.11041905883791,95.0
29,-13.595984243585201,72.20018586058868,51.249320147062846,95.0
30,5.485007641854694,85.43492019138168,46.507317980933074,95.0
31,-7.253502056358405,84.90771316863326,32.807226803007744,95.0
32,-10.262048638247563,79.9686252838767,40.94195272960741,95.0
33,-4.620146276461339,86.23999301730498,28.144979588569534,95.0
34,-13.123766683413306,74.80586137079965,35.56509616362499,95.0
35,-5.200995665353692,93.59064559973106,48.51797829006766,95.0
36,-16.5571688692458,63.5443021718801,41.30184577939418,95.0
37,-20.549044581641517,82.862333822603,66.13582797124234,95.0
38,-23.132186810710724,74.31238870021389,39.06127291539848,95.0
39,34.06696416676792,100.49181885756973,30.081843329312292,95.0
40,-9.218134074203704,76.33728457011337,42.90727897110851,95.0
41,10.193328470925575,65.58784302361916,40.959933649531216,95.0
42,-10.956376735810391,78.32707064465228,45.725795502745434,95.0
43,-16.44156901038285,68.03307864425074,37.30545525169063,95.0
44,-13.453005064929876,69.85343640235703,47.184467341365576,95.0
45,-7.507425352495069,69.87941972753144,52.181735933890096,95.0
46,-7.062749077419104,66.67268387960145,14.99382118295306,95.0
47,-38.487421718960576,44.867854655622125,53.453199588951364,95.0
48,-2.356282721029435,89.90849183879747,37.019962305770406,95.0
49,-19.334512678195924,63.562291311852015,34.88336333072125,95.0
50,-14.100555501561956,59.34094016634574,52.76158711603168,95.0
51,-6.787552659566329,61.71866680531879,31.07546579635339,95.0
