unit_id,WaferYield,ChamberPressure,EtchPower,do_set_ChamberFlowUniformity
0,25.078828364135354,93.61831346741737,32.28189905613179,75.0
1,-4.959907068317237,73.27191051309008,27.517870452456922,75.0
2,-13.454798100447853,76.325964772695,62.591704832697225,75.0
3,-1.8209487230623473,62.330186837686895,42.97322751633119,75.0
4,-14.122061632454852,85.34322273755505,36.75672345245727,75.0
5,10.266778259704186,79.45848820768981,39.15870972624741,75.0
6,-16.895769705650217,66.99979707379165,39.021893498492474,75.0
7,-10.679319765790826,72.34423889522881,21.0898686260092,75.0
8,5.746102107068802,78.02001289642556,35.326306336472925,75.0
9,-21.51487845730744,64.29944837261748,39.567161107263075,75.0
10,9.577953544979911,72.36228374985667,18.60665485989488,75.0
11,9.796508389832722,80.10959029303515,67.31129703907622,75.0
12,-18.178356114558913,81.50593287534987,57.362300008560396,75.0
13,24.204336101855535,71.0183445484036,28.428863085924093,75.0
14,-19.327453750968854,63.78565639658004,39.76750226848024,75.0
15,-29.64893309559466,58.85295588897257,37.12956735501128,75.0
16,-19.129166641752036,73.7156380012654,40.750669060122966,75.0
17,3.9790223109042557,68.0201379406945,8.223467557012263,75.0
18,-29.43492122967552,64.2032156456114,45.48462406541598,75.0
19,8.527873333741356,85.6434474062604,24.096047754788255,75.0
20,-16.16017621452137,84.36906313967737,59.77897633164459,75.0
21,-23.733764723750834,65.7870039719062,36.60559983389685,75.0
22,28.088248224679823,81.49916339486612,44.40553734306003,75.0
23,-7.455942833591293,68.11378385857688,34.6156357741191,75.0
24,2.1872120648695335,77.42923137367342,36.95278528673523,75.0
25,-16.626114609770802,73.49544560040832,64.04136382896169,75.0
26,-10.891439504834242,76.2228918845941,36.09545547027005,75.0
27,-0.23112689205765768,83.36088298007077,51.35742894849744,75.0
28,-11.376240601233015,73.35199160173268,41.613657072745774,75.0
29,-10.802403444704687,92.95212858065884,57.127313564125565,75.0
30,-2.8981630426477167,81.14295189506505,25.711707898312962,75.0
31,20.01890963824612,71.11290222421916,38.740759329627636,75.0
32,-14.55869137025179,80.19055918718526,46.28208513214289,75.0
33,-16.962598876285693,69.21426162518377,30.256973317653827,75.0
34,6.294851545594047,84.54867183890445,39.64198567042191,75.0
35,-20.312650773583936,63.35424701151083,43.256942154305364,75.0
36,-32.43922257592912,60.61674899203321,48.335221588397154,75.0
37,5.0155123352660445,79.07449680672605,29.732215824362473,75.0
38,-11.973300834705281,82.72717619652818,47.38983231033836,75.0
39,6.907573305168137,75.54497449492702,23.28165802075429,75.0
40,-4.311611970410402,73.39085122856501,37.74614778330483,75.0
41,-7.043045833436972,93.34664813198184,44.851246777225604,75.0
42,2.084627068374424,82.89573009071312,56.689945475486354,75.0
43,3.8140139193857845,80.03855383027239,19.14502324541385,75.0
44,-27.835697959510643,56.66408328990581,41.667272504102655,75.0
45,-11.619355707660157,79.75205201222138,41.01279594826368,75.0
46,13.214436851645608,97.79765169482754,31.514278980085606,75.0
47,18.731171950550557,106.42629692855132,35.30888489284961,75.0
48,-30.523572390166596,67.32946192310071,54.25740755641942,75.0
49,9.065898716037227,60.404305650971,20.32031937862984,75.0
50,-5.345871403763679,78.7311905091861,51.21315505485794,75.0
51,-22.535562226317634,67.46195345155708,46.1603774588944,75.0
52,-22.054418482545216,70.38836386802055,53.51717106016048,75.0
53,15.069446265641385,81.66099794160056,11.142913604277835,75.0
54,-1.452921030917342,67.31077363560809,39.6567009986651,75.0
55,3.5188325503197264,89.6818756960107,32.48217553668749,75.0
56,-0.2602461703179104,74.56272826942038,38.426330871923014,75.0
57,-9.033796047901593,72.61269405811687,49.22883236745946,75.0
