unit_id,WaferYield,ChamberPressure,EtchPower,do_set_ChamberFlowUniformity
0,10.64518717373409,69.04676931854192,20.75693747811092,100.0
1,-4.949943362993636,67.92053067696096,39.32831316724861,100.0
2,-21.75684343990032,62.646857348941566,48.427126869633675,100.0
3,3.0528509828881782,72.758794155448,31.63257792439349,100.0
4,-26.166339274848596,78.65457011741438,62.25863938055419,100.0
5,-14.354276763830319,91.58591258344478,41.970294930526606,100.0
6,-22.582247260746875,67.8797321488198,60.472228342546885,100.0
7,-16.73935849053502,69.89415471769746,54.41888355705701,100.0
8,-27.841851320485553,70.88224436707821,62.941282179115625,100.0
9,-8.257377788777642,57.90006018746184,31.634556620680478,100.0
10,-16.58595590233365,84.55230238377723,70.00265506208672,100.0
11,-10.219612774305382,55.58299718011824,40.010779722631206,100.0
12,-6.5570988068905836,76.92144890686711,30.201984697974797,100.0
13,-0.13758383604380464,78.39188961201019,37.458398128320404,100.0
14,-2.695030130540405,81.28326796250353,32.68010871972568,100.0
15,14.937271383172938,87.69158571160608,24.956981965057015,100.0
16,-17.711433712646674,64.69018874476322,38.05367382819143,100.0
17,-14.95770535612481,77.87912504325001,48.691884462322,100.0
18,2.245295375014236,94.42654775283108,27.620760715622936,100.0
19,-24.009565694366437,69.3982570559301,64.98040506823088,100.0
20,-17.59253857138025,67.46523655369579,40.83647281684456,100.0
21,-8.345738769887785,70.02364269543709,34.468325154515774,100.0
22,-2.5619434820814706,44.8909598105784,53.25877590915697,100.0
23,-4.645631043105158,108.91352035601905,61.238921561703584,100.0
24,-21.4430316645386,81.01175410232864,46.02885710315094,100.0
25,-2.1696130871074955,90.15318285502549,37.217113690314044,100.0
26,-3.8550294309164217,75.58857045636671,11.68618495277656,100.0
27,14.797266675200241,73.76275873479929,46.68136358364015,100.0
28,4.5365983004361246,74.67174764512538,12.95116991869062,100.0
29,-16.096969099282678,80.65889651921307,45.19846550960153,100.0
30,-26.283667109417006,57.460480204268784,56.478111124694706,100.0
31,-13.476079586837438,64.77900958319773,42.78002741408373,100.0
32,-20.20523049076544,81.8532743351793,49.169258957921336,100.0
33,-17.252718845877386,64.42053845987682,28.913161637074793,100.0
34,-38.12905242067771,41.15524372302593,49.434415252861285,100.0
35,-18.186553335614285,51.53621177384932,27.100130040680444,100.0
36,-10.354605777087983,63.7649681347477,28.555090621844464,100.0
37,-29.273705112260707,66.07828737064884,54.13947236145668,100.0
38,-19.006255398884264,68.46185381019869,37.065190453575944,100.0
39,15.272181978727936,76.74813367365536,26.647960133783176,100.0
40,6.135878442312565,73.12359704327143,32.84420537422677,100.0
41,-13.359572306829442,74.09381152649233,41.4556125103557,100.0
42,22.690354655336865,90.42502603685487,25.55228793442101,100.0
