unit_id,WaferYield,ChamberPressure
0,-16.006638238116825,88.11596620273696
1,-7.036710430152055,78.77779239863905
2,19.604949796695134,86.9224881635239
3,5.364576318756441,70.02518708746179
4,10.892756524368385,78.51671051043365
5,-4.640868295892873,84.213069478883
6,-16.281798660097277,79.76357914381045
7,-11.539087416552562,77.24529219386811
8,-3.2601818680516907,90.95422065324884
9,-9.75896816383037,70.8822534874648
10,-15.19817162863946,64.88306480823576
11,-24.151631213607764,72.38010965211242
12,-14.881671175386582,64.07502596032633
13,-8.7629137462214,75.5648489421798
14,-16.807790538432954,89.21708615062418
15,-19.270704152995375,80.95411271529466
16,-19.901241599562898,69.87875990494625
17,-4.9184750305207405,82.90002739204458
18,-11.493451206947437,51.62239166063582
19,10.436663164456387,88.91337328512618
20,-5.186510169150939,80.3135542984737
21,-9.579165444847831,80.2405585275907
22,-32.014131999486764,52.60386315025217
23,-21.221306786905505,73.28354255622257
24,14.859216345875929,92.13153517344995
25,-0.40351873085340895,85.30837662286847
26,-31.476907770515115,58.06213692261744
27,-7.20266583414379,67.18791527081922
28,-8.704505615124065,89.69193188926651
29,13.251003703314455,75.47113305638977
30,-15.776283746116494,75.37763478288066
31,-20.829250846811387,58.072829685962496
32,-7.528811211213667,89.83395907359824
33,-28.371812443634973,57.43487873600821
34,-6.281472255359434,62.48087667948616
35,22.688297263681854,84.39084947608686
36,-10.002347983400442,69.27357071350825
37,-26.22627285473773,68.53886068929049
38,-0.6747611328257447,91.27906822990506
39,-22.134123931114818,85.13313374597475
40,-11.630883832451897,83.37942604292074
41,-20.022141295892975,62.355419532284245
42,-4.906340498593556,58.805280710496454
43,-3.2632033391128195,75.2611177268962
44,-10.384684543396558,72.11717172570097
45,-8.040702686354008,64.37986451962779
46,-17.406900738743285,69.64698197484127
47,-17.86023666193805,61.763191858587646
48,-15.85739344128378,76.44674041923882
49,-11.491313854996164,69.1178807137023
50,-11.698365967589513,76.83208145276367
51,-9.211880174917255,90.4245526124487
52,-10.1736828209017,72.5104868457977
53,-18.255370828564665,53.66841174052073
54,-10.475767170807664,93.4889538996312
55,0.24525512066069632,62.39693415768337
56,-12.331757845306434,72.41398734660488
57,-7.301597227564445,84.59721743490526
58,-1.8016918792850767,88.1667559865542
59,28.10434971752139,85.71274441951138
60,-14.261105625452341,69.66322368529892
61,3.346424273859699,58.96360221568091
62,-31.80802415271452,59.18906558795378
63,-7.447831069284245,82.30477682219284
64,0.18827925160205217,76.46872003803378
65,-5.030650159268146,100.20933252402747
66,0.18348442027835188,88.30341052584443
67,-11.450435501352434,91.93747200628674
68,-27.897383023348095,60.827934421461315
69,-10.553392169904424,80.59807150811356
70,6.11028514661618,87.29365905639727
71,1.5222882732945378,72.62875533106717
72,-13.488721080423193,70.28327948574089
73,-4.880019238808416,90.53992092589648
74,2.5688449203854478,86.40059446053594
75,-16.389458244138122,72.55307178352831
76,-7.472026512695885,89.71567388921066
77,8.21646663092333,105.57665523222312
78,-1.4055252260634354,88.76016803607094
79,-13.34978346725601,66.33636184457197
80,-28.64099777740247,45.47219050643151
81,-1.65096781791208,69.31346678323139
82,-9.158482005932502,82.91684468808417
