unit_id,WaferYield,ChamberPressure,EtchPower,do_set_ChamberFlowUniformity
0,10.542498421443922,76.01265764105717,20.884869250675855,85.0
1,-12.200202644103163,96.9044675724123,53.07221194564002,85.0
2,30.263227096263133,91.93472852796268,24.580458133535704,85.0
3,-9.068905987472998,59.38418358232299,24.27391611460055,85.0
4,-6.051234653627031,105.1721468766472,43.63059162692351,85.0
5,-26.045896109713517,55.05590938287382,55.27522493735506,85.0
6,-12.124647509973048,75.18371264316906,48.69638152208564,85.0
7,-27.578759943685228,72.26702196115909,55.969825719224254,85.0
8,-21.928030495378543,81.01245257456779,39.85348126149748,85.0
9,-12.270335518923254,90.3540880734494,42.783898833738924,85.0
10,-17.79324514847764,51.15458940066323,30.359145409491877,85.0
11,-13.24985962229071,85.9124193480496,32.625145657245355,85.0
12,23.30490532129585,63.77026966219504,47.646422080201056,85.0
13,-25.81971031353691,55.8744632123737,41.61429992268678,85.0
14,-20.42143898193151,71.78315997233204,50.47886082216967,85.0
15,-2.588424261373212,65.7710824818743,46.45675838357932,85.0
16,13.129827522985106,94.53100765842063,29.60943004165913,85.0
17,-4.649010426846374,93.37640003065695,50.11158557055879,85.0
18,-19.1736472080776,60.7107864158292,53.065904300932935,85.0
19,-20.97957435560767,68.60705445875428,44.017718702352724,85.0
20,-22.71764659083221,60.11043353450237,50.9913064547455,85.0
21,-8.819515996697032,77.49603772176515,31.492532914086894,85.0
22,-11.286260812217467,86.45069336550318,43.202430486796715,85.0
23,-4.184183366084037,82.68957540018783,60.58419864257974,85.0
24,-12.30514821607194,76.17755882633054,58.72853239166163,85.0
25,11.962073638437769,89.40568969237626,21.907201377657575,85.0
26,-1.1807979499988341,99.26752297907474,28.993049293957313,85.0
27,-13.057693572814458,72.41049118110612,45.00494286974376,85.0
28,-2.89830531772456,92.31827961456602,44.26047056258633,85.0
29,1.0393635735834001,83.26922871889573,38.35999452423104,85.0
30,-5.62518956060154,75.6909643336732,26.023910922957946,85.0
31,-13.359869685356697,83.2027609426773,46.79483479056684,85.0
32,8.645719326524718,86.51529520332306,33.958557309311374,85.0
33,17.17791441366775,77.84523990892036,14.495644346983337,85.0
34,34.57588990460125,80.37420706323026,40.37699168317421,85.0
35,-13.810423654506039,73.87040004169049,42.092800035508866,85.0
36,-0.03563928343442413,77.40070331044187,43.866694397977824,85.0
37,-10.71032568327478,67.47141266507064,29.147636435670883,85.0
38,15.78592715215056,90.67794603859576,24.545939772649284,85.0
39,-8.997863994017035,86.46684989547138,31.83113208156286,85.0
40,-21.560990679622087,77.78678268573574,60.98565733449608,85.0
41,-23.69875344355892,54.10757687567053,32.85050939294758,85.0
42,-13.083306516215277,87.87077256072271,49.62646956193123,85.0
43,-30.194047642991634,57.81263852289156,47.413779497800604,85.0
44,-3.09879774260558,75.5738100604764,37.77559200666665,85.0
45,-18.628838124354154,81.5351610960657,47.24964630372668,85.0
46,-16.65187616824972,82.83693267453863,57.48979295917955,85.0
47,-18.421274080457582,73.04721558867249,54.65713562605106,85.0
48,-9.531022274688777,83.3762030107541,35.06947209004711,85.0
49,9.051261741676166,95.50304201051647,34.86605589354008,85.0
50,36.00909966029833,87.35942954669474,11.994887744410303,85.0
51,-6.784435953927595,52.63649974624128,20.755550949311818,85.0
52,-14.985289276895102,70.58667079573738,29.293211906731226,85.0
53,-27.799123991036247,62.3671361619563,46.45666671542459,85.0
54,-24.14579424204525,69.11336272641326,48.906605147687074,85.0
55,-1.4387934053924525,100.87830284959928,55.32253384356855,85.0
56,0.23740240604437357,68.65043226454557,16.887493362344703,85.0
57,-8.046117073296319,70.47193876680119,57.74125378060333,85.0
58,-15.047984010398562,80.54140485279149,48.96946060899625,85.0
59,-8.201917226322381,63.96688953331912,31.71141626757585,85.0
60,-25.210816091865354,75.20959564952867,53.20143061204848,85.0
