unit_id,CropYield,do_FoliarGreeningSpray
0,16.355189306968338,75.0
1,16.845551785272722,75.0
2,11.249505013326964,75.0
3,3.282631384974591,75.0
4,15.402467268025156,75.0
5,17.74072000900542,75.0
6,-0.011287226617279877,75.0
7,19.80252072836113,75.0
8,4.233470266462785,75.0
9,11.297822061483322,75.0
10,19.31314013194432,75.0
11,21.565540980330024,75.0
12,14.830199453664504,75.0
13,11.227060037518852,75.0
14,-12.022114297688066,75.0
15,12.326078950464602,75.0
16,1.702263025074239,75.0
17,20.930693225790755,75.0
18,21.04647594403856,75.0
19,23.42755089258965,75.0
20,18.313786281425333,75.0
21,14.909419304386553,75.0
22,23.395415940303558,75.0
23,19.617610261638447,75.0
24,19.806627390942634,75.0
25,19.282016258044667,75.0
26,15.503108293634334,75.0
27,11.518100623494732,75.0
28,14.836305188326342,75.0
29,19.350671330050414,75.0
30,13.421270392774819,75.0
31,-4.540555820599092,75.0
32,-10.146918194590066,75.0
33,15.248955169711651,75.0
34,13.924877126862185,75.0
35,17.054477908038983,75.0
36,-0.5283872673248009,75.0
37,14.45598605092363,75.0
38,21.601608996523986,75.0
39,12.314662118173583,75.0
40,18.38371815703435,75.0
41,-15.10544299403353,75.0
42,17.582250217500295,75.0
43,24.249761717763608,75.0
44,11.69721985160748,75.0
45,21.983247008404025,75.0
46,2.9729490242142553,75.0
47,12.676872428665813,75.0
48,14.061130333236447,75.0
49,8.752553155797095,75.0
50,4.299159845643693,75.0
51,15.246110521320784,75.0
52,13.507284881873701,75.0
53,17.37725102041497,75.0
54,12.11061544783712,75.0
55,18.552795081929865,75.0
56,8.1115646400414,75.0
57,25.939901831364786,75.0
58,15.693776061768958,75.0
59,13.775006284520387,75.0
60,16.84977663572625,75.0
61,11.18184357783154,75.0
62,18.540700703322948,75.0
63,13.775203386565131,75.0
64,18.36204152430118,75.0
65,23.27879897568232,75.0
66,11.345856763800894,75.0
67,2.2869041486257653,75.0
68,5.104464261671158,75.0
69,23.901338013455337,75.0
70,7.090874788509069,75.0
71,15.739991961190505,75.0
72,9.968418056315675,75.0
73,19.821907237728368,75.0
74,9.849934706450062,75.0
75,13.867854921448629,75.0
76,13.591371773335855,75.0
77,16.05160191745116,75.0
78,17.4626711299322,75.0
79,16.525744199672495,75.0
80,9.155684854608602,75.0
81,12.712940128242288,75.0
82,13.501569079321412,75.0
83,19.728118686040805,75.0
84,14.168472821211989,75.0
85,10.169262969596936,75.0
86,11.661014656528883,75.0
87,12.170359088297786,75.0
88,-4.75170727253707,75.0
89,15.470557678871744,75.0
90,12.801932321790272,75.0
91,9.61093993247273,75.0
92,12.230711066544863,75.0
93,22.04101726920888,75.0
94,16.599501403339293,75.0
95,22.295381699936737,75.0
96,17.327282476478025,75.0
97,22.420469002728137,75.0
98,16.14527208924783,75.0
99,21.39793309822115,75.0
100,17.967464308496442,75.0
101,-5.327776946259628,75.0
102,2.9452615015406707,75.0
103,17.256280438683294,75.0
104,10.642772490276622,75.0
105,14.46003103290977,75.0
106,18.420815472000985,75.0
107,4.553382723558448,75.0
108,16.27498754291034,75.0
109,19.635496520106898,75.0
110,27.49027762408284,75.0
111,13.933583085218968,75.0
112,13.349215569499354,75.0
113,22.672043944486145,75.0
114,17.979447731318395,75.0
115,10.062387641279084,75.0
116,21.796648459661288,75.0
117,4.7927701092818245,75.0
118,23.8045376455412,75.0
119,18.25537154300811,75.0
120,13.078986869845377,75.0
121,7.3016288690293125,75.0
122,15.947348905029507,75.0
123,9.304807806130587,75.0
124,11.140708546149337,75.0
125,24.37952983845156,75.0
126,6.693695063742048,75.0
127,12.306801722761385,75.0
128,11.358565917166068,75.0
129,11.950414651550647,75.0
130,15.98936981079685,75.0
131,19.30091492653258,75.0
132,10.242770262929307,75.0
133,7.864334732191182,75.0
134,13.601717999273523,75.0
135,12.146637499010907,75.0
136,21.337617812171107,75.0
137,20.15255396170292,75.0
138,12.043338481742557,75.0
139,19.470256594216483,75.0
140,16.124477765498618,75.0
141,16.73295811166163,75.0
142,15.485354797028744,75.0
143,16.377936607377436,75.0
144,24.417332731415893,75.0
145,8.642725938881078,75.0
146,19.052247166681948,75.0
147,14.204379246558407,75.0
148,8.520793845067436,75.0
149,25.583315683503535,75.0
150,8.00378829062112,75.0
151,9.521260006798014,75.0
152,12.881719394975615,75.0
153,17.89268716132881,75.0
154,14.491236537211977,75.0
155,14.315427195776467,75.0
156,12.80432717838403,75.0
157,7.543254511110513,75.0
158,15.932026023142472,75.0
159,11.538944260034452,75.0
160,0.49142601862303636,75.0
161,20.88954806780666,75.0
162,17.589625509190636,75.0
163,21.77811515081289,75.0
164,10.198952238287694,75.0
165,19.317767680620225,75.0
166,14.843896949744408,75.0
167,21.965311445790135,75.0
168,18.280722197003588,75.0
169,12.53787604771042,75.0
170,15.088718040074461,75.0
171,15.123971787047443,75.0
172,16.332922961331874,75.0
173,7.736326915029642,75.0
174,24.41030222559124,75.0
175,13.950099990453335,75.0
176,-11.12389300705368,75.0
177,16.82981966535857,75.0
178,7.50336610359404,75.0
179,16.023308506457912,75.0
180,22.66745263456224,75.0
181,8.406276379485806,75.0
182,1.3738673952825833,75.0
183,12.136236378005588,75.0
184,10.864779005325575,75.0
185,2.75414898056207,75.0
186,13.578163220046957,75.0
187,10.973161877697198,75.0
188,16.51198276301989,75.0
189,16.719715061439167,75.0
190,16.154458564850724,75.0
191,11.79428616572638,75.0
192,22.219801154703177,75.0
193,18.842027242961787,75.0
194,17.67429167645782,75.0
195,9.47911308006072,75.0
196,15.737140490171988,75.0
197,25.199514282076997,75.0
198,2.0563485476820267,75.0
199,3.433460177117344,75.0
200,8.427123513967771,75.0
201,5.353883696770977,75.0
202,15.28929014929462,75.0
203,3.1847483524994464,75.0
204,22.835636946226522,75.0
205,15.647383187062509,75.0
206,10.1437042359046,75.0
207,19.340467057381392,75.0
208,17.674700998106573,75.0
209,18.965196332424693,75.0
210,18.91903516932442,75.0
211,-3.9532788863538038,75.0
212,5.08331407087286,75.0
213,10.920264397440464,75.0
214,20.443365154196453,75.0
215,23.263959090832383,75.0
216,18.352833855133706,75.0
217,18.49190598420756,75.0
218,12.182752217119134,75.0
219,11.935890231214156,75.0
220,15.94706227934955,75.0
221,15.706197734247548,75.0
222,17.789751104734425,75.0
223,24.032130907971393,75.0
224,9.28482033106592,75.0
225,10.564026948619638,75.0
226,20.21634600066771,75.0
227,12.305961828395477,75.0
228,20.106366900102536,75.0
229,10.808102254604933,75.0
230,11.290853059837616,75.0
231,7.628488816845156,75.0
232,11.036483453249872,75.0
