unit_id,CropYield,LeafGreenness,SoilMoisture,do_FoliarGreeningSpray
0,4.907594996404326,29.57371981333602,67.47405391080632,75.0
1,15.327717928736632,9.538665636303836,75.82628306650098,75.0
2,17.471019750109793,32.41711216161811,69.17657539490307,75.0
3,15.272735944813089,17.587699217696365,65.57629245728464,75.0
4,17.75259670969787,3.85926247133494,79.70845061644113,75.0
5,21.012867744570055,21.38673768366935,81.29780328413632,75.0
6,-4.361597007430689,22.681612467754963,63.88207659842389,75.0
7,17.957251458346903,18.42958282841566,77.94114168563364,75.0
8,-7.436055618636228,33.289662011986145,70.78693664356493,75.0
9,13.753223777823344,4.361481156630651,75.98684414347478,75.0
10,13.495447860727205,8.258556744013244,67.94961704308021,75.0
11,21.199099779794757,11.52469304756871,86.11544474955603,75.0
12,22.45597799302209,11.158500832553152,71.2912240095209,75.0
13,21.291177651102462,24.755970482472478,91.4688694829242,75.0
14,22.834452428117533,11.605359619352358,79.25403004230544,75.0
15,21.46747419291173,3.3337600472093474,92.68141074283832,75.0
16,20.181315322982876,6.081349893215223,83.84712993184613,75.0
17,17.93469148773614,20.19495776404269,69.04509345672128,75.0
18,20.845343578400154,6.803621294647378,89.68996501060187,75.0
19,11.040958034596972,22.409926520343625,52.17432308432361,75.0
20,14.702434499463237,21.20536010654919,65.12152643113025,75.0
21,16.860735177331346,21.320968242404962,83.09226790685355,75.0
22,18.08101230602864,7.587177810236936,86.97981718801914,75.0
23,18.10143304744863,18.964124454775448,73.68619098406724,75.0
24,13.650729790703245,14.897554582102817,58.03973631385715,75.0
25,12.379477624559856,13.170123890029538,74.79407801582953,75.0
26,18.84502518106492,-1.206221024918312,82.33160804618466,75.0
27,9.86494656544303,28.652120597607926,63.3780116714138,75.0
28,17.726088325517413,7.240229011403183,60.20117388710359,75.0
29,17.451790572375945,12.143895949923012,83.52181523939052,75.0
30,6.798065349699901,11.597834677611253,51.145494332689765,75.0
31,18.56711761836458,18.865709067334087,57.29213058071544,75.0
32,16.64372074836392,16.88270685898783,69.1897999411377,75.0
33,19.444026461352422,9.998937653611344,86.92812502455139,75.0
34,8.340565403557289,7.689707819874519,71.6510893224145,75.0
35,14.153387747016849,9.71222750448425,75.16318353447275,75.0
36,12.082188086411996,25.5845154003582,71.43271892867924,75.0
37,11.547649889150797,10.197078659338958,69.4604706407812,75.0
38,20.624362870046088,1.4175118411494267,86.01772523172953,75.0
39,-1.886367811663541,29.29369331970599,54.695792204144574,75.0
40,18.644278746700422,-0.5374371274543375,79.41586032572441,75.0
41,6.457820999788444,30.58076849817131,72.67943821680491,75.0
42,16.639810855006868,8.725829698942698,76.49760410341027,75.0
43,11.272101458562316,34.813446059854556,67.31759013870506,75.0
44,14.43297678489636,-6.494575628392827,64.17863116917583,75.0
45,14.829319214360378,15.978526593771228,82.99526876522725,75.0
46,21.803715900782446,11.784792721655595,85.42094325471074,75.0
47,22.117793586219157,2.0230550240030176,99.88947682798825,75.0
48,14.935521855722072,16.400494808449718,72.96282947335861,75.0
49,10.529016570370906,13.14709213388172,66.69012722963419,75.0
