unit_id,SoilMoisture,LeafGreenness,FertigationRate
0,75.10483661749703,23.37088551417091,72.54839151485551
1,48.80874233991972,8.68404011973311,17.123388335720698
2,69.98648931654701,8.222226920984088,55.88578086643316
3,69.82760809932245,11.684454771503184,54.45911628822228
4,59.09270880353686,31.30227019687557,54.10611929279852
5,76.62758288672454,23.947054630884352,35.36707607558631
6,76.70217734052349,23.009527552192196,43.79423160554142
7,81.488493531851,29.669000644607706,60.272911769512774
8,92.74954100838708,18.505689815276583,41.14278183371444
9,50.29563625431821,6.983827150073485,28.967583631244043
10,60.923654611268965,16.610027467173854,35.15428970468659
11,68.74444571016998,11.884602532607685,43.73840641437082
12,75.72087059297385,15.738699465291074,39.786593932967506
13,96.25280558959203,3.9741956184257727,33.71752385466732
14,90.78777023357233,15.976649703666286,39.749409011817015
15,61.335458819962575,-2.3992249459836277,33.617499809008685
16,61.722790708106224,12.91873899857811,52.688941480792266
17,66.71396291957375,12.699075286358923,25.54178992954922
18,75.69470698198995,15.536706400415234,32.792069226264275
19,61.69281621036302,3.7102301198152166,30.82171141519138
20,99.89728951498887,15.81073054373222,30.398891976225066
21,48.813012290744624,4.171333509261485,32.242484839985075
22,72.38553677136566,19.215621425221656,61.97203259759068
23,85.96870743863543,50.194000979598336,64.69289532988498
24,71.20376896983758,1.3990088135388934,39.38602174392885
25,61.23530558877011,-0.7981866115496778,52.028024158044914
26,84.82566197418724,0.3662970750822385,27.99787017372515
27,61.11662831746307,17.409657158557877,33.764490781043094
28,73.46972052857562,17.559487845828826,38.29683461161261
29,73.30632982172676,7.916776466425858,22.662746626464372
30,81.26749769233346,35.447764122945856,53.28386982825323
31,60.98790163285019,8.918991390220054,44.42796267976423
32,75.29777316311483,8.505162395713018,50.81402216349808
33,80.36325797213084,7.924428775814014,12.549856432902248
34,64.44440898522048,12.594337421244711,42.041021931617784
35,70.50858563924402,11.575097519324972,33.51195885797193
36,78.61964722984075,2.422286192230045,39.98324509744702
37,73.58325453853632,3.6833425115486884,48.446198892589976
38,66.35806903713004,20.815942077949224,27.3590950621533
39,86.34016987389757,7.267777268768625,29.537468393883305
40,62.39491015315433,8.3786637460209,42.29784892737797
41,69.47157619615149,19.066679469337107,63.47588178505547
42,72.96059747527106,22.86747059763306,59.98488688061793
43,77.16716266266309,11.289407115130544,43.581457892767574
44,74.57627888689802,22.829028901452066,51.71863651824968
45,63.63367303114344,8.900369782211511,35.62563565375217
46,91.94360753564239,14.630337455859863,25.589211689796116
47,88.10598766441215,-1.6597687020227312,26.65954574066206
48,72.13696027035,7.778146912847635,46.00974235074477
49,71.23960528871947,3.9200418129449837,44.29003588570751
50,77.8928849738588,22.600427121216754,22.925144233195734
51,83.50913197503631,18.981892212770056,39.32195595336248
52,78.2556685348003,15.927211964199786,40.2494100247067
53,69.6154414827273,-12.599545201382552,38.32184574340459
54,66.65803437244293,4.249367240910159,33.335063843080476
55,75.36741545444606,13.658397334220647,37.275166416953724
56,80.62554148422991,8.285077272324346,44.538149808604146
57,74.03791604239524,19.959116103150254,34.48826277851653
58,86.53881954079793,22.812342250713304,6.900699679979188
59,86.86547574369527,17.31117474762662,26.826704935931634
60,61.48430564024098,13.686000691530671,26.63091826870452
61,63.37239532177814,21.06961299717534,48.36266589236559
62,81.5472649874071,12.829430217986602,40.5420232304175
63,77.19572797744297,28.83247583510811,69.62465488942715
64,85.80073503022224,2.4661559765000103,52.20621805713873
65,77.42700668050496,12.036168391829605,49.91982806915597
66,92.74440558871363,39.945855117072355,74.83980216367671
67,91.87982616817794,-2.5923978999032684,42.70156568967338
68,63.72429602736505,9.925283019135387,26.16304981200327
69,82.88000335335362,-3.6391152394001676,42.400264970024686
70,70.88355783277808,21.022683358444063,42.615377640320816
71,74.80407657872456,23.616043972916266,37.32627560914372
72,70.62224817468375,16.692201038477737,31.064388434458706
73,67.71956870725442,52.295016372263376,58.4626635421298
74,74.19246933285872,12.593175333135193,27.474115777056458
75,74.02764713886701,26.568303445735076,58.72001498912936
76,65.65267014401721,21.651312857749158,35.59791707978937
77,41.72708014029081,18.670376969551903,25.75398651334927
78,80.46267603200103,3.0950583230720827,58.81901805758422
79,79.49326513327301,4.909760987653753,38.7949057380064
80,81.35307052769738,7.4915137478920375,31.167335484948566
81,66.79533767369814,23.281731568582007,31.587551871685847
82,50.785663649318806,23.040727683203087,51.96553204277986
83,61.633848235954034,21.208713742969387,37.027177604385614
84,69.45709508581972,5.481168426150714,42.00209544681515
85,66.46838398524817,18.254010516438615,33.622861879823546
86,62.60079724296184,3.6777233281708295,28.04849756949987
87,60.67833205911511,23.34917136697718,35.53897662426905
88,86.08909009696492,2.159605568965649,21.996431230459454
89,80.67527979341303,1.5281028664457743,29.414145837805282
90,72.27239099994485,28.965222076122224,51.4104782381807
91,62.32630733965063,14.141898310771502,26.760028009966415
92,77.56751430945643,25.400326561074575,34.404665741305315
93,64.88766435376488,8.51606250591856,14.924248972558246
94,79.86237456070388,16.64030508832826,21.837878372417677
95,57.01742313769449,16.34688546032117,14.343312643465737
96,75.55619974730878,2.522025163593078,39.72183920172051
97,68.57085313839605,1.6782492672557972,25.57309507375959
98,65.26125179687791,12.156939756351584,33.6083004577701
99,79.2022061167509,27.440792699043214,41.09233062430129
100,74.81922889063078,12.373956118753888,13.82122004325017
101,84.49478938749981,8.122782962761317,35.28302684521782
102,56.77263562734757,9.154423762945633,35.3262398156446
103,57.25235947267218,7.531307946533889,38.69062095243031
104,74.74648494763575,12.162710976544332,29.960297482934592
105,85.05732366585227,14.554989592459938,61.86212680091891
106,74.74553450472503,17.942427836292314,53.271489542013725
107,57.48182774962944,31.685614830795156,56.02906396430991
108,87.16829453907135,16.674930890170817,25.469112741991996
109,73.63090329711163,36.118262779762546,67.79973657024733
110,73.9830079034386,14.895130578461163,36.38726321770265
111,57.09247815795791,18.102001186319008,55.855873133408046
112,71.16491650098526,1.598382698636751,39.08550589002914
113,60.06592689710378,-1.2353942368541428,42.59081761069953
114,88.12274409922247,23.322111695415135,26.11292747064934
115,58.55807472630536,-2.1851184411309177,35.59487100636403
116,63.63097692362654,15.39323091313934,34.5278113033771
117,70.99157607862134,18.390466666460775,22.35222312135881
118,99.03946214798572,-1.8394916315522583,30.221905095900116
119,70.015090269824,20.963706298892973,25.505133809559666
120,59.44514340741042,18.18105047014427,43.680176838244016
121,97.16076092452954,-3.38484594654196,30.31529691432273
122,75.2802610778962,13.532373568676583,55.66304690851198
123,57.5113295307219,-0.878371515056477,33.462860709907176
124,49.153072725528325,21.223631737772635,40.18451406918892
125,72.31205703146117,7.807186389954801,43.70172831710403
126,63.60733049841062,-4.514462670927628,54.872092199067275
127,90.45236768883078,20.85535444092638,57.02931578983311
128,88.20490830200667,7.166430638260506,30.075336782006524
129,50.504524956386405,11.299300162581495,32.7817186956848
130,76.80673062958047,4.075377111002529,32.400258131074374
131,84.37999419215122,18.51808565721443,51.10943436905844
132,73.11777761690284,20.154273939722856,8.197985296241022
133,75.70996316402832,27.939211346816172,54.28174863756376
134,83.61878132546825,13.406139423646353,26.98772401537762
135,78.16568163188795,9.470849314458217,42.20960215421497
136,76.12594169988655,20.86163443418598,26.909494925775412
137,69.81889476045785,30.312381094099923,44.48358848832409
138,76.39866085525475,17.0306560230881,23.545125431150247
139,57.88273858575893,19.8220490320872,28.2418450744712
140,82.89457563272306,8.328696059021082,27.645343770579696
141,76.24561273419273,18.940678952835047,35.89655919861677
142,64.08101032466061,16.687574702566806,35.97117422505495
143,80.33326826267239,-6.041462686435986,44.504454131526956
144,68.99805289559946,24.188482905674263,66.19337289084935
145,75.60487270940698,14.261673043169415,54.88973565429838
146,74.85822626476552,17.226259955080167,40.135788939064874
147,71.63146972736564,13.74879917305393,52.234619427575744
148,83.56181282509488,7.331052752109545,54.640269852412985
149,72.61880921679747,11.672172093786976,42.131710350890515
150,63.57495673516447,6.9581398926309355,41.72119377476562
151,95.25461596310043,23.76629840262022,54.85033356836281
152,74.58682407019693,18.92838451055397,60.43837521256315
153,71.27236869773908,39.306009283228676,52.91434292391226
154,67.10968453632458,29.884145329667916,54.79184021645146
155,77.97695011547025,5.072490313794404,31.292114130641853
156,64.91889773430725,12.067772124980603,47.268597638671395
157,67.70151618138614,15.431154719864695,34.3918856269107
158,59.7360835644889,13.987066679068718,36.233893386491765
159,57.91016889196042,3.5825797515531104,29.88841253149568
160,75.53815245316878,19.57233295181743,11.344135974135874
161,62.35436999217575,13.793013328830527,20.664068487748096
162,94.99535889178023,10.260238302750324,20.154731407133898
163,95.72300198574345,33.525985132089524,41.811976666948325
164,77.51606303576696,11.194467158383258,57.07690715719137
165,92.27763990988026,29.022390472933736,35.5998992624395
166,61.64906279365021,-7.491916353748181,19.73019875323484
167,52.62431471706505,12.49273165105166,13.313381282972994
168,82.38486494437305,31.839922266739933,51.83270120556857
169,89.09027945747525,19.642335318227087,56.22056252998023
