unit_id,CropYield,LeafGreenness,SoilMoisture,do_FoliarGreeningSpray
0,4.17201503251146,22.085936256143007,60.591849533134436,25.0
1,7.3598512556076825,16.125419859149346,55.93322669725869,25.0
2,17.389529537671542,17.94645061043973,83.17569992711441,25.0
3,5.522439741400679,16.39726886226235,90.12764784626572,25.0
4,12.495196268162992,-6.51220529384879,69.19633796510826,25.0
5,4.577927618887255,17.647560751488644,74.04086854703623,25.0
6,12.40586135429962,14.652841800614256,87.8975165983937,25.0
7,6.896405133145327,18.041152634264968,76.11562930723399,25.0
8,11.262543257045106,6.132561534833565,71.8171499672056,25.0
9,20.705517339340254,5.907967486059814,85.35667149456752,25.0
10,11.099534072469922,5.713964362625067,61.13114993004733,25.0
11,-2.5146473376388974,32.629696962089575,82.13621488826303,25.0
12,10.774907474612917,19.270884100306834,59.65744340408635,25.0
13,7.777820082715838,17.61009103250544,81.74329317923268,25.0
14,9.303099386809789,15.939742679374882,63.05186061149076,25.0
15,6.426494289199361,14.807318586961774,75.76939245277269,25.0
16,18.690487651338312,21.350237668849957,80.21088688988094,25.0
17,10.338402692934324,25.204631480639026,69.12749947102337,25.0
18,6.055066880979101,12.44876998493421,73.62582171155847,25.0
19,10.648115257945806,23.75613119171669,68.14855473764734,25.0
20,4.404895661915674,20.58068335493212,65.612739940973,25.0
21,10.796889183854818,24.852538147476984,87.55318222513843,25.0
22,15.166321401576894,8.658102823209056,87.63087357879016,25.0
23,18.629971113053053,13.072988966374943,78.21239154827445,25.0
24,14.68536539990682,24.85210087195182,83.11930905898042,25.0
25,6.140398847955246,23.855685649735932,79.13018943643874,25.0
26,6.188511442281479,-1.4601239440874778,64.0098008140209,25.0
27,10.051226900803647,14.26070436713685,78.60940562055298,25.0
28,15.640311364700091,-1.430828526169103,88.90572378716753,25.0
29,6.09119997711414,19.636572815097892,60.574073173893595,25.0
30,18.245050587706853,19.4882950403455,90.14547302926432,25.0
31,12.527340742503352,8.336563513480854,81.88197343892487,25.0
32,10.912604149029482,21.58816899742832,78.49233525675606,25.0
33,15.744262940473636,9.766398917541123,88.26459894354176,25.0
34,15.365246064190655,-12.63595243765106,85.76356080372341,25.0
35,16.16722634049485,5.7608200061756,91.77274458230723,25.0
36,13.53687131463246,18.124394398808164,83.31344734264496,25.0
37,10.108501015429315,16.79232319580019,84.106774554293,25.0
38,16.862963048199074,7.045634306044154,79.98581588341231,25.0
39,10.03174453403607,13.036816731219547,59.40692754125346,25.0
40,11.734614907796322,21.810890055262757,69.03570778257689,25.0
41,9.99808295173567,25.259871340062084,82.31827225351476,25.0
42,9.03103573250211,5.985476294929631,74.97454122599632,25.0
43,16.218442526020453,11.502577596885624,88.80431278960876,25.0
44,4.551036144360289,9.124091199077743,50.21204803530557,25.0
45,17.658103335178446,1.5114236731325477,80.1401686989287,25.0
46,15.63028813678099,19.713504563498013,84.78932091683181,25.0
47,11.77903522026022,9.586430588777409,71.52119123366045,25.0
48,16.248952134817245,18.1797812729108,86.91949510025677,25.0
49,19.059297682133963,3.280287903437502,99.40401988584611,25.0
50,14.636131404547292,8.310951583007624,68.12323312912633,25.0
51,8.324533545947732,27.181918695671705,75.51174484379952,25.0
52,12.370601649473665,8.407918500744241,82.21360154955839,25.0
53,10.812830244457123,15.364274824155508,78.45904553703774,25.0
54,-4.432209038552335,29.65145119900418,70.02896142513355,25.0
55,11.770160414033281,7.100896676517765,67.80704460712069,25.0
56,5.221125004854285,11.431890569215467,58.74215881509491,25.0
57,13.347860329944274,22.386555817373477,81.17864480053113,25.0
58,4.1749274430694605,30.449757649817734,74.99173192069956,25.0
59,10.993339396083183,18.505461842708172,79.87465698007061,25.0
60,9.805655868324738,5.179166977667626,69.6754372970245,25.0
61,13.616068491456534,10.081001124573989,59.231510830830864,25.0
62,5.5409597242883875,23.796018548431288,65.19486111745306,25.0
63,10.922640224340434,6.2260899902086555,75.88758301942667,25.0
64,13.748691737566855,1.7905227380703046,61.294373274004,25.0
65,11.660139192455546,17.03589309250377,64.09353840906854,25.0
66,9.188498273982145,16.949918090169934,51.52428334609812,25.0
67,8.00172141984272,6.47129890380094,83.43533000450172,25.0
68,10.313804748519924,3.834070848962334,55.7678033744338,25.0
69,-13.623057597803403,33.669426015226605,70.88318986274727,25.0
70,11.53926152850748,17.90593584534321,81.53629264697628,25.0
71,-5.064469622875836,31.00556615438704,84.40900306607439,25.0
72,5.042530621676937,29.186140603490212,68.49502517017207,25.0
73,13.034114155338091,13.19480124993027,81.34418704388654,25.0
74,9.684920613748561,24.703571569664668,63.63586729192063,25.0
75,11.01494412544789,-4.199814405779575,59.83812148436416,25.0
76,20.806412808172748,15.3320872223929,84.38067589738816,25.0
77,-8.702462908547938,18.331239721460626,51.02636776840438,25.0
78,7.250792795730531,21.378281762923763,56.64051048739204,25.0
79,3.7184235932061824,32.99467495693881,84.99704245277123,25.0
80,17.487201512012067,0.8996665280532117,76.9365129251906,25.0
81,8.582646629098955,7.705960253978402,73.24928125110236,25.0
82,12.005726488511831,6.548848696531963,95.6330158250489,25.0
