unit_id,CropYield,LeafGreenness,SoilMoisture,FertigationRate
0,10.178740479923903,17.8753707211091,64.47218829799777,38.3119461333174
1,8.438042531146044,9.202294221050119,63.0822918338374,26.523553602663117
2,16.500374408673224,0.40083162273387707,73.3216316465103,33.32484637698472
3,3.4273432433845983,9.617599363591967,72.62004228695393,28.766941681007065
4,4.294061130035855,20.829992316981677,56.01374466751733,32.93397979149289
5,10.090054470249154,-5.021738703496032,77.22705097830962,35.16321830473485
6,15.28087264477745,-0.8331738535808206,69.38655650096571,34.027042509257676
7,12.537829830412146,13.798014350891965,73.52616575203966,33.56809909983709
8,17.87267892859726,5.262911430554735,69.55445871417925,13.656998800668521
9,4.867379833094997,2.207244540247924,84.68090694597828,51.381687677352396
10,9.897807522237908,17.214657759738905,73.39456726642595,24.911957424516466
11,14.239070301589678,18.20419947720821,98.96407418591788,37.88617202877377
12,6.318001857892746,9.963223395215795,73.48260089944439,37.48014716657132
13,5.875295386836389,17.388925512737746,79.26824816939867,34.2011567161936
14,7.437123154177338,26.30654499639921,68.6369810809194,16.027743707023753
15,5.364041393960841,15.2810388515817,79.88501877476098,45.2743254916118
16,18.054676655966485,29.266383924910826,97.52381230192383,32.53278692851825
17,10.549736844551603,12.468500238632389,84.10922596272673,32.09759448912741
18,14.677718195828549,4.5674921633948165,89.15085693787638,31.11636578661389
19,11.17904746329592,21.816846110769163,83.68852883317206,28.878488848801382
20,4.727520499375945,16.6992300205821,80.59374859161274,47.196583084248545
21,7.708181926391076,20.589826729618192,82.00596774841762,23.738883721311247
22,13.431410387010953,-1.7670693986818193,79.35357083522827,43.9908958789582
23,11.464962199859745,10.24070850825863,73.95377201786508,8.429931397975338
24,10.544412983804895,22.684597290092686,69.80896107524858,39.26468537708454
25,5.732340326352619,17.928993940919984,83.63896824371704,48.587733074278965
26,6.520233914850033,13.475241136523435,66.03192553894387,26.942496783386982
27,15.453092432389562,14.189225110416508,87.5011474143265,18.27641945044951
28,12.998204271023635,10.22894382835047,85.97779957395451,41.31789321078103
29,14.565399611970033,12.186634778281817,99.16462250345289,44.82789521740728
30,7.212650545540232,7.477694652804901,58.60285643312726,31.123590873200154
31,15.513753084434313,36.53970170286482,88.9851103627556,31.39513929844077
32,-4.035357368411989,22.508625115467822,59.90664353415535,50.088492016834344
33,-22.272441000605138,38.96206189937779,77.61779276795211,67.28925915350929
34,19.462404105600765,10.934087096768613,86.00770186415221,17.353573138488102
35,5.763216926531866,-2.575796190102345,64.11949664064706,50.350293362850785
36,17.655228076842928,18.524171915449646,81.28389675784398,44.24367764752804
37,11.00615896560452,6.631537860660677,80.65958717643491,54.923256658159396
38,-15.02949325762299,37.99418079758681,44.45534534104792,54.26227286132386
39,1.1172714105648676,16.44619770813261,67.15452487713391,48.197116583467846
40,11.806430317727685,20.028556671223928,58.4839422869537,43.98310853801713
41,9.960277835875567,19.77619649076729,73.28846197002053,37.25912195434832
42,14.040546551875074,23.56238655096881,71.67706938122126,25.49144344192467
43,3.6058032229995174,25.471003788529806,71.64135631045964,41.650974833117694
44,10.476825446490272,6.170231163155844,76.4414477989893,36.4479571932517
45,-5.860282863503401,20.621761966381875,67.66819579506723,58.67967912146279
