unit_id,CapacityRetention,CoulombicEfficiency,do_SlowFormation
0,27.689164520881825,7.065859475522158,100.0
1,30.822825954668808,27.993629856787397,100.0
2,24.60609144253185,-3.529359641480527,100.0
3,28.84605162233126,15.49628741686442,100.0
4,28.72321540810982,30.21082140643568,100.0
5,31.65944507611275,0.4807334787907216,100.0
6,36.110574305207834,-3.2605097872777176,100.0
7,28.798213749474133,-30.27556722315815,100.0
8,25.51589430752408,-3.9037816491035855,100.0
9,28.215184808532165,19.6260916513892,100.0
10,15.567249490730758,24.597367647612792,100.0
11,28.784509877250912,-9.365084038280507,100.0
12,31.472004201699534,10.63808346872836,100.0
13,33.922156992697566,21.26469655814611,100.0
14,33.06339976164436,32.65063705178508,100.0
15,39.901433426963244,23.001289482991815,100.0
16,25.96282773493659,-7.35413551331769,100.0
17,28.60504536044315,-13.37210030052118,100.0
18,30.156370019522193,-5.873590607712655,100.0
19,32.042616407070206,37.83029174547214,100.0
20,33.13783661868266,7.249048405576006,100.0
21,27.251632383624695,5.5238644010060245,100.0
22,34.719099564651124,31.112382330706343,100.0
23,37.61541323131552,-7.842364838336557,100.0
24,31.80187000832335,31.925914938055264,100.0
25,18.079445246604372,-2.643693217293089,100.0
26,40.58892295524359,11.601746523269242,100.0
27,29.378040820697052,30.240313711847293,100.0
28,34.646253073558746,-14.3568980181212,100.0
29,30.730528168102463,13.935362959485591,100.0
30,26.66113437560548,6.891789564772015,100.0
31,29.644868871263263,-13.424149601528804,100.0
32,29.96697778209086,-27.460171714914395,100.0
33,33.858041900744475,11.771454193823056,100.0
34,22.92876358530976,8.415287378231705,100.0
35,29.782681315454024,2.4698064133975297,100.0
36,30.794439878003764,12.940319306668686,100.0
37,34.25284068665617,19.179727909912998,100.0
38,16.422833962010735,5.0869541526473085,100.0
39,35.56231580328019,-1.8524123021471173,100.0
40,29.781556121524034,22.50463399373081,100.0
41,24.00035868681515,16.60073885268948,100.0
42,39.322514718266696,3.262574029089911,100.0
43,32.91469627902564,2.8989604744023536,100.0
44,21.889810514572705,15.301105514013297,100.0
45,19.032614943823265,-7.256454223944811,100.0
46,32.8610318391183,54.69582889558188,100.0
47,26.183660488423268,-2.589778058739938,100.0
48,29.499683264058504,-1.8547039637880953,100.0
49,23.54955809949741,3.2766266454652007,100.0
50,35.79037121194245,18.229324136766657,100.0
51,18.60982391636601,-10.253553779410542,100.0
52,34.08298245514376,3.102526346131757,100.0
53,20.438404347783482,44.06543134513961,100.0
54,29.8241315533863,-20.362117447183785,100.0
55,33.94096193155317,23.722286500661383,100.0
56,22.23178663547134,-13.18154656128226,100.0
57,30.334713008558406,15.142380696528274,100.0
58,40.028255492468986,9.623585787441955,100.0
59,33.0219794433255,26.473426772192216,100.0
60,27.876704753469788,7.985803942860487,100.0
61,16.603013466156494,-34.19605934248403,100.0
62,33.84362357389456,32.90511628529903,100.0
63,38.63382162924572,13.250331713123728,100.0
64,34.80367163340293,25.993764107043813,100.0
65,16.484881118134243,20.716322699798077,100.0
66,21.492670919737858,14.973611636305339,100.0
67,31.68088998702516,4.190416983511348,100.0
68,29.412115679232116,-11.582177403906947,100.0
69,34.98055126746727,-25.367321816674455,100.0
70,30.746260339101514,13.453061922298446,100.0
71,16.133011132782208,20.35368468450042,100.0
72,29.695165595915753,-8.442695890100438,100.0
73,13.885178369446505,-0.44357611701306077,100.0
74,32.549556804598616,-0.6549077092595059,100.0
75,34.04037945853637,8.637049774233878,100.0
76,27.93191367316656,28.159268814581182,100.0
77,25.94932013414872,7.040134977259351,100.0
78,38.50481519250403,6.451248428145211,100.0
79,25.89835302608123,20.439952484880514,100.0
80,32.309662120285566,-8.18138229296742,100.0
81,34.81176574091771,14.792019639447972,100.0
82,40.63214718647878,-14.485458348428526,100.0
83,30.285521967238314,-1.3805068817032247,100.0
84,26.378585147503518,-20.706119070284217,100.0
85,26.697954150055978,39.83777141498679,100.0
86,29.73445153721809,-9.785024119404174,100.0
87,29.11457282416982,13.099437746461822,100.0
88,15.691636572967978,24.623033452560712,100.0
89,23.749752550635353,34.795418279623696,100.0
90,14.307127891546187,7.666879541975835,100.0
91,32.78998074201731,23.211854605609247,100.0
92,44.02575232484731,-3.234409219984201,100.0
93,26.835963024888027,-12.489316215276336,100.0
94,34.51868625846953,4.9810537454802395,100.0
95,37.816768487857544,-7.913367149302502,100.0
96,21.48758028275321,14.77637793206463,100.0
97,35.60149899805887,5.481797333466545,100.0
98,34.02220437817221,11.65403774205512,100.0
99,18.709569921303213,18.603946932037445,100.0
100,27.45240923258897,-12.521113767297518,100.0
101,42.81093966124264,13.833259159535928,100.0
102,29.31271592106154,3.813275952276898,100.0
103,24.275354735815682,-4.667716161103833,100.0
104,27.101159295911494,-20.4702506949823,100.0
105,30.660987393281395,7.08288564303919,100.0
106,32.489668951599775,10.556420261616081,100.0
107,42.02252611389235,15.88166654145764,100.0
108,35.00384045120801,9.421933188439432,100.0
109,27.66265955584944,30.018192671822902,100.0
110,30.4517172189064,5.559577713247725,100.0
111,21.808793132905883,13.119297676921205,100.0
112,19.462069261625203,-6.967034120119578,100.0
113,37.50747859085304,6.725716526186997,100.0
114,38.16772422392058,5.489743443139085,100.0
115,30.850209543663464,-6.7097108530068095,100.0
116,38.717356405748625,-0.6133492389317183,100.0
117,28.759809154387124,-29.356346421324098,100.0
118,45.55193204405449,15.688061024573944,100.0
119,24.510587977703853,2.587939227522762,100.0
120,20.55588296756227,1.3229717859701484,100.0
121,33.3092849948393,-19.445131637113384,100.0
122,25.808137372135604,56.26365104227839,100.0
123,22.947842586225484,-3.873482958484404,100.0
124,31.02621889841326,16.1389502527907,100.0
125,25.378644915735194,26.722329731935076,100.0
126,39.2026656345302,-6.385779271587321,100.0
127,38.07401635282695,29.205582795658028,100.0
128,19.80461623871618,46.852515525830036,100.0
129,32.17531674728058,15.647302883066956,100.0
130,33.25596807460426,5.379423868900924,100.0
131,42.039980331146,25.455663689741392,100.0
132,31.300558183574672,-13.974735845672427,100.0
133,32.22021226329439,12.265540544678645,100.0
134,23.56645326047539,15.980868405587216,100.0
135,35.73123983638537,-15.77377934025715,100.0
136,31.580774368270994,6.200592277070067,100.0
137,35.53317643112747,1.6644366507609432,100.0
138,39.84522908719081,10.899531427620214,100.0
139,38.57136392089393,16.705962675008074,100.0
140,37.6454866499441,12.911963750234428,100.0
141,32.84266435643321,-12.672630732917778,100.0
142,26.945823177924858,34.59513656770042,100.0
143,30.79602992437449,-10.615281750858472,100.0
144,32.871237696732024,3.712415448499109,100.0
145,32.476255984474534,21.123652925794964,100.0
146,40.43617125102877,22.49381136754697,100.0
147,24.188411057530185,1.375225241586878,100.0
148,31.249714949086606,10.17189333467127,100.0
149,43.342619455568574,12.130039465208688,100.0
150,32.80883176085742,2.0189858817039976,100.0
151,38.000957004339654,15.635254292553114,100.0
152,38.326620663975866,33.53998116757454,100.0
153,21.62031955504592,24.53119119072373,100.0
154,32.85406705152465,-7.102708555279403,100.0
155,25.753735371509688,19.704453400832115,100.0
156,15.563534029464952,-13.087372267326817,100.0
157,29.95408058277607,36.44934071660947,100.0
158,26.34666740361399,4.110974324628657,100.0
159,35.4290868683604,13.277161124582495,100.0
160,40.00382304551335,-11.978482642622431,100.0
161,27.028877819502778,8.728346188469853,100.0
162,31.980279396193275,6.446754895262275,100.0
