unit_id,CapacityRetention,FormationCurrent,CoatingThickness,ImpedanceSpectrum
0,15.52993097318409,39.67929365754899,57.59921321330371,9.247774533622525
1,19.03490165769411,44.713141393974766,51.06664484704522,9.446304669609757
2,15.447924716629327,17.26878300726982,40.51618675670813,8.465703441304097
3,12.459946713702578,12.295529109675217,55.15197887330276,9.09396959687296
4,19.802449809482383,47.61954903879757,61.445544362813365,10.120602849609506
5,19.914702025348085,43.24898438602072,43.42417712002194,9.310807555622052
6,15.882697281386715,50.78874553163711,32.666337722874225,9.98023225320102
7,17.052064289661285,55.98755342141285,41.52835622640202,9.581226163747486
8,19.906861658024702,41.55481963441381,66.04560892451887,10.52425690797688
9,19.60178834162643,38.7066444078247,45.25930264122369,8.799927116033798
10,15.566017184850583,35.66680877265259,63.011850551058096,9.604005892153593
11,18.651326042867773,63.26413485046998,63.03534915992604,10.26087739735087
12,13.018740041269407,34.84281797830673,45.55033867877427,9.922821529317028
13,23.138139202395845,44.87192674102057,42.15620777564885,10.18808039354177
14,17.676605498591055,47.184702102563676,74.43600787010877,9.997621972684387
15,19.551760376982703,52.925210161787504,54.24084024410387,9.90660947654577
16,21.16258487048642,53.21106087808938,65.11676991397374,8.997493879706859
17,19.39939941632381,40.99627935366683,53.66704170957654,9.149407617902186
18,19.082432770929966,27.456303181852416,55.03934718834072,9.080355643436642
19,16.390816338192092,30.509371361826204,54.822355301228626,9.267959265229056
20,19.803409184666755,35.19098450893632,39.33484441936616,8.96403366150656
21,15.822012361039516,47.17200906158767,59.68884727460412,9.668661546280951
22,11.865482413078313,38.717354254324114,32.63738221556731,9.792492312941716
23,17.76351128733458,56.74060232063958,21.06316635067954,9.181554729413099
24,25.252973959358165,24.285970945413226,57.096130702073836,9.853748652650289
25,13.80785768835278,25.218431510466417,44.279335161012405,9.944578613902422
26,16.127110798135178,52.2444238093569,28.792348354746967,9.952785782792992
27,16.157995667104604,39.71447773945234,28.552459315639084,9.891250409661971
28,21.936646393540798,33.97598364249768,57.42359211143024,9.989986360701725
29,16.092645190659283,39.43210069171276,63.92878636636567,9.090739838447771
30,17.338371618569997,54.6024921642065,27.870182805761385,9.385111234664873
31,19.554327749718293,45.39138348924834,27.76695121068974,9.271752041057347
32,19.26612333938586,46.1099133833577,53.05792605687672,9.693871717935279
33,15.241261101810757,67.60755964731928,39.86129616302144,10.271890891151097
34,22.946393367953327,54.129500870348984,28.280587273389532,9.21628955853354
35,18.686356093859086,34.000834079810865,57.85014550015974,9.428320911154758
36,17.338559097545463,40.69930719464739,34.175275616609554,9.673420944056202
37,16.520408671440126,63.4178899466163,49.58395256656676,10.17626512079608
38,18.935667826424794,27.219919861422763,53.46563694727976,9.641610992940596
39,15.998187723395727,51.78267816710592,81.25081842266732,9.936042651781403
40,14.292871768836804,30.748893398519794,36.77639841351785,9.077290319146908
41,13.40881207768484,24.928820788272745,40.67761174497482,9.164550035922831
42,16.675708175764658,29.77664003182414,53.471942226813006,10.304440818668427
43,15.546525916191051,40.62361082094698,61.51372801019343,9.227720064307421
44,23.184498229619003,59.487916638819584,77.24179193794234,9.107514519509603
45,20.476559489006366,36.093569298938185,57.68276344909919,10.194700570873518
46,18.93877287362641,63.36756292178953,50.952390718271346,9.690654898085723
47,15.197928736933083,36.77152199455823,60.01178043970462,9.817483942967952
48,19.80362896632379,52.02572441829853,41.520800243580084,9.411108797584912
49,19.249203481947237,40.60392811639031,58.738561480037845,10.12839127069935
50,21.196879988467213,27.389076208422107,54.664926466713474,9.1102625395615
51,22.99116798461303,65.71597775126209,43.91775678289061,9.790323144328159
52,19.601880964077633,27.197841479838733,65.81629740865527,9.544575743482403
53,10.56562044314607,37.894838768141334,42.885923786569194,9.585766910964772
54,19.099779934342337,61.23359965649095,61.514292534020804,10.43887902138103
55,13.798258708512355,20.836495558114322,47.62260077678888,8.926281887840398
56,17.04167073439081,23.66117296311031,28.60103630897883,9.932584014974134
57,22.20374925185694,52.58655795127916,59.89368780718292,8.891334667099093
58,22.332087141142093,30.59446894408066,36.8070202714393,8.961351442075904
59,16.290766586677325,34.53852735989267,79.50640383817517,8.93933008770308
60,19.83466627694182,48.33223697413637,57.296777871955925,9.67523225085208
61,20.250319409099497,13.003103057644827,53.741149574993905,9.164841904426579
62,15.106180602643839,73.90294996680338,41.618551485940515,10.4641321675145
63,21.304984749566863,47.96962929060131,75.13676970742883,9.612594031023148
64,19.740413329986136,16.777343764047714,49.085783644697166,9.002797218665918
65,20.772275824084144,52.672256402866985,53.25436728866002,9.966259387130375
66,17.386108527756132,27.799866358031252,49.17315370646851,9.641096552761505
67,19.1735584980929,65.58101824942007,45.923121012133095,9.916248092564135
68,15.73347106073604,60.86132738004023,63.99599383646128,9.43622624555354
69,15.464455411534463,27.002404461364733,34.896273633768054,9.040915801682315
70,20.127835364394542,24.264476590864696,40.323006539074015,9.137754874867964
71,14.137077278154006,24.820915726635203,65.75003762283448,9.62549323469771
72,16.97871995116939,54.291318854081744,22.970087753357653,11.156585530279811
73,19.448275605140086,24.385496660526492,62.58897467481677,9.210473015233463
74,20.595630107161806,39.90861151324409,33.349872860431944,10.031141319728208
75,9.885740542192885,43.498213403030924,34.71504290933342,8.921345677201664
76,20.78058452258015,47.50677098005394,63.79361979344425,8.925536299935063
77,20.5202555769198,31.574321723223758,51.29930390594788,9.099441197219019
78,26.80694952001553,39.56163596170349,52.278370445058975,9.380387679256758
79,16.904638026586394,29.472336158333754,42.796961913453885,9.342605941139334
80,16.165029255714057,40.340882340824514,64.16203918794986,9.823818191340283
81,18.006822452036594,44.73983602597508,81.606623687136,9.080716731395187
82,15.870792966346034,42.16543648014184,45.64202447338443,9.859014432834304
83,11.026898322152784,51.24543191810894,44.99921043374374,10.090945706049773
84,20.00571265859031,34.000882901162676,48.21988519582983,9.24314635679
85,18.26534183514865,52.16184114212037,57.47586382745276,9.666374769622275
86,15.4493773208885,54.77394590005566,38.591000418079446,9.766443998881817
87,14.735445629320825,40.62142926821233,53.9973956182814,9.13949868483282
88,17.355107016673365,49.485357867407984,62.015972861168045,9.434991491854857
89,21.552066995720878,61.93134364945568,79.7291970884895,10.972272640271525
90,14.876132420682833,40.79173211250733,52.24252358302124,9.09781277642424
91,17.219776337867888,49.6757533030227,41.15732721814326,9.782887518623665
92,22.538646483827634,40.0467487488944,44.568711770828116,9.055743072408843
93,17.846262051973625,60.218808724784374,67.9954584256578,9.642707612291607
94,16.712579631203656,28.921783529818086,56.13127594636194,9.137691539039796
95,11.866296508894369,37.49113474751257,55.21249091366553,10.368611994589179
96,24.434445736577437,35.71770843607831,38.877624047750516,9.816426298004407
97,17.96261602397935,33.751415403193384,20.316366184779465,9.633866606710601
98,16.19871712835473,44.742839183243426,47.67668886036345,9.725153262355276
99,13.911934691156329,47.31675579188724,37.376587953570336,9.515474560545877
100,16.19368242577104,37.16312117747292,60.61325951161243,10.09689914722457
101,18.506954587998283,35.818348829125114,42.25937992247191,9.870307786235683
102,22.347988371811237,30.81825541481965,46.04093904598333,9.494876420855274
103,18.57313177105073,58.53717726794082,50.103225322510845,9.267820901601327
104,17.27337265341385,37.083048590194686,32.56435951568255,9.461287371736884
105,28.03908894317155,48.010572548747454,45.16728540548937,9.628172646738648
106,15.310872055644083,53.72893506471473,47.4474817812278,10.082753397552061
107,18.366736569562082,52.56024164209495,40.76983025889108,10.488729318851538
108,13.798727433544977,40.48133819652314,48.76120185778596,9.291055187071102
109,15.560464678216354,44.538073056833525,49.49178151725836,9.347524825375109
110,22.740874976034,57.39287312172862,56.986873572547054,10.87391913702261
111,19.334671023561228,44.459909418302885,30.675837888022503,10.637691812826436
112,14.860692494921363,38.48771531153331,52.404190522570985,9.560692519703759
113,13.631219128976667,32.72793496594575,48.932679621318464,9.680923138823607
114,28.33428448912383,40.41021485788435,63.539077931344515,9.498246235647276
115,17.59079624710223,27.068207377029932,42.575731605027705,8.568732915071656
116,22.870016295243488,39.49130477992394,50.17121319160805,9.926435883273262
117,19.728426409607742,20.683055892402656,33.7606202276543,10.11380307898664
118,18.691168190803143,50.1956366717913,62.971071923921926,8.752557120602763
119,15.117840011602802,39.31936302809858,48.642697417358555,9.771610978358108
120,19.464421972906223,60.486313886752235,66.14788708959182,9.76360278002577
121,16.679477171165924,36.67169029724302,52.824064990542766,9.805125816350383
122,15.989854591078466,34.27160322887474,59.35401582018385,9.79346182749473
123,19.8558178857432,42.42278615038609,49.16194185705566,9.418740089903968
124,17.416858247112987,38.28746311620676,59.03709040980359,9.582938973316438
125,17.69386623018776,32.56707762800008,28.209243323585813,9.661356723554594
126,19.31191392194227,35.68473429295773,39.615838868478455,9.5297084967107
127,19.17052524515481,40.246989648017475,41.923442130679234,9.616020902163344
128,19.97149642010033,40.742921006076905,61.63436229319155,9.951373160253645
129,18.839185381398643,47.534783638147076,53.92683722526331,10.526306552254049
130,20.465142975601395,45.38634972770204,47.583378422252125,9.389702606191516
131,16.880452884342155,40.714096176655715,56.96760896911232,9.718937192820274
132,15.157713817367215,63.56933543207219,53.36756093482759,9.93082729701421
133,15.954679008615118,34.21203354881155,41.01200969248804,9.623608423115604
134,13.571075287951157,23.093097122707753,37.005872135190515,9.213020891261491
135,18.201993733250777,50.89038578958526,51.055916849524785,10.545771721607974
136,15.168533592555466,41.83103668884133,40.000499907004496,9.049786296508042
137,13.956231217593245,44.13842635839731,53.307595079447815,9.116622646771447
138,21.895985897638433,31.566416786041785,61.536862758471486,9.396272923164567
139,22.838661419408197,46.52305390632858,68.61113949791306,9.640706124115207
140,23.847929094292734,53.6720937148296,54.57263219160713,10.562051927610733
141,22.12087603989951,55.12678036902058,43.18958625413652,9.344528149727408
142,21.799715401671534,60.389314954560284,43.57776242103624,11.189124880234433
143,14.289045611614883,45.99292841367663,46.101697600418404,9.371117384785315
144,15.238514574522776,32.671343338306144,18.20118342921004,8.845754462121434
145,17.085539768873268,35.61874090795967,53.05581394033811,9.207852045392217
146,11.920472593168075,41.20261512944436,63.49004737452841,9.330169985250127
147,20.937339972462365,33.623214534701575,43.52309220371749,9.814522729311898
