unit_id,CapacityRetention,ImpedanceSpectrum,FormationCurrent,CoatingThickness,do_FormationCurrent
0,19.2466120002214,11.942100703239246,57.84255777366059,54.77703233763777,60.0
1,19.757342117140873,10.238755974980785,60.066366663805795,50.06813253089818,60.0
2,17.936062713281125,9.229580075936077,63.610768566575615,25.594187961005765,60.0
3,22.80091412726791,11.566034484397662,64.45066778315551,40.38899555327419,60.0
4,17.34675310909581,10.359283669059947,60.09106172990024,78.89841804622256,60.0
5,17.967736241837923,11.225317649504687,64.80987990682944,38.74532267824245,60.0
6,20.760528200265203,9.068421713321138,55.5224301534692,40.28886979162678,60.0
7,20.265578188047392,8.182961518329734,58.115615798526434,47.86651485726936,60.0
8,14.810777680273581,9.316602162490767,56.89111659240368,53.5038464944257,60.0
9,20.90909713482636,9.783665265074841,58.35231328079301,51.48722620509698,60.0
10,11.086934473175226,10.195588504497898,61.72971610706861,47.924956187823405,60.0
11,17.664757020443464,10.73473960238645,61.008458633333056,65.32788276751958,60.0
12,19.520385126248964,10.188646509102053,55.20062504502717,50.72548230232039,60.0
13,18.531544325466392,10.03477997796391,60.8083754965955,43.9755330539991,60.0
14,21.636943078896017,10.479802889057233,60.3993110094425,55.24084995189476,60.0
15,22.399819712294494,10.070976703385364,61.48174948893419,62.777042972405035,60.0
16,16.811333015612256,9.064078237321054,62.22843067188051,51.425379117192016,60.0
17,18.812926520668654,8.742760719297133,61.36668279824649,33.09064052871875,60.0
18,17.55431039798303,9.386711842249507,58.477266350601134,80.31649378325129,60.0
19,14.906202733905083,10.43806540027232,64.40752351364878,54.766700827315745,60.0
20,17.59706541357384,9.524398685225693,61.375340833476194,64.1225126318541,60.0
21,17.661563514355045,10.860925622471967,60.014857224278025,56.14910128637264,60.0
22,20.216934562463113,10.256674408101556,57.15758447514723,39.33040751439669,60.0
23,20.194052240909986,9.523124926805066,57.781531573469074,62.48465778477749,60.0
24,15.564356346243295,10.37431032940023,58.85210528912716,54.68736926368043,60.0
25,13.977689162938164,9.107009424857392,59.958554059594,56.63947613418433,60.0
26,19.95082776699346,9.586050011494445,63.582902149127094,58.252501988457894,60.0
27,18.909782580040698,11.120885205757022,65.82735574880459,54.160682840440444,60.0
28,19.08956736883056,8.678284237694852,60.81674810279145,25.618434277307003,60.0
29,19.846203938847285,9.642169443299407,64.27654133846175,42.58362659285018,60.0
30,16.753207872638022,9.507392312028646,62.09979710390146,40.17218708010683,60.0
31,15.75934725050219,8.905177659963346,57.70514424567696,32.80644719222865,60.0
32,20.304995733221567,8.317141357684626,70.43125116587956,46.807301041896224,60.0
33,24.324329300385777,15.571803028998358,57.91407086029142,57.93162812524989,60.0
34,24.96302465048371,16.695909399569274,62.070244008837854,45.319982287941734,60.0
35,16.366880620521695,9.40372119395518,61.0349169158844,69.18037851904968,60.0
36,16.29393399796671,9.956284815687443,62.37431074908811,36.91609690916666,60.0
37,16.899396247947994,11.801854913039207,57.393685596247614,56.78467501155739,60.0
38,16.924921996736586,10.846773231585288,60.50231294308541,40.071026380888824,60.0
39,21.362719074184113,11.819371377530652,63.165009525704185,37.743277998931056,60.0
40,15.339931533752907,9.963247948918914,59.02518866857843,43.80910430577053,60.0
41,16.77319225843476,9.71595565500149,57.19330967936903,29.654314594121804,60.0
42,24.873474450982705,10.922867731608582,57.86220542582374,27.77781893235141,60.0
43,23.56294804431619,9.571002011508037,58.94095566965583,53.54757408807806,60.0
44,18.708529975887554,11.905181526787116,62.39493429267747,36.996894172341975,60.0
45,9.36062774439026,9.142586433396351,60.90029884960552,39.2024025600025,60.0
46,22.697930312662507,11.737896654020599,64.684409839479,46.9095181440388,60.0
47,16.444702990748826,9.509583101359677,60.96903247842065,59.39472919417552,60.0
48,16.849193673712975,10.72518449679717,55.8780583234536,43.51792658215908,60.0
49,14.645242929567758,9.394733375767608,61.50826382029792,42.238216698546026,60.0
50,19.356697902016844,9.755438935462614,61.556868263214916,30.12993521326426,60.0
51,16.029096734146844,9.898483258113147,57.90731794246763,51.60927645754056,60.0
52,20.134552190145943,9.269215308465604,56.56460093584134,46.4107861928368,60.0
53,9.931116265286402,10.9334205207169,62.54360273270693,49.62906849387016,60.0
54,15.585997779678209,8.532586967539686,55.84532253419083,35.90152813608644,60.0
