unit_id,CapacityRetention,CyclingTemperature,ImpedanceSpectrum
0,16.15722024265984,58.268629890559076,9.50131208005727
1,16.816500558456834,41.5282724184746,10.211418331843149
2,19.048973421561637,54.861775491492814,9.182299728038926
3,17.377201958947456,49.493316097236864,9.373459551116948
4,20.33826194027341,64.2861532420057,9.160452752111764
5,18.52058422487557,55.412473072530325,10.144514896722905
6,18.573460759081716,34.92979428566497,9.386847443076318
7,15.623572447726412,54.58403245194655,9.354956166527652
8,14.860314705978368,64.74000203965745,9.238727220608988
9,15.331543060546139,53.74664318650649,9.995708030378125
10,14.876806493235252,46.14329654063453,8.83751529163904
11,16.61775631873426,35.0647103150686,8.98830596866434
12,16.975165367196283,54.580402738089944,9.282170700729834
13,14.376777314757682,34.681018972302205,9.231343379705773
14,15.596154805869508,31.921501417464572,11.124210247194263
15,21.986637902015048,56.246846899581335,9.074429281516034
16,18.833494009120248,75.52149777973125,9.198350428354606
17,23.3876941554087,39.09655950066964,10.00825903550016
18,16.841172153895176,66.17066246752971,9.500475586454813
19,19.516672414169104,66.49563650325535,11.096750881498124
20,17.178325453159204,57.85495828689571,9.767885131156797
21,22.041298471790224,39.76616649484213,9.604247485498991
22,13.638226323762012,48.17769017616797,9.368229062776186
23,21.28971825628342,50.94646573847801,10.38800589721891
24,24.614476382188982,59.25128347870832,11.673093985597317
25,19.421647596833544,60.714840138764195,8.962590671663301
26,19.198840395608606,70.14747169713068,8.269456366391744
27,16.311878475101445,46.78475739273113,9.8356177345593
28,17.19893493882535,59.12179174862077,10.440594458981266
29,20.48754274644311,45.740068560529764,10.548190908895595
30,21.98911319509779,41.981195102506646,9.76631421798206
31,22.502750477104662,71.93336147556022,8.585107395394425
32,20.304162735236012,46.16914527588706,10.098325961693396
33,15.958128479435318,48.88361726485161,8.509760311203703
34,20.077272485563594,43.941939725394384,9.5748212398403
35,17.436029705469686,31.500339071461152,9.195788765083078
36,21.826493096377323,33.2349561527139,9.610908377653304
37,17.271971119316373,45.71695526034248,10.13553470762107
38,13.236423967105544,59.589107251870075,9.46703768760465
39,20.63735360211034,55.27263735114126,9.629773655642186
40,15.014633472274062,38.935442412613355,10.083311022476618
41,14.500813293788395,48.33947162143321,9.816588723189266
42,19.215108245231573,55.60925143227607,9.471245109619087
43,18.425375017026706,49.661667178529484,9.722542895542194
44,22.29910457829035,53.98632976962774,9.261803302360763
45,16.260630859552037,73.90254735501593,9.879691581839243
46,13.010082407107022,62.164125110567205,10.13231763908434
47,16.624525252920403,44.37556538660224,10.291071784094092
48,20.234070284918754,51.64025128315831,9.774834204327574
49,22.07391954050959,32.6527267964698,10.000965028692647
50,19.821975876715435,63.10161280079794,9.66405418671072
51,13.721184827928438,33.16140819726973,9.23740925397077
52,18.400903430171056,34.76913352310162,9.289854491405974
53,14.438552956791934,53.01050151743966,10.230105604423773
54,13.733070759421677,57.29804533324757,9.843406972569174
55,25.41316535402109,55.47126166973477,9.326810420570002
56,20.69542418478727,57.40082621852847,9.293344803446793
57,17.368673335773487,45.70955863180966,10.607620513842077
58,16.631437224949234,45.58469996792539,9.792150798733205
59,12.1221583350895,68.29629200567493,9.54878258006912
60,16.281141159997723,52.03629246119864,9.269904028635288
61,18.46842682915645,47.665017601183784,9.231786412479842
62,16.658899636766257,43.414905805825015,10.089794400432513
63,14.705264202301269,42.66518083711736,9.319101045990504
64,17.41009715593296,45.38265747016829,10.886407961951011
65,20.68712615659671,54.35031935753779,9.726775176385047
66,19.6640594932804,41.99049970558686,8.134098404001094
67,15.142258999782964,59.96577469932873,9.147509162590168
68,16.148874994487464,73.87230795397069,9.266940893310673
69,14.896438480203305,52.82675662164077,8.988602977708256
70,12.848239485004575,49.277601879945436,10.165074448423779
71,20.036826157938222,38.89990548122111,9.890553579257821
72,13.155344552947556,49.29032808785395,9.58229008250641
73,16.4692065005704,67.12820971696331,9.055770102939885
74,16.171968322996147,46.3818249910532,9.2699712487278
75,21.79547228805165,58.28121402221734,9.90478413177445
76,23.049638153826407,43.03660749362115,8.999006480489372
77,17.25659954629048,42.048703417116116,9.407849864706828
78,11.461082836032551,71.15785849868773,9.266486908588295
79,12.926279077296304,63.16279972631003,8.881934501682355
80,23.281232729574576,55.016254798016135,9.79209560714554
81,19.860464052885977,57.301353052763425,8.944997186777968
82,20.222365465136303,33.19577302480822,8.64953191262692
83,13.341775669812572,54.34525935012375,9.876132896621371
84,15.227413552549702,41.96429746070793,9.620634123156213
85,19.545641777124157,41.73676125360334,10.281650539651773
86,14.128099826548137,31.190227271276,10.460798741630672
87,14.117804117082299,57.60716888282801,9.819869661921304
88,13.936152074856627,64.07339808407602,10.69799652487567
89,19.947856583407265,55.184162741782224,9.66267277821806
90,12.257181069237562,61.879254032550584,9.797812076238563
91,19.993945863105566,48.74770718958882,9.456919171385033
92,23.412545745663913,39.55589566939753,9.877378437702331
93,14.768401651074202,64.29959012993525,9.517004980172581
94,18.394294436504932,36.437106317291054,9.078272304772772
95,21.545723944782313,54.26846879726272,9.813272368317728
96,16.72907646814086,52.59418081985523,9.742095250635654
97,15.099389068556174,35.86830097000358,9.955896358060167
98,15.105287089535306,68.41586734222763,9.008987580319227
99,18.30085856369167,53.62412296415384,9.749725751521378
100,17.979381512997822,32.047365135406196,8.733200905174375
101,19.747721305928764,42.21942601985008,9.821354633736702
102,21.21816511107317,52.89719117652512,14.52557678096344
103,21.46486724487955,32.421003668574265,9.901476101122562
104,18.538606587822123,36.4269309160088,10.17661314686975
105,19.282461650300547,37.10241595726864,9.581459483234681
106,14.858236683989894,57.40011788316528,8.853262769098478
107,13.700278669943287,42.71933899012917,9.50820040957909
108,14.658507906883177,55.65235812213638,8.98158366755447
109,23.1808331735562,53.46384208589869,10.044197655654928
110,15.970910082659971,73.51817933675265,9.432656712538613
111,25.12632562080779,65.52625556841592,9.903337051702044
112,20.74712162845692,56.72322302067522,8.568484585478812
113,15.980506056322962,56.23451216379109,10.076801257080941
114,20.829235633281282,73.05368089737851,9.93031878417359
115,17.73127651722011,65.23719126866108,9.698108633743363
116,23.053052601119884,52.307609160433984,9.910890523767113
117,20.883987347191084,46.27619105764453,9.2729717279549
118,14.520629533899623,67.24690067141009,10.33128094091984
119,12.858684216574812,53.82865425177697,10.183911254778666
120,13.533052304400234,40.151023502621214,9.273278528061939
121,15.937054443354077,51.297368789329354,9.643450376758882
122,18.733666733848402,58.76632051666047,9.429151732584254
123,23.019696444802992,72.9277774794517,8.914650610505735
124,15.696977876271879,33.66449489860808,8.935055374984918
125,20.552051744519808,53.162779355424675,10.024460789401191
126,20.372789269990246,39.97116198742843,9.099372304908835
127,25.606973731562434,41.75747458910466,9.825811410419014
128,17.568103255943274,52.472281945089854,9.67097198821087
129,18.74101961452378,61.10361631450181,10.165059101858715
130,15.736058750635717,32.32851043856773,9.481617158495506
131,16.665352084440237,24.42513708209033,9.444846716079999
132,15.23340206001497,49.26888237259825,9.301082665480536
133,23.74067025612949,42.3175546378565,9.902851355892324
134,10.589952535318991,58.31731615336075,9.44755088963848
135,17.14112151536891,53.083950501236856,9.11488081021515
136,20.513208164632736,50.97242084685219,9.365341363904157
137,25.598429914782308,57.658879049519044,9.466975512942032
138,21.840379905291297,37.30157651657207,10.174989188161682
139,16.86548774944695,53.729734177454056,9.359904244364909
140,17.837374686484385,22.357173717435035,9.312062683730593
141,23.52033815467653,57.427112838085556,9.091727938692188
142,16.48702157464947,43.588370820820124,8.694515695757902
143,23.090023907968497,32.0908943832103,9.169809852951774
144,17.80145949513601,47.162444192955185,8.95196567763495
145,18.80254482926962,52.65186708828664,10.265684704332202
146,20.764204020415708,54.92765596251565,8.625385846764175
147,11.533501967066137,54.15168939772822,9.656709320436894
148,10.01015372155402,51.167464010683425,9.03227362498254
149,17.686244102099533,67.56740720567448,9.58716444094909
150,17.600752397269027,46.87383548011833,9.767821948682876
151,14.090505676422293,43.75195840389148,9.265392668042802
152,13.055722186123312,56.1076079994021,9.034606864139008
153,21.447183573996295,46.31536138311426,9.948845881097665
154,18.41988985970825,56.47186960344179,8.567995830064179
155,17.04840566944735,54.09729273978834,11.15429327664377
156,22.079821041408366,42.69797708158153,9.525276012965383
157,20.828406766140375,47.63418039649853,8.974446929337615
158,13.761321453020454,69.79632524708526,8.939471184172676
159,19.938718470105243,60.52631481929052,8.701159546667892
160,16.801008547699276,52.090510626687404,8.777599647164552
161,14.68224774064875,55.309363345983996,9.584755883740966
162,18.273382586254108,50.65792596371636,9.382354353929706
163,16.238455785074652,63.02151006670137,9.829543641564253
164,19.971031717372412,55.04596859640282,8.664484689740023
165,21.772390362592418,42.40669728058272,9.142837833632045
166,17.334255750640626,52.56233368864301,9.558159963717753
167,16.716612582534896,44.04546466406819,8.835924830347034
168,12.208038992033876,55.52808309001419,9.897257174715746
169,18.86292183626383,45.45407311745269,9.9548088115164
170,16.527165769655998,42.388468291919686,8.88274511860515
171,19.834056246213436,44.775544190287896,9.408965554088569
172,15.737202876061268,56.01024604246069,9.702346364440103
173,19.053399610021927,37.45138643228184,9.019954636966078
174,18.326627998012956,44.07486055788517,9.915151661724797
175,15.897069969339672,48.71769273688318,9.680120777100562
176,21.548812185863937,55.00516065183216,8.634251806203338
177,13.865443414127373,44.26741287004348,9.869285371754087
178,13.644710945808132,41.97397903327298,10.160026067950092
179,18.528270508822917,51.06957209816415,10.320170391432999
180,22.181263498588493,78.63044493093619,9.306849124839284
181,15.537242945046202,40.8029584099363,9.592750733205637
182,14.209595984257522,40.44714197844313,9.262874807045604
183,17.180689765629445,36.85628192156472,9.42299924580092
184,18.35415708986819,43.7274626124487,9.70303823107284
185,19.115283576815525,48.94387500733875,9.054874857585782
186,14.188893607629876,55.32828620879441,9.45772619612697
187,18.252266372680204,54.81054667642656,9.649744579393007
188,18.883368026100523,45.90248991009152,8.744494021434129
189,14.720098502016839,44.94233984468515,10.102338605597389
190,13.137761547424368,48.32594411524768,8.760606481214522
191,20.850637706459636,58.081192739014206,9.203368164483017
192,18.76570956867148,49.37455919019778,9.767898626152029
193,17.501158572983257,47.40380684734421,9.439030138405718
194,16.144216357535953,36.062452925142054,9.477710154235004
195,17.86767865327011,54.86275668208476,9.034797001440268
196,14.14725251364036,61.4182378165647,9.655446256063104
197,19.071186043931593,50.63671982751403,9.139431537201752
198,18.16850283762296,67.04752683020388,10.443869983147758
199,21.09493680953968,26.732653312691244,9.596358538062196
200,15.67355552965165,30.663053430311255,9.618816966149442
201,18.027881381481222,69.69430472918864,9.679854977031807
202,21.959481994071695,74.09805996955971,8.79610376370101
203,18.982535740402067,47.63786675173812,9.623161146413434
204,17.546435485368587,43.67512727898752,9.247141845351578
205,20.727836035910457,31.51764326385773,9.14005205937445
206,15.826897938160059,64.93654448353546,9.653965524469303
207,11.72482539319282,45.438751876471926,9.173975020010582
208,21.925716746413666,48.54948394465825,8.759443461077746
209,13.641387855951734,52.342842570240656,9.198370066311686
210,13.0834386962425,22.31504470523216,8.942251642456375
211,20.622055053357542,69.65831618938303,10.215502352799131
212,15.454937715703196,50.345416898505476,9.217534651402783
213,11.062490029822408,64.87715927674424,10.059400279984564
214,14.780934025495858,41.741323241521094,9.418646877919002
215,22.211162694542452,52.191053935209524,8.97517330239305
216,23.18793076359914,68.76187703733814,9.71081255866686
217,15.953499460215752,51.786884893220446,10.207058368803024
218,17.033798584082678,49.81958321076387,9.018632363136339
219,17.628079385318728,56.03954028261049,9.740129442087838
220,23.70167087019842,47.068498789969695,9.674522425170982
221,16.58653994722261,52.673480701989554,9.185115520849152
222,17.717734678291066,33.153471792062874,10.214121765108551
223,20.15707016101552,53.24663140159102,9.525878499976715
224,19.328088765819924,56.0411572502216,9.206990071385583
225,20.48406700647928,63.863049640525276,10.31203118899032
226,19.22101097711879,64.28313802138887,9.280343677635445
227,14.660757744262245,44.242848821303845,10.370926580916866
228,19.56182202548588,55.15789140260535,9.24152775544089
229,18.461922259821876,28.441097639119036,8.763586335822497
230,20.916338550268385,47.97976035179294,9.399927518760926
231,17.97001299623496,54.84426950297441,9.350130844235
232,21.652144993219377,20.050882984595304,10.51504312144232
233,18.01653309280226,62.11941194617009,9.767426820207
234,14.339876485267457,54.74073621391352,10.601547895532306
235,14.52656361572224,41.811650065043054,9.880973895028436
236,20.171672924158255,41.00178279318649,9.410382731361194
237,22.39362931701509,29.837014787771107,8.931246147952525
238,15.128208553564402,40.56940236830114,8.065613123856402
239,22.440123865077467,46.131327198654326,9.209772955034264
240,13.857913104585872,48.798001271109165,9.836769022817336
241,19.690160454231673,47.73354524165877,10.208560560463301
242,11.417332082415921,41.18265306746084,9.287781069945302
243,21.56299567133416,49.841874121173326,12.680308717699445
244,20.976870646522748,81.05626179737051,9.399919682514994
245,16.042862132588557,23.30291234583348,8.994004842420694
246,22.06483473173638,31.10524942058116,9.446179354953882
247,16.4656741182705,40.84711369059378,9.688163584066935
248,17.278949026759904,73.63991509854075,9.928052243320973
249,15.924392129138969,40.18930308228415,11.641966620041547
250,16.303072922569477,13.189169814761861,8.816860603747385
251,16.503926987351747,55.01581423662715,9.37857659231033
252,19.24766624977788,56.88244379740295,10.07284706072775
253,20.2384233127746,41.93610123904145,9.909012803250075
254,19.45865662259967,65.79670673728367,9.933015361791481
255,18.598081609708323,54.88016573231141,9.525911054259234
256,14.711249033776093,45.88610019080733,9.865821357436612
257,12.72522173224519,33.98889443633352,9.507162297813153
258,21.497978535576657,39.62404795303774,9.915910246336775
259,22.157712381171244,57.54928245734153,10.294808896396441
260,17.403266179952915,71.10020842025273,10.32426308274988
261,19.93523643746991,50.87836536474568,9.194002161813925
262,23.711077876237688,42.87558806148411,9.542003670894534
263,12.100358954441797,58.83396584156681,8.984720102489948
264,14.168673408305658,52.522981267931,11.180189418559364
265,14.815723115665937,41.475341841791725,9.65659254422844
266,23.198910040459413,49.980406719385805,8.933575151303895
267,18.8037749262008,55.0520684289354,9.073725077278262
268,20.730132387671283,29.599832357735288,9.78642470273513
269,25.095985905681694,39.14552044430061,8.953707182440422
270,17.44629430638702,47.84972388046009,9.62559628171964
271,12.43708839337289,54.85178136914184,10.589654635626825
272,16.21695886499572,25.5119590095263,10.258229055400147
273,16.03206272242139,42.73946593214539,10.826101797861138
274,21.976634159050622,41.80531501207936,9.944960802055888
275,19.904572199480995,60.73542678854705,9.233627681276019
276,15.312440464486313,61.48851044944399,8.965820040112783
277,13.962594295208108,45.610247960830094,9.217135044632887
278,15.279976678941578,52.22915953260612,10.183313278147331
279,10.098475534287164,50.47286994200315,9.88722511235466
280,19.785102297146828,66.81500064480755,9.554596930745046
281,24.496854933069322,34.52370933118594,8.665978226055596
282,21.35360900856245,34.92613881636453,9.04866469003779
283,29.84554929328953,58.58098519322877,8.917657413926305
284,18.06979672278183,52.157538851360925,9.884760598172203
285,21.138702004827852,74.95251457943625,9.458204086969566
286,20.06052230831096,81.22271110349213,9.59089951238909
287,19.361706009327747,57.7984472755366,10.593635707348508
288,20.990777428799458,64.3412237965229,8.863281690338395
289,19.790511049801182,65.56347110834493,9.174742822609376
290,19.855127825641183,42.54943506900221,9.800865225384785
291,9.254094888186192,46.80619603064216,8.774452989956805
292,24.108574346984714,58.570821319304336,9.341237289601596
293,18.352926828556637,56.09840795523583,9.31469314029818
294,14.45533104941623,43.08839834817263,9.078097082271045
295,19.486496679178444,36.8366234327819,9.480916202488645
296,16.149677944539402,28.973676366586158,9.336247133598206
297,19.926507312726933,46.14350408099792,9.36871012084855
298,18.731965470038098,54.08561205461594,9.182638630368974
299,15.975400744596772,53.220306630494,8.484624919188555
300,22.35443687986416,44.82710858434123,8.853638685379149
301,15.981185571488702,22.709325908129493,10.641480471051768
302,15.25120102083915,60.062565823469726,9.203419501350142
303,23.952355230102164,54.69186481707389,9.807589870486975
304,18.541026121981737,51.841022380563054,9.1201431819664
305,21.527027704257186,54.68926253304913,12.464115893456086
306,13.316447650365294,62.48471410610988,9.37897897618042
307,21.778044723026976,68.97240442094473,8.524067884189133
308,19.614076894045667,86.54117314317858,9.668984015188082
309,10.405830676418816,49.91538253026116,10.377057787275117
310,17.080825150892586,74.8649763560049,9.919472541065522
311,12.829259773834313,57.43534760387913,9.617095654129011
312,14.033798904033226,41.09597972152353,9.049418779701199
313,16.09776333216673,40.395246770083325,9.575661800230382
314,19.74239926509316,55.59015755555109,8.19469782135547
315,15.236206840132127,65.27809625046272,10.559148944651175
316,21.08337215584838,33.250819045323226,13.151795728904661
317,15.639053564016375,28.307700228598357,8.859576902645037
318,20.929211799467435,40.13740125104327,9.491335250402932
319,17.911639387251036,39.17022181719098,8.54520704561822
320,22.31352300035809,37.5742724854502,9.687395380704228
321,17.913770829216258,56.402351049837236,9.934012063014439
322,19.61555995412716,62.47179370555895,9.145910519253516
323,20.868778953287997,32.97483824093894,9.474879027657899
324,22.15620307015298,56.474772103316745,9.187705003144718
325,14.510937566590481,44.3266924122968,9.55853761521039
326,16.849561837573255,36.67443983954088,9.37694744333471
327,16.783699592342046,46.88642714651596,8.789085230783671
328,25.18256417456454,21.335085901500445,9.287716693440835
329,14.78843207985427,55.70881360765597,9.633948401785895
330,15.633360091219032,43.11159344526035,9.216253340658433
331,20.53765732120297,58.308790752734126,9.803918042872002
332,15.993803366391658,69.43965007842223,9.504119857612453
333,19.418059183687227,46.10280400507386,9.613240015541336
334,19.055513529536213,60.28553109157119,10.294879695011268
335,15.552138969380373,45.01735352658533,9.576516464713828
336,19.59684161867576,61.29393025761612,8.596425859029624
337,23.011762521456344,40.85527968106353,10.210408064132633
338,19.679661757470388,26.602823792845776,9.73614691313013
339,20.26149786542259,51.904984317089855,9.477627400546957
340,26.28545117228247,48.63988657571264,9.608651254040662
341,19.461990661124748,57.48536879924861,8.956671235041583
342,13.943191171922312,50.666916513733895,10.001567869293712
343,12.684337978790037,57.974998672966755,9.172864454614848
344,20.107869091480627,33.37982578029072,9.621613318041144
345,17.054521982716786,28.871698878009834,9.342294806159101
346,18.218375299861563,55.95234825934521,8.67099817052762
