unit_id,ConversionEfficiency,EffluentByproduct,PressureDropBed,do_GuardBedAdsorbent
0,26.454620995384058,5.3461252766547265,27.530305806062835,45.0
1,32.56788327514391,14.809879355241948,43.965785847679804,45.0
2,10.609390727324522,17.52796691573515,39.691665106065535,45.0
3,26.02928774082178,24.09063470628186,65.2620601412391,45.0
4,29.44878424613088,4.929163450829044,62.8132829345308,45.0
5,10.346292461079589,10.14710287474735,30.47499254490464,45.0
6,18.302811755985303,23.83037115198013,56.08998748794573,45.0
7,34.63541559943158,6.701049314784692,39.246400184969595,45.0
8,30.49380282981506,6.679966023524104,44.16039597149261,45.0
9,10.850442824330546,7.181149220623473,54.26851824475178,45.0
10,19.670382696731117,5.286982727781587,43.82403450767687,45.0
11,26.495961121600608,6.663330650657426,71.85291908531973,45.0
12,26.63555683987933,-0.6890244392100353,57.09327245047589,45.0
13,20.548688403693465,8.496907027489783,54.6962202285171,45.0
14,26.11731038953551,7.369780949668717,61.62654598535682,45.0
15,24.226652638525202,1.2478453084122236,19.81445824107631,45.0
16,25.030541096984262,17.995807323678413,65.06713737297262,45.0
17,22.080238037205135,21.57990464930375,17.803741782319182,45.0
18,21.336442253481668,20.910946738844565,62.02455024460903,45.0
19,23.19735053607493,13.250693038897179,50.75536352038726,45.0
20,33.19673093257754,12.31336604393897,73.61681449039297,45.0
21,23.82410622025892,12.671696104807651,21.8162620721092,45.0
22,28.271654339552615,11.65572669784141,57.24340652094287,45.0
23,31.239712821616706,11.54964068394113,44.836065834542616,45.0
24,28.623404985500756,15.135912751844,62.58109614823806,45.0
25,21.618459029794288,9.733558661262304,53.177003361667026,45.0
26,30.8846995977378,20.866878809153295,53.831656673030984,45.0
27,22.02416800346589,18.49581994244908,61.65520266633292,45.0
28,22.906368650861516,15.5696067909437,51.94870644169632,45.0
29,26.066739932216024,6.037520550298895,76.15082882490249,45.0
30,23.863943791092986,4.831716602449233,46.21418834181565,45.0
31,32.70046335638592,8.561038479199118,50.471679391884095,45.0
32,27.417887765015887,1.6295764287420944,39.41182878136274,45.0
33,19.728362693959284,23.644618161498165,67.62446393229224,45.0
34,26.56272392758687,16.093477737688588,60.83804061361679,45.0
35,26.78148199421157,6.030264567186457,46.376088579681216,45.0
36,32.88643593676492,7.181863738831774,54.77289960297714,45.0
37,21.386046048267062,15.190555723304108,72.00271022696563,45.0
38,26.757000401029753,18.965318152388143,28.118782944766547,45.0
39,32.94033232933963,-1.529134949660806,56.076343148500385,45.0
