unit_id,ConversionEfficiency,EffluentByproduct,PressureDropBed,do_GuardBedAdsorbent
0,22.49350450255233,-8.06201362740024,22.388614661616884,75.0
1,27.482000374276534,0.8125890117502568,62.1397010945579,75.0
2,23.18299553549872,2.0748009228773947,43.93731382786751,75.0
3,25.112763870090177,-6.1074250296549675,61.64572502331877,75.0
4,23.304399133528065,20.344461614385118,52.20755628324204,75.0
5,23.761297060279023,19.617243833231257,61.037467638628975,75.0
6,25.585593460035863,11.832949125209087,53.10581591361913,75.0
7,28.528264635363968,13.860486685560042,60.332970752098895,75.0
8,20.717003279493547,6.587832690895802,48.24987553590319,75.0
9,17.19158440181244,8.741167690857946,36.11386977761348,75.0
10,29.88120456742664,-3.737123249191466,59.65570284761918,75.0
11,17.387657120089557,2.2166698231941924,35.81212416533938,75.0
12,21.11490547476286,6.229017426357489,52.376997959834945,75.0
13,25.482596018431117,-5.653601721760262,47.15127232878921,75.0
14,23.88005991944673,7.041298305104777,40.673890896239534,75.0
15,20.37827949523775,20.537486780500668,35.924820093515,75.0
16,22.30107469366991,3.1102488204335526,61.965007763746534,75.0
17,26.01913686848283,-4.266528458976719,54.45104843710083,75.0
18,25.602263228121554,19.536851589882463,50.77939780323355,75.0
19,26.06327484784439,14.74439452427827,29.26775581351549,75.0
20,22.608813670181227,9.959390226434222,34.58692187430448,75.0
21,29.282326711150265,17.562135082542664,40.46133079427343,75.0
22,18.80199120975894,0.5702625837862492,45.97216938645777,75.0
23,29.73195703870446,6.808356357539946,68.16103525499403,75.0
24,19.217048655820673,26.507255055846784,58.353213642103015,75.0
25,28.954370780803092,9.82043350390606,51.17577692506916,75.0
26,10.94449685423007,11.288524186029795,24.124041824397988,75.0
27,27.461367009043297,4.701301689083152,40.93440992041075,75.0
28,9.028941940602323,16.415284931163217,31.88070165895665,75.0
29,23.567871670651204,14.008567557977678,61.3682918655863,75.0
30,24.68572717676968,14.665440009778674,52.48377923948183,75.0
31,32.09584662768966,8.257999259072724,62.23996396461198,75.0
32,23.11985771333324,16.285969777277323,47.788715100304856,75.0
33,14.646482701342158,4.589882518048866,45.42311559708093,75.0
34,16.97150673058442,-1.895213538348182,41.520873219249694,75.0
35,17.369476351822403,7.000487919845007,63.93172334519553,75.0
36,16.487365886107938,-3.3542379080445883,40.74623466243776,75.0
37,21.505174006735267,9.652133358683825,40.20340335741854,75.0
38,22.408663684899636,2.184590333611828,38.66233762496461,75.0
39,24.612204133752783,1.1133583204438686,45.86146994180836,75.0
40,21.785903850609643,2.9206359065622376,42.271198834243116,75.0
41,19.571356438191515,23.937008113956946,47.251698309785986,75.0
42,21.81514186787913,25.958120084080768,51.31940901827896,75.0
43,20.59149599263477,8.692441828192578,51.04534631030381,75.0
44,32.814858344222664,13.973551661100249,52.53040989249318,75.0
45,19.371746193280515,10.224923482988725,39.17602916487393,75.0
46,19.15862250291485,10.618056115544146,69.74367821110259,75.0
47,18.73102979194281,12.456062078197824,40.30678435795055,75.0
48,24.566735097799413,11.644192147508209,48.18798552238147,75.0
49,24.231049696365535,32.19853541548732,52.416981330276755,75.0
50,31.005392241759267,9.020284261838015,48.965329290058335,75.0
51,19.26920225645665,7.324638630404925,66.78242739998092,75.0
52,21.835912651302493,17.163733831132916,70.06138707148334,75.0
53,30.788245940870077,-1.5569305212455458,39.23763516593522,75.0
54,24.11435962301555,11.785425606872415,49.48323213424298,75.0
55,22.67530198139626,29.772541903859633,38.12705760902943,75.0
56,30.215877306354578,9.847004298909715,59.94660807686786,75.0
57,17.64466311317252,0.9393417014022916,65.78755055254392,75.0
58,21.130240334470294,-7.07688767183048,65.72514929960884,75.0
59,22.385435708770977,18.42383791656674,42.693726276164234,75.0
60,19.029740395993613,16.10609843171375,61.206384511190834,75.0
61,25.491044761297324,3.346153382643844,48.23244628044998,75.0
62,21.63744312038751,4.773803289247874,32.16997624194387,75.0
63,21.261005846222734,-2.375088475142098,35.961329518545455,75.0
64,26.618520217271477,0.9852569807374021,56.30752556612486,75.0
65,29.98814033573082,14.297816025353942,45.38974224441334,75.0
66,23.19234324185326,-1.8325144679511318,31.760878948021425,75.0
67,24.583988177333946,3.1153345686526173,47.87326018978534,75.0
68,30.773618352482167,5.511704034679475,43.34078132350452,75.0
69,27.57018614799552,7.789643848553007,47.55324993953253,75.0
70,19.883017103202512,14.35847359212966,41.9095639704618,75.0
71,26.76055187273279,12.678728498369143,54.92052886233619,75.0
72,21.228225353441452,5.976063330782523,45.49600707111291,75.0
73,32.862560490062066,15.67728241415024,49.0794413792734,75.0
74,20.686618355036398,-1.753191679258256,51.09702857505662,75.0
75,30.227682041917205,11.640893130168017,66.5618043436092,75.0
76,13.05395898488219,0.6094959260177593,64.76004363759742,75.0
77,20.072569455318543,-6.225586190186133,51.82454154145209,75.0
78,20.14162026226534,10.917692901121638,45.50682343491266,75.0
79,24.346674419008828,2.9220165248593135,20.50970027128716,75.0
80,25.632117267470523,10.664910964070106,44.43035011670112,75.0
81,26.94814045517542,10.566015056843726,42.90759749882665,75.0
82,22.704097408361733,14.94917662065386,50.47859331830291,75.0
83,18.329967098583175,25.2649392956426,35.86277468105797,75.0
84,17.993469667162184,11.287207644018984,58.26380558323669,75.0
85,15.496363322787047,-2.807920447544948,48.76869195973362,75.0
86,25.603295439724185,3.6538522090214114,35.09008667572516,75.0
87,22.247726318784643,11.103841132154058,55.869724834572324,75.0
88,30.069897661514702,16.374252006338907,50.2043502224894,75.0
89,25.313715061187274,15.848673691091047,40.236242809208385,75.0
90,24.998960918513188,11.479512148265204,29.592646501899814,75.0
91,16.802069505790357,6.590310057515785,58.61135658861777,75.0
92,22.79745258270654,-0.441523419580486,32.553418359502516,75.0
93,15.073141398029831,16.94085005155936,47.86369018266344,75.0
94,21.578455348715906,13.63350962463317,55.58742599324718,75.0
95,17.208353207993227,9.43053238131432,47.72757214161084,75.0
96,22.962419408753128,16.290888874430493,50.08821053182835,75.0
97,16.98194847587119,23.61135762429556,52.79741938583606,75.0
98,26.391613655340578,16.432415953608825,46.16838247546472,75.0
