unit_id,ConversionEfficiency,EffluentByproduct,PressureDropBed,do_GuardBedAdsorbent
0,21.96142597599126,16.07100026687342,17.34383915019587,47.0
1,23.7706157522595,10.853091281880454,52.034209635802085,47.0
2,14.163790034952235,17.057007540538763,62.983014539225266,47.0
3,29.808207579350366,3.729406240353854,60.97238179638694,47.0
4,35.94504782951711,8.338216721710143,38.10068069099296,47.0
5,26.741973496513637,13.399005062780871,54.51186563310795,47.0
6,26.590275578243478,10.278564099717562,34.30538653277154,47.0
7,21.682807769907324,1.508741516629133,45.284496004346586,47.0
8,26.771709259673536,13.417306758749117,43.55202040412452,47.0
9,19.649020306082626,4.933649588944394,57.35206260149,47.0
10,27.74183727638116,10.681642397911249,56.233946940361484,47.0
11,21.335594220912107,5.770392359723909,49.28232347209195,47.0
12,24.120233950040618,-6.2767384059732905,72.9713603655543,47.0
13,27.51846504434016,15.93205625140881,50.46488990560608,47.0
14,20.256134578372723,2.4482137562711213,50.88171810354013,47.0
15,24.111217163321015,12.061800575789086,66.3982410741525,47.0
16,13.464732799513952,9.640019956878977,45.771872972631314,47.0
17,23.588148586194013,16.142589160035023,57.93795722408069,47.0
18,26.933560854800838,9.434694137093505,58.300631975780696,47.0
19,21.69463471843567,9.246715976559804,47.70424753596725,47.0
20,21.705778785153047,12.394555178417297,59.44835386121049,47.0
21,19.133541172411718,11.991130692923315,65.81690897388323,47.0
22,25.927846506836516,2.849420818545439,28.0748702806347,47.0
23,22.21989208775964,16.52393730170338,37.70681570451096,47.0
24,22.438904445235345,7.536950961913652,45.56410312728374,47.0
25,22.15979752373859,13.187099758383912,57.331304239201955,47.0
26,27.58126952481059,0.08272892129284237,27.013912416182805,47.0
27,19.85248814620073,-10.177961410298261,32.0929082471205,47.0
28,19.784013910872396,6.746089855061623,34.791836903549914,47.0
29,20.561392411846867,6.193098092773022,32.242904847488056,47.0
30,26.18437158029836,10.618191960264031,56.601078883807816,47.0
31,29.74861563553544,-3.5234635032817465,54.58897340190771,47.0
32,26.739474614771304,23.87781752359249,43.299991404992554,47.0
33,21.299815500260582,2.324158295963737,56.20310185219936,47.0
34,18.61912007364746,6.517116711798125,44.51947938845333,47.0
35,32.57724222629761,21.30197112471733,49.81142243245708,47.0
36,24.490960082641628,24.674124377758986,40.74094827436827,47.0
37,24.005926481938328,11.746791331268547,53.95577315625729,47.0
38,19.011053215915005,12.230811956015836,29.799157061718784,47.0
39,17.81035508955028,12.619691352202285,57.05561008461353,47.0
40,23.156722610106275,18.652467687254088,65.577692738112,47.0
41,23.706197328806564,8.427531312529462,54.581039186906,47.0
42,28.653037475370247,8.679763541106569,54.46299634524288,47.0
43,16.901562432119878,0.2092695055349214,54.335178544483036,47.0
44,36.36838759086571,20.21604498033934,58.475681975606655,47.0
45,24.130676415809127,6.667605546826488,50.444233740869805,47.0
46,29.843621133372377,14.543397032692575,45.89941778720312,47.0
47,18.88914285059009,3.3638462183716884,66.24355988922613,47.0
48,27.90075043969053,8.22454013261464,35.276645168631504,47.0
49,31.159980696097335,18.426807640026617,54.18557790866798,47.0
50,22.029100939719473,8.804430411818679,42.20646906814514,47.0
51,12.515292081517915,11.754544648800044,59.62234561085644,47.0
52,33.39307296368687,13.454523718478683,50.55036342035767,47.0
53,19.02833105870063,23.689558181641367,56.21565755033255,47.0
54,22.201222917172032,25.011002430738408,32.742637048518056,47.0
55,23.89989799564192,3.729126802507807,40.28773992867768,47.0
56,24.721425843070477,8.356601882675015,65.68630860012364,47.0
57,22.692199540227392,7.175683561848387,45.40304726331034,47.0
58,16.167796155726336,20.71376148077971,58.6271122687094,47.0
59,21.950666522374135,-0.15633961944194397,49.834781895145206,47.0
60,23.004559219303314,7.710395504014489,50.75901357783775,47.0
61,27.285472417659197,8.106501760819064,82.08902736234582,47.0
62,22.29432030580158,18.955899854093317,39.05130675733088,47.0
63,25.617195120435312,22.677356428429913,51.843453114943294,47.0
64,22.649423161559,26.453274921665273,48.42234835540986,47.0
65,27.906957715421797,5.975450470504136,56.57147669521804,47.0
66,27.824391370317443,21.73645336112221,25.19997900498692,47.0
67,19.70476670401586,-0.4941804838668773,57.09136189281581,47.0
68,24.695627915972608,15.023156243298377,63.957133978371246,47.0
69,28.583450526841993,21.186224714150168,48.15521637062221,47.0
70,31.803094848520555,7.454529731366412,51.693026142347215,47.0
71,32.40670238074791,-3.738331756162676,59.714288485204555,47.0
72,19.847038324622712,-1.3987890019771712,45.76568673584249,47.0
73,25.295825502134548,10.263656888822114,60.21610223689493,47.0
74,25.532538432302285,11.288519362081624,42.302571910234036,47.0
75,25.815864240981103,2.050855245005385,47.20404153407075,47.0
76,32.31054582515011,5.257785279917299,38.63773311991302,47.0
77,23.36534420284937,19.232537993289107,39.457903488626656,47.0
78,21.416505371740616,19.99214728442896,52.62851087526148,47.0
79,26.78042261979555,11.912062106391064,45.19910072540637,47.0
80,26.430389270872958,10.682692839198403,39.625221078484564,47.0
81,24.383005046208204,10.581339242569873,60.3527643943371,47.0
82,26.21731657588126,6.934448187443486,78.21304016761735,47.0
83,28.845846555235067,0.5341128162993787,35.56917370828978,47.0
84,14.171737453987358,19.15146932112859,54.44682562979396,47.0
85,20.84522013150373,10.043856264986259,51.05763712928764,47.0
86,27.823411919259748,20.373987454119785,56.91597325608919,47.0
87,28.53377729399186,4.055144601695151,63.36912562984116,47.0
88,24.416260222490454,4.962963251172413,43.70183486764478,47.0
89,19.563153426210164,0.6760880466245354,61.302880035105,47.0
