unit_id,ConversionEfficiency,ReactorPressure,RecycleGasPurity
0,8.961003052779999,76.09346146098254,49.9196527771512
1,23.483268395501415,80.25015163037057,51.50456245925654
2,18.6305348780267,71.80182835675386,65.27163658456982
3,28.85698389711575,74.343768742458,75.8819420170286
4,11.691760625593695,78.37506327840073,45.98602715948512
5,32.147725658536984,92.96542946547335,70.75648002326575
6,30.083319731801687,77.42864151654699,57.649249732501865
7,2.1876211924921165,96.12656980641401,54.50810844569419
8,28.84981999072207,80.39080095737732,66.99691333133859
9,21.50768896256944,78.16563835812909,65.26899184319869
10,-16.38341749971991,59.57744335104545,29.95902275684727
11,6.386744781410167,79.42837229228617,34.915317062495404
12,35.27124573300963,98.59918817257959,45.45371622879023
13,4.028048176859649,51.768666323625254,67.00449951006428
14,18.48202737302684,66.75054148332521,64.59578363445385
15,16.82533059030216,86.29651515741962,51.853880894722664
16,21.78220222757264,78.87291069155623,58.232941594245894
17,37.13262523322216,98.41677018736186,63.5817185866007
18,20.886617947573185,71.5855495051418,70.9581138387543
19,0.8329173098353702,77.68910871418528,9.552411781741968
20,15.888272863640363,70.66496347094663,74.30246636558871
21,21.889781039975446,70.24591826465415,67.13487140010551
22,18.87754060298452,68.07010277310606,63.80020399273182
23,13.590818638684866,79.53232482938841,63.802853254619805
24,16.604748792653332,79.11224044617755,56.10225707874189
25,21.4950662250834,73.1055234355897,68.07931431596734
26,24.95877329997941,76.20794766444672,60.16152572743623
27,19.791947306139527,77.97542470136301,54.48576323553991
28,6.825435650001876,54.79505017639158,71.66326259094592
29,12.702392817680327,47.55794477100443,59.290692547731545
30,28.213871642096727,83.85516738016916,89.35389110175392
31,21.439154421598808,80.15397906341597,94.50033009892901
32,9.811495978664492,60.458438287578105,53.254865367089295
33,26.90917615716568,73.84318188365084,63.98507781355147
34,25.11365884621406,76.28930693565067,58.80550421606268
35,17.757978508290872,74.53501139020081,66.46623068260668
36,5.265602965898844,72.78764411943826,76.03043734396019
37,14.943371870980075,72.40329999302244,41.0173554015843
38,14.616076065060904,69.62031915430434,64.02534169666093
39,25.167761731122432,72.10933667375906,68.45636810958004
40,24.273917843056054,80.13744710960958,77.25887629887087
41,15.462837466493118,63.56961591585975,56.743529480391125
42,19.903643153150096,75.25414322547795,55.76501251155179
43,6.695556127148276,41.87585115408839,60.414096222284485
44,23.861543923892043,65.71940176827353,81.77440065315342
45,30.70904291308531,85.94833127339206,69.92748276562327
46,22.388104438558816,71.59952743869808,64.42714033084593
47,26.89944184357265,88.33777380871857,74.54228206281061
48,13.131078367255348,84.25987387142816,51.50971536341711
49,15.948782505504441,53.964177702274505,62.72073303986374
50,27.17822577779892,90.24120780109737,64.89816253852983
51,1.6866546732948513,73.0840331187419,63.08619712792153
52,18.216175981760152,79.4012857890585,70.17533160697579
53,17.37869001855307,78.8710162148888,62.7573515706966
54,16.695544914787213,66.3503515938272,61.413976374970325
55,14.710265374288609,63.58507441249506,61.69036418898102
56,32.047373100822135,95.87148217463897,52.95099975167341
57,30.670368207660164,84.60902447649002,73.01801879353471
58,18.12781890380805,71.86704743488339,63.194290742906794
59,23.65974547071009,70.30982758555446,65.42579875947352
60,10.176256685167521,63.223747687815525,68.41676117763937
61,0.4128729700255305,68.65937101169537,99.26483922270793
62,27.622273826501875,72.89661028622916,66.29552617669164
63,28.51047331105137,83.0783082508014,69.02944900794883
64,24.781170762482862,66.05684822916565,53.48519312702797
65,19.083595259477146,74.6000673050525,59.612545718497636
66,15.179950048317925,62.799520874666996,64.49122214431749
67,10.236629888698992,68.91896387242652,61.79335222172406
68,-0.8772251123860486,78.15918049644654,31.84897189253702
69,18.96724786017799,60.556091024222354,66.18037435365923
70,23.033067177723616,71.79145953969157,65.60447131273651
71,29.511545514128617,95.77601485786414,58.08424667158673
72,-13.65920638846005,46.67583619231077,30.21763699127208
73,5.597583664197593,45.75004078651093,54.43317781110001
74,20.425776161417375,60.03775949109871,62.548935450112204
75,12.823580350018597,57.74997802894076,78.51300301357182
76,17.586881491861185,70.59004288421224,51.17651104096879
77,18.59485726316673,66.294333948604,61.38495400440398
78,36.22030138634109,94.85444779378315,88.8198549806018
79,-2.226344455527598,50.94752952638619,48.46013373734544
80,21.27256390096655,62.1854557724124,63.945869073089
81,29.835772787878383,72.21477357384204,68.6420827752516
82,-0.6150149652317873,60.002178033630024,47.6140700676713
83,27.1107723172961,79.92476145847138,61.7998727947096
84,25.538500030920105,75.07858310738479,68.11604510036476
85,26.084694812282137,72.32876892530321,64.26503357241953
86,13.36172697794575,48.310926097156766,84.53689871941485
87,7.647628116716838,84.34424961448607,50.86847539174591
88,19.93945155112176,65.84942413144047,83.93975339656838
89,9.755473250532365,73.36446667895642,54.852470752925896
90,7.222752118063632,76.33302701261658,61.41097884827296
91,17.729955106619677,70.45966599755741,63.37720137123535
92,11.791108241396485,80.2981723132652,63.32048882719452
93,14.496487118278447,63.86089670205225,87.76680737319931
94,21.363645916608352,65.49276196374534,65.03106597536363
95,23.229491256470986,75.93407628091528,75.23587100460824
96,9.06894577346906,76.13218058577668,49.72546008304975
97,23.675675604582203,76.1656619199511,63.2056093947466
98,5.549118106959119,87.90893087237188,45.7439807198278
99,19.487759142529352,63.70514988568556,64.63285222346383
100,28.04722041191343,74.75906442527105,63.30717328438911
101,9.18210430650199,72.79665926908672,58.81260198517432
102,18.42330741207541,75.748197897936,71.09836019043635
103,6.827012502144864,81.07928532832864,57.00671492680519
104,9.387076232829664,58.276622998217576,58.63451501510608
105,16.74882889724875,86.90408173815885,63.24568779845545
106,29.51497139194517,89.6904877213481,58.30577925859124
107,10.920440980518233,59.73986518101588,63.033238833092504
108,18.287326647707495,64.5655989589708,47.30863241953807
109,25.642878477283176,90.41407351150937,57.91588570162684
110,-13.564588879539837,64.67612341800631,55.19387030521317
111,8.706600097662854,81.88464076927664,43.13005306194052
112,14.633295563843156,79.33495955229024,65.05714865488423
113,17.435704793805698,91.61692842511843,42.22346775802509
114,28.78637237538522,80.10910304908732,69.54883784519357
115,29.19991964447925,85.1017429206794,61.20236981882376
116,13.570352079937232,67.9126391420072,59.26589385245618
117,28.629053511032158,81.1123214433243,74.56043445137644
118,23.652356665686064,61.6742232312069,79.48903757603026
119,4.189586967898939,81.89435882381373,34.10486324298084
120,-2.0919593893315724,83.70637836238447,75.82221810433839
121,28.846146651677604,80.41349588780692,59.9795455932113
122,-6.589480980651891,59.729224454067264,73.31805910222467
123,14.768818237426114,54.568063291503385,66.15300195577332
124,21.74264920462239,76.63607768030543,62.959112927806686
125,15.614534172804852,64.62971344508507,58.18784277163079
126,20.63506360881219,67.40523960970259,67.97216826635582
127,21.15339954655228,76.40069069847999,63.263551120370465
128,8.81712766555701,83.74665619358389,33.774435890974964
129,23.375493187426216,72.03940462252062,67.20690328398645
130,25.238739732904065,75.8059462565015,78.43938268499258
131,20.948999102643377,104.09464663737089,63.136796695845135
132,12.099009394609308,81.2703728773734,60.218540978412264
133,36.57239324211675,94.48227214362227,65.35269253269831
134,4.0488406310108545,67.80645222242308,90.35876113739259
135,22.573753994474963,68.48098878064938,85.82341179249758
136,17.131045799321697,73.86499765853856,68.01442667160268
137,-0.6028600262103989,70.18400736389724,65.36517320541563
138,26.00256434553513,88.71310671580169,63.16028374785758
139,22.830756398151443,80.73219496690875,62.363270734196995
140,26.567236152451855,75.09634821454404,60.062209573298034
141,21.016184579698397,64.89143404630035,72.44221186477328
142,1.4289554176215322,59.851198025109376,52.421177784119514
143,37.321590399078076,87.78341194122997,78.51146596444656
144,38.019242627615625,101.76168092657367,70.94042434127701
145,17.334822681187926,67.30431445309392,61.08283241322275
146,15.99841759071268,71.8164940670388,56.5284646638479
147,7.749693403068351,60.34776325063348,54.65667554285929
