unit_id,ConversionEfficiency,RecycleRatio,ReactorPressure
0,24.0326250540081,23.3271030258584,82.33677327815833
1,27.200036537087666,54.46329306763931,76.39905419479577
2,29.40904924645191,51.87869565834161,75.33230552211381
3,23.732343242520447,39.64724916833716,75.96329075982645
4,14.394664749937533,44.18696707962128,71.79584906994758
5,1.578155748430131,47.525909598611904,66.61134942622746
6,30.803556981131464,32.967124300959746,92.11584922092493
7,33.038198890593115,47.367478457467534,98.8802101613178
8,13.579006868237794,38.78605574022821,64.35682012991491
9,8.5176202589865,63.46074918807825,62.96332446399755
10,-10.33181524904195,42.979045463140714,71.46851867468145
11,25.80090151368944,60.54159542253604,67.85052770349073
12,31.90571730352991,72.2243212036512,90.46837259964414
13,-2.9698846651780704,65.93835161372178,62.694904054926575
14,23.848811939080726,43.08048666493348,95.54512842827506
15,-3.4748642984377582,45.41181219920138,76.80124928765476
16,12.775808389577373,38.316872070907344,72.61090659302452
17,19.675753718623074,29.64985076134112,74.84088322590704
18,14.696642049912793,39.09066976224623,82.94692854437498
19,9.819663144102051,43.85267085240283,81.96899474011649
20,20.551012015424167,65.01370627950939,76.52043537077677
21,17.54660949939129,44.431908196531644,56.962543604322555
22,23.11893229397769,51.27145533381769,71.68813088418204
23,19.869653330820782,53.46353019072302,82.67180242095651
24,13.739024873330202,46.09231551773365,77.82291238485895
25,16.968336856413295,40.40501912327477,78.05237404360795
26,-4.134953269709733,53.973813052485674,74.18718372278738
27,11.768218110377045,64.90076335304413,82.22694614191734
28,9.539412655760945,43.41536939234501,43.12445066213277
29,19.16087220584184,60.47546197757438,75.64940544499723
30,19.2119738989876,44.69988070116351,77.1019654257171
31,16.384404164605233,51.556823288185534,70.07819586455086
32,16.025587867942434,73.88660864091895,67.09176885218972
33,18.18053929315149,47.184280001576695,75.33892709009473
34,20.42300931495189,51.75898643775273,77.11642023292289
35,18.916952852277397,38.37943339973832,73.24072585322294
36,14.277569884801565,64.37451418476618,66.9688463677957
37,18.50277741056023,55.53577480425768,83.87922363758418
38,3.8366604893648395,63.03092471649139,70.51097762475871
39,-16.90017349031489,51.33635034108295,45.66229980569177
40,18.198266413035114,63.38690123589832,64.47539548548491
41,-0.5176620324433365,46.5751603381008,65.14010931728257
42,14.251034280086953,52.1324873214158,66.58388954497627
43,-9.312958077331427,46.853974544614246,80.49978613254056
44,31.527055343540987,65.067961283695,71.76836566404022
45,34.93612875438174,51.83186838953195,93.96268166420131
46,28.73176420269054,55.06712692703198,80.41845608829706
47,26.314142187246315,39.150576692199614,80.8735249197099
48,9.359224937055837,30.68341457536677,55.564260372392425
49,14.221827711985163,72.36486689440736,52.6737612188821
50,25.297485304009417,53.36579124976071,74.69945421910475
51,6.776455213583909,47.93616917275575,68.71701721691824
52,19.08705490641173,40.715342830371895,69.93297988569799
53,17.93883220913421,45.59614320685746,86.76625954335633
54,0.9488630194598127,62.60271412432725,54.35093298087174
55,9.985600029486578,63.421183737669665,75.013326370337
56,9.60845623767158,43.61713010639806,59.742625233937886
57,6.496517973992688,46.55581763010629,78.97337118240726
58,20.781564813079477,19.9917509051561,70.64792065985134
59,27.100518846633314,45.19249060972299,84.47704796329563
60,32.452323835623396,35.03934530879843,80.70994135300431
61,14.48387530325356,53.64983772072131,66.56647268836191
62,1.683251458762479,59.97890402253856,66.6503410267663
63,28.836111560962756,56.48044713808708,74.5441247850904
64,25.232870617440675,56.250485007365654,67.32033090224853
65,24.01383101752951,37.56686503212351,80.10070340927147
66,20.126241697180042,47.165708421361266,83.18669131215647
67,24.667181785200043,48.45095220532147,81.91379308918107
68,31.07223113393327,46.38252868189083,82.4413691832675
69,29.47860706106923,57.60359035597473,82.65085278071938
70,-16.672752447823395,54.200263808042976,64.94541039941537
71,11.562505062466341,63.02602022506529,61.98909129713076
72,16.264309498094157,29.970602296604486,81.26424834731108
73,23.852826561476995,38.84688174945818,65.31566378871648
74,35.934724793084946,42.473488886795224,87.71462496625374
75,14.065031488127289,53.25776103889296,76.77632125530663
76,35.576383625515106,51.278732153633555,97.7597587405377
77,11.039225050956247,49.506006838799166,74.62117989654904
78,11.267679746513782,51.28420869901011,54.40872600682214
79,25.071954319107473,36.96449053823771,73.54612623027997
80,-2.7101903590195837,22.873824655088804,75.96784397665323
81,19.97774448054476,68.33654195512361,79.98406123075239
82,1.4344378387494137,42.709192716933956,78.06316576947374
83,36.15617696256871,57.25490355218969,94.50028548820146
84,-8.657171027907419,46.51247481804032,71.51126320039272
85,40.95937472451946,40.723921527845576,95.37418907099355
86,11.249264047416107,55.880344730466454,89.06611469206437
87,3.4781894765882306,58.21538905243024,54.96106469146121
88,10.488939122226238,48.49737344492121,70.65270805463453
89,20.77791347185352,60.06595392334482,72.36140070233537
90,0.03091074763226942,66.66661431068256,75.18115961516604
91,19.078671034427035,49.218884825450665,82.16734792511993
92,1.3162875667603284,47.14775479124253,76.21614368382467
93,19.434643735794772,69.10652556312287,86.2573276772587
94,19.288569561532,50.028222067423414,55.52724449629708
95,-4.984023171787989,29.198139217476903,75.2195547685458
96,-1.731956150482092,67.68412288799261,81.54694992274649
97,14.349871377965282,63.013077140875914,54.01310354487731
98,19.33969056384102,36.204513535103615,79.78585056585491
99,4.409689718099811,75.54871858261043,57.23383986176562
100,10.19020000754595,30.196799629846186,67.51503335261182
101,-1.709314926943557,39.32206483993027,65.54514624505299
102,18.539925712208422,45.12126671634509,67.7893216253067
103,28.563013011747064,53.75620971311601,108.47235169414874
104,29.31457765008659,54.707741483171226,86.98104222655768
105,11.950879948264566,52.91849864160006,78.99050720313622
106,9.448197365395803,43.798795836691994,66.3859126095963
107,6.234566781687622,78.46087886252893,66.03307794064648
108,19.53478553597283,61.70283237687115,72.40128432224947
109,15.202918180071586,48.64196651937198,75.43912488209232
110,8.856357344907769,37.759416726368286,50.37974402106354
111,-3.4871697982320025,58.78413089893902,60.15624555430417
112,-5.741964453062648,43.729146995126605,55.42252742669392
113,28.09888436169147,63.67160367706498,77.01226294722376
114,47.45405235976676,67.17701613848743,116.23180116981621
115,26.467704276594258,50.933514524899536,81.17886959481653
116,33.265058113677725,60.33978842032614,90.16590303018428
117,24.62120701288809,42.51958693615202,72.19396264463049
118,26.879054489639074,26.496060874277642,79.70290038126367
119,6.368496693626259,43.50106414376287,83.52024287700912
120,22.810382436883017,44.781149236773,73.78641928900858
121,16.00583014288196,52.76846027837534,56.596430363930715
122,21.974776856788136,48.249794244708596,77.30255860492964
123,25.86130334722342,61.99278388934732,69.07371838359892
124,20.480550144274062,42.218579336063065,71.28625980120212
125,1.6559160020816277,81.22584744233664,65.28438683061692
126,44.85375970456926,50.27194774995226,106.64333556991369
127,15.524548954532275,49.533125376115514,67.35102266082846
128,-0.7913994110860845,54.584824299434516,72.90026928957458
129,33.51045552426643,68.11576078710853,90.00247035084308
130,42.049629422858196,39.05643895203026,99.91188025177595
131,10.98661076192536,59.34188745092753,64.30411139488272
132,-0.05995190348382873,74.87894588114388,71.67765797412805
133,31.83698917447199,57.012941448036614,96.54458190232076
134,31.337474175680466,32.936936597455045,77.740488691904
135,21.69618265261121,44.96371762017303,84.06579289942086
136,1.2609039582553587,44.15760286311951,72.66086896820552
137,20.589897306472817,52.84274485604497,80.76168237324435
138,-16.418226364173485,47.49174684062935,57.52189009440387
139,21.103785707473182,63.16402041720579,73.36732981962223
140,24.522617643080302,46.73321700905708,75.4804571876748
141,12.789472047735353,48.7136410332589,76.61904664497702
142,0.49724668104111425,61.96639581282108,74.08677598403065
143,-1.6124499449419685,65.717236909389,70.34906867909592
144,23.970333247315864,46.67303840768358,73.70140175004798
145,5.538508066861601,78.57537194259136,88.79131667634405
146,21.570146123382717,52.04207078399195,79.5586086200983
147,21.87087921474778,51.38535197263584,82.86381929311537
148,34.39516938678561,40.492626055372234,84.48987883803424
149,12.621731970704868,63.973180447951755,66.18289301808878
150,33.39562801982898,56.07127836688147,99.87896724887472
151,-7.199312838017512,36.27090054596296,67.07209664276495
152,20.49267612020043,54.7021649865644,78.41592757496586
153,24.439504262804718,56.89412510428135,85.48952652528881
154,29.657391307332837,65.60965937683551,77.02889781456147
155,17.929335178829504,46.09345695904654,77.1912231124842
156,8.88492115991146,38.2630565290096,55.36267292754655
157,29.572918140984275,49.81373093950903,72.78115294548004
158,15.724163047914534,33.32535710787401,67.35215483903889
159,33.160296053656424,40.0018001596017,87.37009976528182
160,13.248140046702733,57.68383228904025,71.80140597516096
161,22.548590989492062,53.87810348991679,73.61223513934975
162,12.238668279719256,51.07248151883386,67.03367939321684
163,-2.480682769738432,56.71135510780581,62.522004950576545
164,22.016105439189474,56.01271910975273,84.52146502594242
165,16.811879298148845,46.454040341802916,71.89166296026485
166,33.10698014972504,63.59780946462526,86.30030503656658
167,26.80652596131638,63.95501489077385,84.5173016522707
168,28.021522848039638,57.72089315482673,77.10898800239464
169,4.854281131350158,21.86866452749072,68.81507334068458
170,-9.981000868463664,92.34068610744723,67.85894177471249
171,21.84094317279911,50.35039723876065,77.862310848339
172,17.647743581110195,57.938285848852885,85.73013478783514
173,32.193976044458914,44.84954170119711,89.49270601464745
174,26.715289381886805,53.929258623925875,73.83979379341922
175,13.220068061050185,51.049229480959895,50.289652395540095
176,0.13866069540685988,58.05767901166442,74.17526320359383
177,13.275684940465574,61.536857966345494,68.45441780044476
178,27.299270545452238,51.01332775542316,94.39841850938986
179,21.732732429625685,54.95635692129783,86.22560273787671
180,37.330809636298035,65.69802163024657,103.1216384473216
181,31.786037337964398,44.73629538615512,90.98087487849516
182,14.971264788121744,34.75352556396719,66.26713762310702
183,21.843602488974533,24.227148668704395,78.897396565431
184,4.323339776042189,60.18389330244166,72.31486642698698
185,5.567442688021675,55.381057256081185,92.83456740480469
186,22.790022219432544,45.54890114265683,70.38116501515427
187,13.065666100494298,35.01446965213824,60.08084388686053
188,24.41305762584824,57.69838191141971,83.5792300768501
189,-11.81294422643742,54.64957083056587,62.50606501862519
190,4.188570888861831,53.21165853851611,68.18960632755092
191,22.211528462428035,71.660711378583,84.67832922329731
