unit_id,ConversionEfficiency,ReactorPressure,RecycleRatio
0,0.01821966562425459,68.26911767924679,42.7297098567374
1,12.836588072672939,52.05750273572824,53.0891211223652
2,28.048502129165637,82.57433185379652,36.055058886242605
3,29.296069198763604,104.07862392210204,58.78300797299597
4,8.719564813205832,52.29880600571993,55.274758086209445
5,26.470698910028258,70.25027249426957,55.11549572569948
6,16.60998971093986,60.39352343351976,42.43403630800714
7,22.48684025290695,76.44336654221624,40.337781071533065
8,21.1399325993036,78.32356032028143,61.285508639934925
9,21.88576672739798,66.38409719147239,51.66474093630144
10,7.900334753798388,75.47371963423946,43.29017824924341
11,30.47855322119694,77.11446991556376,59.471150553139864
12,22.446542651108846,85.53055076093986,55.67972653920873
13,21.43115904846943,89.49404162544432,50.77119577981444
14,22.770817061845076,74.80641366026194,56.898365721449906
15,8.231895069644985,72.68561581786078,36.574231386774414
16,11.63357919751962,60.45109158708092,60.29544227844345
17,3.0351700280853784,79.21556584230572,61.2692199202008
18,23.04028426687449,72.92825492612127,47.30469348156524
19,29.13462326857171,80.96254262720153,59.25738301996562
20,16.142915987470023,74.17586380401818,42.396711730227004
21,-7.502892011256708,82.31065563587698,46.472353991347646
22,29.733561914778054,89.89313196275319,57.27302498546996
23,6.025169241582547,99.95218630893814,23.65550046207877
24,1.4057592104617287,61.30328870496869,47.75695549671035
25,8.295977047808977,95.41237076140338,59.66882195517415
26,13.780222367018366,61.30672712379411,28.478835257301682
27,16.759063139731865,80.83586369575973,53.78868465956721
28,7.983019550023116,50.005521024947,35.07094377699954
29,31.07693919746759,96.74095190987424,60.5475219934326
30,14.496262718443262,74.18281878425728,49.54363059551365
31,17.459905681843047,73.6385326130575,49.51740949529659
32,1.02929891113275,47.21864296019008,65.73418517110566
33,10.257613313348923,69.97730234396357,48.8961404832593
34,22.65044422513009,81.82384954976544,44.21103548525735
35,19.600999146770587,88.75184759398668,51.8438501144584
36,29.58077378488539,79.2140644892087,33.92590664003848
37,25.637598977820396,81.66991071850879,40.139094094183896
38,26.212472106041872,65.91116925878674,78.5347838930777
39,19.850034185537293,62.87222040482004,48.742889644960364
40,23.237195131745853,68.80695449611363,42.03425178860782
41,-7.542600293226675,75.59477651224432,25.167065165439787
42,9.217690113394596,94.91019697785606,42.894391700795914
43,17.330632557401287,74.21773935482777,36.977899028038244
44,16.614857547722206,81.25102094221612,58.25032991316611
45,21.752325220669775,75.90542118122588,62.73417043551982
46,24.65662626347318,81.36649350216204,79.70676155753516
47,24.41642750566119,79.87885251314543,44.26053916412628
48,31.730616086224845,93.03252202841085,48.13833849860275
49,-12.088909170858425,54.80017783992134,51.68082120517505
50,-0.5052559293857102,72.14398751096856,56.485703147287765
51,-10.993542230651848,67.08187484118635,43.45492060715024
52,9.629014455111097,66.47662870063118,58.31245483449162
53,8.07886549164958,62.3317140288363,48.31107348380301
54,32.41565991599692,93.93306722745626,39.81667013922948
55,7.201000974335451,79.01143326361564,50.98804982321916
56,9.082294982516238,88.62576556260007,52.29828189357591
57,16.823166815771277,52.07378950022082,42.37848655262073
58,29.28422812372432,87.39784586054846,39.90463680363359
59,15.130782721245087,70.88583980238556,41.24506613995484
60,20.084192319417454,57.677621436726355,54.97315052944046
61,21.945748655912197,81.68457515756276,37.32367676644643
62,2.1275274762789693,66.64008188538487,50.204587306611295
63,15.546209315330742,66.50831053329318,35.057592142684356
64,3.4411299164637885,69.08169758384687,41.69624577244912
