unit_id,ConversionEfficiency,ReactorPressure,RecycleRatio
0,8.757528209719585,72.06709083041454,42.369483327653406
1,32.82908589552441,89.02589045893887,56.11503740938194
2,26.661922976787444,72.64789771310339,54.04092784473859
3,5.201909389571529,66.85860355463817,30.661581048637526
4,21.53794099719732,66.83015802643396,47.91793401979522
5,0.00492876378212459,68.68047748641479,60.47106791326742
6,22.104515828217664,80.71408840950463,64.86223631157603
7,32.441330837303525,80.25455856044142,37.44873877240557
8,34.862123964784146,77.85448826248665,36.90156106061398
9,4.412235466771488,60.16616698194199,41.713158770842654
10,28.29316193359864,94.98706918028367,44.817652054005364
11,-15.457437069620125,46.82776879366453,61.93014955147059
12,23.087479738343422,95.81461816715883,71.4265528552978
13,15.961966358896092,85.94658782472499,50.02621561216393
14,35.74846178144745,91.08238260469956,57.994042027179816
15,17.09663334736358,98.00897012704702,82.67980165093732
16,25.769902933763927,76.38373375717516,53.25013129531985
17,23.982108112857045,81.86828936249871,32.06967239324293
18,20.059522185492604,70.02833516034184,50.5541726617227
19,25.555938519859254,90.29844005667078,65.51176921277168
20,23.23273468855941,76.3269881187955,27.925016669086723
21,19.71047569742244,79.09284224191,16.67101530186271
22,33.85227884777641,95.24255146049715,57.77962498762379
23,-8.837546114153742,72.62047445740558,64.48764445408838
24,32.5454217323666,87.60734919102227,55.67022807118609
25,21.954193878876897,73.91055930348821,50.57010563321283
26,28.25277698397771,85.51264932533333,53.77257434045786
27,27.036563081148703,83.61135412447757,49.53110144050281
28,5.46959178923257,88.02035986418538,48.88723258899366
29,15.929329606736744,69.6915727580896,49.95797765263566
30,8.379859570572195,53.14315259336777,58.22273488757184
31,25.78498274410016,74.08503158344614,51.035012522463774
32,18.91324942411545,90.48671871703077,64.0227366739993
33,25.9064676338328,72.85849519121177,46.713437547236296
34,20.413360180482513,64.67766615607422,46.95397151138526
35,12.078418539248656,56.945742296060715,63.47276909338686
36,9.522520727080213,74.2264197988601,39.563811793616274
37,8.883660511992009,89.21233613767988,54.02862262169022
38,28.050158664934337,84.09133580414326,38.44433498035696
39,21.035138993218595,73.16653156745988,57.33062253721645
40,32.02143289373715,69.3244589671591,47.934274106384784
41,27.058650985490495,81.11266529754316,48.230677566098414
42,20.243983890572192,61.4138687817804,67.98805542800753
43,32.77114053015468,104.13800118845526,40.981734825405916
44,11.11298074971139,46.974194740694,50.25014883839077
45,20.270058765995664,75.56768631710322,42.071834037298856
46,18.40909574086055,67.42123853762679,61.65517710698902
47,28.071470845308085,103.75591896632017,64.53419686951506
48,11.982187813669979,75.22646494286425,50.5224786067214
49,24.393004590294503,77.6017635137444,31.926738262353314
50,8.353408847920864,84.19774205996427,67.01871430819617
51,9.308666684576204,60.064226512117045,57.08554920920576
52,25.848013022960785,88.59396332113684,70.06494296494996
53,27.017639911193005,91.42622611124945,66.75962811396764
54,25.53107816988255,71.31910999287237,47.10879569324928
55,26.88059058455457,79.91137115805866,61.23403024057027
56,-5.227815521736581,67.96716230440721,26.639907203757105
57,3.6871982798878564,57.84364177448455,77.83639278622154
58,23.203286848901232,75.55333241328638,53.363817584267466
59,20.250548244515052,71.44668625946794,24.656930186383864
60,7.125095335421018,76.92662822273996,59.40781095182592
61,7.580996369958292,59.12292947740775,38.210559924608745
62,29.72695362173956,71.49420467486782,49.12379432717776
63,32.41721972653702,89.8391106667346,60.31497590693667
64,17.845777171663126,91.07329767730839,59.24025067194295
65,11.636399750336027,62.96964333550639,79.99863768316685
66,4.120861868863723,76.96497790619581,40.92692073827522
