unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,do_feed_flow_controller,do_chelator_dosing
0,17.795106988679848,52.525009159846476,68.33008804532217,100.0,30.0
1,32.03969395471339,27.517917120678582,58.97288216633362,100.0,30.0
2,24.895585887507654,37.63607443872593,56.746658903046566,100.0,30.0
3,26.295623737049713,47.63877689757051,55.09363134753137,100.0,30.0
4,17.66714214591592,29.046394094061593,52.95701463243587,100.0,30.0
5,31.500739490345772,50.64936638139034,62.52353130540447,100.0,30.0
6,19.856178840196932,58.61965187987845,65.72860029465156,100.0,30.0
7,-4.854638279278382,62.42916084842472,30.766791433800066,100.0,30.0
8,27.72282140907019,38.47066993860309,80.97940142739284,100.0,30.0
9,16.945601862010466,52.517464482045426,61.24453967155127,100.0,30.0
10,21.490856118826905,37.22003408180078,52.86219018278626,100.0,30.0
11,13.618869428696229,38.502537739755724,60.83688696892885,100.0,30.0
12,15.47776032611062,33.8480233948996,58.97355009748345,100.0,30.0
13,19.00969035642182,37.24538960620207,81.26226241812071,100.0,30.0
14,39.20008979549633,42.562116596752084,71.93908614812086,100.0,30.0
15,31.53464448969966,22.59025505450358,38.37949658420544,100.0,30.0
16,11.101422850365296,43.98334094859835,37.67816467526164,100.0,30.0
17,13.785086664407569,33.63026769589479,62.319209147118585,100.0,30.0
18,24.209248418437927,63.97362761563589,63.21962441280504,100.0,30.0
19,30.148705442459523,32.96324720689803,66.9330484199679,100.0,30.0
20,13.072802561070038,38.661481756503555,56.4591575571082,100.0,30.0
21,22.89428259681264,23.530213197635618,55.839744654235226,100.0,30.0
22,14.499770216206091,47.51140458827602,71.9148095502826,100.0,30.0
23,9.892540428566686,58.63355731894756,51.769365813175604,100.0,30.0
24,21.621395749121863,54.68339692363457,59.98574825071103,100.0,30.0
25,3.37551858246455,34.593485382906564,37.406465238619866,100.0,30.0
26,19.193258241735496,36.915064520681355,50.010528721726686,100.0,30.0
27,20.73873162541794,33.143258603493635,47.6829111706824,100.0,30.0
28,14.145104302461487,36.6880979713811,68.2230318322891,100.0,30.0
29,13.842635427197555,39.77077992768079,68.47239904426665,100.0,30.0
30,13.895265263268644,23.93768266858896,65.79302258718754,100.0,30.0
31,5.028364333278615,48.65702890249996,39.945915431430684,100.0,30.0
32,11.218228412807942,52.5951022431846,52.91004411951922,100.0,30.0
33,15.90414927886018,92.65415493514841,57.39069604272107,100.0,30.0
34,11.481255881206144,51.240090295239945,57.298791742952034,100.0,30.0
35,11.462641961574654,66.99810552445598,55.43011053211574,100.0,30.0
36,22.59639523190856,35.95659030045664,44.43938816088195,100.0,30.0
37,2.7416193929911,57.47022029433374,46.85598977773721,100.0,30.0
38,2.7982188828518493,49.14412402898554,38.390086819735615,100.0,30.0
39,19.513491476126646,50.65951887924693,75.53624925034329,100.0,30.0
40,11.444033972838,32.557886146513304,54.36532102029439,100.0,30.0
41,42.080651210115285,49.31945272884248,64.83888290022126,100.0,30.0
42,13.42729965163105,50.36520910389694,61.10287176576628,100.0,30.0
43,20.583642293758928,50.2999364236036,52.73114169173314,100.0,30.0
44,22.56190050488634,46.892090158951945,57.73483735987276,100.0,30.0
45,21.334347284470553,29.674992865017888,63.14120385486889,100.0,30.0
46,16.141354139480065,48.717378718742566,48.12924983175666,100.0,30.0
47,56.18983058380294,5.506638053840457,43.42531117654192,100.0,30.0
48,11.042212715717378,55.33944839808256,55.72854779623637,100.0,30.0
49,12.363118501009293,24.478231398108836,44.13384795523936,100.0,30.0
50,39.809485928213974,35.62201305957196,65.91811599099222,100.0,30.0
51,22.06727748062586,30.411649196538384,66.97331452696135,100.0,30.0
52,6.184511023773803,59.757156474556396,46.22889534816494,100.0,30.0
53,9.933195705445996,55.196846895098126,48.68088054134194,100.0,30.0
54,13.92979372086959,40.79522500220465,53.60403991379492,100.0,30.0
55,10.072656340669221,70.83338227857098,40.91052670071689,100.0,30.0
56,10.651000210380015,68.83368385447655,66.44162315555403,100.0,30.0
57,10.371578068284157,44.6982099381629,61.40642969091836,100.0,30.0
58,2.6519315377376205,57.87729345961667,37.66330173365526,100.0,30.0
59,15.518255018424812,44.4096238097778,62.80675451725628,100.0,30.0
