unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature,ViableCellDensity
0,8.210663749234286,57.93780781513321,51.95191628827953,38.127496234684635,61.51774463966395
1,18.154818503849842,70.17485562592624,54.2502440670023,36.4939504648371,43.57946030172871
2,24.26720046226312,36.930542126364735,67.09544003550828,41.03556474344981,50.422618722404955
3,28.025428823354268,33.85895372662659,41.47051414551145,30.80529963342093,66.15892977047116
4,27.243096081169085,77.9325952053032,69.31225145117719,35.163251592812955,37.78869343823334
5,18.957822885213066,51.40542864791761,60.578927213173664,47.217491601817414,32.90555740844403
6,11.402531465487968,49.29025132895584,53.25306861353948,30.607728450328892,53.540106129287956
7,19.104187332077554,69.9815488444559,62.49655149573861,34.900399816083855,41.27927032840429
8,14.654793772744243,49.63615358812198,60.11320613117968,42.63752847743259,35.213995141842474
9,14.706302145202686,63.345418759055406,37.948555486121016,36.723157181112725,59.98197412022531
10,17.377291254209272,23.65276720247872,43.767729208785425,47.32133037692661,41.37496326086596
11,2.392862564102018,48.58238393578095,30.755457507410693,40.79668736953303,41.8744899314846
12,28.572168688730475,43.019160884350136,54.43965863162025,37.37466201468474,42.401203622930154
13,19.40616899401629,29.6029113532102,51.1131738567758,34.375169899473626,53.468875104151756
14,3.6534922304849777,32.915251562730106,46.27715962713546,46.47886795765355,61.17610610930536
15,12.316083022939331,46.502407918038315,50.00558783104474,39.62510525293473,49.82338209511485
16,17.442050195893394,58.535803626034664,40.582782989599316,34.15396064167992,43.37866888785924
17,17.501755574036594,39.282595364941905,56.965825907459646,34.53242243083397,52.19150131671083
18,53.73434283708143,34.68821643347986,45.02264512554202,36.38240104269969,34.3640440255998
19,22.933359954804065,56.869749933513454,71.44308191213631,38.23748175855468,55.27966778184397
20,22.53049284119005,41.226433705251786,60.76097109919175,36.56192742494776,39.626069273662104
21,15.655859128073136,64.58140621642957,60.579382503191745,37.29224719199486,44.97922641414148
22,52.45028933470602,-2.138613470512089,53.08334413033464,23.04517115931675,50.56600700428946
23,10.334211867267097,56.681433197451234,40.9669349049168,37.86794468583828,42.24165400152815
24,19.380343999641013,42.272373922713236,51.87898071338795,42.53893777489101,56.439657439207416
25,12.405678840667093,42.891392379824815,53.37301810129725,44.86294235376099,47.10267752436301
26,33.62359425944403,24.388264662937893,46.861144830931195,34.46120262373164,39.21645314089352
27,25.00998474171302,47.57789449693844,55.42077896499445,27.52933907624819,45.33548711594827
28,9.589990064976272,28.57370761400871,44.27393276303856,47.11825780949703,59.60200809345596
29,27.55897200190993,42.12143748255821,71.94327138400263,40.697977283320775,47.055517440716564
30,19.063208520797918,64.09412679759454,58.89559075327785,42.61089702158744,42.41038712128938
31,35.81691863369971,12.307913590966724,51.64102565898462,35.11795422397005,41.13594382359802
32,11.88189079214763,43.645224393596884,57.275578911490854,25.037135247965733,78.75047244975279
33,29.08297307072268,29.08328540338055,56.97565160625843,38.878968686894076,47.47623057669206
34,34.51649549481661,57.82196185475835,58.261024361683326,34.392272164645746,39.347110215622095
35,28.37830641236734,48.01939894266955,75.72761793133998,50.37777668453572,55.200901709315396
36,35.52565305280606,29.651879216896894,68.38400436620799,28.95243476914493,70.72302991355394
37,18.707602541412896,46.91301310620219,52.14899364502489,28.288619382134335,56.486650845194355
38,15.954825232411038,49.42634144444751,56.34157367786433,36.93254051537221,40.76590816593669
39,1.028173728069743,56.692338911188,40.79606771165154,31.88786524769422,47.29527462457746
40,8.44515909133115,41.79890437534787,46.27163114003401,31.53869067446595,52.51943192283795
41,26.332284778223382,32.345378895691454,35.74859728608741,32.08172532614052,42.56941229479432
42,52.74302421074126,16.651535522559804,63.674321705427715,34.55380537136205,47.84674869426699
43,25.978546511095853,54.63788912208446,65.66015499088671,26.983878878994155,34.94083349064154
44,21.669383295405638,71.05152297844249,51.77091905387708,30.910199221580058,34.209266832648595
45,23.92985915577666,60.379080814681345,39.80241101168032,42.534339060901885,56.46130314830565
46,22.673190461193695,67.52103220628933,56.537226517654624,35.56226969735316,41.08538671392761
47,37.458321649836634,21.345799477269058,58.09005290840147,41.09187482908589,49.005765708038744
48,8.622675744113291,40.92946589366758,38.69738090149287,34.67114709223461,51.82126092372735
49,39.224175466225766,33.23075005551267,64.84518012030189,43.32245208796754,50.07770205217983
50,14.824891994619882,34.74201718355607,38.290769718798295,26.190228230242333,55.84113345988779
51,7.6942206395094885,81.12340045949375,45.20639163474757,30.270838031482324,30.92131214911921
52,22.36305548334669,21.826910513601845,47.24563810503081,35.57421006493756,65.76720387790053
53,50.364713396656704,11.083252124273592,61.825785790539776,39.955755051623115,53.80795988050127
54,3.7391323350355092,62.05142583171015,46.23102100205892,35.42931924679118,27.537832418876892
55,42.80830879368402,43.29046148306497,51.75544672229709,38.19144977326139,36.02493189024609
56,29.440696528134968,24.059289358413697,49.33484109817518,36.84451348054002,42.948884767006895
57,21.594534522028034,54.379897578154754,64.5864536432729,40.74446996431357,52.90708456406794
58,10.456901268223607,48.36882615210697,39.21696972668469,26.781593660451886,43.02453579137229
59,30.350733960272446,31.55510948386155,85.39513310930045,40.36747003544747,35.50163733175286
60,25.7648873196538,43.76793055281352,57.02577871326521,38.69559640825465,47.49268142480939
61,35.28841217782027,29.99394193946933,29.142997493481158,35.81166258664708,57.30324951721924
62,28.702480627167404,38.166077499531546,55.47275605697443,50.90996545550276,60.496534739464735
63,23.176671498458866,64.64586480791405,63.68794385854723,38.001830088807864,32.96049466630331
64,17.29955753800045,34.731052352034396,34.44485963112655,35.57410548721786,64.32386757059173
65,9.048556462716583,40.639238678659666,60.35075036820863,37.86872307052958,59.77422538959008
66,23.163433612588545,29.29945244594371,70.74208382555413,35.32499559456005,55.63055122218608
67,6.17858142172895,70.52806334623108,50.017387072352186,41.194098654831585,59.057528543320046
68,26.62370713870992,36.21340623299828,49.57292558923576,33.65976332226557,28.066764083216015
69,10.681309324495807,13.045668806591614,47.56716626821868,40.26106665290264,46.968710886103786
