unit_id,CropYield,do_ph_acidifier,do_iron_fertigation
0,25.158291515664466,5.5,100.0
1,26.492675318040494,5.5,100.0
2,20.41020837324972,5.5,100.0
3,24.775995602926137,5.5,100.0
4,18.537465320162898,5.5,100.0
5,20.88623464114018,5.5,100.0
6,19.917914665740568,5.5,100.0
7,22.897846418540947,5.5,100.0
8,14.64275664226931,5.5,100.0
9,17.169920727628405,5.5,100.0
10,16.831403502255707,5.5,100.0
11,16.419317529168513,5.5,100.0
12,21.636763953651116,5.5,100.0
13,21.512500406225143,5.5,100.0
14,23.576169064196048,5.5,100.0
15,21.143898356846815,5.5,100.0
16,19.910262038676738,5.5,100.0
17,22.351364323447648,5.5,100.0
18,23.930888873825264,5.5,100.0
19,19.25287027220818,5.5,100.0
20,20.277268291444866,5.5,100.0
21,28.682628789929744,5.5,100.0
22,14.074178607066232,5.5,100.0
23,16.795074379801363,5.5,100.0
24,16.795242381535996,5.5,100.0
25,26.72433928807149,5.5,100.0
26,16.29500117537372,5.5,100.0
27,19.48945431650034,5.5,100.0
28,15.868517191227951,5.5,100.0
29,19.156130171104344,5.5,100.0
30,19.90495729162301,5.5,100.0
31,30.76863278644568,5.5,100.0
32,20.13067602908238,5.5,100.0
33,18.03444311241463,5.5,100.0
34,17.05453918816429,5.5,100.0
35,22.66827840941981,5.5,100.0
36,16.60299197607072,5.5,100.0
37,18.263958703469,5.5,100.0
38,21.675367966546684,5.5,100.0
39,24.43074352556457,5.5,100.0
40,20.349242154767925,5.5,100.0
41,19.291808614436157,5.5,100.0
42,19.053731772112627,5.5,100.0
43,23.05361866765879,5.5,100.0
44,23.610568760485585,5.5,100.0
45,19.106591665605478,5.5,100.0
46,18.180360766861657,5.5,100.0
47,18.40425482598072,5.5,100.0
48,18.805785381646476,5.5,100.0
49,18.16086366282642,5.5,100.0
50,23.72342546393882,5.5,100.0
51,23.029102565458594,5.5,100.0
52,21.86459789459502,5.5,100.0
53,29.050597340723883,5.5,100.0
54,20.561520184635867,5.5,100.0
55,24.781530557958334,5.5,100.0
56,15.904586317212754,5.5,100.0
57,16.178765648332575,5.5,100.0
58,20.339885804503304,5.5,100.0
59,21.95902814542054,5.5,100.0
60,17.36035737018942,5.5,100.0
61,25.491758790599174,5.5,100.0
62,17.564218279739013,5.5,100.0
63,19.857389788361715,5.5,100.0
64,24.56864220466545,5.5,100.0
65,28.62910168411866,5.5,100.0
66,22.44554902611153,5.5,100.0
67,18.735093798373278,5.5,100.0
68,21.663256383380734,5.5,100.0
69,26.072990336382787,5.5,100.0
70,18.267128336920166,5.5,100.0
71,22.62281173710653,5.5,100.0
72,17.927040560982036,5.5,100.0
73,26.67112917780659,5.5,100.0
74,24.657513510587407,5.5,100.0
75,20.335416170701272,5.5,100.0
76,15.6865869268624,5.5,100.0
77,11.888238601859053,5.5,100.0
78,15.126313605680924,5.5,100.0
79,20.93153051803963,5.5,100.0
80,22.282765831118954,5.5,100.0
81,26.99334949492414,5.5,100.0
82,16.96756300414441,5.5,100.0
83,18.355848108874103,5.5,100.0
84,15.801506540131143,5.5,100.0
85,15.054282524728656,5.5,100.0
86,25.084095387644552,5.5,100.0
87,19.499597960687584,5.5,100.0
88,20.52223234263055,5.5,100.0
89,21.30547043970582,5.5,100.0
90,20.89240688219286,5.5,100.0
91,14.742625628608046,5.5,100.0
92,17.19768515521708,5.5,100.0
93,17.396923990147624,5.5,100.0
94,22.515707905648064,5.5,100.0
95,23.292604044040147,5.5,100.0
96,18.936341160242055,5.5,100.0
97,23.051131377328115,5.5,100.0
98,22.23712557156272,5.5,100.0
99,18.26360204632152,5.5,100.0
100,20.05068849504582,5.5,100.0
101,17.323844950031457,5.5,100.0
102,28.349972620901084,5.5,100.0
103,20.512541394199484,5.5,100.0
104,17.81699137933751,5.5,100.0
105,24.142150947561074,5.5,100.0
106,16.5183528581939,5.5,100.0
107,16.66363610030928,5.5,100.0
108,24.674418397795307,5.5,100.0
109,15.727312508601363,5.5,100.0
110,15.82695566621877,5.5,100.0
111,23.812260009279534,5.5,100.0
112,22.402136716883085,5.5,100.0
