unit_id,CropYield,do_light_controller
0,18.066581748687614,75.0
1,20.190465247103845,75.0
2,16.677148989796088,75.0
3,24.852299831595584,75.0
4,23.734629527182964,75.0
5,21.03007271651669,75.0
6,16.63391229937072,75.0
7,20.125446282047378,75.0
8,21.01423311861091,75.0
9,19.708566692928805,75.0
10,19.058654548652292,75.0
11,19.508689910921944,75.0
12,16.016708850341427,75.0
13,20.511755396646308,75.0
14,14.57388331884465,75.0
15,17.646885565115955,75.0
16,20.971621752894357,75.0
17,18.578391598361517,75.0
18,18.497676725740995,75.0
19,18.269080771018043,75.0
20,23.339155845127305,75.0
21,18.722842673988175,75.0
22,20.95944055594974,75.0
23,22.81190742094669,75.0
24,18.204326365011976,75.0
25,21.485469585349357,75.0
26,20.885042651818335,75.0
27,19.272556518797458,75.0
28,16.296087197487672,75.0
29,19.212370155105994,75.0
30,18.217162058703828,75.0
31,18.491039227781435,75.0
32,21.77487237082063,75.0
33,13.384710674480754,75.0
34,18.484052187463984,75.0
35,20.707859635856934,75.0
36,19.21689502004967,75.0
37,16.53281011549391,75.0
38,19.159191304292793,75.0
39,23.773079978589678,75.0
40,18.731049752839326,75.0
41,21.07069220090963,75.0
42,16.968105190756518,75.0
43,20.902503361040267,75.0
44,18.89113165424085,75.0
45,22.728271045494747,75.0
46,24.611680284182704,75.0
47,18.215577737987964,75.0
48,20.851934120758546,75.0
49,19.322900006310423,75.0
50,22.73290726851971,75.0
51,21.393525868218248,75.0
52,22.070908866339032,75.0
53,15.914818092425941,75.0
54,18.53321927874266,75.0
55,24.97040156326804,75.0
56,21.601363341626428,75.0
57,24.641933365767137,75.0
58,14.063070962850562,75.0
59,18.725787909275276,75.0
60,27.33882753455594,75.0
61,17.787737065166297,75.0
62,22.26995252452977,75.0
63,17.004391947709376,75.0
64,19.22534488554677,75.0
65,21.689980231342492,75.0
66,15.095598537433341,75.0
67,20.353515678042722,75.0
68,18.282886299577115,75.0
69,16.56181812388148,75.0
70,23.82963484690129,75.0
71,19.236258212572352,75.0
72,14.561432257755499,75.0
73,12.362295833843778,75.0
74,25.61061753742758,75.0
75,19.851649134772995,75.0
76,17.045115881770908,75.0
77,12.759177439193705,75.0
78,17.84002101345578,75.0
79,18.858974700512086,75.0
80,14.995024373946467,75.0
81,24.717485680242284,75.0
82,24.58315724272632,75.0
83,19.130320995776625,75.0
84,18.339731304709524,75.0
85,21.185085463264816,75.0
86,17.04171474793376,75.0
87,21.44523852035412,75.0
88,18.96697207178549,75.0
89,15.196455337092544,75.0
90,15.421091648092439,75.0
91,15.743606007839453,75.0
92,20.604414123918644,75.0
93,22.545385947731614,75.0
94,16.587731269527133,75.0
95,17.075427114130296,75.0
96,18.026505888131425,75.0
97,20.973512816313697,75.0
98,17.87670308686821,75.0
99,15.16476643849634,75.0
100,24.80449251084,75.0
101,19.627623064003195,75.0
102,19.04150976258284,75.0
103,15.977387726364716,75.0
104,23.05625100195857,75.0
105,13.684305167440812,75.0
106,26.81469053553941,75.0
107,16.5782002248266,75.0
108,18.09655070103346,75.0
109,18.876655495421964,75.0
110,21.948111949382138,75.0
111,17.49211211060671,75.0
112,17.143291482351337,75.0
113,18.909350601491234,75.0
114,16.644397279681343,75.0
115,19.18284417352117,75.0
116,19.2688154542418,75.0
117,15.218369672360787,75.0
118,23.647887546183373,75.0
119,23.197397353656797,75.0
120,23.839341760892527,75.0
121,13.956842529867448,75.0
122,19.211077781547782,75.0
123,17.5790339969647,75.0
124,26.020843216047137,75.0
125,14.307476071468116,75.0
126,14.854387922242303,75.0
127,16.039226689678404,75.0
128,18.465195661921662,75.0
129,18.903723983789117,75.0
130,17.5623028130252,75.0
131,20.1784673499167,75.0
132,16.137603777140033,75.0
133,19.028086818644834,75.0
134,16.593193482069545,75.0
135,18.186254888026507,75.0
136,20.63304032247532,75.0
137,17.865933646102256,75.0
138,22.309642712952524,75.0
139,20.894554667952832,75.0
140,13.931119786499721,75.0
141,21.207605567825333,75.0
142,19.123537436393644,75.0
143,19.906448610636616,75.0
144,23.532064223080397,75.0
145,13.710718847572434,75.0
146,17.24279999212113,75.0
147,17.49354082126525,75.0
148,16.912807878142647,75.0
149,18.50019551342441,75.0
150,20.246166964070827,75.0
151,20.638854472252675,75.0
152,22.064612655705965,75.0
153,18.08220715526483,75.0
154,25.75257956402031,75.0
155,17.725038268075163,75.0
156,19.973595707453004,75.0
157,15.498479717676798,75.0
158,19.97527507057634,75.0
159,18.017730728103814,75.0
160,21.86703109715026,75.0
161,20.95594532432148,75.0
162,19.917673059117607,75.0
163,24.803527930558232,75.0
164,18.50347624942545,75.0
165,18.86857807727605,75.0
166,23.37502956006061,75.0
167,20.51132543670695,75.0
168,18.235792611269357,75.0
169,18.963070930079617,75.0
170,15.236027757513535,75.0
171,11.722762829922317,75.0
172,16.6455324630841,75.0
173,15.321309684450895,75.0
174,15.387122984818127,75.0
175,14.509808011456473,75.0
176,23.36700781718902,75.0
177,16.300530022089724,75.0
178,16.945309943702224,75.0
179,26.900971737484554,75.0
180,21.562211156035076,75.0
181,23.222863293092875,75.0
182,22.7436247386943,75.0
183,25.018647923678735,75.0
184,15.025055137984108,75.0
185,15.633477812287357,75.0
186,20.551207101966085,75.0
187,25.25767638792865,75.0
188,19.7725071309765,75.0
189,21.061541302722766,75.0
190,20.12139955817159,75.0
191,20.872383508785493,75.0
192,16.219102757167363,75.0
193,20.8292265885578,75.0
194,16.279300421175098,75.0
195,15.10182322849742,75.0
196,25.6242815637264,75.0
197,21.02951988058323,75.0
198,20.06595289133321,75.0
199,19.22800848317015,75.0
200,18.4170110831792,75.0
201,19.62188517329649,75.0
202,21.398038272315656,75.0
203,20.064362724946633,75.0
204,21.784203847954966,75.0
205,19.9224078803153,75.0
206,17.259862818459325,75.0
207,20.977030065438527,75.0
208,18.96602074053864,75.0
209,19.142815820433885,75.0
210,18.832142945719287,75.0
211,21.023663709600626,75.0
212,20.039965499952334,75.0
213,14.742097197219422,75.0
214,19.090406767123444,75.0
215,16.30476173038904,75.0
216,20.269152862846106,75.0
217,25.354085182142477,75.0
218,20.434958618091844,75.0
219,18.914453543761656,75.0
220,19.65362566054852,75.0
221,25.738938502610484,75.0
222,15.29349724251889,75.0
223,24.878352101810812,75.0
224,15.503740393834455,75.0
225,20.767502952494972,75.0
226,22.02261020121975,75.0
227,21.762376514566142,75.0
228,13.85402715330237,75.0
229,13.77308856772402,75.0
230,18.6690696883488,75.0
231,18.91451048831081,75.0
232,16.422864333608203,75.0
233,18.178325337603248,75.0
234,18.077331091854212,75.0
235,24.586305077115767,75.0
236,18.351084443357202,75.0
237,16.96231749861446,75.0
238,21.520930538187194,75.0
239,21.840193737367994,75.0
240,19.207461523405897,75.0
241,18.078710095476502,75.0
242,27.214147598407394,75.0
243,16.318739634494104,75.0
244,21.385286535397128,75.0
245,24.74103363058024,75.0
246,16.669925411212503,75.0
247,20.49647691613417,75.0
248,24.469074153786472,75.0
249,22.050155573034775,75.0
250,24.564774799780455,75.0
251,14.69492428558705,75.0
252,27.076185438456037,75.0
253,15.19030952474873,75.0
254,16.088071712727785,75.0
255,18.045629568925694,75.0
256,23.56568316651847,75.0
257,21.485822198853164,75.0
258,21.74217216399773,75.0
259,15.922329125898882,75.0
260,22.569224195366765,75.0
261,16.499321520972437,75.0
262,19.823575470254404,75.0
263,16.61257999432449,75.0
264,19.862860995256337,75.0
265,23.0640526971382,75.0
266,19.943930077936926,75.0
267,21.65901439955315,75.0
268,17.721503588730652,75.0
269,26.288498908624863,75.0
270,22.00155788394458,75.0
271,14.267360695880342,75.0
272,15.015594050773597,75.0
273,19.276050804241635,75.0
274,20.62265816325669,75.0
275,15.100598879464332,75.0
276,16.422752320998427,75.0
277,16.198002618536535,75.0
278,25.77867005965738,75.0
279,17.899903448335248,75.0
280,22.833590244192195,75.0
281,22.671819747743644,75.0
282,20.685477366747104,75.0
283,24.497122170424674,75.0
284,18.876516784235424,75.0
285,14.16185875100878,75.0
286,22.584750471543312,75.0
287,16.073720445253944,75.0
288,17.320769958726597,75.0
289,19.804246304531276,75.0
290,21.894840330933995,75.0
291,18.33915623547675,75.0
292,23.785108420438632,75.0
293,20.421313891203415,75.0
294,18.354960358840795,75.0
295,24.370864355656995,75.0
296,17.50093397256959,75.0
297,20.251797178817302,75.0
298,16.397069159757322,75.0
299,18.410593482117353,75.0
300,20.154436618631756,75.0
301,19.542230838274918,75.0
302,25.457479323303073,75.0
303,18.848036999047846,75.0
304,18.296622626631734,75.0
305,19.566574227875513,75.0
306,14.448919324614504,75.0
307,14.900056528089488,75.0
308,16.39861264885194,75.0
309,20.18199328763101,75.0
310,17.1641736518124,75.0
311,23.544486648360667,75.0
312,19.92336834223264,75.0
313,25.104768647406175,75.0
314,20.216976158272246,75.0
315,24.599843329794748,75.0
316,20.63986136852548,75.0
317,23.217485054155834,75.0
318,19.66852385795343,75.0
319,17.463250480005314,75.0
320,20.9303507809687,75.0
321,19.17746604413055,75.0
322,22.86216542785813,75.0
323,14.52762990813586,75.0
324,20.34280775858393,75.0
325,16.947134280330207,75.0
326,20.71493691411704,75.0
327,20.93828330753999,75.0
328,24.34692227338508,75.0
329,17.95894382887812,75.0
330,20.24444983045798,75.0
331,20.518105249451622,75.0
332,17.051052996870258,75.0
333,22.468445159436193,75.0
334,22.095313411117722,75.0
335,15.263605877962338,75.0
336,21.078318942473476,75.0
337,18.505856114495817,75.0
338,19.965485280894406,75.0
339,15.38107906754853,75.0
340,16.43835449702618,75.0
341,22.341740775579485,75.0
342,22.986808536634914,75.0
343,20.204850492120453,75.0
344,21.067593869812924,75.0
345,20.66813090328904,75.0
346,17.27178274290295,75.0
347,15.830648953236002,75.0
348,16.216234533123902,75.0
349,22.55709531713352,75.0
350,12.875435390290573,75.0
351,23.669889355752684,75.0
352,12.060794641146302,75.0
353,22.79539941713584,75.0
354,19.733863439834902,75.0
355,16.97245479817137,75.0
356,16.301522620975216,75.0
357,20.686487573136088,75.0
358,17.5856765874926,75.0
359,15.180485906950873,75.0
360,17.90381431100615,75.0
361,13.883672000410552,75.0
362,25.737765712997298,75.0
363,21.255583112174,75.0
364,18.987293843641712,75.0
365,16.651021268112167,75.0
366,15.776939759565114,75.0
367,22.878955969584,75.0
368,17.02426974369135,75.0
369,21.982594253573954,75.0
370,16.664118712487042,75.0
371,19.30161840417887,75.0
372,22.11236844825041,75.0
373,19.57273802514605,75.0
374,13.718486769382148,75.0
375,17.059443534086178,75.0
376,20.9825696719462,75.0
377,21.66243354106286,75.0
378,12.899288964761073,75.0
379,17.47426324261947,75.0
380,22.264084023054362,75.0
381,15.58061081655149,75.0
382,14.12009086303826,75.0
383,19.820073742254156,75.0
384,19.435813135750767,75.0
385,16.546921288605052,75.0
386,22.49930062080931,75.0
387,24.39069575585978,75.0
388,21.871943659474034,75.0
389,16.643779434974732,75.0
390,17.58835697245994,75.0
391,16.180834433144014,75.0
392,21.821683144924954,75.0
393,26.060808802238313,75.0
394,22.8054999123546,75.0
395,20.380785379553274,75.0
396,15.47618117105388,75.0
397,22.732025375468595,75.0
398,21.62145258396752,75.0
399,15.092447906863274,75.0
