unit_id,CropYield,PotassiumPPM
0,18.98383413565933,64.75887830466681
1,17.730388406370878,55.076305739433366
2,26.432812120534273,34.33453163711103
3,16.180113642018224,49.41443617125138
4,19.439657153736054,57.42800933583829
5,19.102706048149557,28.329227407076978
6,21.96958986296091,52.9119744395705
7,23.654860071908505,65.74712104438862
8,22.396500532091245,48.18237778497828
9,15.130608723977716,36.5549327134158
10,17.784888754766037,57.65129994165587
11,22.305126453926665,62.056764283877094
12,18.492195604347256,27.897373787043875
13,16.109887432751254,32.09770613361817
14,22.798143310759013,57.11178855866308
15,16.335927974679386,62.095092107670524
16,21.455123033396067,74.02233897144195
17,17.04903467582863,67.7270704907538
18,20.89518373267216,33.32235786152175
19,14.710458035089003,53.91979565612424
20,20.73398842266816,53.894384402617916
21,14.54428595733357,60.84406838445113
22,18.43281455017457,43.33511893030465
23,19.18416097341982,52.766490603060554
24,20.30159939768484,25.284370449914647
25,20.069161015595043,45.46839627282349
26,18.073961146525246,51.990339212777165
27,19.915665627097706,63.41314322683616
28,19.45308001928799,37.71663774488945
29,19.72197717912366,58.77076955943243
30,20.346225427349253,44.47694149641413
31,22.675705142976526,59.52157824207168
32,18.4141239322775,40.76610914419136
33,25.522583105864452,33.61842758081875
34,21.225606323087007,66.54657313392326
35,17.675997355815028,49.50025439709899
36,25.450662064291826,62.81416613222656
37,16.333145126567167,49.35082067261774
38,15.460879386757606,65.69135069265582
39,19.19917047883189,49.97910200340824
40,29.68940696006113,34.93879071453073
41,18.929359673395254,67.22743418015854
42,22.365744591784186,61.20514662810216
43,18.064502210834227,43.49680449388222
44,21.97857290319071,39.8322234330571
45,14.886923475612827,43.70686266938402
46,21.034503258678235,64.86263068300963
47,15.52553638637252,49.03609560818427
48,20.372475797348436,40.43218458270482
49,20.989036382982185,49.89161512384765
50,17.08644578771126,64.60355246335442
51,18.17087902595634,60.10853630148051
52,16.273553092623022,52.44919716070885
53,20.774127528930062,45.48942639624194
54,28.92061601804779,42.67092848387078
55,16.267537330258786,64.85444651970076
56,22.300102326703634,27.990355116833875
57,16.940678349782658,53.57412048958695
58,20.910211002981928,53.879040398430185
59,18.17773956006412,61.1729312915442
60,19.166771987148707,37.59322975742749
61,22.38098389354623,55.348541747705205
62,23.11605026890681,59.606829127253235
63,24.256853220204377,65.38015918837412
64,16.77687391556572,41.53110343737652
65,14.096484066560636,38.029821707475925
66,19.081760121387617,52.70913065160313
67,20.782233172957696,57.26346870462206
68,16.605926787729633,30.282149848294296
69,18.293733811133677,59.355299948352034
70,19.95867693758807,55.28202562668286
71,14.437600509070275,66.67450405138615
72,18.72458652021857,70.43978424642101
73,13.814369811608923,61.89723432271304
74,16.135482214388325,69.87435092346384
75,24.4350646788579,49.71104034746861
76,18.67234728579607,42.886955101254635
77,21.838744194003205,54.41636408668253
78,23.989465853502036,52.29828985169288
79,19.539568480387217,79.11193423274037
80,19.99393237057707,45.43489804084541
81,22.869532670469905,40.59267877259534
82,27.040769147152243,63.838659399041575
83,18.445622523744838,45.340887788361286
84,19.452523422038347,77.76605802055877
85,19.488635680763625,45.419972355016085
86,24.089530728006544,48.165940090618136
87,17.20916096927258,53.476839720923394
88,14.173473400622502,33.95351246224371
89,20.014619936856647,42.87837159180805
90,18.222442814735597,45.84774419966061
91,18.05679605205922,71.89864212964194
92,19.122109529006938,49.90757572258858
93,20.607228895650685,65.20040604587713
94,18.13881415962304,45.7854573053526
95,21.621819964584446,53.4816396601812
96,16.98333989495902,46.453756007236954
97,11.554645247925716,56.51296113927019
98,23.562772688909003,40.824069624655806
99,19.64458529071893,66.82564089823363
100,21.638834173392162,27.413482119224117
101,15.186914383516655,56.52199500863066
102,10.78387790788079,42.3865771959505
103,18.108943670976462,39.99321967708232
104,21.356323047396575,58.71929213751529
105,11.909043622856965,62.85757982544392
106,18.429340411959934,34.79638956192133
107,18.90018420439971,47.64114589153158
108,12.346773624042358,71.87931913799495
109,24.61350010650313,65.27535077363991
110,21.40839676213646,64.0250614620585
111,22.90866192116423,62.76443956914144
112,14.738328146390357,44.08623151695653
113,19.46861593252463,20.836854731365957
114,29.481632644394,71.06324702399687
115,18.88068499610345,59.02047297474041
116,19.132032946818242,57.512928536581114
117,16.067110429036305,38.07739690521658
118,19.771658911279843,30.626400742305627
119,26.803247825610526,37.31149798967313
120,17.468305007208112,58.75874839913297
121,23.292160181700282,68.79818921413785
122,16.3553522370203,61.33677774535204
123,21.411318960175716,57.987243246081526
124,30.30935790821682,40.83122407417614
125,20.790526115549742,42.572586348375395
126,23.793088399474698,60.97686492264653
127,24.971848747572388,49.51916796098584
128,20.594966234496905,51.5820689158076
129,13.751003714605698,39.84184551259017
130,20.766009249028908,48.475250872711094
131,23.164313189349393,33.97870480861546
132,23.340409738888564,57.543836432782385
133,26.87433088373225,54.68718043028252
134,21.440497281187508,40.57262238245608
135,18.886902538446943,63.912394446829204
136,21.880906458627926,55.22359942450575
137,17.72980212198882,57.63695791276659
138,17.17906118982267,20.83644954226508
139,18.2251189875009,68.09970704903313
140,23.340144113784767,21.912392920016078
141,22.300844935834554,45.121437775820844
142,18.605327886018234,33.83411978257322
143,24.443319834257203,39.750683681795195
144,14.892175070083335,42.07227996762912
145,25.138547016845074,70.60810864853948
146,20.915275708830485,46.18161047225218
147,23.49165073251989,64.73546188756396
148,19.98335934261067,49.05953859248194
149,15.360567557345203,47.08869634687012
150,20.782900890152394,45.809964952085615
151,17.966771860327217,51.84422822967003
