unit_id,HarvestBiomass,GillHistologyScore,do_FixChronicHypoxia
0,-3.8472699217849815,42.82237476785982,100.0
1,7.75656505244406,43.849033992051915,100.0
2,-19.70399785575549,45.59008928567493,100.0
3,-6.298482938090707,51.20415666815054,100.0
4,-8.189438687834437,59.18316413862382,100.0
5,-9.276079119753835,47.740102159919374,100.0
6,-9.36486618302601,45.37436367351496,100.0
7,-5.222323040015652,17.57425777555399,100.0
8,-21.147880379391918,48.16120826511876,100.0
9,-8.688031260604095,50.076892177479344,100.0
10,-8.603875762815935,43.25222210848225,100.0
11,-9.4320353774009,38.85236204568242,100.0
12,-3.37146459347145,46.547030600417635,100.0
13,13.917795313561193,36.79477645990114,100.0
14,2.4936048189064346,54.63264930077984,100.0
15,18.304255613762002,39.30090236611062,100.0
16,-14.437717439275337,39.12982704851388,100.0
17,-12.011317895061968,34.48957148780212,100.0
18,10.598019001932782,20.64116827965465,100.0
19,-10.964207679063446,68.33525686408937,100.0
20,1.3595314286330438,39.45935505699899,100.0
21,-12.286827745162347,49.081818710776126,100.0
22,32.32053103873213,24.62857574023603,100.0
23,1.3748478581989296,36.39405723105311,100.0
24,-3.204533962219686,58.10410348086472,100.0
25,-1.3103851261083095,20.246551695610567,100.0
26,7.02212323730536,43.10970434989884,100.0
27,17.408945408344277,36.534774718784334,100.0
28,-7.911353644312512,35.291230793637546,100.0
29,-14.263770643872071,55.53713412572197,100.0
30,-6.431437687757414,40.497550536557654,100.0
31,-12.031578861764894,36.898758526430626,100.0
32,7.571451066288682,8.293824291617916,100.0
33,2.765086373612708,46.494601730490196,100.0
34,-8.673868669355073,45.20228238322792,100.0
35,-12.543742108426848,47.18718637747701,100.0
36,4.234570089562597,39.015558099226006,100.0
37,2.0145881235765986,50.69033068388853,100.0
38,-20.46252520090092,46.19147640213522,100.0
39,-2.803957374371322,44.13842204519089,100.0
40,-17.500543783371715,63.56270741466721,100.0
41,10.107700339834537,26.217724269595614,100.0
42,6.673201945065697,40.99313213577864,100.0
43,-3.168386041876431,42.02864648449179,100.0
44,-10.512854983042173,48.59917799606582,100.0
45,2.1073764652467393,16.435425613798735,100.0
46,-5.405353741895187,77.3347788101123,100.0
47,0.9634865604864666,28.303684485758183,100.0
48,-7.372883548884394,41.97585428664135,100.0
49,-2.6982342725017343,31.560762229822558,100.0
50,-1.6598216391198533,50.20164842210242,100.0
51,-24.859541710078428,42.7544072095895,100.0
52,4.017889059400382,33.90410171182986,100.0
53,18.58977503436371,33.64681827274409,100.0
54,-8.455173631366883,28.14562237409711,100.0
55,5.052257041777592,47.88796485728797,100.0
56,-11.861690519763012,27.673509153151127,100.0
57,-9.473598836274599,55.083935698407124,100.0
58,-0.3589977273571266,48.12408924473815,100.0
59,8.74783803081094,47.169645209328905,100.0
60,-13.765439474961045,51.286113999263,100.0
61,-25.96912781480628,27.496658590605858,100.0
62,13.295623053032214,45.19318290323292,100.0
63,1.7099812490765602,47.45989072124823,100.0
64,-4.846777128378209,58.12038590066362,100.0
65,-14.420741713571694,47.895492099586114,100.0
66,-16.380651918051985,48.76129897833049,100.0
67,12.331740557974827,28.117119599660388,100.0
68,-2.0037206710931104,27.058250944852674,100.0
69,-2.6127138704147383,27.047425083484192,100.0
70,0.538232766050701,44.56424431386783,100.0
71,-25.453262888461214,55.76118739745439,100.0
72,-3.0637119923709175,30.126805663761807,100.0
73,-19.245021022263685,35.96298696534146,100.0
74,1.3895287329114856,36.49442091289913,100.0
75,-10.22220482739664,54.47633142700293,100.0
76,-3.925728553582281,50.6976536125874,100.0
77,-17.009165001359772,50.238469289616965,100.0
78,1.10176651766823,44.63218120605081,100.0
79,-13.209726546790474,54.60746124840902,100.0
80,-13.041764370408654,43.54006993622199,100.0
81,-7.656489469481718,55.9108284930129,100.0
82,5.338933544045821,30.62176697942366,100.0
83,-8.318413904520817,39.31991787428539,100.0
84,-13.508621760508674,32.6448426516219,100.0
85,-4.664986884015816,61.59242513906853,100.0
86,4.46348057166306,24.61295690474171,100.0
87,14.032569437314786,27.874517599424003,100.0
88,-26.57426629612395,60.028866932476234,100.0
89,-8.889848336611475,57.928955922106965,100.0
90,-30.71786518904378,52.49071802102363,100.0
91,1.3064664768010612,52.97064462420441,100.0
92,-1.5387077427436096,45.14432200001089,100.0
93,1.7881123002351051,22.989698859221313,100.0
94,-0.2901162722649717,43.0761786197677,100.0
95,21.611846746635344,18.3807741098787,100.0
96,-7.70964024697702,42.660104521982234,100.0
97,-4.028069498411449,47.300375924269225,100.0
98,-11.228360624573359,57.04033888215913,100.0
99,-21.04121046347572,56.81154931775321,100.0
100,0.31177981224927453,26.31587163472998,100.0
101,5.055753102589867,51.44511520938701,100.0
102,-16.716155697578053,48.69891920617868,100.0
103,-3.366170918410705,29.458145640309446,100.0
104,0.13073159045171323,19.182822704307746,100.0
105,-2.588267879490726,41.77141363277095,100.0
106,-10.435197730634837,52.61481970611143,100.0
107,19.66785837477342,37.1580474578094,100.0
108,4.417518866677881,41.11357694540968,100.0
109,-7.293136536190855,58.12639637472769,100.0
110,-2.2114141455813066,43.19053014290043,100.0
111,-0.3901969016646829,33.82072003167171,100.0
112,-17.545097041497687,36.69882390448299,100.0
113,34.768250994552105,9.54636757205401,100.0
114,3.3583795617770376,42.0077634554206,100.0
115,-5.588703537799242,35.430645141553406,100.0
116,2.032202771031546,40.195867362856546,100.0
117,-10.16967582666802,25.01848409244707,100.0
118,5.562017243068103,55.09811843880024,100.0
119,3.6175599089979418,28.38290942999226,100.0
120,-20.919685396748488,43.02431201129722,100.0
121,-7.997909595930915,33.54819047518409,100.0
122,-13.244851037794959,75.53514825475217,100.0
123,-12.733022648442125,34.71741613477486,100.0
124,-8.635217535010668,53.35870616259809,100.0
125,-7.271497334288761,53.710943886451126,100.0
126,9.124284175497047,30.383673915029867,100.0
127,10.784226590807421,48.59318435418683,100.0
128,-18.690875813173548,69.36288691087441,100.0
129,15.364728944372779,29.49893436492625,100.0
130,-5.253866591112636,45.33296826184689,100.0
131,-2.621676458388218,61.90546264467129,100.0
132,-9.149456674274182,33.69355562841456,100.0
133,-4.721373083577973,48.2692999386022,100.0
134,-7.303499562161119,45.18527905141731,100.0
135,-2.14518303500986,31.03480244859599,100.0
136,20.388392639281367,19.306455230239415,100.0
137,-1.594336072723348,43.50454672012478,100.0
138,6.129259485986845,45.23484327340145,100.0
139,-6.57118550277176,59.87315637183704,100.0
140,-4.435888347038995,52.369326192875896,100.0
141,14.331930222116078,15.154897193153571,100.0
142,-16.63826245862478,67.61941331458056,100.0
143,-3.5939190406278634,32.00492334997909,100.0
144,-6.263957088385311,48.43666458339191,100.0
145,-8.215282534773227,56.901159582146505,100.0
146,0.19749949986484028,59.59800912636459,100.0
147,-4.714752869935093,32.8443485653414,100.0
148,-1.967865698190507,43.53095188129391,100.0
149,9.871883010282112,44.110871877347186,100.0
150,-1.10963270973667,35.57686479530056,100.0
151,5.308599419600699,45.31984065398984,100.0
152,10.099413130651985,54.06249301840953,100.0
153,-8.417837927203157,50.30417720924466,100.0
154,13.067104486170685,19.469390244444728,100.0
155,-15.903406322008287,56.90769315682709,100.0
156,-25.3880452316619,38.518645598942825,100.0
157,-13.882396628523253,69.82298410759071,100.0
158,-6.136483564498556,40.59850527658106,100.0
159,13.202970466112347,36.734565801101546,100.0
160,3.709035324152371,34.33214775980129,100.0
161,-6.7337978747381895,41.86049781544702,100.0
162,-7.065281018649269,46.89155890908278,100.0
163,5.439676452069796,30.996820154030523,100.0
164,6.741011398083735,36.134653702048,100.0
165,-24.02092126228887,50.41289497379326,100.0
166,-21.05686998120808,61.97800227373315,100.0
167,-0.3148525394331908,29.84915267478319,100.0
168,-4.686541341240097,39.750044191945726,100.0
169,-20.342956422539523,45.65470270602047,100.0
170,5.768783850711888,33.50774925186471,100.0
171,4.978722386096085,19.726896468600188,100.0
172,-7.07058732435396,46.173537887129015,100.0
173,-4.6941156706746066,38.63423803254802,100.0
174,3.486822295036954,35.10076094703106,100.0
175,-6.119002468608448,33.27285416146848,100.0
176,-4.008895993557323,50.095577817158066,100.0
177,-18.28411520477654,40.805562045676915,100.0
178,1.373087935181661,48.82527931670248,100.0
179,10.665227797037552,51.51077074552843,100.0
180,15.93468427078465,12.687228102571327,100.0
181,-9.933091566474465,61.16575589828687,100.0
182,3.7079927159239596,32.62008803527206,100.0
183,-11.244672360644039,63.65254329324141,100.0
184,-8.216693067810056,68.28612711002523,100.0
185,-9.650714718916026,40.1603265312233,100.0
186,28.866832126921206,11.103695472975904,100.0
187,-16.08531158939529,50.32303907292566,100.0
188,-1.4807950558747773,22.271994426060495,100.0
189,-10.111964622997945,61.75006530514699,100.0
190,-7.740794461786065,44.947953670410655,100.0
191,-0.29860677552508186,48.358038482192995,100.0
192,-29.908280261405395,39.527995648010425,100.0
193,10.95767017831208,44.509582667397744,100.0
194,16.57181745750603,40.12698093704408,100.0
195,-12.042359234241534,53.751483543046,100.0
196,18.361964821992665,28.853687283765897,100.0
197,-18.897204632346693,48.62205055634671,100.0
198,-18.663493855855187,61.575253775309605,100.0
199,1.2188142884102626,40.08125209319492,100.0
200,-6.2327363746060325,63.68009887756192,100.0
201,-8.422684233855717,48.163971670612966,100.0
