unit_id,HarvestBiomass,GillHistologyScore
0,-35.33920008706798,60.829841443038326
1,-38.54474048457276,60.61228317512528
2,-28.827815217619168,33.503893515472065
3,-32.11268961954821,51.18377129004849
4,-16.911951730868992,50.89130986998889
5,-18.423484133304687,42.140171488100215
6,-33.88398623754845,42.598754934973684
7,-28.732303909518066,56.16548797007223
8,-25.950328033925317,48.8134105229769
9,-47.70856944405947,64.72510571078074
10,-25.12161615526221,33.97797408222048
11,-51.97303906472642,55.1915776939221
12,-62.08432591205336,51.864948497902105
13,-28.254341255023267,36.389453938857685
14,-55.21105948113506,40.41304833687498
15,-37.23617457551696,49.87288314741145
16,-29.58814374907437,61.02375044013709
17,3.6591904705654574,16.79695303276579
18,-52.438321226173116,62.11601857299979
19,-31.439566956998846,45.68554921911661
20,-48.97089126000611,47.06167395622292
21,-14.338945481541908,59.706384879918815
22,-51.179030663254316,36.24634523504505
23,-23.66109624674266,38.44536971013903
24,-20.243841155870605,46.8690139820377
25,-26.116108882190076,46.341053992408646
26,-44.65349824822657,52.13450244355151
27,-14.135927361301768,38.08778674100678
28,-38.81521051456428,35.71958523291576
29,0.6134154020512117,20.876280423990536
30,-21.912309327951068,57.01523124599978
31,-36.87858695022675,31.92322964061551
32,-38.51242936137805,43.67171665590262
33,-61.35083699076702,39.732076078014444
34,-4.911968878767036,43.385002733659164
35,-17.63892485261755,25.97173848366222
36,-35.334519917711916,34.746349085499226
37,-41.088037858634365,48.46765250997274
38,-25.424756234134144,52.38941196155174
39,-35.180973093477455,59.541703078330734
40,-32.305863317284334,45.49326671443255
41,-47.00758849037048,55.14441391935962
42,-27.851253172739753,26.17072336061118
43,-8.469147761511742,35.47739182610482
44,-20.31950445340499,55.92511022814806
45,-51.79222688049435,60.68980087582159
46,-25.45276785566003,43.878137143267054
47,-30.539703895935066,38.2013086021053
48,-10.822253650223692,33.542993103732194
49,-32.35257797596545,33.60584869703058
50,-52.27052698155089,50.942585937998174
51,-18.146769007537372,69.01701916462194
52,-36.283932252575056,38.45792898414367
53,-16.382890621331548,20.382682746744514
54,-29.955484040198684,55.88115182984
55,-38.419984731208395,55.98906781155179
56,-45.23337352009846,41.11013399476283
57,-26.34446277841785,39.061881842433515
58,-26.525659350101055,45.03622901772109
59,7.297311872445897,1.9145943205473603
60,-43.859270839818926,45.91660867407754
61,-41.63822791313315,58.17789139623021
62,-46.94314407088768,50.538960032850866
63,-43.1729965222706,56.20658999462625
64,-47.03781735097971,50.313905100255866
65,-16.389448066608384,41.59925041296532
66,-33.71881559777745,35.03973476036373
