unit_id,CropYield,LeafGreenness,do_SoilAcidifier,do_IrrigationRate
0,18.12886178962782,20.77195781801011,50.0,50.0
1,15.673362449099965,6.588403494122289,50.0,50.0
2,15.587467782124298,10.767782404231312,50.0,50.0
3,5.538860752472552,32.06697010424977,50.0,50.0
4,12.137290804976576,7.69983174227308,50.0,50.0
5,20.472655462261002,25.93945242045704,50.0,50.0
6,20.054447524295927,28.532525165261077,50.0,50.0
7,2.310848103479949,43.28495724879118,50.0,50.0
8,34.951970556972945,-4.0781458787843725,50.0,50.0
9,20.979268442387337,19.254279960419318,50.0,50.0
10,5.210229235880054,22.591699464200545,50.0,50.0
11,35.88185039806797,-1.1364385425385173,50.0,50.0
12,21.410770436241403,-1.3329587619193894,50.0,50.0
13,34.82016739136079,-7.10715818083955,50.0,50.0
14,24.470705080092422,13.003605614131004,50.0,50.0
15,-1.0190577985779878,20.739559189612308,50.0,50.0
16,5.034223811525666,27.853705946186103,50.0,50.0
17,10.660657898828998,7.307997452799171,50.0,50.0
18,16.224142770781288,38.15614559055039,50.0,50.0
19,22.470113569074478,-0.4096896442565594,50.0,50.0
20,21.82929016636609,4.610859763315355,50.0,50.0
21,10.324303886601902,1.9191017028755262,50.0,50.0
22,27.96031376095741,4.239159433473553,50.0,50.0
23,14.851928588079033,31.67381010876403,50.0,50.0
24,22.54334423921335,24.105713587480313,50.0,50.0
25,19.39495448009317,6.65719704277619,50.0,50.0
26,8.73861517457457,16.796837296950265,50.0,50.0
27,9.102002435403303,14.385066736674148,50.0,50.0
28,25.769513510782318,1.0877968671097555,50.0,50.0
29,17.592647741581544,5.736876603801921,50.0,50.0
30,34.35413593259851,-18.752351041456237,50.0,50.0
31,18.51077199646908,22.368282895234334,50.0,50.0
32,19.10549849092388,24.48408824402232,50.0,50.0
33,17.593144160028423,68.22021803660846,50.0,50.0
34,14.201214334907673,21.195768903130208,50.0,50.0
35,28.134076160187345,33.45087417963262,50.0,50.0
36,12.818587919776432,17.905657929181967,50.0,50.0
37,11.339610192504905,33.94050098252266,50.0,50.0
38,4.815310728962416,28.443125267535258,50.0,50.0
39,44.50170268425426,5.670387011047778,50.0,50.0
40,21.77832257315754,-0.4887611663226963,50.0,50.0
41,27.263674366777096,21.21117832026406,50.0,50.0
42,20.615265098991653,18.16207316313266,50.0,50.0
43,11.599685779819694,30.641007875911853,50.0,50.0
44,19.737434841469323,18.616374443515404,50.0,50.0
45,25.707715650519372,-3.292222445067406,50.0,50.0
46,4.542247124767881,30.120136392180267,50.0,50.0
47,-7.621446704075249,27.235315712556954,50.0,50.0
48,27.846178542574865,19.27488633332343,50.0,50.0
49,9.467518876110958,-0.3469763467374989,50.0,50.0
50,17.84365615768295,14.632502446884152,50.0,50.0
51,12.352736386097245,2.6455377245386256,50.0,50.0
52,13.458842307916173,34.616655150940325,50.0,50.0
53,21.65153860964496,26.71131444094752,50.0,50.0
54,31.064667777717098,3.014457564283502,50.0,50.0
55,16.60148289075883,46.46132708375297,50.0,50.0
56,30.014790559654102,31.991771926996375,50.0,50.0
57,23.77822420843959,6.683768498510343,50.0,50.0
58,23.747373648924928,29.35562027459107,50.0,50.0
59,23.51818012386363,7.88689445548075,50.0,50.0
60,22.704065451741997,22.389659939334507,50.0,50.0
61,22.673857002586832,22.965662081115237,50.0,50.0
62,2.23600285004071,38.35327613454107,50.0,50.0
63,25.25178521628686,29.57458200486047,50.0,50.0
64,17.27314530444909,18.268662646328337,50.0,50.0
65,20.799330725009035,9.281556326559194,50.0,50.0
66,19.900639142800365,19.90899260553731,50.0,50.0
67,36.769225329744565,21.729963190599765,50.0,50.0
68,17.144889549867063,9.793687075373919,50.0,50.0
69,24.71653606788161,19.175013400830455,50.0,50.0
70,12.91974727744113,44.039935370491094,50.0,50.0
71,22.607797775545283,0.429414564429381,50.0,50.0
72,26.354310812343837,0.4822786695103112,50.0,50.0
73,14.332337704386493,33.65939826696274,50.0,50.0
74,23.601784653294526,19.444084930891172,50.0,50.0
75,31.917901416558422,13.40170830171318,50.0,50.0
76,31.26996875112036,31.547580145967068,50.0,50.0
77,-0.18807197976877088,11.217338652120734,50.0,50.0
78,26.991703772114843,59.185189290993975,50.0,50.0
79,17.55509299980794,-4.5888721232961664,50.0,50.0
80,19.220005467967642,19.31126340056457,50.0,50.0
81,16.400247552784464,25.81614204978471,50.0,50.0
82,21.597626771066363,8.702813043721653,50.0,50.0
83,16.679628030870266,29.453584279343804,50.0,50.0
84,19.597086482412998,31.48266750853167,50.0,50.0
85,21.978330965900323,34.19738717514535,50.0,50.0
86,10.507633194616748,20.59076767307545,50.0,50.0
87,24.086714282530505,19.118342250628654,50.0,50.0
88,18.31627443530665,14.452589806483124,50.0,50.0
89,13.935919646165326,16.391308594083156,50.0,50.0
90,21.45219756548525,28.75527803678237,50.0,50.0
91,18.12772952644276,23.944159100904248,50.0,50.0
92,40.14247893262615,22.213094715384297,50.0,50.0
93,12.650089424437445,5.478452000953727,50.0,50.0
94,19.367525470173415,13.344985877353658,50.0,50.0
95,12.764421108145623,4.087452046192979,50.0,50.0
96,14.380650271016183,33.18053990475625,50.0,50.0
97,16.6622060110996,23.037544074344822,50.0,50.0
98,20.801568131208967,11.186403411995807,50.0,50.0
99,23.260368002611894,25.79850115488124,50.0,50.0
100,13.008708187156383,32.80609352844179,50.0,50.0
101,5.253013839847178,46.800328160899156,50.0,50.0
102,23.902993852558506,25.112055898289068,50.0,50.0
103,22.532607299560834,5.080146157502721,50.0,50.0
104,12.390901550889044,71.81090862611272,50.0,50.0
105,13.670069514471741,20.451596750224777,50.0,50.0
106,21.9016738275002,27.056004478794343,50.0,50.0
