unit_id,CropYield,IrrigationRate,LeafGreenness
0,-16.006638238116825,39.67929365754899,75.77428977662804
1,-7.036710430152055,44.713141393974766,37.4474164145324
2,19.604949796695134,17.26878300726982,22.938723329944168
3,5.364576318756441,12.295529109675217,21.800504715639168
4,10.892756524368385,47.61954903879757,23.796242389785803
5,-4.640868295892873,43.24898438602072,51.31489245075073
6,-16.281798660097277,50.78874553163711,47.694420773001696
7,-11.539087416552562,55.98755342141285,47.66385537541635
8,-3.2601818680516907,41.55481963441381,52.759324573887994
9,-9.75896816383037,38.7066444078247,10.25819435505533
10,-15.19817162863946,35.66680877265259,9.408706996606377
11,-24.151631213607764,63.26413485046998,49.7192455801776
12,-14.881671175386582,34.84281797830673,32.72536728797659
13,-8.7629137462214,44.87192674102057,33.40703576447552
14,-16.807790538432954,47.184702102563676,68.25465243874244
15,-19.270704152995375,52.925210161787504,76.50493701815854
16,-19.901241599562898,53.21106087808938,54.049749021382276
17,-4.9184750305207405,40.99627935366683,42.104623332699695
18,-11.493451206947437,27.456303181852416,28.070276493610443
19,10.436663164456387,30.509371361826204,48.9445610176123
20,-5.186510169150939,35.19098450893632,53.220182152722984
21,-9.579165444847831,47.17200906158767,41.71555395752204
22,-32.014131999486764,38.717354254324114,59.254256412807834
23,-21.221306786905505,56.74060232063958,48.0631529619032
24,14.859216345875929,24.285970945413226,18.88776075771095
25,-0.40351873085340895,25.218431510466417,28.790669622508034
26,-31.476907770515115,52.2444238093569,62.067529267976916
27,-7.20266583414379,39.71447773945234,17.530610871610573
28,-8.704505615124065,33.97598364249768,63.0726508841565
29,13.251003703314455,39.43210069171276,15.919445317073524
30,-15.776283746116494,54.6024921642065,53.99132856466216
31,-20.829250846811387,45.39138348924834,39.8328462102625
32,-7.528811211213667,46.1099133833577,50.78048536877417
33,-28.371812443634973,67.60755964731928,43.09734585938615
34,-6.281472255359434,54.129500870348984,21.84789183543555
35,22.688297263681854,34.000834079810865,23.327546305808983
36,-10.002347983400442,40.69930719464739,57.459500921786415
37,-26.22627285473773,63.4178899466163,63.37100460726992
38,-0.6747611328257447,27.219919861422763,64.08633515598355
39,-22.134123931114818,51.78267816710592,75.47417226587532
40,-11.630883832451897,30.748893398519794,43.266661135292075
41,-20.022141295892975,24.928820788272745,39.04132542214623
42,-4.906340498593556,29.77664003182414,36.074901384360984
43,-3.2632033391128195,40.62361082094698,41.941779908734944
44,-10.384684543396558,59.487916638819584,32.95848787137362
45,-8.040702686354008,36.093569298938185,7.724610953597676
46,-17.406900738743285,63.36756292178953,47.24961802221742
47,-17.86023666193805,36.77152199455823,46.63893389117156
48,-15.85739344128378,52.02572441829853,33.57852679016427
49,-11.491313854996164,40.60392811639031,64.41159734834659
50,-11.698365967589513,27.389076208422107,49.75160843360197
51,-9.211880174917255,65.71597775126209,48.91249161010649
52,-10.1736828209017,27.197841479838733,41.063002584904794
53,-18.255370828564665,37.894838768141334,33.263385250414125
54,-10.475767170807664,61.23359965649095,41.721037657099664
55,0.24525512066069632,20.836495558114322,27.141071256832443
56,-12.331757845306434,23.66117296311031,62.63159710487564
57,-7.301597227564445,52.58655795127916,68.50458291538669
58,-1.8016918792850767,30.59446894408066,35.5957799368726
59,28.10434971752139,34.53852735989267,31.581820059387628
60,-14.261105625452341,48.33223697413637,47.056481483415595
61,3.346424273859699,13.003103057644827,5.0167971604810155
62,-31.80802415271452,73.90294996680338,58.63869812900506
63,-7.447831069284245,47.96962929060131,67.39213996185839
64,0.18827925160205217,16.777343764047714,24.358986292216144
65,-5.030650159268146,52.672256402866985,57.110446648121595
66,0.18348442027835188,27.799866358031252,72.591982900651
67,-11.450435501352434,65.58101824942007,50.97466807556826
68,-27.897383023348095,60.86132738004023,49.92674629606203
69,-10.553392169904424,27.002404461364733,33.599843688110205
70,6.11028514661618,24.264476590864696,48.19019431620257
71,1.5222882732945378,24.820915726635203,29.91210640108753
72,-13.488721080423193,54.291318854081744,23.47581569452694
73,-4.880019238808416,24.385496660526492,70.31023009067414
74,2.5688449203854478,39.90861151324409,20.665415435385142
75,-16.389458244138122,43.498213403030924,22.574422443897816
