unit_id,CapacityRetention,CoulombicEfficiency
0,-42.87943047096594,62.04735093629528
1,-42.85945782419209,63.2428406521293
2,-35.96385254830933,32.750122553508604
3,-38.04956618081225,51.96974042772094
4,-22.18826132681822,54.41687724004876
5,-25.81641712490647,42.459791285696745
6,-38.91715731190291,42.56904649028217
7,-33.5245488040852,58.69953607503716
8,-35.17396319626018,48.64072345529079
9,-51.92147818665034,66.64292251125866
10,-32.247991622270945,31.54307031748967
11,-54.02226726284419,55.10766009947876
12,-60.41839334535783,52.796643750266
13,-34.39564279857966,34.087816654302415
14,-58.71623330861687,38.26088888500348
15,-41.304837444335725,49.74825307963863
16,-33.95411932215701,62.77869687399148
17,-5.042559802145313,15.688248634227959
18,-49.875290374452774,64.38951302073983
19,-37.05784521515179,47.00203082118022
20,-51.47658044768427,46.56422811525082
21,-24.923864683732162,61.520756053252754
22,-48.25098485032093,34.64927028570506
23,-26.959221271023385,39.54650941074738
24,-32.02089653915715,45.95355492472392
25,-36.440306198411356,45.88287358290844
26,-45.02823754005287,51.737108858545405
27,-20.25150643488532,38.681444523051226
28,-44.619508863107264,33.30740533062564
29,-7.0258863199543855,20.434232023684498
30,-28.227624474924998,59.0517560681871
31,-37.44380811185676,29.43179852303627
32,-45.19398247658308,42.6917655471643
33,-57.14490404297053,38.697065271000035
34,-9.792685661640638,45.232028129199776
35,-22.851485181973175,26.069919997531578
36,-36.14839925795066,33.96565296576676
37,-42.022217525586484,48.90420045359336
38,-34.547853147835205,52.810778948597296
39,-42.22026519196488,60.391241232426424
40,-40.45520289516176,44.90258303702625
41,-49.203675543510194,55.66471493699511
42,-27.144382566562978,25.6747293082331
43,-14.446433152907826,36.90150139319751
44,-25.320626099688496,58.535554372615806
45,-52.55701553681191,62.91660256342472
46,-26.49942172640504,46.461118581338
47,-33.06665432454044,37.19401551335129
48,-19.31070991627755,32.44275802730232
49,-31.904782976752482,33.67305464027906
50,-55.29438343744227,49.91266235845971
51,-28.552947488590824,72.19311314772429
52,-41.05892631454304,36.20156864100139
53,-17.57792763515664,19.563363971781083
54,-39.84630555753566,56.75709919766427
55,-39.85367984312592,58.57277768271007
56,-46.42219373672504,40.26718128916678
57,-29.787975849492902,39.700986587582236
58,-34.96607901249348,44.967406188125246
59,0.04449069153449292,0.19074950902681742
60,-44.64392055813072,45.97615910210758
61,-44.812212290512925,58.74514536524255
62,-45.82573237620853,50.79693615692927
63,-44.865645764383636,58.32286472283198
64,-51.7631595140598,49.70807601880982
65,-29.392981061068756,39.98715468634663
66,-39.14056003294661,33.29286670278779
67,-30.4123416544088,50.380093971996004
68,-23.394440490044808,28.463522655022416
69,-46.072297301758766,23.71523213671861
70,-20.87951370320976,17.637198598256198
71,-42.949388823608594,59.33373335525411
72,-27.661475016419796,35.902121423501825
73,-40.22342292016121,37.22408254711501
74,-32.31964298841527,41.031644261581036
75,-46.89284774110219,56.50492825110575
76,-38.764319424753175,68.18524290013042
77,-41.94322833073571,50.328396745229334
78,-23.102520633211853,45.37795727769228
79,-57.01517224243904,48.68294747562867
80,-42.87386699237619,47.598371720837335
81,-28.575855631656395,61.33552309294427
82,-20.66351978837791,32.71659934862169
83,-57.51226274560025,56.88089322271381
84,-28.630950362072365,49.4808364171443
85,-38.43064368812761,74.53757700735136
86,-37.16722522844187,42.79295126345763
87,-35.810734898999016,44.01271810775754
88,-38.55591745312592,49.18706346625605
89,-52.99819431358977,55.14109574792227
90,-18.505537428851625,20.996017914505792
91,-36.98856033818042,56.49244449474178
92,-21.564229281057514,27.028155976713506
93,-26.375864794709894,34.91736906343748
94,-43.46108426344614,73.06344251382566
95,-39.273414156991365,39.35435610085498
96,-23.060862176773405,37.49171803565973
97,-35.13419428799254,43.16645294841894
98,-52.8791981167545,66.69279129153472
99,-33.01300606383276,44.67120049765357
100,-30.02177294541644,38.536688853835685
101,-32.1101773534954,63.029582616955324
102,-34.534308400333984,57.562212342314105
103,-27.590542215129652,52.82056040854945
104,-46.87496355303513,39.43515665948689
105,-35.202425122036814,61.53104024311014
106,-44.03458862298504,52.33466050660177
107,-40.49203799331319,73.46602123043321
108,-25.803324977926433,41.60107099514576
109,-49.26280795946834,60.814919761759306
110,-31.687761074404627,47.289849845318514
111,-53.78822322411876,44.32435025312812
112,-52.965224906510976,31.799049849760095
113,-44.627250215517336,43.77154214806362
114,-29.76169465557075,51.79676517331843
115,-37.8101386331851,42.00435053873777
116,-4.420169256232253,40.029213255643725
117,-13.175951530146678,23.511127135072986
118,-2.8787246302674476,6.9516178836037845
119,-34.88294425300412,54.527952375222895
120,-23.827128772645874,40.368797106043736
121,-37.565084037355454,64.72489220093794
122,-47.02060183663333,64.10992349734425
123,-3.695140422660324,14.610237642689741
124,-32.482618743167365,51.328501148044225
125,-57.057594708016246,58.425965397578565
126,-34.074765227691785,42.23305215834139
127,-26.177553045595335,49.04966816500137
128,-31.900782539762794,26.691082211501715
129,-49.69986957069812,52.794685838762064
130,-21.20277153446785,36.98460521396801
131,-12.208817719331561,30.724218326928952
132,-50.336082071384546,66.16308492195961
133,-51.13264488037822,45.57138809794276
134,-51.637252963334056,44.51379497486543
135,-26.009105472198794,28.250995803757665
136,-40.02538578405556,30.282316372292517
137,-58.64401009109091,58.498517251609066
138,-43.06068374459397,59.62668619950706
139,-35.14762377608011,45.93875241511126
140,-21.598944903465135,36.13301882607627
141,-30.456179528064357,53.95174766309665
142,-48.92549768497133,48.530248487102675
143,-13.848216725963429,40.751388841841106
144,-51.88379913851929,40.42646508978808
145,-16.477132750645115,30.842611803568136
146,-36.706281485813186,35.28579675128058
147,-33.09239556883971,67.47670066165516
148,-15.200304980743443,34.91309490426002
149,-32.9903458988307,52.98681470513333
150,-44.20540593892212,43.956586988423275
151,-38.10383422075242,47.593181628931966
152,-50.528372908320314,51.46844668536729
153,-25.939800948212124,57.616329517033236
154,-49.53018197449107,38.73995167472021
155,-25.880945415321225,44.5955477740761
156,-43.227529209939554,58.18545983253894
157,-34.76664182255325,48.61127334770728
158,-53.39669550474626,62.62924768916867
159,-25.28874301101507,30.16375116796556
160,-39.39673391038982,42.24016418857293
161,-32.844074512503674,42.65294492139462
162,-38.38433801736279,51.22836232738333
163,-40.75565240119642,56.160925351075306
164,-25.369138627216344,35.425178399977206
165,-41.047587812586315,36.20680156974577
166,-41.70875914743973,45.92419545529658
167,-47.49329126334477,58.52120462984171
168,-46.125163289883126,58.11963868907946
169,-29.836046695912692,42.87110561043785
170,-51.904170507652864,58.94967467172469
171,-35.942645118155006,44.63649568010908
172,-22.46407499886607,46.256125708852814
173,-45.5965551496523,41.078934974228105
174,-59.49388918264549,67.7039936769956
175,-50.67244764701013,32.32220139849245
176,-45.259175182300076,44.771982095289054
177,-29.395504417408493,49.601186160902984
178,-33.43832499594273,56.39453576168036
179,-17.570595080505157,33.106135436759835
180,-41.67473611745747,44.01705828450545
181,-27.978560699646646,43.402710051116024
182,-51.32665878742926,68.95484051186085
183,-36.62602614875881,22.01240147269108
184,-24.725571622311193,25.023240372532577
185,-19.959167982659935,20.083209638833512
186,-37.48599341782538,50.33285952874594
187,-46.76449517138301,39.721888191677934
188,-44.78802135190955,39.45949254984229
189,-29.40530771075072,16.36540709641436
190,-49.2170743874534,57.23515855803062
191,-35.97504784872368,34.49908753708522
192,-17.41357154708703,30.662288103742036
193,-37.39242480494895,53.36955872737646
194,-37.89846561660309,58.78367957178156
195,-28.511938298409518,30.322931320775304
196,-30.614396359141338,27.783763690470515
197,-30.807178528890773,25.873363436188292
198,-53.50445663026772,42.82985276972643
199,-41.347263099241005,40.98643737910191
200,-16.564762572901454,35.876009427375514
201,-41.632256493534726,45.42500877742321
202,-48.57785815866702,63.48523987749533
203,-44.3765600987127,62.548628569353355
204,-31.830747626150046,27.60487850618118
205,-45.270970521273114,48.115567243507144
206,-6.611443542441295,-12.697765161436918
207,-47.254986586130606,52.5928759540161
208,-41.85250465438783,16.527430879021438
209,-20.69372014214706,41.34039760702295
210,-38.68186294510368,28.781450641204763
211,-24.1059765033883,33.58488684890744
212,-22.823380775609877,32.8096753319917
213,-19.011752748877974,42.012135913534834
214,-21.87859518299974,32.50011108015708
215,-44.52776016265759,44.41924028790996
216,-44.06540860958584,54.53680507670097
217,-36.41707612759033,60.560224726839074
218,-50.67164276094875,35.452626072459864
219,-34.6508528791254,37.78177080746681
220,-34.54446330737713,66.96092562981997
221,-15.034921618380237,20.023529126674507
222,-31.115193927780098,24.751096444249026
223,-34.99945867010358,24.22609105257414
224,-17.93319583363664,31.838642843628417
225,-35.19129333677318,23.24811854981248
226,-21.081000624325036,-4.286511288403329
227,-54.56727981603881,51.1249809422665
228,-45.892429446349375,60.750947691571724
229,-28.050375576459952,40.37349206169967
230,-40.50261845940387,42.59448746630812
231,-44.54742068832375,25.768821628010866
232,-34.012876546385236,50.995544306355264
233,-37.943402521246114,37.45914983003201
234,-49.07920286783373,61.516494141312045
235,-45.447593426175416,53.327178619665226
236,-53.657934869898874,46.668441048075415
237,-40.98261381519095,40.15568602746183
238,-32.80948110674592,36.99163609538013
239,-49.6789800632054,62.22225530527447
240,-37.80697722262106,48.33386187023714
241,-32.326913695840986,47.999716748218944
242,-31.524350312831977,34.22951455156431
243,-14.730082588965754,13.138191873318615
244,-28.804559011911103,38.05907475006417
245,-26.129809600744228,40.393331146739065
246,-24.925597254010608,45.192255091140844
247,-45.97340870243541,45.16797164167395
248,-10.393301442766552,18.242103978019024
249,-43.65332903634342,43.655667764142095
250,-45.009583127106055,35.43861380654329
251,-47.20399023388464,63.607566412219036
252,-24.981917342472777,34.49791418686919
253,-41.02001214209391,50.77008962507014
254,-17.44431114882645,49.651583444290736
255,-43.34563326382426,25.816742676363646
256,-25.026843245625578,44.46942980987085
257,-57.345007216730444,55.50227928255605
258,-35.60362649888913,56.94046457450321
259,-27.106109502742175,42.86894002864942
260,-26.820308984808236,62.07120074529142
261,-41.83570701252289,40.53791850762909
262,-27.54363266979389,29.60039846889957
263,-52.83395534517484,71.87968800841354
264,-19.921656337139616,26.36316784747794
265,-56.71771155250085,44.668833327115436
266,-42.157441455248495,46.1210681819987
267,-49.50810893028644,66.16178928929595
268,-31.93567657299111,44.819858362485135
269,-40.94849098045848,51.98348182550681
270,-24.083603201413272,23.253922116852983
271,-18.454209845645273,31.00552376844278
272,-2.3351000297629114,26.57932284330588
273,-49.939885146034214,35.68862156087677
274,-43.35477836444873,39.70248705303719
275,-55.95727515817105,48.12273673802129
276,-54.609449880945064,58.33595904076381
277,-37.652217105385155,54.965475138647136
278,3.0795756480420993,30.794144469684394
279,-35.829225425471066,55.28476769338738
280,-39.95214979039062,74.68599159506405
281,-40.639632041016775,20.87953632637474
282,-49.09225412202166,55.91957735131888
283,-40.88007377166756,49.89891572464374
284,-26.19881852789199,22.403179995634922
285,-33.62763824347357,14.630344175487018
286,-44.948347454799475,32.328678934248885
287,-46.125530613399924,44.77530215180669
288,-52.785339990329746,62.25731658396255
289,-50.23401643240655,53.32097360079502
290,-29.80572795595787,48.16636009462473
291,-21.717384017974734,42.39983235516214
292,-22.364366849413642,27.69338003119406
293,-29.256149727910273,8.551911665133183
294,-33.068267563328476,34.27584568091605
295,-28.381747113683176,53.01774185743115
296,-16.188556623274305,52.73064922894323
297,-51.39106801243114,38.26330597966905
298,-41.827744484979114,42.13135789340115
299,-45.843302892701445,59.04982680898513
300,-28.410694463724724,38.709463424932416
301,-24.099460758870347,30.815823805484463
302,-35.51050100317646,51.0807479082095
303,-4.731780708032674,1.5557937805379911
304,-54.581808182971095,38.72131583104032
305,-38.73271721056308,49.71927943476887
306,-50.91732979580438,64.49026898534733
307,-28.095200079435024,45.55437851288584
308,-31.49596110314552,32.089928369679896
309,-19.644263220496395,46.30703370131822
310,-39.04905684027352,41.82755522310801
311,-41.98406836505685,57.65360162978095
312,-37.92539282284549,59.78053723253442
313,-40.447164180392726,65.61778978309862
314,-19.06410291870255,19.474202677309847
315,-47.35287299938008,49.44790492712567
316,-50.90462964843973,60.69610950555622
317,-41.731948550111156,11.761656540020574
318,-39.98445081027071,34.065085619695125
319,-59.33579841978129,64.08892597398659
320,-46.84032855325588,50.05456834668027
321,-36.01776248368165,55.249565555165454
322,-12.76911920039506,25.80996811840979
323,-38.4479605302794,30.015219517629664
324,-43.42816946282743,67.86679190639623
325,-21.633620784115955,23.926512386124898
326,-44.59522301834592,40.85106435676579
327,-44.683586209112434,45.09678523775246
328,-8.314567898654623,39.31744925578176
329,-31.891295830848428,41.880126738737225
330,-26.60841372997629,21.261686966157676
331,-33.32517377774165,39.96055712852254
332,-34.753451631165966,18.17585153162959
333,-37.29039517231372,49.26975448379734
334,-46.84755574571878,56.08784502103779
335,-32.692688894655916,40.908588477485345
336,-13.282701148540372,4.028544688764082
337,-38.319445957845716,57.551107650038745
338,-26.74990082527492,34.069210246416425
339,-41.40083752168014,30.47083248237153
340,-41.120495228244046,44.26989088110933
341,-50.94913437890124,53.39724015016546
342,-36.958927726166785,50.567211718447524
343,-8.73558895251562,5.045984000343314
344,-37.05184860058947,58.60026749323282
345,-31.136705124558283,47.61999052501631
346,-34.015645913620816,19.876413709075354
347,-30.518661791154486,21.630141514480385
348,-33.108044214148066,52.4663936976756
349,-48.419877270281205,53.47703750999336
350,-50.90515302039979,56.333118901022104
351,-42.77679855002352,44.76915826097608
352,-26.50024897158115,35.62288286823158
353,-22.432692746447838,22.57981771800088
354,-47.161205610904865,65.81945790842441
355,-49.957211478528066,51.092405651346574
356,-43.61227188535354,48.0353141301022
357,-17.67983718298102,14.335264739560458
358,-31.53179293966869,44.49400742759116
359,-36.56841269776191,30.05447296206217
360,-49.40652623354301,38.241409219712246
361,-26.430777440907512,45.753956532658634
362,-45.38619648088284,39.55227771908098
363,-35.835701367388786,25.26921040004853
364,-43.104799523717126,37.40490411177336
365,-19.84808336117907,28.60068113017584
366,-33.27681856238162,21.867459504391995
367,-46.538813071455635,73.75969555686297
368,-47.514594719886844,41.58703185120139
369,-29.6142954989896,33.36445649405598
370,-45.09691554327101,38.52298445678929
371,-66.31090867814768,66.32434876482222
372,-34.248776332674936,38.37059696535178
373,-36.92860882440892,41.277994524831165
374,-47.05928244191871,66.18256814743643
375,-29.242324670259872,65.96074611649595
376,-25.193732410285094,45.45228692585543
377,-45.80576766236534,60.901677688923336
378,-19.362876915914406,31.576482202293548
379,-57.350771544787264,47.85325010375753
380,-63.96009681765747,34.15673733455989
381,-14.224935187908368,25.29701831269425
