unit_id,MetalColorimetry,ResidualChlorine,LineFlushRate,WaterClarityScore
0,39.025594268452366,84.45696686026722,42.42354316440129,-43.558706312123896
1,46.20933599305303,87.60303280324769,38.094211090518286,-33.960008516909426
2,7.065131007564359,84.44536385312335,19.126626240070227,-16.66442005305578
3,8.606815843367357,72.84667505074378,10.17941313721373,-10.969979226495282
4,33.429803391869584,89.09058633503815,39.6891421703442,-9.916671378609168
5,47.7390816056186,83.28531488365296,43.94480033244326,-47.936078914535926
6,40.87525042816221,80.51616537500124,50.224305858244016,-28.035846310850097
7,41.47558600525221,83.23607175477503,51.49446875073266,-34.849742515016715
8,44.77855220419971,88.6819387448431,43.25903106571811,-31.074695985257048
9,50.78152136867233,85.94554247447904,27.40917766756401,-43.08042855675016
10,39.25645833020013,68.88124694907293,32.66817216702471,-53.20727885117883
11,57.03478991425462,74.16975783654783,61.92189871214342,-55.924767406696205
12,29.19719759485618,68.82854964092597,31.277675217857002,-35.069568843141276
13,63.64364080417923,74.18147673512124,45.90945589631449,-33.36679140178302
14,47.78800738835586,80.12603977649538,54.00298688316028,-52.29058078058744
15,59.300393211293844,74.77527420435592,57.559339044991546,-48.94806846265147
16,67.48247626066214,74.48970582147152,49.75285144069542,-51.271225413203375
17,45.857352130910684,80.89368152986991,42.50103875029783,-31.133073997167944
18,53.227880078852685,60.46371797189763,20.82530844840606,-44.59087600208528
19,19.413914827498793,86.83903527956774,32.06512486599503,-17.008621435504658
20,47.716041493024015,76.39237500734001,38.13186897728659,-37.94131421772856
21,32.79864094595108,85.59247345821271,43.15807286362115,-35.53859055770958
22,41.06834509269625,45.98777755978065,43.67941844717775,-34.86757867317381
23,54.16274258296574,77.88134578509019,53.29224989898887,-51.48549354166108
24,51.45855439667216,94.86161801998416,22.23840881051257,-21.102028523710946
25,17.675520700941238,86.50523401316595,24.32078846774331,-28.352222918042912
26,54.81807478397882,55.04604979150841,54.50648915768868,-56.850623016713335
27,35.06831474900895,74.75822857640513,34.036742760262904,-16.220882118144495
28,59.594083787053,80.58647208734656,40.805078493937636,-47.71223347139722
29,16.051660916807997,76.40587970927169,38.73104070205132,-19.819195211167298
30,46.888859655807636,79.2218024026911,51.719366449348676,-51.702245890538826
31,62.1119213808247,54.626290084309126,47.97628819048837,-51.400384652103035
32,45.06073311151025,86.89002924576457,48.317860754232946,-18.26746989461553
33,47.910560784600015,57.31758223924696,67.69553201989022,-55.823216321473005
34,63.24833447910949,72.94020249502101,46.28500650869785,-38.07126944657462
35,18.188078483268583,83.69935862797726,34.51945221589306,-22.56800701350324
36,43.02825764041225,62.759895178675,45.584563845772315,-25.662761832837855
37,53.25640593147889,67.30097945835601,64.34630086981716,-36.74669365805989
38,39.93773190361443,86.31525578197643,30.942779197369237,-25.589210229047406
39,45.921594900553096,81.99398688958499,54.13703830939824,-37.265381549130296
40,30.051118757022873,82.81459508724754,31.17251661527469,-29.19011490900531
41,35.81102139537839,65.46666317570204,22.5953880557094,-39.51580607308578
42,36.84600403961573,56.69279563155195,31.36100384103252,-22.786207715235236
43,28.98331240267926,77.39300048783404,39.024698750243594,-16.083807725042345
44,66.86358262644688,83.43219328399407,51.00165047009976,-37.57232254058058
45,54.07638669824347,80.04770542583648,24.34268861928166,-39.31099347200363
46,56.06212764320078,77.12033584964584,57.762547515686094,-42.43334637236472
47,41.55780542703893,58.569454697154015,39.166824865633444,-47.02721322215203
48,57.257350224648775,79.25018950146318,49.923137606630256,-41.094172668337535
49,53.01148354285063,63.59135209278407,44.74882458207898,-44.724587838440605
50,59.250747375702915,74.27353058802737,29.307989356974335,-30.8791617378153
51,62.50524841488827,100.0788032786024,58.47528975164683,-29.12099516588871
52,52.192089612053046,68.16395819312166,30.457737969345764,-36.48159429001112
53,23.05336186081034,52.90234093794577,38.469391870072556,-43.68865318478028
54,46.0338628511022,99.07227965105874,57.04610534292029,-28.572295533167704
55,19.65223351626551,69.02435120544868,15.865932772290341,-30.125544397896682
56,44.0995532620017,65.12957001747932,29.124485959954484,-35.360808153468064
57,60.054225577576496,80.71411227422095,55.4988868217924,-47.97776882311506
58,54.78808715770806,91.2768892442658,28.261869000796956,-20.673002823353883
59,3.608244327161966,76.04662115246003,41.788119810181186,-5.221294293814511
60,56.594156785058736,70.1801114575689,47.94457114493389,-45.45353559240287
61,43.892261893019516,67.55827500252518,6.5570984675116275,-27.79549371048892
62,50.88005312074637,58.81578604432237,74.18290962452693,-73.91017663988316
63,56.48224825096822,82.02564973447161,48.17897460639223,-38.19371235968937
