unit_id,WaterClarityScore,MetalColorimetry,ResidualChlorine,do_CorrosionInhibitor
0,-5.143487254105004,17.134116110765362,66.9780351205337,100.0
1,10.425852386112691,10.969564056188648,82.67307531021827,100.0
2,-13.116491009726904,13.119392141608678,61.76902221123335,100.0
3,16.391243716828157,1.8487094768414378,94.31114588790608,100.0
4,18.906757531373643,8.178983009404389,96.28347332227722,100.0
5,14.718588142762774,13.868602534237798,95.80227303855176,100.0
6,3.1387217678124073,9.890002504340131,73.57732439233178,100.0
7,-2.2316344806789337,-0.22031006924840035,72.03663856867969,100.0
8,-0.7059742944375682,11.433163853012825,90.23822136745206,100.0
9,14.15336156813189,3.934971435037519,71.67387811060799,100.0
10,15.053501204697476,10.959357656079977,75.81162870962437,100.0
11,13.628385938006435,4.987219036275878,86.51765051865277,100.0
12,-3.3648638416894903,-9.953662089527715,77.56756093815598,100.0
13,17.968034121599505,17.248100248101494,81.35582111031837,100.0
14,-6.138489067487583,0.7972126978203331,69.57464395370508,100.0
15,24.49772836138174,12.04508025045292,92.32549768388519,100.0
16,-8.341454848715982,4.518476357856457,54.01413375873822,100.0
17,-0.6065556206239224,17.046990891901338,75.85561731634822,100.0
18,6.980083961863718,9.272051032688825,66.58604251227688,100.0
19,2.1024226502172354,9.19063239938525,74.4716120801585,100.0
20,-6.8613683677823,12.704407781508682,78.13861172889399,100.0
21,-6.675308291858647,12.135717418831511,66.01700586109536,100.0
22,22.610761433429662,1.3899095017697736,95.82286634130494,100.0
23,10.032031708816866,17.94593444830401,69.9577663831204,100.0
24,15.438415495587474,7.106911865177738,80.89383955208864,100.0
25,6.2061128602761695,13.89262967496054,85.97225792012478,100.0
26,12.509455883099896,-1.9613178011639842,85.58080557602923,100.0
27,10.559821699976364,-14.039589082921076,83.1712479706945,100.0
28,-7.722722135969276,5.876531382138611,59.865189387762165,100.0
29,6.556425554715808,4.639552889235419,69.8371848661875,100.0
30,-5.504010615790912,10.432317702010925,95.65743488315529,100.0
31,12.687818180683262,-6.113895391885697,71.58011631475485,100.0
32,0.18075870317999532,26.327107187571638,70.29276061602525,100.0
33,5.143351875360366,-0.00034351298681833953,67.73768955062977,100.0
34,-2.133479334071332,5.499702041623079,71.15897015030922,100.0
35,15.281019488353103,23.539504538117704,96.97827746409784,100.0
36,0.10158030230825688,27.426012527309403,59.98567243352386,100.0
37,-15.891594921860783,12.015451056795996,70.33237488824177,100.0
38,3.9819880072398894,12.698658909388895,73.62703401280362,100.0
39,6.857937009993045,13.124801621529347,64.86215871990436,100.0
40,-3.030064098558944,19.174932931283905,68.41509220539655,100.0
41,8.808090805931453,8.038147455241104,98.3808137589324,100.0
42,4.486899546586114,8.433986114804837,81.5565247278241,100.0
43,11.880313155260247,-2.078267556191241,88.63812527182331,100.0
44,9.426204569083911,22.159335481397342,73.64057543607188,100.0
45,10.520557357456205,5.8952137711903,71.06676104390674,100.0
46,-12.234721796049673,15.075791287490382,71.29515773086104,100.0
47,-3.5588221034584633,2.061646541910701,79.85727219937337,100.0
48,11.849659757539879,7.961577206206996,81.63852721202066,100.0
49,5.812237815438003,20.1578257524338,73.2141134279159,100.0
50,-10.918257249166043,6.29769447527683,63.16318544628678,100.0
51,2.237576564555466,11.55539881696006,91.85357934111997,100.0
52,16.78696560598229,14.088681150992429,102.24636387474027,100.0
53,-4.5259283435014535,26.25769249592572,69.72444608384535,100.0
54,-29.809594935066976,27.012481322887446,69.18447227969973,100.0
55,7.327351594365592,2.386437735292689,69.13799077813322,100.0
56,11.712817083983897,8.163061967524163,75.43447548667152,100.0
57,3.887131683009903,6.403092361940101,74.34583471945592,100.0
58,-2.370530379846576,22.790523812646093,73.34479613812799,100.0
59,-14.98229670164414,-2.522699213313315,69.59431552812069,100.0
60,2.4806294473102133,7.249238202892998,82.37201550506353,100.0
61,11.764672269337254,7.7890663759933,75.99372328538858,100.0
62,-28.477880672595607,20.503569688623095,50.37805847488931,100.0
63,9.45571764619504,25.09654481362805,82.98379881985733,100.0
