unit_id,WaterClarityScore,MetalColorimetry,ResidualChlorine,do_CorrosionInhibitor
0,-1.3832170676929927,4.290435404444487,57.072764502378014,90.0
1,22.952487581576595,15.906319588662173,89.5690835895432,90.0
2,-3.1764092227795633,12.014197995147047,67.20420891155527,90.0
3,5.096655651089954,25.58632769522688,67.31256543408466,90.0
4,-10.411229214929095,2.7136722937709905,50.75822607847725,90.0
5,-3.4770341480090607,2.762071732471819,56.38953850920595,90.0
6,-9.399845138709052,24.892089927802644,76.27684560080759,90.0
7,5.069536647727285,6.030227747636275,87.11293239079001,90.0
8,-11.342981200702972,4.261423007600729,75.24837102618696,90.0
9,1.7433389759023528,-1.0503691213705615,65.81695692294886,90.0
10,-1.5219415761791892,3.9276049281561924,70.3188592908564,90.0
11,12.703944344405091,6.0299191679256765,83.38202698131774,90.0
12,4.795417085725796,-2.8500460607379168,68.540298350799,90.0
13,-10.42243173737,7.449534781284206,78.01154745125065,90.0
14,-1.8489049064331908,6.721254415037167,80.17475369958382,90.0
15,1.6814933057526695,-0.573839456377943,63.6733621406166,90.0
16,-6.195198996578696,19.407540949969594,63.028176052723445,90.0
17,17.943558601552514,23.836511685557205,78.49567939239213,90.0
18,0.8029175348709146,22.732889858651326,76.88928178323663,90.0
19,14.312687512515753,13.961465976657069,62.17212594260709,90.0
20,14.092112985906969,11.95444083529349,74.13128848282926,90.0
21,12.056581017514542,12.482140293210868,67.16705859468516,90.0
22,17.81015109740618,11.734760921645199,75.43794667404835,90.0
23,25.802737307776496,12.049689524305432,63.73818685154688,90.0
24,-2.7752995181650992,15.786285878510402,101.29980722413106,90.0
25,6.775090468335945,5.194336080343316,83.5572263594916,90.0
26,4.179853642254911,22.974129264104203,66.10924395780994,90.0
27,23.40380435374443,18.260269523946306,83.59632889014364,90.0
28,-4.331016237331005,14.355268371373718,58.52099761603046,90.0
29,8.62670636530671,5.201963833186705,83.89756026346598,90.0
30,18.26458399230293,3.8223612998957712,88.25362383990837,90.0
31,-1.6303239331635166,8.104116790159258,83.23940431321284,90.0
32,12.141209450651886,-1.5200373109697303,81.04405527022062,90.0
33,3.94963020727036,26.305865815332194,73.73012189271941,90.0
34,-4.497775579559094,17.152551653455035,68.72060625204605,90.0
35,3.2429694676690812,5.191365855627099,70.86702071896087,90.0
36,13.622816776373293,6.533430434272084,91.1691540969329,90.0
37,-11.110176480456587,15.87808545358656,69.58226175309646,90.0
