unit_id,WaterClarityScore,MetalColorimetry,ResidualChlorine,do_CorrosionInhibitor
0,-43.84575320033565,49.00693568119405,78.0144405453798,0
1,-51.059032246982916,38.1948893427818,63.802526075584765,0
2,-44.7383409873221,38.55105326722974,61.06432843921954,0
3,-56.72375264231452,56.45053392520608,58.20744569926507,0
4,-43.47801131178255,42.04565687891326,77.05142364995561,0
5,-43.47008553553704,51.346199707921386,65.31901532818495,0
6,-34.830592339190254,49.755510048541765,77.1733866761124,0
7,-51.73391717140825,64.55732873907114,75.90304161471985,0
8,9.469276057962574,7.619340489251405,84.93371987145561,0
9,-29.485787375926108,38.16498992065694,74.68567054245223,0
10,-72.28068052623937,54.06765915925871,68.54039761163708,0
11,-14.335265510079449,34.032264662975386,97.52719132987849,0
12,-29.738210217274904,31.05837913123967,75.88451592064973,0
13,-14.105647546719542,16.384766605329947,97.41172887951639,0
14,-18.58527829072018,25.601304568561293,60.00702673940517,0
15,-47.716046605329254,43.160753843793586,51.207475194040555,0
16,-48.88823914456566,55.95367295525675,68.17806455080472,0
17,-46.36511513210905,38.44525464325186,80.05659137316898,0
18,-36.36528316918306,56.70192787711652,66.82134547279901,0
19,-6.39884962940158,19.729769666722092,62.49116480537134,0
20,-45.6268673413593,40.619888332589426,79.83160906738658,0
21,-47.516005598222,37.080799832586905,67.30472074472293,0
22,-2.104337075935595,19.484445077714973,83.92466198204201,0
23,-34.58898563478542,55.35153067127568,78.1697737517286,0
24,-9.980723315359171,39.091250089442546,72.53365331455379,0
25,-49.263918964258195,38.64896481675146,86.76538388527747,0
26,-20.416610556793046,22.95467098175623,65.54000364837313,0
27,-53.615745779778024,47.167654785887635,64.6635398090602,0
28,-32.42972615700369,33.06490075874284,94.09670830806728,0
29,-34.941532132129744,36.9838199664612,82.47650533698447,0
30,-23.85880477356209,17.97092273199561,96.15849759737159,0
31,-37.773806197047925,46.847581286028,85.15539428206125,0
32,-50.78280113814007,50.09058169801214,83.59421111322901,0
33,-40.287000872650125,71.92217819390686,75.8829097097156,0
34,-42.7076195384816,44.645191799943746,74.94540879083462,0
35,-27.48452002529918,58.30696264608237,88.42215641216941,0
36,-39.25369949827946,46.53361854843679,65.67991117373404,0
37,-50.159353308236376,60.28608467199392,86.97398032784947,0
38,-48.99233540857665,53.255778262134946,73.64857901248087,0
39,-2.438819599221076,16.630982605623718,104.12389042512352,0
40,-40.64849507371296,34.10751561915578,83.77943768756326,0
41,-29.438385643517016,33.04450161900337,54.226450235088436,0
42,-37.074140769687574,46.41116250478615,82.8842714750355,0
43,-55.63499484315177,52.944033789328074,69.35751180963508,0
44,-25.973086667774204,47.978140130740115,69.54642964988432,0
45,-32.952083460825236,33.53727801200678,82.42425179519411,0
46,-36.16395069417463,37.61818506864612,62.161637085263884,0
47,-65.93533265382372,54.75883702732461,47.0820070778067,0
48,-36.06342917102228,45.52872623768962,86.30603535884617,0
49,-46.954191797032315,33.23332972233112,67.09773140216156,0
50,-37.51237519608656,42.79836055608953,58.52836052289292,0
51,-18.508103453730005,23.885337812045886,70.14209252450598,0
52,-31.89941839849784,58.40969971275198,80.24486502569039,0
53,-29.717673293727046,53.80795075947507,85.0816614142519,0
54,-19.261706874611352,39.64326511268551,84.33868722842085,0
55,-48.68342028055536,71.07040832910522,72.9822667721067,0
56,-34.95810548746121,60.65575795199964,97.43099792600948,0
57,-46.228906640624956,35.07556850569913,84.15056922052365,0
58,-12.47917711852126,48.16071419810007,90.28099526136567,0
59,-32.44174219245771,42.32041676558637,78.79080938095791,0
60,-21.248935821813937,38.95249759445291,74.97458505070475,0
61,-29.608817515711902,43.46010399833315,71.83843945949931,0
62,-69.08417237179064,62.07993821004338,53.4712626404533,0
63,-49.27538805614917,56.718053180631024,91.2062706839763,0
64,-35.766608269741184,46.70753503931506,74.89791989570708,0
65,-33.72099643844348,42.14279473742029,73.9358612827623,0
66,-38.51679495992529,50.817689776246866,82.97818050162752,0
67,-15.726317627068033,43.303682397459625,95.53129127620461,0
68,-41.820243535454296,42.76629321702434,68.47127161131237,0
69,-23.630162969745843,39.00756790499288,77.36383505030095,0
70,-44.664749819772005,66.2485271579845,63.60487291829071,0
71,-21.8253929174024,30.40967046680342,77.42680806011205,0
72,-27.795997417970224,33.22062788562766,97.576781585278,0
73,-56.86442576722883,54.14787405638876,76.30130590857586,0
74,-13.83315406980739,41.5192942729086,75.41375818536952,0
75,8.369964037224053,11.956020394875473,74.2084894375977,0
76,-18.15510373613136,44.45403246445603,77.91545082435032,0
77,-67.89163248418498,41.920482037500136,68.60081065253968,0
78,-17.174327942962293,78.09234456867686,93.25913133991419,0
79,-29.318985417210094,17.94719826214475,62.747198634211614,0
80,-30.92122169836283,42.14524753854232,69.45740366800574,0
81,-55.92231270573492,53.81299273702231,63.36507435832953,0
82,-5.529303343081669,14.851613198615173,75.94637729366583,0
83,-39.234666022616715,48.57175194717141,78.78340177168066,0
84,-38.789862040363225,53.15500129330352,71.50795877592664,0
85,-31.23962389736152,52.72266802657656,75.26740922356888,0
86,-40.78643553147182,46.223111594402546,53.30621282111173,0
87,-15.923236453014818,37.68486425095395,79.72387579846648,0
88,-43.02575163677384,43.49038027693405,63.988255340504175,0
89,-54.57068464282342,45.84962525293986,63.24504853059969,0
90,-25.69383225763859,43.26461774244325,72.64056375476868,0
91,-60.39642827975143,51.32619108503539,79.37883000529143,0
92,16.185796877839483,23.6272566181233,98.39171327332397,0
93,-50.932569330311686,32.23434479379541,56.4686120901481,0
94,-13.804701729417495,32.420785901925484,80.82504512888062,0
95,-52.193070320221814,35.709089122109994,61.6749581063758,0
96,-55.86154329321125,59.068242560573054,73.66801652052422,0
97,-27.308029424768357,50.22244186356448,85.56372226468736,0
98,-22.916866654435907,16.880886024048635,86.10217615044017,0
99,-51.11049911762825,53.8823770355268,81.60556336506336,0
100,-57.37943088923821,60.411205322514505,61.1945802735089,0
101,-58.30291165999185,65.7778203487423,70.38340512829393,0
102,-17.92089416062559,32.611307364354104,86.85454276462549,0
103,-20.743677273943675,31.230379357350934,77.75130699294047,0
104,-51.25421391758941,82.27841611125085,70.25809641795729,0
105,-28.710525966443228,35.31060510304955,66.35412676023098,0
106,-37.46003722632715,48.47716301614473,64.30320099714223,0
107,-33.36819297969702,57.231982946415535,93.68377446692853,0
108,-18.110083961404328,32.715540943690954,78.53242219430223,0
109,-47.0428623627566,60.65340587976736,63.660405556218215,0
110,-42.68076189265886,45.43891687350929,67.05811852712516,0
111,-40.193554329391695,48.219559182987,87.07979583242157,0
112,-27.289146344388307,40.89847038024555,61.0130856110731,0
113,-16.246240252766825,47.4604804572958,77.28795995023873,0
114,-32.753446761528586,34.172882558109286,55.92880297953806,0
115,-47.72325310512423,38.89828285273394,64.51186561340602,0
116,-17.575247893305217,35.33228110849028,83.71662677329925,0
117,-24.000329260188927,27.2395729127539,82.9212802589611,0
118,-44.23267152212251,61.85292957237455,64.49214573552662,0
119,-24.901304870557162,33.613099110359585,64.23713986602026,0
120,-0.20813715730450744,17.548195329155337,75.987822312273,0
121,-31.852338988008242,46.10441357989382,74.04793633821471,0
122,-23.92705506346268,47.83993819347905,77.63535683138693,0
123,-38.636774965595094,58.58354103322188,76.57198411130759,0
124,-43.39946845120284,43.04997332585048,76.69794378716384,0
125,-17.81298466017933,57.23459570263906,84.1013927726533,0
126,-58.213377726629794,61.58959572528517,77.84431145564926,0
127,-22.80875837630792,56.72902840024209,85.50431586955904,0
128,-41.07850224772,38.130088286478866,89.15956108349307,0
129,-49.10728302349223,48.37537227824772,76.22938349794924,0
130,-4.960170828116962,27.609206568591077,93.0111015607993,0
