unit_id,ProductTiter,DissolvedOxygen,BrothTurbidity,Temperature,FeedWaterFlowRate,ViableCellDensity
0,4.201529396104213,48.29291694580979,78.08798120217261,38.127496234684635,38.03297856751082,62.75636353013559
1,14.189368579127528,63.075484471610935,42.36203787606105,36.4939504648371,39.48377468234534,45.35643514916807
2,21.47708427900301,64.61831572510773,48.18270674306852,41.03556474344981,28.540650978735787,46.780725208726565
3,28.222689025466984,44.29200210879343,23.57906125259819,30.80529963342093,23.67889923196849,67.78528145558008
4,23.234626712803433,79.88612727578169,44.53074216538586,35.163251592812955,39.79657435873074,37.639441864392595
5,14.661815599666264,59.651172617943615,59.44667237787164,47.217491601817414,41.83114090358589,35.31645449124237
6,6.788477077124199,54.00565484473027,50.32374436905449,30.607728450328892,47.07238739283118,43.309573960912026
7,14.918352024511247,68.48733105664553,53.59472807278462,34.900399816083855,47.399220906114365,33.293625091177
8,9.38166749399831,57.84092422277394,63.177721602605764,42.63752847743259,41.92763364368183,27.958125820839797
9,10.86781335541472,53.01184447313526,9.264271441418323,36.723157181112725,36.936444846703125,62.40212495299856
10,14.27771675800653,47.7659113496226,6.564190539989518,47.32133037692661,40.702850594276136,41.470955690408054
11,-2.2100610603736324,32.5451056918461,45.357777633669166,40.79668736953303,54.04047437222423,44.277053453745395
12,27.56076438640997,59.19318231221989,26.2834034803479,37.37466201468474,35.7322326782528,42.1666315804515
13,14.752377404501367,49.72980164971725,35.71029255156963,34.375169899473626,45.35043679489346,50.99745030649762
14,-1.6967141421153196,37.18611325300665,70.8207112137344,46.47886795765355,47.69462755610504,58.18820667473386
15,8.349639677309142,43.826749320106025,74.64212767506032,39.62510525293473,47.34426655869255,51.79016415817563
16,14.721368525695134,45.19372890612458,45.173624432004445,34.15396064167992,46.65715673192567,43.92420846293957
17,13.238034824950459,54.959480045284984,49.401837354936134,34.53242243083397,41.66688012613388,52.046774612243034
18,54.09832531101996,53.86397143680383,2.4064958368284692,36.38240104269969,30.372077416360792,33.73236980950399
19,19.5558993266277,69.36874390657786,70.25011611231703,38.23748175855468,33.63524317607501,55.60931135681381
20,19.06271819795506,56.83979180805806,59.27793062465061,36.56192742494776,37.552149067918876,45.20048592073404
21,11.107800407921584,65.93129743381377,49.961093649048884,37.29224719199486,42.60883175115086,39.12295248388409
22,52.72801109971612,46.467258539863124,21.69152133640437,23.04517115931675,41.4362277689723,47.20390181253408
23,6.6406134454137105,45.56473813378442,43.21888452916628,37.86794468583828,48.29422481847447,45.666890131793096
24,14.420912615447506,54.60906355992216,34.294139758525276,42.53893777489101,30.76396623437029,60.30674469659617
25,8.61210944341665,54.56987549159472,40.744702145889505,44.86294235376099,32.03729364670701,43.96902463935672
26,33.27936393239721,43.84505769982216,36.18511028631231,34.46120262373164,45.99724549728578,42.265591068223536
27,22.575997144479764,62.99109227058036,20.270933728561804,27.52933907624819,38.66057427096944,50.068312534726324
28,5.054927495863227,35.16847296111862,65.40762294072049,47.11825780949703,39.200408059523625,53.355036674943776
29,24.105211207897796,72.87801803688454,40.750186693286345,40.697977283320775,38.30486277109853,54.65023210825238
30,15.400236109360268,62.73975837308829,55.08656109264912,42.61089702158744,45.690239174882784,47.98666937997497
31,35.04413971213013,48.19448605733125,22.953621049793107,35.11795422397005,45.52671576059725,47.01001091336461
32,6.256548916865449,54.33164908365719,58.939659878516444,25.037135247965733,45.53454098072481,75.15063908770452
33,27.5011848676103,56.85835510949718,29.348792273885497,38.878968686894076,56.606986389767776,48.67339804521961
34,32.22840804546093,68.72035017721818,20.737372616576145,34.392272164645746,45.22161307524737,43.60951048163582
35,24.516464121057393,75.03612708323038,54.381348289898845,50.37777668453572,36.17510187562253,55.021077300989276
36,34.28044268653728,61.87032883137475,55.69562593642258,28.95243476914493,42.873733226397974,65.28559709419491
37,16.069531705842785,50.91111241409042,54.90774667269149,28.288619382134335,52.92075793923772,61.160831711796284
38,12.502848653576491,51.3777612299357,73.08052444606363,36.93254051537221,31.524229608255755,38.868039467887
39,-3.583428784078289,37.656920855261774,74.71791441759781,31.88786524769422,43.139472600731786,55.75766998145243
40,4.701412975680071,45.706800184360816,46.47480293270303,31.53869067446595,34.60104739697919,54.07438152212932
41,26.31231256092932,38.859840929505204,20.681577675600145,32.08172532614052,30.68367747016568,45.555740613274025
42,53.332686146059,61.56183662648321,23.836775267681862,34.55380537136205,33.820863968505854,48.45396529858144
43,23.623041496137066,67.79203775182455,50.38944658829114,26.983878878994155,38.79051455642005,34.778233115340804
44,17.395839252384334,63.085940612170184,33.48477964006061,30.910199221580058,47.67894403595823,35.6054619632426
45,21.76896893967171,55.470251917889016,2.860536544966507,42.534339060901885,35.67390711998446,52.20834520197955
46,19.554606632048962,64.01058039245919,44.30919492491803,35.56226969735316,50.167482982014725,40.628265728607644
47,37.19800336658513,54.896315746967836,32.83173112242825,41.09187482908589,40.283926777909635,49.80621513776697
48,3.748984216363784,41.50082998371723,32.292763842502765,34.67114709223461,47.581933066495644,51.56501152719623
49,38.863620115376925,59.318651499383655,55.84489321521181,43.32245208796754,39.66204000237064,56.882558341136864
50,11.737511054682628,35.73221885406199,46.15538561643052,26.190228230242333,33.83364580759616,57.30863087109688
51,1.4187298630397929,54.860642300901254,52.88485577894174,30.270838031482324,49.87756544398457,37.09286334417338
52,20.07683209571291,42.899109452354764,37.79735425117921,35.57421006493756,34.801387208698856,68.34240852518943
53,51.09448510230448,61.05971498796482,12.234692216789387,39.955755051623115,39.819743066782564,52.444949187137496
54,-2.850076449651316,51.814346753486454,46.855264202884044,35.42931924679118,51.58930483548593,29.38915678397589
55,43.3652705500194,58.38286377006239,20.20904307337343,38.19144977326139,26.22322449610527,33.422736694477635
56,29.191137172752324,42.050423769049615,52.21561012121994,36.84451348054002,32.77410553974255,40.8721029040033
57,17.249501366444413,60.703348482588595,74.82787831055046,40.74446996431357,47.071201840385726,49.66435297088533
58,6.079067817864281,42.32710298439629,39.665894101669835,26.781593660451886,35.118722581898574,45.67624160048766
59,26.835540630936915,75.7290098422491,70.80524978473916,40.36747003544747,38.13949344243637,37.04533566439196
60,23.03223417318546,57.542666485535186,44.21436892126664,38.69559640825465,44.892688214452214,48.610085340328936
61,35.28427186773407,37.737670280325425,-3.6267961356159617,35.81166258664708,23.849159518877023,53.199819673392795
62,27.520552974119404,55.09947651334303,41.117056254104945,50.90996545550276,60.4206700937803,55.10348778881953
63,19.561902012760562,63.40881677082601,72.27464788379982,38.001830088807864,41.94665855611139,29.063239937116073
64,15.33683975515048,37.0010693579719,25.26925545430643,35.57410548721786,26.922192699042718,65.17184444196602
65,2.4330982433009885,54.49116200797034,67.53592142364337,37.86872307052958,47.816276611216004,65.69680755902668
66,20.078932641277387,56.77759455036241,85.38884829811992,35.32499559456005,35.46089476301855,49.864996998043324
67,-0.1329935589386504,55.7244180653852,56.22270999840424,41.194098654831585,52.0202007906314,66.79181026746913
68,25.7263683647199,50.53554101416921,33.08144981905839,33.65976332226557,52.73268567436857,28.647110590126125
69,6.551955575775593,40.822002681427364,37.49837157829387,40.26106665290264,36.7984839149983,47.6262432387423
70,18.928475600178096,52.32463037105312,63.14215637215305,40.31536172515055,35.88042187036299,58.576704823746546
71,27.15541883847117,63.83565273529176,37.07471533919117,31.910454845658222,28.286885098839065,48.993938262644136
72,14.073443232890728,61.961585481579526,25.033364097298424,42.31354652557107,46.649147904838486,35.56107524154387
73,10.950884545053082,40.643286095312966,75.29795355047847,37.324902254854784,33.25156425316809,65.27882884891002
74,10.747085914481755,59.88475291773065,32.84319201435706,37.61330711677274,41.197240406271646,38.81772443556245
75,7.8458107104590304,62.443041467688346,25.01593438456011,32.43437988455121,38.65257959191676,53.462555027132595
76,11.814820784891333,61.30285853304665,79.60222164490013,47.29031807206088,42.50938555573993,55.377301409829506
77,3.794033705410465,54.754429347852856,61.63714817222461,42.4200463144636,35.27732349075367,61.60627928277065
78,15.284099807733348,50.1569990791814,67.33745915002434,30.61993174082219,39.672635445039205,52.371857335719994
79,29.78074342890544,52.125123451355066,38.31061679960631,31.88452780809069,32.38808108430035,40.22601106591883
80,49.351376787977514,45.71437116423711,-9.953075648437295,50.19383727249645,40.659466502161564,53.88042211136782
81,31.228107707734885,74.914915963687,42.13510388526528,37.13788441841981,39.38731509859719,56.35137573635957
82,9.778062507320733,57.11204290401345,51.70590689995884,37.57301742583703,40.563400348966375,46.17713998549167
83,48.462195074249216,44.39036158844695,-4.057780151327453,39.67275240481324,46.06886972709994,22.380679138053836
84,11.386462349638908,52.169099544957454,45.3394015664577,34.784387088599566,35.37682297008051,35.68802285295374
85,7.72802902888762,59.36316587858548,68.06343213970626,35.448373649566555,43.06316303381771,53.57508719033531
86,8.638401933273213,54.24424884901158,37.963616249797795,53.52986167448309,50.584702268876974,46.442114523856134
87,20.416565821208874,57.16223873936613,47.80438650672834,37.302717373065825,40.052592059762055,42.94535676839635
88,2.980379656801113,52.17168348386473,44.85041777113439,27.60862007116186,44.83588929739012,51.66230535043903
89,-1.078141443905597,38.237120769503186,80.29740705447853,24.101695048258133,53.585819911798076,70.94520341028738
90,45.53522954418156,59.05346954777916,22.927266832534055,40.49716530329421,39.74701261916443,57.98653965416846
91,20.012982251823804,46.69313773788259,-1.395235388468933,56.474497535306135,44.825426200450025,37.79015575103635
92,17.022965783490797,62.684934650284575,32.15484100709896,33.2230763490895,42.585972665942705,60.62300850625115
93,11.990375193244484,58.54588514650041,63.836103017163396,27.12871153287825,53.296548608485416,56.10945537872146
