unit_id,ProductTiter,BrothTurbidity,do_feed_flow_controller
0,39.736911241749254,25.457034955376884,20.0
1,55.72271272276432,5.258656864230929,20.0
2,50.43670225614811,12.208956564754335,20.0
3,42.69824764338473,-0.6435404902731214,20.0
4,53.248059104978466,34.413103096354874,20.0
5,27.535411230202914,44.485580826259934,20.0
6,25.134450141008255,52.59334067429796,20.0
7,23.421683961823128,33.60925938117967,20.0
8,25.356541206034777,52.27403741901259,20.0
9,54.2108293833561,0.9686951171527944,20.0
10,37.141283733446514,30.85155137440588,20.0
11,40.536121831815414,25.09834954464478,20.0
12,46.200101074601186,40.113456749847785,20.0
13,18.7885533259533,20.035093305954366,20.0
14,34.650354098731896,46.188195079229615,20.0
15,59.28726913713544,-5.541140061522292,20.0
16,41.13647131788163,10.711320818962527,20.0
17,44.32961418764149,21.96403421433257,20.0
18,49.54045974170277,35.24781505699151,20.0
19,50.71448658637978,9.70341587777652,20.0
20,43.59409952010634,49.30709361604232,20.0
21,49.81733074875812,-8.379340744571234,20.0
22,47.32594721780202,39.063221930849636,20.0
23,25.476001442378976,71.06038565302543,20.0
24,44.53274765488531,13.466885115383764,20.0
25,54.32845951464838,-10.185624590079172,20.0
26,33.79569747862739,10.219789491564821,20.0
27,36.93556652275776,35.26119652225347,20.0
28,37.676532948953614,44.504060230380624,20.0
29,36.30117381738937,20.73630524662956,20.0
30,26.131114882600993,52.846448083733016,20.0
31,46.84207897610882,11.781095688832512,20.0
32,40.28776043019471,2.857954612915922,20.0
33,41.81867934420532,19.6079190952076,20.0
34,58.682271281730216,20.892540237027998,20.0
35,40.402350023090975,33.664733897578415,20.0
36,54.512911322045184,4.727801807256309,20.0
37,48.546754500387976,16.15749922451867,20.0
38,44.96270315239147,39.2160643854705,20.0
39,32.33164798076118,28.210882162560043,20.0
40,49.9957420541363,6.051669326000736,20.0
41,46.055316511788426,32.62633069730047,20.0
42,29.56836585992707,7.7926894493700765,20.0
43,42.042752681389835,30.023864211272027,20.0
44,48.86645520800463,36.96497346684161,20.0
45,56.019088445541215,15.010684556638402,20.0
46,33.191909160049455,49.69957218678124,20.0
47,23.692311144888777,12.955282443007594,20.0
48,38.00771255982898,13.330104002021194,20.0
49,30.586032633481118,12.849397383370604,20.0
50,28.49292222815474,55.63284315063205,20.0
51,12.810451746530376,44.16399124899137,20.0
52,31.218840469862762,35.797143488808686,20.0
53,34.89856913917308,-27.394972704003802,20.0
54,44.59433963447445,9.340608016780935,20.0
55,28.641064068041686,39.123570321276,20.0
56,25.086439777844195,30.20377747656675,20.0
57,32.60075324393436,39.84231915634069,20.0
58,23.28527973971796,58.159531297979434,20.0
59,26.329510980950378,50.73320027331971,20.0
60,62.01487876421014,18.440714790349556,20.0
61,63.49680947468242,22.690315110444416,20.0
62,37.54100053295104,28.168869730916857,20.0
63,39.59790757714255,30.450601675486126,20.0
64,42.1860214362595,16.17035399034345,20.0
65,42.68340903050608,29.27138732113004,20.0
66,17.582907433117903,28.29895745518293,20.0
67,18.47959598185564,12.53432662722776,20.0
68,50.96408827345013,14.755388204958548,20.0
69,25.575654891519072,2.1300429578675306,20.0
70,38.205300760151815,44.18505371669741,20.0
71,46.22623005971789,48.93141022515964,20.0
72,34.67924452364645,29.06888106335719,20.0
73,27.244530963852373,45.41663984597518,20.0
74,37.85260305281442,29.55757163625656,20.0
75,36.459173080866194,18.433594331789884,20.0
76,37.688233980829764,45.27478110714192,20.0
77,51.6044203740904,16.932549712233506,20.0
78,49.09474867214081,3.6401235742301985,20.0
79,51.035193947737724,17.615190863975506,20.0
80,20.139643365398264,26.58727585594063,20.0
81,42.33673095468463,44.33803005329385,20.0
82,54.355039299709205,17.38412446248411,20.0
83,45.809010835102065,41.129199085986045,20.0
84,43.075623856531216,11.50877476184985,20.0
85,55.340961285763825,33.33727593130389,20.0
86,47.08657241076088,2.4759748377104884,20.0
87,54.53692132964009,39.961631686349946,20.0
88,26.764780630908817,19.77545560066036,20.0
89,25.93632894166078,8.583239378105574,20.0
90,38.37261399692674,62.02635235204005,20.0
91,45.144422661461704,24.89322465464305,20.0
92,34.14068094177967,59.29638011286538,20.0
93,38.7973108694881,18.485622656539395,20.0
94,33.73844917087588,43.946726994681036,20.0
95,51.120858595615466,28.81801167068872,20.0
96,42.84426011473582,17.01049690727737,20.0
97,51.70851480815809,8.677350497940022,20.0
98,25.877376296146288,26.748625199009577,20.0
99,30.390628970623958,57.172097441096284,20.0
100,47.448337998799055,28.768745740217028,20.0
101,33.92453149167578,31.710941420886705,20.0
102,55.03391131227079,17.30667288090233,20.0
103,47.73784783961811,4.725281071414209,20.0
