unit_id,ProductTiter,BrothTurbidity,Temperature,pH,ViableCellDensity
0,19.52498701274899,9.873678573744915,60.790802385922674,24.806352128879034,79.21748743269404
1,23.035752791053397,10.269333712370221,42.81903061027599,19.344705584247677,79.18356534484916
2,19.45548799096913,9.138680224656358,44.16389560486984,16.10033700314731,91.18191805408402
3,16.46843127189652,9.617750560043035,62.49812874072975,10.536911024247031,74.40875987526398
4,23.79918316156706,10.589167191404048,40.67955587774905,25.850354545601043,76.44878925991058
5,23.91737839497882,9.521799997739743,61.49227355002161,13.840933412299162,83.92569724525623
6,19.878501024611513,9.47234309812051,34.675182476131816,18.244318989663476,84.32161450967676
7,21.03573959398901,10.391466807687594,67.49064211124406,20.591241782469,81.21999473359948
8,23.884825785283976,9.585671062576674,49.98084473365698,34.54920484536065,93.26606220369571
9,23.597028105560536,10.09366170470322,47.42618374311288,24.151034670845245,80.16564233428875
10,19.565211629694783,8.681065768664148,46.48184395080758,21.403701043354875,77.71385225603672
11,22.57193109428409,10.123621119970608,38.22179677605189,25.657370292306357,76.26611914311941
12,17.022341378195932,9.70727283038851,53.46431080211295,24.497133704732605,65.33247649128172
13,27.10130580803893,9.043486164994047,33.63010647564208,29.26455504181213,79.80439520336027
14,21.656471283264263,8.942352129668423,59.84618273727557,23.995245641459242,91.17369680657507
15,23.53963845988939,9.512754923742415,58.16981655739778,20.069892268473012,73.42339835805602
16,25.157377689361674,10.046093294410177,28.601010301991803,13.553612347622256,74.51917514414612
17,23.40626327857095,9.032576513258862,47.2350087325143,1.9916203628651958,82.98913706695113
18,23.089926543444697,10.097293401474548,76.43475296250003,15.925354758984025,55.744759988550925
19,20.396491834063387,9.810603694174018,72.54552259183434,20.764847505744864,86.65402832284555
20,23.794082913236917,9.369925065004,67.80264961224223,26.465002401762995,76.6839296148886
21,19.774883986622992,10.43753142097408,35.56390328081211,31.44624024972829,83.1728693328613
22,15.86724741037585,8.923352114596428,62.813330711090394,18.660865147387618,52.1086335788772
23,21.76824163797121,9.750858813802218,59.57704349213516,1.4330984869630117,73.8361014493669
24,29.252092009107677,9.162581768899466,63.50831944035991,36.64344369428344,91.76186271777247
25,17.81332934484428,9.250813697378595,58.22950102494157,27.307163774603033,88.42716923666384
26,20.052008755571602,9.986260692511138,49.05029030845546,28.175376729263924,48.12467859635582
27,20.162660173176494,9.590848554972778,50.1852851586972,17.249477291695605,70.6786038650508
28,25.941185484724414,8.640748896911763,52.4470263071135,18.138262093906192,86.90675342606919
29,20.094020228867294,9.292333148321426,37.63350863624616,16.153429712735242,68.25762357166519
30,21.32586739710553,10.200062960123178,52.54753021513351,18.514270010108653,71.20485999567347
31,23.54283096640092,8.758210505078015,36.87692917954024,17.87055348682824,59.04493847287292
32,23.225953058965278,9.491402493378287,50.05616320435869,27.57948780882705,93.79609789950653
33,19.165963781745546,9.786218890624362,47.22042351963779,24.194426823269957,56.71888209438448
34,26.94425396114628,10.04796310128998,57.94267585990788,12.41183962948698,63.38998988684418
35,22.690166612521647,9.441643266769653,39.89949712532246,20.467896205550474,82.36760121690281
36,21.334441768937854,9.233987186864002,37.588501269272214,22.668835071047177,72.7418858523974
37,20.502638666238045,9.740548129664981,52.37384864170756,19.327471075930546,64.91499693611073
38,22.941863911660256,9.52271211448261,64.39412598738744,22.8431695358745,82.4784054015737
39,19.97704173008597,9.901250017425031,64.28585059104073,24.551662980475236,65.87919652523217
40,18.298556816495793,9.20698547310659,63.313453081485,15.885497149695771,81.02643678995446
41,17.41623514589097,9.54311383671619,70.69317311041854,16.177135896363858,64.40685265805682
42,20.683227073467418,9.220649655040079,46.66132965862891,15.744479902846864,54.12412735459676
43,19.552674429119755,9.840458580712314,70.54826955036636,9.77147495515746,73.80805042847415
44,27.17758490292627,10.331986156404096,70.35713034449716,12.39204177958553,72.83501083234736
45,24.482547276636186,10.095903743868153,21.61728023860084,21.641144999725586,76.5054959815656
46,22.94024059104775,10.248797256628798,49.62106230678731,7.880374997033991,67.56765120249811
47,19.200199543929532,9.105495857683286,60.55335111329757,20.77143317763397,66.37722823026502
48,23.805739693520994,9.07750676781565,49.703506055852905,7.448562152401085,78.77715653813911
49,23.255111902737482,9.413192852090825,69.21231896162121,13.787825832100467,60.3421382823155
50,25.181881337291482,9.251840604830472,45.31671551641956,36.45079766715669,77.12733144249367
51,26.96060636278544,10.721196337761455,40.75082234390723,20.49624429463812,84.01007920063711
52,23.604991046244795,8.702761186352337,50.38118261920308,24.550116573549506,72.72716146266065
53,14.572440950190744,9.124539621815625,69.46584305948134,7.829941821095949,55.67796797802253
54,23.0547396011531,10.1220014958037,51.707477904654205,26.119945619875118,97.7208575712117
55,17.80665100576097,10.18747595274174,45.95800845971686,8.489971700885452,63.80151051573769
56,21.049530389275816,9.107823660151412,53.16347165867183,15.521532644953169,74.12081664662587
57,26.20425317974074,9.642213422549688,48.63993564818952,7.710093258627436,81.28068665377297
58,26.339431706080905,9.357380046311714,46.35784151913924,8.964337699395516,94.09639699054011
59,20.296907180695282,8.844340876532236,66.5433917924223,8.163648668330385,77.49093872019381
60,23.82372503683781,9.560544984197081,62.2667312416865,21.3610272276035,70.52022287413223
61,24.258299286885737,9.553022947143116,42.80296955057735,22.72705103211845,67.25037413414366
62,19.038284748620303,10.129601160824743,62.427570468630826,24.512110842421297,62.81109357589493
63,25.302485710251272,10.136365319719875,58.55550346448828,19.78908919555506,74.876408745908
64,23.74800582693435,9.185237518933787,50.73946664627589,19.852262753604812,79.54731900934041
65,24.600988722929987,10.45683957919141,49.57739609364677,27.25589192667539,91.6238890608075
66,21.388562440867464,8.86982553612066,63.850062546369045,26.455925959124908,81.9754578884798
67,23.172327436251575,10.06475453699662,35.10843701639036,10.598997523276394,88.92319327097995
68,19.73613436309451,9.40762228216572,19.827185201796965,3.902397878724233,64.48353057285418
69,19.464146456906125,8.166770851141983,40.408408494354354,22.610271687823474,83.59099251234501
70,24.132180664562064,8.233773664853965,52.27606775030971,20.07946972380318,88.84095517433595
71,18.14327971964637,9.950659135879045,66.62361793194114,27.687713214887427,68.32673219780285
72,20.982419161749743,9.77196791104169,24.495812231338185,16.66638421195781,74.67901778391806
73,23.455068482901734,8.804811211262631,70.21039328915384,16.354013033488265,85.48693178013883
74,24.589767652599125,9.334156747324272,44.62685898383268,26.920568636504214,95.6853925732721
75,13.89040562129642,10.1611348751192,48.39903652627619,11.114681646487215,74.8263407022236
76,24.764556718545315,10.38605526294614,47.786364818607616,22.743264691898823,87.85549405904145
