unit_id,ProductTiter,ViableCellDensity,BrothTurbidity,pH,do_pH
0,20.299693863847878,76.58690495675363,10.10918589580686,2.953291385846712,7.2
1,14.990612320327916,52.78832641166384,9.603033540829179,4.910904769143478,7.2
2,20.75031295385172,67.65522902262671,9.564351519104468,3.9653131322753516,7.2
3,20.133035763083846,65.10559471340378,8.906934703749641,0.8734970235974986,7.2
4,19.18692307241693,64.74002326836695,9.578183803987562,6.845538379975032,7.2
5,21.98210715908758,80.49983227613957,9.168650946773191,8.927930405548366,7.2
6,21.14522011944834,83.71425321713703,9.370881935279497,7.041873427906642,7.2
7,20.61358903456032,84.60247506101395,9.458505466766924,8.516560214240195,7.2
8,26.285367593905338,93.00622682621716,9.748946818595075,16.176538749903845,7.2
9,16.07734104989479,51.764326339878025,9.387245905445084,6.9264843071547695,7.2
10,15.503025617277906,70.2527593141505,9.536614821629682,13.133094845470644,7.2
11,19.04435514384254,71.81404046665142,9.620191751481785,6.152413070971686,7.2
12,22.62047511979933,77.68511845952568,10.007739210483528,6.252696162639113,7.2
13,27.93799173379902,86.33250108107859,9.701636841097416,6.992081787360862,7.2
14,28.566533122131034,86.31531768416184,9.825640359713402,11.936815880732915,7.2
15,18.023217606104815,58.37891440549484,8.659811595943994,4.768942020396468,7.2
16,15.241553272906948,66.40043011491697,8.9880157749485,4.064045012971972,7.2
17,20.853553763040978,66.7465248437596,9.59132331264735,6.061008482435568,7.2
18,24.672005605238887,73.78922871048813,9.4741708954463,6.380053394174998,7.2
19,17.294201705542996,63.43680559968927,9.051552143455664,11.491011244710574,7.2
20,31.33683929669141,92.69084136271853,8.818420452036762,9.290292464461983,7.2
21,14.620273064406383,49.90354898741838,9.307235065139954,1.7006411327248196,7.2
22,19.621945269832487,78.15892111568905,9.636031449049312,7.253158815029354,7.2
23,23.957550778942124,93.95000977186331,10.285044754388,9.666183437249908,7.2
24,17.73549946837581,73.00730019277718,10.034858411211301,8.55015153298344,7.2
25,18.017555849779235,57.1829693953083,9.207125908615442,10.970683819655278,7.2
26,25.026286582618056,76.08494843993687,9.561933034413583,7.25280276597185,7.2
27,14.79960383911889,72.44208521770538,8.546324078541296,5.663250184222977,7.2
28,20.337481741027233,79.5603616205297,9.245126321060187,10.207933470541551,7.2
29,21.21987624457172,72.31389839539528,9.111947505592696,5.816960508339718,7.2
30,21.19546392062757,88.34921012877744,9.152070062142132,14.059082057174031,7.2
31,17.914495784638255,62.50852164086392,9.816239512646563,7.8117576353976395,7.2
32,24.04328936219799,66.18817652430579,9.722113669667442,7.259932920208078,7.2
33,27.376915865576144,70.91145435671584,8.45803108101892,12.180174616405228,7.2
34,22.989366297507075,61.59733821720693,9.90930104224431,11.073878351041227,7.2
35,17.807048126131384,77.25977094345822,8.990339298994185,7.108675784397595,7.2
36,28.1788589775188,64.51905756572401,9.279846728490448,9.524489398845287,7.2
37,21.289656499094246,71.37936390988456,10.308655705797442,7.442971099167791,7.2
38,20.27988462893053,71.43687135668581,9.14169786877265,8.460646278656883,7.2
39,24.481956546485957,82.85793102553104,8.089376914255805,9.955611916370684,7.2
40,20.901591088301714,58.61860416279742,9.24909314210206,6.68205870700657,7.2
41,19.633444799672212,73.67936576376198,10.857372387918375,5.586404681516179,7.2
42,19.823416555305972,70.66023762039599,9.722057887839977,7.549991518952445,7.2
43,22.420942348545243,76.88224881199892,8.751977548000621,8.629602943580814,7.2
44,23.471808682866428,74.74913561616216,8.830088979100806,1.854950623015072,7.2
45,20.73813122174197,62.2264524131131,9.912137105905057,5.884805927283689,7.2
46,25.95435414843803,91.96545618924576,9.419374186730016,5.284408433530823,7.2
47,22.02434684280357,84.2899220432859,8.961954112735521,2.813176961852343,7.2
48,21.98724174535554,68.3833113126771,9.291527736649432,7.596939636515312,7.2
49,18.274989173933392,72.187321189902,10.205385621793035,1.1435086170849127,7.2
50,19.412099135994424,87.95370705416201,9.154831088729736,6.878192815037318,7.2
51,20.440605916332917,89.47459122856681,9.449271111623311,4.084880670537866,7.2
52,21.81516097165015,80.1751961999928,9.566883589204942,10.774467387678927,7.2
53,20.680212093040794,57.468973737932494,9.271174069459413,5.871973274616691,7.2
54,19.145979830307596,65.73138348374738,9.752721976652388,0.1547305073207843,7.2
55,17.058317698684693,84.48566455333115,8.851355033601871,12.3884210134322,7.2
56,18.274077886402342,86.02927072387214,8.90390696507586,4.574177652443571,7.2
57,21.705404295391727,77.17444697426788,8.42380040216564,11.166101678959478,7.2
58,25.64381241208583,88.92076295475329,9.480534656507412,9.26423023753285,7.2
59,21.951765941663453,92.49554045540233,9.205208778756017,3.7234616196747434,7.2
60,22.691164288200692,58.47646687611554,9.297018334763893,5.213115173291731,7.2
61,25.192572905153526,58.14116840917441,9.552798781070555,9.63289459022046,7.2
62,25.140175438449816,77.147251256542,9.19439250333125,7.804163724822334,7.2
63,22.51376130572754,76.95894533796968,10.630961069126945,9.052465064159165,7.2
64,25.166878629577187,78.42555100939151,9.439534375941992,8.324146011499263,7.2
65,21.87671716310186,77.67531334696136,9.54475289715261,6.039799106976737,7.2
66,24.190090478858135,90.11192868151107,9.733218848563064,10.962831778130596,7.2
67,22.514311935030012,87.52606001288461,9.55226592897679,7.95024480947183,7.2
68,20.146253611166546,63.001113203875796,8.790401739306352,7.008981770242679,7.2
69,21.463964944515826,76.95656078781357,9.18107022162311,8.74656995049291,7.2
70,18.77803428732767,78.99964927256497,9.022457889151772,2.5482013771093266,7.2
71,24.088882977431524,77.10160511336274,8.904320559784166,5.608700123938831,7.2
72,21.120141377804995,71.92435348422651,9.430625094075241,9.762560656987253,7.2
