unit_id,WaterClarityScore,MetalColorimetry,LineFlushRate,ResidualChlorine,do_LineFlushRate
0,-10.299906338802549,46.04197393217044,45.39760107026296,72.22644299224184,41.0
1,-15.01610672680389,33.867931650481275,42.550132757023746,61.265596811157096,41.0
2,-13.904101320091335,36.98251049508965,37.76128753674959,61.55101720042849,41.0
3,-25.099539882638133,59.30110400212594,39.833498355513406,62.89954990031229,41.0
4,-17.087098632666592,33.677066797955895,47.525020086648794,73.20442205623777,41.0
5,-8.520591074479043,51.711227119781526,41.69751173670526,56.28191299061915,41.0
6,-9.717715576333603,54.99667014359844,44.931998842880134,70.2540204724062,41.0
7,-23.73043994864815,66.43276885068283,38.29858751810714,80.75833810259904,41.0
8,23.4603281088235,6.136647408459577,44.675667025495564,86.52200203695068,41.0
9,-8.45932302775731,45.42191682277012,40.67873153429078,73.71772206737994,41.0
10,-24.045272867894187,48.59659022311098,45.92096216195707,66.72307977428703,41.0
11,6.390929407871209,25.077713448747485,41.31531300817994,94.15606238068237,41.0
12,-8.42514435368653,25.187854384683217,40.11316171364123,74.83433971360283,41.0
13,18.749827078719736,7.177588763730274,46.90045847473954,88.75717540570085,41.0
14,11.286613013709225,24.722798562027183,38.63056173679985,56.581617245455455,41.0
15,-30.62576352579903,47.05663094714212,37.54634200576003,52.28944266382436,41.0
16,-21.592078564934177,51.521530280817075,41.012332782313756,68.62285264657827,41.0
17,-20.348956641974336,34.87209926684659,48.78435911078257,70.49456469919315,41.0
18,-12.445037364639024,63.639861266479556,41.489374576395434,73.28935701335591,41.0
19,2.6538867108180444,17.204734229749164,37.814218364243565,66.79979083626493,41.0
20,-8.484579484720722,31.556521675392524,40.610574053077116,77.03087231538268,41.0
21,-20.447578559162437,29.271886099110493,43.6515751067581,76.05343213921537,41.0
22,14.558968933623486,16.151465946659265,38.729838509413526,82.59362914628765,41.0
23,-15.90881270704497,59.01669125998537,42.18488107745595,77.5652676085362,41.0
24,-7.853543989145565,51.12516979046602,41.10183770442231,78.6640233787513,41.0
25,-8.993376537083197,31.891269058044074,38.87208648535128,89.00565162534242,41.0
26,-22.756328689856105,44.79234295422197,41.380528497854655,69.06138886318536,41.0
27,-20.809544461852543,40.97310842312379,41.170677058673924,69.41427339502316,41.0
28,-4.966240486015202,28.408467086485327,49.213055984527855,85.56077585819988,41.0
29,-11.719740041960032,31.79233241139443,46.558632941809066,75.49935186971764,41.0
30,6.774305545988818,5.763053746641276,42.29766695455232,103.48524644214116,41.0
31,-10.310902673908265,47.98754926890308,40.22373555766427,84.28439941808809,41.0
32,-11.52855436890409,51.7143574527583,44.02284356899683,80.45888922505917,41.0
33,-13.811291042269366,96.13527154976205,43.01461855428307,72.53826843822482,41.0
34,-16.75733821351654,48.71448227950728,41.61651978421634,79.7956169111094,41.0
35,-2.334456030705408,60.534013904870626,40.0352712127353,87.72578144434146,41.0
36,-16.72828272466061,44.16954294645934,41.067452600908375,64.97604907203687,41.0
37,-16.67753371638434,58.84462890153532,45.30317830630139,78.39058439292418,41.0
38,-23.216158191070992,53.35998652978718,40.52017141753276,77.78165747829247,41.0
39,27.857195529577922,20.465504481871193,42.69644851229864,98.89855566980279,41.0
40,-9.141300260427272,26.995348019086023,42.286571620579544,89.72865368409072,41.0
41,11.32553924689882,35.37840953793364,34.51573437053681,63.36275345576095,41.0
42,-10.0774202355535,45.444460127172796,44.304847140642096,83.50130148874925,41.0
43,-19.19947942806121,58.01804361625044,43.592430910682864,61.90079527246038,41.0
44,-10.570555783116959,45.55681055425876,40.855627595955156,68.02785877740531,41.0
45,-4.858197622442887,23.87747824201016,45.954398028419625,71.81998493472437,41.0
46,-26.981761329018354,58.14147723999025,39.33470484525653,64.08670828455884,41.0
47,-35.98515017017144,52.44749657130912,42.60750512193475,48.03938299174165,41.0
48,-2.470578654325647,46.223114952790546,38.65961637781015,86.4376235416348,41.0
49,-20.855153947869223,26.606510607911552,38.786640895160176,65.72161494310427,41.0
50,-7.420114270570756,37.08918727199856,40.53019740095448,50.54069157886145,41.0
51,-17.03835533761198,28.770952590057938,44.7406120792104,67.21031668014322,41.0
52,-16.25156700734973,61.02590787562114,41.75424910980413,74.09524670007976,41.0
53,-8.588425326096559,53.59128238382887,41.7884570609456,83.15293216504858,41.0
54,1.5688644072051408,29.232949449183018,36.43613548779933,82.1347265198678,41.0
55,-12.391306135485182,72.23269510708099,36.347257589523764,78.76945206600264,41.0
56,2.1944535942626686,56.72096034067765,43.811681975309185,95.07642506839372,41.0
57,-4.991741509203321,32.25707135863737,40.24238346382161,77.45473419099534,41.0
58,-5.941391500094849,55.745633740386424,36.84047893824773,90.84007586866618,41.0
59,-4.104311967057749,32.440220758521974,40.49812587426614,79.18182744911456,41.0
60,-6.662829904136304,48.49356692233744,40.879111077654045,71.93461526582283,41.0
61,-8.00070418859993,50.231938695503466,39.98252848589582,75.40461294171023,41.0
62,-28.38190357587458,65.56919295757689,42.713330023353485,52.090130835914806,41.0
63,-5.439181041665043,56.85544090081771,41.07077903851726,93.79361692296729,41.0
64,-13.159858750424998,45.320221806216416,40.384989101607204,71.63340777282166,41.0
65,-9.74654925492955,36.433449642060154,36.296583200087944,80.61036292484323,41.0
66,-8.809256800734644,45.428900110901765,41.15366970353821,82.33293421256383,41.0
67,7.715372336647062,47.55561029557533,40.709426801310826,96.47317807883542,41.0
68,-13.265518159576677,36.825160594879456,38.935134431167846,62.789624091559844,41.0
69,-5.5915313237874145,46.1155177489807,43.083875358989395,70.03760123190887,41.0
70,-17.446896802384394,71.03250788589156,37.80193763587706,66.7903283075545,41.0
71,-4.1145768851304885,24.182636485030066,43.51046703755583,77.46814947984865,41.0
72,-4.758135545342802,28.13778654300955,44.30608391826312,92.24528276671461,41.0
73,-16.826276943299177,61.355944620461116,42.38285574540148,72.63079955315601,41.0
74,-7.006397014008965,46.65135752404983,38.037678649467644,75.68959416877749,41.0
75,31.917901416558422,13.40170830171318,41.99954211813952,64.84600317585247,41.0
76,3.0627767108813355,56.620639737290645,39.95860358273738,76.99443852987585,41.0
77,-27.535977199948388,35.52658773672485,41.50412583376418,66.16090722235622,41.0
78,-3.3888273478570916,86.19010584208014,36.61924390231339,94.48314108625104,41.0
79,-6.405660434685492,16.70957537403133,38.34830244185403,63.656663762076406,41.0
80,-8.34667022068815,43.814975123814165,41.567137785733316,67.08953275595952,41.0
81,-8.576735452634184,48.017904721267946,40.97385766727664,66.04842754361772,41.0
82,6.023592203195249,22.546399326273754,47.74105477269956,64.32662134996187,41.0
83,-13.350661274964565,56.14717477341921,43.73457093392156,78.09793706857317,41.0
84,-11.43789097560147,59.06931413787787,39.22077178734683,76.52904792779113,41.0
85,-9.284302081322114,61.98639432823196,36.00150342563873,92.36510800130785,41.0
86,-20.49382124891324,48.147616067324336,39.28579193013583,57.039693995717165,41.0
87,-6.528545628441031,46.33190661593669,42.31979945823066,79.39949462635553,41.0
88,-10.455394022305542,40.02740621324952,37.587526791558716,67.87930976611807,41.0
89,-16.89249326764162,43.79434229524489,39.295175516861626,65.39486519703097,41.0
90,-4.471905943360252,51.7989256002006,42.56434530547045,65.02405668410626,41.0
91,-12.433057677630028,51.109303282302285,40.697897782134774,78.26367148833425,41.0
92,30.1647348505203,31.082200566145055,43.36276865253081,90.11429289694301,41.0
93,-15.63434305904092,30.620169764045603,42.076782466890236,57.116858112362785,41.0
94,-11.09498090726262,40.42276932396347,41.32830068339735,83.47258145370856,41.0
95,-15.866253650245888,29.536940720318768,40.599617611937596,57.8844626057629,41.0
96,-16.16450733434009,60.33179110951738,39.09485112193411,77.81908540627504,41.0
97,-13.74719860162109,50.068125952318766,43.39632650382769,82.69546607416032,41.0
98,-11.101530979165712,39.54471373232886,37.00124478725695,93.62634990605,41.0
99,-7.4259696347951305,53.075245721465265,40.47509502314675,86.00501284218856,41.0
100,-17.45062144671656,59.88105320299552,37.686897755116846,63.147997312811775,41.0
101,-25.060705110616464,73.74585611686683,39.71611188494896,74.669664180877,41.0
102,-7.566296403675769,53.08475834827509,41.04212298594124,87.6084756738716,41.0
103,-8.820037009238778,32.94916332088016,43.783950993331565,74.90250114856843,41.0
104,-16.960393224757095,97.90094842668708,41.52273284556247,69.09459283808634,41.0
105,-17.84347313036952,48.463634656750344,38.089289336182944,62.610674290595945,41.0
106,-6.72820852110036,52.50478878866151,37.7277818089151,66.7130817595197,41.0
107,-5.510735892503076,56.55412345958999,44.02699937598149,81.7693016379641,41.0
108,-2.549847203803981,30.288311981291994,41.26150988844541,82.55720696223146,41.0
109,-23.512344531727653,64.35704168352278,39.839371913389314,68.5249882868692,41.0
110,-19.529136488800486,42.7706379961689,36.86295527104443,79.6051799603687,41.0
111,-4.662269278015661,49.376681584051546,37.61518625602783,92.77133980919773,41.0
112,-9.05819750950728,48.603194155012915,40.054639599404126,57.008030039940884,41.0
113,-6.146637608601017,52.265343976683425,41.47720803573561,75.54309729836991,41.0
114,-19.135460688767026,42.4060769612122,36.985958475956295,61.81513363093789,41.0
115,-20.374191231109567,31.048847145044427,35.64746481634853,75.35339071419206,41.0
116,9.327796625841042,36.482042054196825,37.65294949796378,90.17633462748834,41.0
117,15.043971010992252,28.601429752210535,41.531070712297044,81.02481801996042,41.0
118,-27.19739528955113,69.70057662984189,40.48149129300832,60.21789782879312,41.0
119,-19.359005476342155,53.04243652004663,38.01948078089067,69.39885569128721,41.0
120,27.385112776116543,19.516953338943644,39.381270675189036,74.10298979689885,41.0
121,-13.726686519359898,43.16741113732233,40.32750058896263,76.58051169046438,41.0
122,-6.495802421847625,49.362777984195716,39.96408523316499,81.27228375568295,41.0
123,-12.340090640538417,60.42223612124093,34.82722295048108,84.0494182209447,41.0
124,-3.0001630549369627,31.987771341073653,41.54027538842299,78.88484612877254,41.0
125,-9.743727399722596,65.51557845742728,42.54342321002538,84.40814601227815,41.0
126,-15.76789457252309,65.57969706920977,45.11982080110022,71.90207327641487,41.0
127,-6.05632418853884,58.37307995432517,42.56654186807592,86.51150467441478,41.0
128,7.297133914107583,30.028059970695487,46.623654369854904,75.11841154257893,41.0
129,-26.42506870194099,41.118077872858585,42.460508189305706,73.90534970554219,41.0
130,-5.079771547817704,37.99343661004147,45.35070996593126,89.77628716266366,41.0
131,-14.494377186996665,41.02234901700301,36.967979867418045,76.8170311033034,41.0
132,-11.865142953518777,56.495729008008816,42.23770085190673,88.70335306138504,41.0
133,-12.42446452004259,73.2331155344472,41.58636589584015,77.77814625601427,41.0
134,-28.02081373156772,63.0917563183306,34.269892567568014,60.3859997788203,41.0
135,16.985941241258857,19.110154495810484,35.79198606447192,55.07519148337232,41.0
136,-6.984681296081007,29.775788993314436,43.550102098104446,96.47448301157434,41.0
137,-15.326840712938512,71.45466081380138,42.05699362974263,59.40774808369825,41.0
138,-26.128422313343503,28.220094717651296,34.192069410871056,58.157295414233246,41.0
139,-0.8687008636092735,35.40792636042851,44.01078834013587,84.40806555303098,41.0
140,-12.09888209965666,39.49572918011022,39.02358113307575,80.2055833044005,41.0
141,-9.384021199836475,67.49812417602912,37.26056751647685,86.70970201369994,41.0
142,-13.744249940111864,41.772349353628364,46.003037364289156,61.05268367734819,41.0
143,3.4028146649920874,33.429631960542324,40.29165577998451,81.71681934800985,41.0
144,-3.300812863095368,48.0210530732056,44.06795118642251,86.0533098086716,41.0
145,-7.967923782648163,51.26928000396267,42.59617914670965,86.5734001434527,41.0
146,14.118694098048898,44.18458858132455,42.56734884466086,80.8670082473036,41.0
147,-15.542947864311355,27.91686652093727,37.60502579790081,78.75436516906016,41.0
