unit_id,WaterClarityScore,LineFlushRate,ResidualChlorine,do_LineFlushRate
0,27.107471551106983,22.387293846822068,92.1004321330196,20.0
1,0.9639596407002378,21.060204855745308,72.17736760580668,20.0
2,11.992270852886172,20.057598935411455,76.57750725208821,20.0
3,15.14815993689579,18.428881518368158,66.17675569073758,20.0
4,0.3160876052526751,26.297202770569676,75.4416421414072,20.0
5,25.977484097315887,21.504870149686134,77.29718069689278,20.0
6,0.9064017466821984,14.828274470039712,66.54725892371192,20.0
7,-7.986258337803629,20.164738953589897,70.8923242456055,20.0
8,14.064475864281322,23.196231903649117,79.73063462146438,20.0
9,-2.2613077759127442,22.025615192803482,52.222744615441016,20.0
10,7.229453035659416,20.003748240660958,70.6995748591817,20.0
11,34.33734990033177,18.129539433633894,89.66524323809334,20.0
12,3.6190371323693715,23.329669386891965,78.5359199076561,20.0
13,25.523340200009837,13.912381993843255,84.20477294590087,20.0
14,-2.4431458920678635,17.357572344617598,66.52570077742622,20.0
15,-18.669652159760552,18.652516809380863,62.05130823343645,20.0
16,-4.011844813284866,17.301267110089203,78.68282792947844,20.0
17,-13.059457820295219,20.517264258561582,64.0877049015861,20.0
18,-16.05939495364402,25.645335501190655,58.5825452377059,20.0
19,16.604101922542096,17.18582503637835,85.85077418434231,20.0
20,-0.7715246413919897,18.49481766577899,91.40688549522842,20.0
21,-9.250626326955402,22.48513738544578,62.194173877813284,20.0
22,32.84447285018142,18.482290582620696,84.68300734147572,20.0
23,4.902154868004904,19.51719338949603,70.4133753721189,20.0
24,13.230849246465805,23.800430752249703,77.8953757319245,20.0
25,9.13187414141432,18.72560674915782,80.37473502729732,20.0
26,2.6582349437129653,21.991202511621427,73.57987131928762,20.0
27,17.260086654648703,21.55965131355904,94.03693431981041,20.0
28,7.326421612217537,22.08279038631787,66.69976979853409,20.0
29,10.954807321929042,20.84356736371442,96.64488265961512,20.0
30,5.07880969480339,22.142371800678376,74.86166837019074,20.0
31,28.148490137665497,20.98722951365842,65.94799043414024,20.0
32,3.5913684832754,21.793637741704696,76.95414070814519,20.0
33,-9.469366391764563,22.330814049053014,69.76674142670436,20.0
34,18.851311479436248,19.178347990718862,91.58656464321717,20.0
35,-3.360829053922854,13.170936778607679,67.40850863228371,20.0
36,-17.438775227946937,21.14675741002749,51.887234760954044,20.0
37,11.431147721915456,16.68556767251623,89.02024594510452,20.0
38,9.755774572141245,23.502764630227077,72.63835782412164,20.0
39,11.573255184887563,22.35834401304571,71.7547855562245,20.0
40,12.357364762078197,18.528627265258677,74.10499174847443,20.0
41,10.012686726471122,23.57631216862749,92.31192472013868,20.0
42,25.042558168896473,16.378229493659294,95.86812963575173,20.0
43,2.9793688982057684,15.928943229720865,87.11999141548411,20.0
44,-10.978348026296995,19.95501022108702,52.104632956971635,20.0
45,2.0860810667148875,16.725941476132192,88.59681645765848,20.0
46,20.97927927780398,26.099021541614817,90.87224157220813,20.0
47,36.76150728033757,23.05010931005847,92.41305355454332,20.0
48,-14.759958901584435,21.301017710862084,64.98251363138598,20.0
49,11.013446674394109,22.274439324982488,51.2386040206946,20.0
50,16.286746966975656,18.98171427052639,83.19661206701612,20.0
51,-0.2048622185504303,23.005458566294536,58.36830035115376,20.0
52,-0.7650758409390949,23.22370186104066,64.36064173014695,20.0
53,12.88825740866277,18.70229078483533,73.73973744198814,20.0
54,13.604319478454421,17.2868300392176,74.41458404756196,20.0
55,15.80106833763676,21.873586170865053,89.09041855886207,20.0
56,12.04905252542137,23.591392647505913,70.73307031953203,20.0
57,14.919589308853176,21.600696841769633,66.30002056418105,20.0
58,22.39837242314355,17.26064224079778,75.3070301571117,20.0
59,10.07676953140479,19.508887238299216,75.60608654527918,20.0
60,22.064736312492272,20.52732794514496,86.63144263740485,20.0
61,-0.003897070173205286,19.948003868230018,65.75642558492913,20.0
62,-0.25041423293439946,15.301357623609498,75.5270959294346,20.0
63,7.176200995167331,16.038298618300686,74.99126074329482,20.0
64,15.85539570318098,20.042832964374718,83.48899642472263,20.0
65,-13.892783675973202,23.360241769351816,61.48145136494335,20.0
66,0.2839942297903524,18.1159568074086,68.02613862784533,20.0
67,-8.074863733797066,24.7133962746645,68.36536992865732,20.0
68,-7.138758022861068,16.264184043291152,63.21078730785332,20.0
69,-1.6535301883626854,18.713053073087863,69.86153245182992,20.0
70,15.723250512138788,13.515630728531253,85.51288569966665,20.0
71,-3.3120024212465924,17.08328867500242,74.60377070597035,20.0
72,0.6233032394049234,21.00587285638993,80.15848950123014,20.0
73,-4.560894125546071,16.919895898658073,72.13724171859587,20.0
74,12.968778644870216,15.237500545108611,62.3592482350442,20.0
75,-3.7845922106669336,26.99028018217742,67.28001196009173,20.0
76,-10.47144485526568,18.61920783853654,66.58398603743953,20.0
77,-7.328971533566764,18.215420690994712,50.75466033068545,20.0
78,21.31470408865298,16.193568314478572,74.34631523816037,20.0
79,8.047054093453536,9.905943929282332,71.10876805479874,20.0
80,1.8848718140013698,21.948249141775232,57.003073988751844,20.0
81,-1.7876448129956346,18.449772167500754,76.16643742245827,20.0
82,-1.146122691224017,23.93870925739411,72.33808916696879,20.0
83,-0.3263991158637094,19.18660568886393,70.2343005117719,20.0
84,0.8422431883448465,23.35977243549024,56.76192882776937,20.0
85,-9.136917996072,21.607341971834074,65.18876440130825,20.0
86,28.75182578210744,22.148543518829413,95.7410283570351,20.0
87,8.967317739462597,16.805429625240222,59.43624917876815,20.0
88,2.0256777982932546,21.84402536626217,81.67422514805617,20.0
89,3.3425189026278392,23.891562554952177,77.68952169888925,20.0
90,11.057955749873384,22.734014332502504,72.67470173060302,20.0
91,11.499780022097958,19.10292561338668,73.7491270270305,20.0
92,-1.2081477001363874,22.825557952617768,71.97328021378026,20.0
93,3.9540468149640366,22.951043066752664,69.27537272047662,20.0
94,9.757962471875654,19.448428867848488,75.253716033779,20.0
95,-0.26305973391444093,18.11166255364695,72.99507586978055,20.0
96,6.273086424922138,20.872966339138447,76.38271728731591,20.0
97,2.5473401835231932,18.89843171736373,53.728338273784246,20.0
98,4.526514467975033,16.01047885617452,73.2094973417705,20.0
99,-3.64485650038677,15.620652951416632,64.09540564965394,20.0
100,15.599890822354444,26.837810486097993,89.23984650381495,20.0
101,10.24921557895644,22.418143972198326,74.22736506189403,20.0
102,-9.510725810103018,20.99117868847778,74.14467624322138,20.0
103,-3.246201479698362,21.034454783897893,73.86861386256278,20.0
104,8.00822390785276,17.37343281704413,88.78039952105657,20.0
105,-1.0286877560643637,19.367663306148955,74.51251634497044,20.0
106,4.1149304487535785,20.671925209666703,70.64681937009034,20.0
107,8.48458001406896,16.5981605177058,57.964282939824436,20.0
108,3.0134621197873015,21.46560284752782,91.31941226665694,20.0
109,1.2240315038152723,16.342527831561004,54.590237571906584,20.0
110,3.6711986739806157,17.380493783771882,74.88126535009899,20.0
111,3.4404953977753925,14.783807877870618,78.42413884017215,20.0
112,14.547672231973216,17.57096046954635,67.12538428648408,20.0
113,2.011596908841436,16.114370462961162,75.88818227244373,20.0
114,14.00832917331433,19.60768983663469,86.56924965809276,20.0
115,21.140493153055353,19.228096387834892,50.41003890987396,20.0
116,7.370639179583561,20.027080306685654,88.2999075858208,20.0
117,9.63557126876599,18.810049025159312,82.73833333332969,20.0
118,-9.434589313763917,24.17558757911778,77.52453508867895,20.0
119,5.1032407594639295,19.781954170423074,84.35973912917555,20.0
120,6.975339760104583,25.94580512339425,64.70821055531695,20.0
121,3.3223349555068085,21.84219984238242,70.75387764437494,20.0
122,5.511560635063441,19.17560600985295,71.24889213206609,20.0
123,-1.6690431547327247,14.412242178926753,69.34924497417796,20.0
124,7.332263616598464,16.95844773255829,79.3060490477269,20.0
125,-0.5495521463955653,18.101145223761108,66.00783092988901,20.0
126,13.280272951113936,20.458231255180408,71.08941574890542,20.0
127,9.814934487291593,18.735494431914763,75.58896441438961,20.0
128,18.357512525162065,21.39542394203249,78.58605085340304,20.0
129,3.4508908964397316,24.0400002148144,80.48932522543636,20.0
130,13.804765206809003,21.612951781562984,81.33740440831352,20.0
131,10.554692224723595,21.61277175880644,60.331196463325675,20.0
132,-0.1948111184845338,25.038879656744285,73.9461884184735,20.0
133,21.593654821230786,19.309906356418463,62.439615892745564,20.0
134,14.428368865994466,22.065196721941525,65.2596158262274,20.0
135,13.385708656316787,17.655372158336473,83.57025360211686,20.0
136,-9.475031621101618,24.250408575034,77.47376958471199,20.0
137,4.958856131422756,14.26532784199256,63.48693116736872,20.0
138,5.025313248137413,14.11264009107662,73.77295798677706,20.0
139,-10.336649967111445,22.270990948694312,67.2936150431965,20.0
140,7.599567568549173,22.874035281319006,79.46991271514744,20.0
141,-11.750240433801268,23.774709067963187,73.03851990956758,20.0
142,-0.940501372626696,15.783851600685598,89.20339323278687,20.0
143,-15.401871673363274,25.0716957653,59.9568608592767,20.0
144,-11.222616103686295,15.092102594498181,62.65288318998683,20.0
145,-7.905339371296683,17.501677285201932,71.09765657290687,20.0
146,17.94854499232979,21.025601527931833,67.21260514641719,20.0
147,1.5490256971950744,19.062487651345965,80.58259852116916,20.0
148,2.1272725969831994,24.34604498962675,67.91485725867805,20.0
149,14.062731638905191,23.83270408060219,90.50798841761988,20.0
150,-9.296049385363055,24.79938054016621,59.889986410025486,20.0
151,8.77273043482989,22.270863430396638,76.4263122675726,20.0
152,5.259715144223268,25.95112522367108,78.68985939039572,20.0
153,30.098753582444523,23.218005263480222,72.89716060093008,20.0
154,6.102534460549581,20.060168924754397,80.0675591675671,20.0
155,7.243090399856646,21.666024776502667,95.5338056776353,20.0
156,11.164154987804267,18.01860459546216,46.38594402870554,20.0
157,-5.28050332033413,18.0023270127566,67.38594264283216,20.0
158,8.628161949323797,24.746947941790843,68.87150201893996,20.0
159,1.5683704846541802,19.931852742406477,71.61629256233586,20.0
160,3.2204457884320363,23.591779132517395,75.18411934132249,20.0
161,12.308661067797996,15.02346273460364,68.97366122303043,20.0
162,15.168492310920591,15.358089178464564,94.49958319925786,20.0
163,4.698561428539675,15.624853860308455,74.7498043038391,20.0
164,13.97852850637813,20.829946391734826,96.44124368069197,20.0
165,7.0365260413422295,22.93021893558392,64.10382650761115,20.0
166,16.677370895270034,17.297935070664035,89.11686898073596,20.0
167,-9.96847826584657,17.981628555920114,69.67743540245682,20.0
168,7.912095280410534,20.768244708742,91.83745218767547,20.0
169,5.16085156062994,17.81457059837634,64.48304697506039,20.0
170,4.475503690199995,23.455787358710467,86.05725308041927,20.0
171,6.0866685087532435,24.23572254964619,75.06895075826583,20.0
172,-12.508255707490402,19.15857908160618,79.46815548855614,20.0
173,-10.538824135855199,21.61549406058125,55.94416664330413,20.0
174,2.178185336740815,18.479371548302566,93.20187367642008,20.0
175,5.451122831065074,21.72464403576125,77.45534980936823,20.0
176,32.76300558248682,23.128835555767015,76.57295519529032,20.0
177,-11.587278641289268,19.45883738853005,74.79867268621751,20.0
178,4.6341285375996675,14.325513919248767,87.29960848896437,20.0
179,14.220933652301103,18.81526611906494,85.5164179510679,20.0
180,21.82811169904157,22.192099995764153,83.73199838796984,20.0
181,30.71094330228429,23.300644518717352,85.15240541557192,20.0
182,18.661754361100268,15.484500056451761,92.93587473602243,20.0
183,-8.691666168674573,22.16979001715669,63.917414708344964,20.0
184,3.4527618770573714,20.206342829361294,79.00526613360789,20.0
185,3.6790605612065637,19.014360295215614,86.22671940330582,20.0
