unit_id,WaterClarityScore,LineFlushRate,ResidualChlorine
0,-10.241465088706702,21.88400859916203,73.86147960710898
1,-25.860116244989467,44.563046143370414,68.26088687798405
2,-13.947566795418957,29.67123321477777,66.95331143958691
3,-3.524923864100253,30.18475873327562,68.27013534501513
4,-22.899681285208686,47.78264542170965,70.19010464375208
5,-22.033850574578008,63.48789027463536,68.68506693079603
6,-13.742204883107616,32.7804744532393,76.12377490902236
7,-23.34254296722101,34.715857077729275,70.23047131807425
8,-9.171940176067324,37.903438576895965,66.32192684396885
9,-9.81202793866702,46.9881591386855,79.65261526528468
10,-20.038307723049332,51.47844795392064,80.37123377146138
11,-6.00892965867237,24.88302901164102,67.36593599515435
12,12.806413259307575,22.903641213602075,92.7314466639849
13,-12.934981950011238,35.788728431762706,63.73397302360159
14,-10.665250756572776,35.347389280077394,80.1407687606823
15,-20.341255488570138,43.766538463197314,61.718825346874
16,-3.5843333893463343,29.408747702380275,80.1057547618002
17,12.062337343467167,29.683057329493863,63.52650799440406
18,-16.73812361592225,39.39208475552446,63.41609280670464
19,14.958945762933098,12.737937071369984,63.7597431926835
20,3.547005913038569,31.333318769953607,96.28516623810795
21,-5.846751760440937,35.23948743874792,84.04386706978961
22,-9.337032814013117,39.04723867702186,66.78820012454113
23,-3.497546109568963,39.055625435201726,71.03022182307706
24,10.375470730664869,56.921585816364406,101.53545878853186
25,-19.65484269707088,43.454701736355936,67.66673414408658
26,-14.9670626004058,48.964132133326345,73.29849089718482
27,-16.582343160359656,37.5334647055975,74.900220861524
28,-18.284884676298656,42.365028281570865,64.98195113365948
29,-12.024642387485635,26.451409759567035,72.1681521022048
30,11.759257489088172,44.47920556708474,98.41305191694212
31,-11.826611172679486,44.25176112801413,85.57879425700034
32,-7.890853250071471,51.227094837237196,81.33640802274212
33,1.7543127067809525,43.179419632727516,99.66734281788051
34,-27.13621152197015,46.77699067809142,67.85569946196718
35,-24.69965175499464,59.29410542328449,75.46194842396962
36,-2.950088249234465,58.669393841321494,93.65953381796905
37,-21.07040443514843,55.67777437411297,76.13043869667742
38,-26.785423879698296,43.06070294234862,56.25204367316415
39,10.048032491013279,46.24884518717875,92.23586492258214
40,-26.59452126170491,58.98479757150904,66.71367330285138
41,-15.654048144167788,46.6376308678068,88.37369855452108
42,-9.390729772478517,45.15225793403179,66.0029010938593
43,18.762650044532876,53.38189978894839,80.28258404144609
44,-19.397210886527553,53.131972139884795,62.887206964793094
45,-7.956079258791108,39.66685069944372,64.53330641384305
46,10.588326240762033,20.07824723936041,86.17998649950917
47,-9.59590016034241,50.576242390929146,70.80452404493131
48,11.878397764508874,47.409158159289134,88.65697143609584
49,-11.929942671741273,52.512462410760946,93.90698651485945
50,5.890672813357787,34.24827743380943,71.14730780931598
51,9.09894961190065,46.12621345165189,67.69419600332931
52,-5.8623156496826425,37.47154906933195,83.8089843133313
53,-5.328001681146176,27.660006609292157,77.10962925132074
54,3.7622366281750432,52.809308346723284,81.56796225218517
55,-5.070184964724566,49.29596323808116,84.65227249174919
56,-14.75442952088392,38.130911607061414,74.05988153068301
57,-17.710094657491453,53.38762401987975,78.62343944391982
58,-19.65898285300412,46.506094330923375,66.25604100198196
59,11.350620521253997,40.7704689520381,89.50849934254352
60,-17.49023279429834,49.10858101967467,70.55955948684104
61,-3.9823113460542796,35.04943318029376,79.43234052233096
62,-13.518323842069377,20.998750933953154,70.27551029447383
63,-11.678144721234553,62.98317796505812,66.9719707238288
64,-17.25763346971008,59.67635291344157,64.97327599338759
65,-6.316206555801516,45.327880746575254,72.24559424049771
66,-27.611249488172042,39.59464179644137,64.03636302831194
67,-16.621237308371526,41.60248218214128,62.90178433145051
68,22.651050512503947,27.3619941016659,60.55695429717545
69,-1.27119267313874,38.810178155801935,89.42628715552965
70,-23.02912493193614,51.40110119518823,67.45385464460924
71,-13.13189284032641,75.78909125574405,81.84250500069466
72,-6.366653877899332,50.25838656254183,95.17520896698971
73,-6.834204647000767,35.50331680679314,64.24772450673082
74,-14.74797280614407,36.55125303337793,66.01527030617945
75,-17.074006606953827,42.905592505384085,87.52921574274013
76,-12.285547881529167,35.20146413796671,78.71077690314789
77,-2.0337015318141995,39.043024329052514,76.95746076983673
78,8.566791079291752,54.78047522883683,91.33953196282548
79,-3.0786056646575815,41.00336068234812,77.33729141202899
80,11.571523650526757,3.393981339439682,62.610639228654136
81,-7.855306950973295,46.419106312777075,75.83157767232386
82,6.8079199760782245,43.73303572172798,86.95001299112094
83,-20.93204537630707,46.27940234626826,78.99810587325058
84,-33.200345967753066,53.442325694682005,66.30230672347466
85,26.6580485127091,34.857377573618514,95.75629894439611
86,8.836473455664231,20.01392265538724,73.96623778235909
87,-19.168435361221484,59.30365809891456,73.32663127773064
88,-19.99549683072643,58.427041843612216,75.52365520915842
89,2.541607020090932,21.259110293801758,82.16472007223867
90,-1.3055021579823851,37.85076208542287,74.82202481348641
91,-18.15405973114016,51.92347905968973,97.47211593020515
92,-15.861255575681644,50.473960441298445,54.6644072889632
93,-25.85683165552148,40.703551808287244,81.83927929099362
