unit_id,WaterClarityScore,ResidualChlorine,do_LineFlushRate
0,30.204016619263705,72.28894055322236,0.0
1,33.45903865873266,74.10916029242972,0.0
2,41.98425277242251,84.83366049213703,0.0
3,35.29803293867103,77.13525997379426,0.0
4,35.523724268516105,91.90776164725085,0.0
5,32.03415872527907,75.01897565885139,0.0
6,29.627173903462783,62.79849002413914,0.0
7,28.2183456727629,72.00191807903221,0.0
8,27.911982687336927,67.10181819549943,0.0
9,25.900226983265497,68.49722319304547,0.0
10,33.28780343316404,70.12098022440293,0.0
11,32.54918853087562,81.462314324766,0.0
12,17.50855104952565,45.33886429664057,0.0
13,36.72606395422237,80.74925999079184,0.0
14,26.24201783484167,70.37396566996384,0.0
15,31.80741580490391,79.66333341389017,0.0
16,29.504339437563054,73.7304601362622,0.0
17,25.241164230064193,66.33844466651722,0.0
18,28.27316781565006,67.76642804891328,0.0
19,31.897046704497647,73.6014733010166,0.0
20,23.573784844975542,69.99745077275782,0.0
21,30.7215693156791,80.94849955375824,0.0
22,25.17204631179958,75.55336416193094,0.0
23,22.43382743121293,61.42871397270292,0.0
24,29.093848496067913,85.27797631365739,0.0
25,32.27470239486806,85.94094688504462,0.0
26,25.230200708105233,55.766725822458426,0.0
27,25.14474064910419,70.98862165534631,0.0
28,17.39694462332611,52.67624837034428,0.0
29,32.96841915646579,78.28781060866551,0.0
30,31.036045479425837,73.9568262857458,0.0
31,27.88362994403796,74.67349930198674,0.0
32,20.263786550503088,61.023328864866514,0.0
33,22.625716608142906,63.626386407244006,0.0
34,15.221136774687412,48.47358715166976,0.0
35,24.77817757870404,64.9963795087923,0.0
36,32.545702722545684,71.12096567215642,0.0
37,37.141173783434716,81.62746989392777,0.0
38,26.546272931928662,71.92175152514905,0.0
39,31.538079510743643,82.61229991149996,0.0
40,39.07657607162344,79.70210558693785,0.0
41,29.244482002920634,64.35048249237413,0.0
42,28.746516032378736,75.192110765566,0.0
43,28.136813434558448,72.33941914829975,0.0
44,38.1519344556203,85.0646376434464,0.0
45,22.314669847469187,61.395848545878806,0.0
46,35.14696935025999,80.3354346466769,0.0
47,21.414636235854825,61.506772428910324,0.0
48,35.22872990228207,84.08305332433468,0.0
49,27.312826186829476,68.8990205646405,0.0
50,29.498792773168116,74.1711286394248,0.0
51,31.11431524430582,74.98674268638158,0.0
52,21.37495047044351,65.19101382526662,0.0
53,29.838664300660625,84.89328047340238,0.0
54,30.405476809037935,77.80667853251072,0.0
55,39.728193646639845,97.55439552085708,0.0
56,51.54791252244838,101.16196669361702,0.0
57,27.890289219352173,69.21236184586863,0.0
58,9.497966722735965,44.21957915019158,0.0
59,31.11782097099508,79.81291012814603,0.0
60,30.888971738016615,79.29419030896973,0.0
61,38.97360809467637,90.84822098864825,0.0
62,26.434085826763965,63.9653817469119,0.0
63,34.364141960621,76.96212631374519,0.0
64,34.83354737256362,76.76053390720844,0.0
65,23.667849963546512,68.59255723566551,0.0
