unit_id,EthanolYield,OrganicAcidTiter,do_AntimicrobialHopExtract
0,14.870052594824495,20.68732508680145,50.0
1,15.122448170699261,4.365637345719307,50.0
2,14.525721870659826,8.705407022371816,50.0
3,4.334880065389057,30.159909424190054,50.0
4,9.686900436608116,8.250673835521035,50.0
5,18.128574722990784,24.924053401251122,50.0
6,19.521071726643264,25.733730066191576,50.0
7,-1.2975800282608843,45.13133083120311,50.0
8,31.567282213554144,-4.414370639403126,50.0
9,21.352485414675108,15.589766454984975,50.0
10,-2.756188285185323,28.293418981973982,50.0
11,33.4963145750405,-1.6510322283976606,50.0
12,20.49619313695022,-3.307398315436391,50.0
13,31.280123695116366,-7.123600095016004,50.0
14,20.82982028276355,12.725421014334366,50.0
15,6.430112742977036,11.335635605162384,50.0
16,-5.034824100093915,36.15044830076082,50.0
17,11.997259441766051,3.543411950099337,50.0
18,14.633136145851111,36.14102071892876,50.0
19,19.738071575995047,-1.2400100267984886,50.0
20,18.254858154655018,5.43746562161701,50.0
21,9.582551746236424,0.28609956048817864,50.0
22,24.454806364431203,3.9631549723136175,50.0
23,16.29978162517203,27.58922073133846,50.0
24,24.218448338817648,19.187475990318916,50.0
25,22.095664123369296,2.3681242088333256,50.0
26,17.71157047272761,5.444579544026043,50.0
27,5.933440967083211,15.337536214105768,50.0
28,25.837634874919324,-1.7066993020857222,50.0
29,15.834004883517663,4.453719831205179,50.0
30,32.388988701034314,-19.6806734615797,50.0
31,24.412203858269006,14.626160628600614,50.0
32,21.293639907764103,19.85368752722841,50.0
33,21.116993461974516,61.207689437765225,50.0
34,15.485583444505325,16.96252441272463,50.0
35,26.237870619982136,32.22119895024626,50.0
36,14.894223534080579,13.803789716517816,50.0
37,4.815450238886725,38.393356208116955,50.0
38,7.479392962043605,23.96101560207678,50.0
39,41.6474301809594,4.761527513282455,50.0
40,22.21223967321181,-3.2880214288309944,50.0
41,23.999974982877035,20.518773040398116,50.0
42,19.865842437274676,15.990889312971264,50.0
43,14.698369342392393,24.985990954465027,50.0
44,17.72571716210523,17.618081392928882,50.0
45,23.91342521492042,-4.102819829853846,50.0
46,12.228517303989642,19.802014691901014,50.0
47,-10.091912720865869,27.734611750831217,50.0
48,27.15234223514476,16.8759660231456,50.0
49,12.292861462445988,-5.136305019621098,50.0
50,14.0928518137254,14.875589943919888,50.0
51,13.132958426359497,-1.2209822667320314,50.0
52,14.505746000887887,31.243161114960166,50.0
53,21.485465083380912,24.480755286697466,50.0
54,26.820172393007958,4.355656094536414,50.0
55,4.507390294703439,55.89761987601844,50.0
56,23.59648709266685,34.9090150366537,50.0
57,22.428449074232326,4.879575447859159,50.0
58,31.602724811623947,19.412404427946548,50.0
59,18.704201022408103,9.475594926578694,50.0
60,23.290375609602854,18.45960004500966,50.0
61,23.960264907584143,18.5747027513778,50.0
62,1.1580380824075511,36.66616048746734,50.0
63,23.164538186221105,28.849579198005948,50.0
64,18.87780257001118,14.367417354697352,50.0
65,20.370731293967403,7.414303973578091,50.0
66,15.212949547994505,22.593388453544392,50.0
67,36.05288868910171,19.08843081394968,50.0
68,14.755421573214447,9.338636816080426,50.0
69,25.916478863755692,14.833443880838063,50.0
70,11.439643994526383,42.7538039160268,50.0
71,20.162748035931646,-0.38178564630545075,50.0
72,27.743276583016442,-3.3204695178484265,50.0
73,16.682437375416338,28.46134824312936,50.0
74,24.76342281354792,15.228300652225911,50.0
75,27.86790141655842,13.340002110567667,50.0
76,31.07664796693342,28.14319898001906,50.0
77,1.646603125460012,7.921255458051192,50.0
78,22.633926254169605,60.42665891680822,50.0
79,15.72077044500863,-6.118961647235871,50.0
80,17.502807029576967,17.575231227776683,50.0
81,11.169564338797844,27.4152405134364,50.0
82,18.735773797136215,7.719378105781815,50.0
83,23.780266128193862,20.159504479395622,50.0
84,20.633619026578902,27.436158756515432,50.0
85,24.575033672379163,28.640500050072042,50.0
86,11.203825102106496,17.01213626444935,50.0
87,25.864277802351516,14.239191025723613,50.0
88,15.820712407803699,13.710760922550856,50.0
89,14.200492533322896,13.571274393885854,50.0
90,19.973108550943678,26.51489204125339,50.0
91,18.537257561942837,21.049058673968776,50.0
92,36.70746441550986,21.536795446041957,50.0
93,11.44194624463446,3.4770814136023596,50.0
94,28.276141472942236,2.4072784881074423,50.0
95,10.538438578325145,3.202704419711317,50.0
96,12.662447498927108,32.204315711400085,50.0
97,15.31389233060425,21.34697285850303,50.0
98,27.741812220469154,1.64451510545973,50.0
99,21.265985595161908,24.93477720152525,50.0
100,8.65772750811266,34.34945307108669,50.0
101,7.048971359286643,42.34056579472884,50.0
102,32.07960151240139,14.405468105914274,50.0
103,26.33536596178908,-1.2007248501959857,50.0
104,15.200902133387153,66.2907882160408,50.0
105,17.8609110826079,13.384432669611162,50.0
106,20.51025783800844,24.98697181786648,50.0
107,21.533321820691796,30.579334918644836,50.0
108,21.555300029793965,5.713245552163488,50.0
109,7.256074875943235,34.62212973684224,50.0
110,12.299789154695057,12.210793544972006,50.0
111,27.359325476984353,18.10381393426266,50.0
112,12.877040695461817,25.523974073861922,50.0
113,23.6156325480457,22.573514497487928,50.0
114,12.701037136674163,10.81907125408727,50.0
115,9.344991642962059,2.7449674998593068,50.0
116,31.8713370653003,13.111136354528274,50.0
117,28.359306977588464,13.261894562844395,50.0
118,7.12391119876488,36.462121541507486,50.0
119,18.026284203485815,16.33859626769012,50.0
120,26.754590334927894,16.398643980291432,50.0
121,17.468535232565298,13.17769639369018,50.0
122,20.222046844570542,22.4096585454246,50.0
123,17.43453374386316,31.675129587156405,50.0
124,18.916438571603923,9.89663281801888,50.0
125,21.91694505193281,34.10926066187961,50.0
126,13.889453900447482,36.37948366222418,50.0
127,22.511518053483353,30.069417207179857,50.0
128,24.143376439845014,11.866811285800562,50.0
129,-3.3036600880794005,19.164434192613115,50.0
130,28.941722740916497,4.493772790960071,50.0
131,14.871289185986733,12.754504577582518,50.0
132,20.363447212404292,24.767134111962577,50.0
133,23.35218437990193,38.10659011201488,50.0
134,3.2724164107366063,32.9917068985919,50.0
135,21.294246970640806,11.671441797561624,50.0
136,27.396733619442525,-3.70453928479947,50.0
137,12.701160641296656,42.9829163699429,50.0
138,1.643230685626882,1.0198972264252504,50.0
139,26.450398676779873,7.693410797824946,50.0
140,23.906038714403046,4.436886495401062,50.0
141,16.61748736979009,42.18241172509781,50.0
142,13.51491585110469,14.320397406657758,50.0
143,25.247292251112825,10.76983246520638,50.0
144,30.918147238281236,14.502409380036504,50.0
145,16.591263330135565,27.425248938943486,50.0
146,31.764688466842717,24.90248439196645,50.0
147,13.88812547205616,-0.10333323664936955,50.0
148,18.612019058650404,14.153373763070356,50.0
149,28.81959721975095,3.1598628309751966,50.0
150,34.23637845454154,-17.720576467620656,50.0
151,32.33597157713129,1.327847589917269,50.0
152,17.177008126844555,-1.317144982584761,50.0
153,17.61325945336848,21.092585342027586,50.0
154,28.513034173865545,3.8053416811875476,50.0
155,15.339930090287538,24.27730555478168,50.0
156,20.149620604563218,16.27104568083705,50.0
157,10.835812467315368,19.471937113176537,50.0
158,17.03102379399472,29.17384257730852,50.0
159,40.8144150622074,0.34696720210487264,50.0
160,12.178622080084441,12.878515650418182,50.0
161,23.1168246519141,4.878297269220385,50.0
162,15.387402929359503,12.200936294366452,50.0
163,7.572936990442364,20.923807835645114,50.0
164,33.922535497370504,5.213378465919116,50.0
165,24.971628181014356,7.407578255903179,50.0
166,20.227003120821344,14.853602267750384,50.0
167,25.182117853603962,28.753673776624794,50.0
168,26.76677693732438,13.477952863922571,50.0
169,11.875592062062502,6.525821241760619,50.0
170,19.62553879258583,40.92161195790902,50.0
171,23.272449754039897,10.287850009641033,50.0
172,30.410334104287198,11.437267995246744,50.0
173,20.419215030847724,6.041156093187235,50.0
174,2.0193676731406294,34.321989560598915,50.0
175,27.393933697073145,29.29283761223791,50.0
176,10.635244706975875,24.66318512050257,50.0
177,28.3295606742385,23.310423256449702,50.0
178,20.38759723189761,-17.97503097582092,50.0
179,22.075490620277026,38.63773142644776,50.0
180,20.15704725856702,-4.835440762954978,50.0
181,32.072480843418475,-13.559516758735741,50.0
182,20.401790672265587,28.583217732207157,50.0
183,11.91079436950955,15.752101143880044,50.0
184,14.179271214910083,7.216785689455067,50.0
185,13.824030649124905,40.08831718239276,50.0
186,19.01849029066965,6.476415651163504,50.0
187,33.94680638389829,15.168989487401081,50.0
188,35.30885564391578,21.318699836747818,50.0
189,18.96485192632481,24.91831947929046,50.0
190,22.918869783779297,16.373609864208515,50.0
191,36.99888312779069,15.73148878403819,50.0
192,35.17692821846087,25.671376035250745,50.0
193,24.232703826978902,23.306281118301108,50.0
194,5.575138702327001,-4.0517391933030495,50.0
195,-11.606321186008001,35.62704504972518,50.0
196,3.3779962606185716,5.58010218101766,50.0
197,37.80916036814117,19.41462208553125,50.0
