unit_id,EthanolYield,OrganicAcidTiter,MashTemp,SugarFeedRate,BrothFoaming
0,-32.1739903841276,49.15669042487545,56.881700726618796,60.77379730274896,59.701117158544854
1,24.141104668317915,32.084808331880176,32.58099024293499,49.57651557972508,87.62065710058737
2,-16.923588033377357,50.05829264289633,40.4874881102135,28.32381646066337,77.02545099325962
3,-21.701880173814427,78.57874701610348,41.006028828020405,43.14626497363035,72.29254404800318
4,-28.352687664235628,45.38497962617825,62.95839851457368,56.94577684648589,57.265421732954756
5,-22.76278757074048,36.41650069473325,45.90010577851693,21.686704685614945,55.67160282323934
6,-6.53350272529652,61.04060994279824,47.801808080206655,23.744316626622854,81.29727988155803
7,15.591816115960345,26.664806130329055,39.67195829775959,53.29901183598817,94.14876847384272
8,-18.798859050539704,44.592382459340094,46.46598990724075,60.799704704226,74.1960978737443
9,-21.091195270862485,32.77281745629083,56.70689102659065,24.242145225501893,64.5937505089273
10,-16.63609590870675,41.2985466803295,49.65951752040127,32.06837491096752,79.8901116748317
11,-3.2948196468216895,38.3115537152154,83.821412797856,43.64171998822984,84.64853152494977
12,-3.4378446767860344,17.53751509977242,58.50950796782266,49.70526926755969,70.24758326546369
13,-10.684499259937661,43.77790568407231,33.366655538770445,27.81518370678332,76.40484811052553
14,-11.95898062469951,43.54035730476414,57.21918528054651,50.8835893857604,77.93563853020916
15,-23.368868172431537,36.94797280146728,51.941290264279544,46.963552337826194,61.10939360246451
16,-15.951595383519606,59.30777594316531,72.2829236689026,40.36310641624486,56.59939405764053
17,-1.9296903157837497,61.77178072305683,60.584399654738064,26.234692959988404,83.90695705255368
18,-12.464120535772633,66.9793769492222,51.84330306572036,31.76336721369236,73.06459056512573
19,-10.25939369806712,48.05216202679061,55.68166529933793,41.340139352501126,63.84664465225784
20,-14.374272492302484,56.32101502602082,61.04806242921232,60.84120333745966,72.53776326028374
21,-12.973891724514269,49.648671830648084,63.57214821467733,32.46842107048547,72.85673227247314
22,-21.121738912758953,59.40458377467972,36.647290459463605,53.58937069800632,71.63628034615697
23,18.699533015310376,20.748268611920825,56.46409726587049,44.941727408963274,67.16015095021986
24,-5.731107882259561,59.72628611298288,37.47392022915445,49.86670867686147,92.07434817134767
25,-4.53904228182016,37.87481797655746,41.02650201112201,32.80744703869383,83.01841931246113
26,-15.52056321655715,70.79741153079551,52.116640335953214,59.475165341956455,70.31703232515842
27,-4.267705630325827,59.74180795464713,61.54062511638376,32.51576335027122,90.54253210421136
28,-23.378465403420048,55.98724992587797,45.40363440307971,53.08219675943908,62.645034901479185
29,2.6473027104884954,33.66501884140892,53.2027785942462,34.73836671231114,85.89402624742183
30,14.295701081717407,22.931458230974965,45.155575286308306,25.88010925345565,83.31005115383043
31,-5.589757523699269,45.76517571316716,75.3990773615972,62.894753202489504,86.17383398890173
32,-5.859729716396629,29.755771275888165,76.30722408145182,43.712464117547796,79.45391696345999
33,-21.43886707329439,72.66746530483294,56.79409980814716,42.09469778968607,67.90193659445892
34,-25.588216676115064,66.53274024591762,54.622973643935936,60.04511667797983,66.76935882922669
35,4.117932404727057,29.338944692930554,61.535717045562684,34.568285430208256,80.41529931867582
36,-8.348452031776906,48.06412260318939,66.48540105793668,60.92885816495619,85.86735091500837
37,-10.199139640703915,54.39499765516462,51.59145089332403,40.152163410470266,75.08255112392058
38,-4.082096608615862,56.20176338779103,61.60975520676742,44.433944357905034,70.09186727410916
39,-10.03477461437494,31.207538680955295,45.31713534348364,49.40228215549949,74.92210914595898
40,-3.613357748727732,52.47092266163643,51.004915935626,31.01467308450187,81.09044408123421
41,-6.484842893517297,51.99002972454131,60.940108960503615,43.46463492883834,89.6543626186703
42,-5.861897113024682,63.51259942067405,38.923745279502576,42.00579264766797,84.44852525238964
43,-23.54961262183856,37.87122938248273,61.14185683138954,49.491482261759245,67.67379806306518
44,-1.0589428446586142,45.62984417578878,47.363481175693096,29.825977803227282,78.92116205988005
45,-9.063111720199235,72.13518989101142,36.24907937751055,36.50283188673221,83.60807004118763
46,-5.969496679564609,51.158655327691044,71.4687658013544,34.43524231156933,83.12250973813705
47,-14.518097741730552,28.11606199326855,36.7375423284699,43.955100298323494,72.21771019828131
48,-6.33095032941509,26.266408194407212,57.275670070501285,32.33063069527804,92.62407870547689
49,7.7107472299100825,40.47478506672307,38.64426468911123,26.357328648538825,70.35389921501897
50,-4.641250281195619,63.581092874087894,27.33851815851526,40.82848292415863,80.38728601757504
51,19.891305674840886,21.668220547613537,37.97411837554677,27.24412617853657,96.94030739583309
52,-20.638859358072178,35.965916558069054,43.8092347656757,54.43461339563359,63.118711027941416
53,-6.277611420882531,47.20792902078154,61.17864196943919,48.02086914911972,72.89440355988336
54,-16.624323887134608,43.88262849561844,35.24365420669711,43.59170570170573,69.32762525759433
55,-20.552706379530697,50.27959389708914,34.51880190810515,61.19404370397897,64.8834114255124
56,-27.06192939840376,63.254472017370695,45.872287348404,41.05060211201585,66.63367807345969
57,-25.591005381874655,59.98256469759078,40.69386769060129,40.61830474026587,55.20373051633794
58,-17.069117502379115,53.99514172095109,51.64562754188357,37.75504253469056,70.86391099614002
59,-3.9287918669527193,32.11038817772197,51.41175620622203,36.911753549880075,78.62460957342789
60,-14.296642153023653,29.203246086977618,30.43245240448087,33.18089188450533,77.22499000154643
61,-8.860978853173023,54.973645005544284,56.2301591391207,49.974728884665105,96.83444874876952
62,0.8060665289666513,51.063494911201964,47.26175180196041,49.10816531934457,97.14332426471034
63,6.5315516107704665,11.423735332028613,53.735928689260334,26.285780900090533,84.42482938078992
64,-4.395169662410909,32.48667402340347,30.35325460286873,24.079919463337482,78.5962856010773
65,-21.478897897026236,55.054029710780135,75.07627579938759,50.32557108175946,72.02893046411717
66,-14.595293355881553,65.39439603603563,66.71950704985625,44.12348979846561,76.45360830005608
67,-5.698242142986597,60.30089434217231,63.45510333173486,34.34907419744859,90.27270153845534
68,-19.46108888881205,38.84334503765595,56.89447921134154,28.65046457317093,67.00928078337395
69,-36.465534568020736,65.79790113026417,53.430742603320965,43.54425401926218,53.480721603639736
70,-16.737745992176464,52.09764703197174,57.639861576833184,56.50289089912808,69.44769903417533
71,-9.869490630943618,42.90277058495332,54.63669188102521,27.267065943419148,61.292980553070365
72,-16.716170857300092,64.73998497464872,74.13238725341321,32.76005345418364,57.86467981418184
73,-10.85149102525153,54.879790910239,60.42917119537941,34.265559127934985,84.61647520185424
74,-15.309751717920582,59.38236968630637,42.519196521350665,51.232892927979535,75.62887025358015
