unit_id,EthanolYield,OrganicAcidTiter,BrothFoaming,do_AntimicrobialHopExtract
0,23.7512297188986,21.7351491723048,64.47218829799777,100.0
1,19.99031314118261,6.987987897127871,63.0822918338374,100.0
2,28.670429827881854,-8.395712980054544,73.3216316465103,100.0
3,17.902714588391365,4.454689443501275,72.62004228695393,100.0
4,17.3976437204856,23.681132186331503,56.01374466751733,100.0
5,25.356475616219186,-20.40309412214674,77.22705097830962,100.0
6,28.489993454061633,-10.594606800836054,69.38655650096571,100.0
7,30.426942122197445,11.220054541593647,73.52616575203966,100.0
8,30.863369313776637,2.021462543025055,69.55445871417925,100.0
9,27.34190363760096,-17.056567645150047,84.68090694597828,100.0
10,22.89890767150494,22.741958087981587,73.39456726642595,100.0
11,38.2888086009399,17.11175101441622,98.96407418591788,100.0
12,24.498071429390137,1.6153902391679607,73.48260089944439,100.0
13,23.635562930516123,17.48279651036779,79.26824816939867,100.0
14,25.165462670461196,30.987550508575673,68.6369810809194,100.0
15,22.95671959362714,14.53341556114821,79.88501877476098,100.0
16,41.66008200359119,40.72717080181634,97.52381230192383,100.0
17,28.908420730444575,9.626340653657811,84.10922596272673,100.0
18,35.477234031965544,-4.975834554592179,89.15085693787638,100.0
19,27.024555351460027,31.07393767680596,83.68852883317206,100.0
20,32.12734887440002,-0.19892129544084902,80.59374859161274,100.0
21,25.432100907120372,26.01910157100607,82.00596774841762,100.0
22,30.661048911030743,-15.201730823524553,79.35357083522827,100.0
23,25.291138105127793,9.751473189754035,73.95377201786508,100.0
24,24.079295496049536,29.674966105191963,69.80896107524858,100.0
25,29.59303225116445,7.261746353768702,83.63896824371704,100.0
26,20.113860601582846,12.475043822026226,66.03192553894387,100.0
27,33.40481451518102,15.238579161841255,87.5011474143265,100.0
28,30.250470579469194,6.568332862756465,85.97779957395451,100.0
29,37.86249317207465,7.61761000403434,99.16462250345289,100.0
30,20.727064944943894,-0.8314985098324374,58.60285643312726,100.0
31,39.286044334236834,50.1914938264363,88.9851103627556,100.0
32,16.15915883860618,11.574136585327057,59.90664353415535,100.0
33,30.99835356848612,-13.674538573859987,77.61779276795211,100.0
34,37.50303641091364,10.045986927294676,86.00770186415221,100.0
35,19.003461116295053,-18.274702739523104,64.11949664064706,100.0
36,36.83234151352989,20.017566812444308,81.28389675784398,100.0
37,29.9506170425537,-1.9830659060071287,80.65958717643491,100.0
38,7.282121871236994,29.6066098118929,44.45534534104792,100.0
39,20.142771532090606,8.479082253117484,67.15452487713391,100.0
40,27.295257066416873,20.126566191197405,58.4839422869537,100.0
41,25.846844382447117,23.568050339384037,73.28846197002053,100.0
42,30.241133824454803,31.768499785741884,71.67706938122126,100.0
43,21.10715777862066,28.07072595226147,71.64135631045964,100.0
44,29.861427885775647,-5.3340690818486305,76.4414477989893,100.0
45,17.351166360303623,6.247478712189064,67.66819579506723,100.0
46,39.57779198786723,9.061099395348599,92.88400015246732,100.0
47,19.475664426311212,37.64641319891105,72.04107417982284,100.0
48,31.653764620865264,-0.5059190654614625,86.55441288159409,100.0
49,27.775457044371432,16.443829327798234,77.30456672444,100.0
50,22.66956530196505,-3.3798913168236258,72.89725718584552,100.0
51,30.94833072191659,19.322729166565587,86.4786944406541,100.0
52,24.424862250070696,34.04221538444271,74.52713615014659,100.0
53,31.974129095141464,-4.521174765818527,93.01321153333006,100.0
54,27.00399570521107,8.937545557181679,61.532332168616186,100.0
55,17.372691911420056,18.906930177467217,57.18367789634706,100.0
56,29.620803834646622,6.677822023855624,78.13763294840125,100.0
57,21.131361897848578,18.622650288600077,73.88679315118172,100.0
58,22.962091765531298,18.897245009966504,68.02131122178672,100.0
59,21.490699013734993,38.52086356320394,64.61542846179249,100.0
60,22.519264490580774,25.742684417985284,70.46182367575538,100.0
61,30.914230590267245,-11.658863457420445,82.89785206413688,100.0
62,32.473123129220504,16.01032282935777,75.22046080402968,100.0
63,26.12241069663402,24.31383467132656,72.90512639614656,100.0
64,23.81449527430772,6.304925420874465,82.39943689801724,100.0
65,20.45167693765955,-7.330079896889924,72.71517680093082,100.0
66,27.795175906635812,10.522870361568344,71.79505553187659,100.0
67,19.01105473070071,25.606606328344107,56.16552759281824,100.0
68,14.537152172876993,3.296083793027994,59.32237516904441,100.0
69,30.48069434233878,13.702610967059615,78.10570372776529,100.0
70,25.884074933975,18.381393007986624,69.61038165573174,100.0
71,20.637553126643823,20.187344149746814,73.27620828817757,100.0
72,14.337384404099055,5.547590214166213,52.41320457153355,100.0
73,26.661502921340904,22.08216694660664,85.36052266989053,100.0
74,23.42095446401246,28.796398833207146,66.04163999021327,100.0
75,20.507831346119012,23.40683053374855,53.53160168629264,100.0
76,39.28912502049136,-15.326391209007816,92.93911644924762,100.0
77,33.298890109643516,21.90365530981152,90.21094185994627,100.0
78,29.38061470745049,17.226246462868183,70.22087156464123,100.0
79,30.757563012191955,28.333251355471774,80.84305847030895,100.0
80,27.85939620050163,5.528584593868294,77.70032047789459,100.0
81,27.924953632740174,-13.871200061419096,81.36836887299518,100.0
82,31.52508672615241,9.711928962787912,66.07705293646642,100.0
83,20.26573217478787,5.881719758021042,66.62792554706671,100.0
84,25.198321155775528,-0.4139681142650833,74.57769826999265,100.0
85,13.506029755104151,50.541602448062285,57.03508663708565,100.0
86,30.731703960485724,33.02073724448525,75.45372899957451,100.0
87,14.257931032592056,6.857208516974403,57.07004225501757,100.0
88,22.049029835351554,-3.4195898404963234,75.85144103351294,100.0
89,22.36456281519106,-0.6194907964279537,67.85938222479021,100.0
90,26.90638722245181,-2.5233929817549328,77.31170171337565,100.0
91,21.34587924943115,12.725398871308336,66.42158509402208,100.0
92,29.49899312205199,17.66969728344548,74.68182208520899,100.0
93,29.150123223958037,5.190162414181648,76.57532616968649,100.0
94,22.669923681674454,18.56175611169786,74.1599505004965,100.0
95,31.55869873936605,22.144223333519108,90.36879885616432,100.0
96,31.75920166511512,12.524226463544451,85.76050391738578,100.0
97,18.142148224712127,32.7173406844505,74.89838016125692,100.0
98,32.53687662807591,14.10954710197791,81.17217582823736,100.0
99,32.118126332376164,17.846901221853273,84.62184676151314,100.0
100,37.75448622717633,6.082366565994546,84.67010461451262,100.0
101,12.048640075684332,5.781105825141736,51.07339788603916,100.0
102,9.306783702468092,15.679927265924386,57.25836806284734,100.0
103,27.611892573389106,-6.308642146719604,74.2691494972431,100.0
104,30.040432884472935,10.96552241924537,71.30726945784582,100.0
105,18.006862496463192,1.0813286819821117,68.71417704277626,100.0
106,27.35754720014965,-1.1878048834105375,77.59609327043017,100.0
107,25.391772948014697,4.611812483867211,70.65632827751912,100.0
108,12.350893535891123,21.643217501977368,60.65933627100067,100.0
