unit_id,EthanolYield,OrganicAcidTiter
0,-13.24624240509958,42.665290761986085
1,-6.908030303962437,21.52272341802494
2,-6.168677775948083,26.493457356487824
3,-18.75541959402513,26.162365175743215
4,-25.385198771612238,68.78129616009181
5,-16.63312909406895,65.58332289596626
6,-18.03344300882454,73.11799904143933
7,-16.339932728215274,51.68521422893664
8,-3.4596068030168317,61.04450472816688
9,-22.0072320399241,33.545478979750314
10,-20.96521974517421,54.17624643492509
11,-15.26731986481645,45.21613509980147
12,3.9338664504696883,42.61154667854202
13,-2.8271902499381163,32.215159262878565
14,-0.8994263010708217,56.28616791110187
15,9.360869187709506,-5.253579142931841
16,-22.1784851875001,35.93574582250903
17,-9.60145408705169,40.760331586058335
18,0.8614259965480295,44.464745261409995
19,-0.7870167429743793,17.39592170072479
20,26.738308477652183,33.42129912132893
21,-28.66207524159388,29.93143423723143
22,3.9529394788674943,38.27970317170242
23,-13.558706984510954,86.68093410977087
24,15.10510756924631,1.4235817770524477
25,-12.532183235867155,12.075016091877263
26,1.3081980377772089,17.906430087844605
27,-20.938632444406032,56.9340085352036
28,-9.16491994845998,56.987804186782775
29,-5.0356121849699305,32.51976181499981
30,-15.32657419201398,69.23253312805527
31,-21.15722747494087,40.803771268201935
32,-17.15888243267269,31.59319715122569
33,4.940311730304231,28.235044248743318
34,-12.06392454753772,46.87178147968859
35,2.101111497131054,33.229612073974586
36,-4.232633649219336,25.729432950015102
37,7.633004121910662,15.751927752594971
38,-11.427580290025679,57.65022713769265
39,-1.893195091498968,36.432888031220536
40,-22.984049839929572,41.57963709789551
41,-11.162720576369999,48.636207112635326
42,-21.963740704637246,35.20225500767908
43,-5.620293113093546,41.82413128946844
44,-9.685440945398422,54.962155689907725
45,-5.16567413928246,31.360932384752473
46,18.746657689684245,36.49520900716882
47,1.8213314910720526,15.311542699916707
48,-18.812144219767053,41.03583218654509
49,-17.04210065467513,33.40381212920861
50,-0.5562239285425061,55.80348216822712
51,-14.850034973887198,59.326599920673274
52,-12.732926174384238,52.870148745949486
53,-20.166792554765646,4.0320402976068905
54,-8.423839574359594,25.168713988438185
55,-8.519092943259533,45.96236537571234
56,-8.827943941656802,38.375390671490614
57,-17.598842809551954,62.917433492874196
58,24.190238028837094,39.747307429185476
59,4.394723465117028,47.62145132389027
60,-6.634941917018832,40.11430503722252
61,-20.362117119541484,60.5539239648489
62,-9.814192433989838,46.672210994607276
63,-14.917813758672928,51.45468640214892
64,6.61511986361973,17.979866687926474
65,-2.3528584314154948,36.97815610048276
66,-11.731584143525492,44.61222945932434
67,-5.4510395029813985,22.22634766152647
68,-10.338512546577986,35.20656347863572
69,-11.23962821733744,18.541352136440498
70,-14.07721634352041,60.20180492409331
71,-9.69737185287112,66.93908601664519
72,-16.720899897670456,52.80314557769017
73,-26.880004391232845,74.45593491917282
74,-0.674439040383592,34.34524010986576
75,-19.643868487297812,45.02652100200428
76,-14.854045368141668,60.10323689110961
77,-32.753013397115055,58.60699786489261
78,-2.592394987573494,18.40435319939572
79,13.353821551608366,14.795626716922525
80,-11.778811236587574,39.556275339195395
81,-15.799746496716612,64.78446770583285
82,-29.769378235795628,54.670841011901985
83,-16.621748084348933,63.815499266813006
84,-17.612412516280024,38.33572741923049
85,-9.390834581935925,54.41282517086613
86,-10.333040289968185,21.718944642647326
87,-17.054907420113,66.08628841784137
88,4.250915122159702,19.41334921565007
89,-8.641829189357242,24.347749711997253
90,-9.07212665731918,70.39003014642303
91,-14.762422962873032,48.0910840139529
92,-7.788941295082402,69.19687386778062
93,-4.402702779384665,27.78710532870173
94,4.745568989505024,43.17784971905928
95,2.4873955392208993,31.474434942317473
96,11.772939612927317,9.598993659051937
97,15.527828062362126,0.7351007396554952
98,-18.29072210035421,44.29077133438585
99,-15.47019331917673,77.62875215311476
100,12.99743499914933,26.120269682113857
101,4.275129980580321,31.757568773912567
102,-1.6849971906101127,24.850024701724365
103,-24.552472472452234,39.33175857642772
104,6.229811341280238,31.127556105175223
105,1.4191776444950834,34.186361254195425
106,-15.652178849972648,47.26666537459872
107,-29.840828280403656,58.20740170316529
108,7.466945193420097,45.417388164519444
109,-20.888851364926147,47.773298358995724
110,8.624544371647353,35.125684871155215
111,-17.478959840320286,45.43793959350241
112,-14.541756301367773,27.633563902454803
113,-9.156673726891464,12.973492031900989
114,12.267363397967577,52.211878744254875
115,-16.616534166638218,17.176184885085735
116,-16.0296272378582,53.4489231325892
117,-12.417324714436806,57.73510819655131
118,18.093247724313834,11.051626946054746
119,-7.421177970833961,57.29595406282084
120,-5.520146595360533,47.54982640206393
