unit_id,MashTemp,SugarFeedRate,DissolvedO2Ferm,EthanolYield
0,41.82734178669954,39.67929365754899,61.693771339279856,-13.398247765429717
1,41.303117826705545,44.713141393974766,56.19025531309532,-7.1117828481061425
2,28.740601083367693,17.26878300726982,50.888370581382034,15.51271574423397
3,46.82473712644505,12.295529109675217,44.429450713700305,6.3180296907384825
4,74.81247986331553,47.61954903879757,51.31358590277904,12.052637814746339
5,44.80963550436497,43.24898438602072,72.56735784686319,-6.194754222111908
6,31.34238187635038,50.78874553163711,47.81557721805858,-9.680955028649086
7,48.96195707802322,55.98755342141285,41.852136292254514,-10.096933233774536
8,20.1463167219416,41.55481963441381,52.905020054883735,2.473734423804011
9,30.764998161317315,38.7066444078247,61.923868003683275,-14.171764373534309
10,49.223435690066054,35.66680877265259,47.108931017565794,-11.557652996732655
11,34.69618156399107,63.26413485046998,42.848239732283325,-22.058639437424905
12,55.96135539267962,34.84281797830673,47.31889948702131,-8.46462321135192
13,57.425911183012204,44.87192674102057,40.20957106199502,-9.751946460384827
14,33.36275933746956,47.184702102563676,50.21206612256305,-11.445664124323404
15,41.62185670813799,52.925210161787504,50.852906948403245,-17.487771250901105
16,39.79731074574051,53.21106087808938,59.12345359679646,-25.58987826593346
17,44.760569559595545,40.99627935366683,53.153954353382055,-6.536197705459766
18,59.0826970411196,27.456303181852416,66.20285432980688,-17.93911210368294
19,29.174457203108425,30.509371361826204,48.30095441718244,10.613682090565597
20,35.041462587196605,35.19098450893632,31.992719800229214,-10.094392382291897
21,48.26643063920336,47.17200906158767,75.6236455689045,-7.29099144242068
22,30.327923733625923,38.717354254324114,66.00227941091187,-26.76221656629827
23,52.56960689576063,56.74060232063958,48.60083768845821,-21.236570139351777
24,46.45090302801893,24.285970945413226,37.83241119250812,12.381344553031308
25,49.409802912640856,25.218431510466417,51.95438104158778,8.005248688021572
26,17.075988263498733,52.2444238093569,52.16921780838079,-31.441986518607706
27,51.94077006859147,39.71447773945234,37.080837913301785,-3.2609826390966967
28,33.37653032499586,33.97598364249768,30.62172840808557,-6.730947461332685
29,67.01129543089866,39.43210069171276,37.591183085503296,11.05018168956034
30,46.33143877336937,54.6024921642065,50.90394943096189,-15.686991995591509
31,49.36651352289074,45.39138348924834,46.21366077939336,-25.303376766314436
32,45.839042806654184,46.1099133833577,48.49414541688364,-6.530875091253697
33,50.29362218501227,67.60755964731928,49.5131634098627,-25.2225227584571
34,66.11648862786097,54.129500870348984,37.94504713944123,-13.819791770694788
35,52.06974666871845,34.000834079810865,53.63752695575498,20.44337273048294
36,29.44776292706899,40.69930719464739,64.58825545943341,-10.12160036723635
37,45.803131129830625,63.4178899466163,49.53178530467064,-21.303959561087737
38,51.962739698266354,27.219919861422763,50.07913078803351,0.911599924163986
39,51.523965903995766,51.78267816710592,41.89674422653628,-16.207501529216675
40,35.73200021982393,30.748893398519794,54.77305192708004,-8.35326827394041
41,36.32675250612421,24.928820788272745,58.11986227265975,-18.25323812558289
