unit_id,JobThroughput,RackInletTemp,PduLoad,JobQueueDepth,FanSpeed,DiskIoWait,do_CoolingAggressiveness
0,10.98604446407607,69.04676931854192,78.77783020446729,46.84278983292043,45.10927794589814,56.33386903667194,20.0
1,10.088946043635442,67.92053067696096,76.6751083557206,61.46658487377262,54.858333783727176,45.61430175099886,20.0
2,-2.6261273950270088,62.646857348941566,67.48077664285819,40.46475754980334,63.262642797947905,60.097303034154685,20.0
3,11.810623035326671,72.758794155448,82.77110995811209,56.660458806251896,69.78317068014238,46.14841821428307,20.0
4,-8.695247154386664,78.65457011741438,81.4962663584068,62.043885711252166,42.25697648970016,37.426698603125196,20.0
5,-0.4587192282674104,91.58591258344478,84.99843968806438,56.26339446303936,22.104728187697756,47.08420800573231,20.0
6,-0.23712903813864972,67.8797321488198,71.91100074034676,39.40427000397767,60.46476280838814,64.064119197757,20.0
7,6.432765673135357,69.89415471769746,67.92336531067738,64.04625152549113,52.07297013676413,40.22435924817303,20.0
8,-6.904730011009059,70.88224436707821,79.25063794310313,72.3429809348452,83.76397945224089,45.62826885089118,20.0
9,4.712039201459763,57.90006018746184,55.10096924529621,54.063325081029156,41.31941536867117,57.22777376183305,20.0
10,7.679634093833782,84.55230238377723,86.99619248594435,49.91779162391118,39.91212149556229,38.50562520989663,20.0
11,3.659046537509109,55.58299718011824,62.43019001067981,45.27475759391905,53.83747216779695,50.45515677110289,20.0
12,3.1296192881649487,76.92144890686711,78.82508518840879,32.43247464658541,60.77624122130438,53.09498918484544,20.0
13,16.068759720778065,78.39188961201019,84.65397947493082,31.106777666842117,69.07533604426224,40.18341479340828,20.0
14,7.410928381608412,81.28326796250353,84.87108649147756,69.98226020743967,62.945715895746815,54.46517388416877,20.0
15,15.329639950163092,87.69158571160608,87.17392441037852,66.1352463101101,56.07729349773783,58.274762145267786,20.0
16,1.216233627033985,64.69018874476322,60.68087676741123,49.13596137099859,55.24749498359181,40.00302924597193,20.0
17,0.308592434782072,77.87912504325001,86.61675196821723,58.684981515517094,58.327145858833916,34.48516984611698,20.0
18,13.323259005599681,94.42654775283108,84.74846214302713,40.993389186191436,36.93113504613371,61.34882697360175,20.0
19,0.06619817774626657,69.3982570559301,73.05582380664403,48.95123747072577,51.98471096436562,38.052486241040775,20.0
20,0.98474237795647,67.46523655369579,63.638037830299865,50.941606969752655,65.53061256335869,74.83343666774071,20.0
21,7.559488641937165,70.02364269543709,61.134979682060965,34.54122257144903,63.522346635122375,34.287316717473814,20.0
22,7.6918979317676435,44.8909598105784,51.997479092978814,54.1592527678358,34.38902824940023,59.45325012246518,20.0
23,17.374301104982212,108.91352035601905,108.03671429031215,23.98796579449798,53.656774352854384,45.490612390077324,20.0
24,-4.316836952249383,81.01175410232864,76.13388232373846,44.9223070112183,45.92567399577654,38.00052020938726,20.0
25,10.55599966764574,90.15318285502549,90.59596635819082,42.42518714517476,27.12294294424794,45.59975706966865,20.0
26,-9.227675468532848,75.58857045636671,67.71711398177986,59.40567372879131,41.19459193312898,35.60956535138913,20.0
27,26.778565148845743,73.76275873479929,71.91077258004076,43.51425746614967,55.941627406410895,53.595296083965955,20.0
28,-10.165095852643866,74.67174764512538,72.36005912390483,55.19518865541102,48.38959678963418,59.44537562710331,20.0
29,2.38488783500281,80.65889651921307,75.54179413675223,44.854534578050725,47.598010512171975,53.543684983461596,20.0
30,-1.6832186541101164,57.460480204268784,54.372698330909536,62.850566092149556,55.18894485994382,54.102781389523,20.0
31,4.231785140138632,64.77900958319773,63.45034688888823,36.825475085797066,44.03048534675866,37.86769490741989,20.0
32,-4.894814512138868,81.8532743351793,81.02771802629398,46.66444905583539,66.74748506907834,24.07379396637669,20.0
33,-9.123041336731898,64.42053845987682,69.75537081320003,63.43837861956017,43.01586122748151,43.09231057569758,20.0
34,-19.580482066442848,41.15524372302593,47.66533777663301,41.24151464834657,48.67179372560259,29.78290528149319,20.0
35,-11.473121138992916,51.53621177384932,53.69126491866573,66.3703329922029,45.201414287141645,40.70155860288137,20.0
36,3.1105080578203337,63.7649681347477,66.8655059823546,54.80212826996361,29.295574371947726,33.55288423275972,20.0
37,-11.768164712615746,66.07828737064884,66.83164775296797,71.71014517607306,47.37489359563503,78.97921915772909,20.0
38,-4.344289206992136,68.46185381019869,67.33614295478525,59.71487418662032,48.882750587391854,68.50545494901155,20.0
39,20.57935440346468,76.74813367365536,83.60851300700054,45.36716744710904,34.27240727358383,66.92591199612615,20.0
40,14.639835785943243,73.12359704327143,78.33975790923374,65.43776847773792,35.65465373962818,49.849757817018535,20.0
41,0.7094773976761104,74.09381152649233,75.18500501036216,42.618594835619334,45.55591401536396,50.16978315542954,20.0
42,27.59213444366425,90.42502603685487,79.36610284187884,65.27525770148536,55.8950272094138,58.45670261931206,20.0
43,-8.962903960845747,70.57623979934074,69.19889115173866,41.23270620837565,49.6963354158079,29.38757244020235,20.0
44,16.367073574350442,87.1641731159023,82.35806935934899,58.69784937190176,34.98941977129034,47.19628575234973,20.0
45,11.263584016217978,67.35617286421076,70.5769475943881,43.456571976121154,43.54570165448118,57.021616550592455,20.0
46,11.632312249107516,78.0710539699526,80.8112568062527,73.73420621902997,48.74975152436152,64.94342278426355,20.0
47,19.057737283766382,90.56480005697992,86.16734296838041,52.69025334721957,43.5802781729763,51.114686790614684,20.0
48,13.971001568622288,97.37014263027386,101.31433565178968,46.23359180381316,49.14385049854804,19.409682234995955,20.0
49,12.066257651389135,95.64449080351558,77.84295006415155,39.68280916162618,23.861534221200795,43.63422438561554,20.0
50,16.3490339952312,75.43126283518626,74.90537891011925,35.38492298578273,45.84503476357895,52.53955350203596,20.0
51,-11.560471309365795,62.75741350631119,64.82240016432112,56.95853336373911,56.01674522264724,28.60257639586065,20.0
52,18.073111089207654,68.67889477357338,57.09056906943581,33.40078519689091,66.06556857618249,53.78438231076698,20.0
53,1.0169681372737234,66.73872170418107,69.30570521431393,28.819161004654788,46.4573356122664,46.50567237317256,20.0
54,-5.0128243400798755,85.87380744955848,85.89912348473445,44.38438189405863,52.76870149563813,18.336819740085502,20.0
