unit_id,JobQueueDepth
0,59.05869097251079
1,42.575819435373624
2,41.94366538871528
3,60.95719648942042
4,46.256920173229
5,55.20942805781834
6,42.8226976395829
7,55.01751680426912
8,46.04586071979783
9,40.21827838352995
10,51.91932382455824
11,26.329303038790563
12,59.05564273055604
13,35.310731946720736
14,54.26673587522441
15,40.40862959725975
16,27.72486322492895
17,39.07593251413248
18,77.6321602430328
19,45.731065778348764
20,79.59866392215898
21,39.790834160396315
22,37.98092331028521
23,62.35821956946376
24,54.54207059701113
25,43.99867557590499
26,71.30741576741092
27,38.60766679202233
28,62.35675894788051
29,52.00221683811143
30,38.429399702231805
31,31.687085986302133
32,25.37126231655573
33,56.6318957923792
34,51.60958151579844
35,17.286836446716745
36,70.56521995118382
37,53.249367609506386
38,60.9028989510704
39,46.13386513777793
40,48.370437994285105
41,48.945369427094434
42,49.55707062197226
43,63.80162126432364
44,68.9923045849441
45,39.35012315337645
46,81.35890804544769
47,35.30433466528936
48,51.49431955717843
49,33.98271532367287
50,53.6883030259408
51,51.31455376456209
52,62.27550801530868
53,58.40953893406436
54,53.725291246202865
55,49.72222265382316
56,39.857597165124695
57,50.6232207142073
58,43.110490752937835
59,43.14342298715924
60,33.7178828280297
61,51.06466430599818
62,55.13283983250662
63,42.741119833533425
64,67.36071692060486
65,33.362400227852405
66,56.68550596672779
67,49.07864662466053
68,38.82243011166809
69,45.69966010805955
70,49.05290794183466
71,62.11420513907485
72,72.35910775908702
73,44.06486362927089
74,49.41035233455693
75,43.55710634247587
76,45.383949572914524
77,18.607890314861
78,66.76840837435901
79,31.4323141993956
80,32.96197366232797
81,48.78771456196489
82,42.763730350231455
83,46.68728342118162
84,46.71699551599128
85,37.888490688086335
86,58.03708131107484
87,50.30436887927326
88,57.67652748155102
89,70.3643610417323
90,50.360713639635804
91,40.36058844756273
92,56.174376117131466
93,76.54662902538291
94,54.706774793562396
95,18.300236647506967
96,51.63454892665209
97,62.57571951501917
98,52.38324749988046
99,60.47125672375176
100,57.28954754025931
101,71.58806216040945
102,54.803107118351
103,36.80142341659786
104,64.66448334947093
105,54.4414058002305
106,59.81328892801888
107,58.43741159333086
108,46.6672274669178
109,48.71651568052606
110,43.77340808747171
111,52.213673025509735
112,44.51625371199842
113,40.90277938062143
114,56.279773522036606
115,42.9924846704315
116,62.4496301705215
117,42.72835657223436
118,64.6473264573109
119,33.659547987894975
120,49.262783856404965
121,49.62637470619599
122,38.488779359203505
123,38.80372906960559
124,46.30803159083939
125,52.897089914771804
126,39.93246241479639
127,43.28524033129163
128,59.22087293288496
129,63.88596571926626
130,56.66864670112549
131,54.29171940092162
132,46.34913782758552
133,60.5760718886943
134,23.47083685177063
135,54.06010777436125
136,32.214064960301684
137,30.194176119107187
138,67.81017688046582
139,69.4418055357459
140,58.2966051071824
141,45.892695020233425
142,36.557547942178765
143,42.63553799603069
144,45.358593889278886
145,31.739957219101093
146,74.08367332230637
147,68.65750876458189
148,53.1322284718498
149,38.39927994011385
150,49.40024242712834
151,46.47764109984277
152,60.271157885734766
153,24.10129297654154
154,46.88125743572882
155,40.626729305747816
156,66.5624515433334
157,40.92987089098223
158,61.12122651738847
159,51.94156063896487
160,37.820056988587915
161,69.36199430013362
162,42.26487580556131
163,26.83257161879023
164,66.1792306799955
165,53.59408698766581
166,67.5759652185576
167,58.13586774666531
168,61.83638570236867
169,60.02024596940575
170,64.31444615328608
171,80.00199661125086
172,60.00121991574531
173,56.74055078188187
174,53.98630745550647
175,41.53713732065876
176,62.718257219406304
177,45.97134312879427
178,54.82030635579616
179,58.675012717845895
180,47.842478299938364
181,44.804824973930295
182,53.38962424890975
183,41.859017475027734
184,60.44378823653347
185,39.43372511542349
186,57.854408879420404
187,62.45284141888408
188,31.94961001832177
189,60.38202333672541
190,44.87366125200927
191,58.925392903209406
192,34.103785838911804
193,42.141335049258885
194,47.11827380558903
195,48.84161231253801
196,37.6526235097207
197,51.04278177120483
198,66.50249824011019
199,42.914662044603936
200,58.403256857024864
201,64.5120640662167
202,53.854990580375656
203,60.42557430755072
204,51.45022333315972
205,54.768887060237354
206,25.179718368540456
207,67.34992177654271
208,42.90212457949114
209,49.726908256471084
210,40.85842199064212
211,52.66937841020776
212,55.102017630655844
213,17.615681933319788
214,38.30534935415222
215,46.25979886501024
216,73.19674690559113
217,40.851797297323365
218,70.36789076303752
219,33.38936506576436
220,37.78900843907837
221,41.56346896822077
222,28.857667127197963
223,66.00432922777865
224,67.63330990808531
225,57.74189903269519
226,56.96077360309488
227,34.406101687106485
228,50.69913542776346
229,39.44610003221638
230,37.76254867204227
231,51.80141637541297
232,52.919870727343756
233,36.869733981540364
234,28.07192647052871
235,31.062284453420308
236,32.47439656597925
237,36.91081636971155
238,41.848976286352105
239,31.626677496796425
240,33.18743756446361
241,54.81880138388357
242,42.8426394627128
243,44.14566755767047
244,37.03505809626432
245,74.26717109864649
246,55.18912211175077
247,19.353451014411704
248,51.00211453415602
249,61.437574344224586
250,65.04496949473608
251,68.00811554224988
252,59.30365767479697
253,51.80199568430888
254,62.78789634629462
255,41.40134212970905
256,44.756122698384736
257,32.82950964593617
258,48.897331158791864
259,46.54618036955476
260,62.2772651927602
261,51.037456080024256
262,39.35406753502687
263,38.69261197553999
264,44.301622147427736
265,54.595044613045275
266,38.13592911119997
267,64.65599241292432
268,37.81757219439435
269,32.86272223840808
270,38.92585116978325
271,34.797810267493944
272,67.25692662067931
273,45.90858148044526
274,54.84559451682462
275,68.97671063657099
276,37.37906705731552
277,50.91916693108163
278,60.58356519030831
279,53.368686559883024
280,40.81059967574937
281,51.90316437267936
282,31.77056342166283
283,34.183483636594474
284,67.7867120690069
285,61.164564914711505
286,65.94092392379112
287,72.81336675043504
288,45.96464383514033
289,33.91593052632028
290,47.68041990354912
291,62.10354207578949
292,46.225950014309916
293,40.53514293278973
294,53.51466685941258
295,56.451360331521286
296,44.734477072307044
297,35.14750584990301
298,64.79030470644578
299,57.17314987472849
300,54.68081263128626
301,57.20592271625367
302,43.03528938502841
303,61.94049047411769
304,32.64426856428821
305,57.29246741672266
306,20.308052258356387
307,35.26674328636221
308,33.659213822172504
309,66.35742068397184
310,53.77109148025051
311,71.33250562118893
312,45.09931531018901
313,66.16979178394853
314,57.686744984170446
315,26.801992335789816
316,44.037203794324114
317,53.45277354872679
318,55.90356127472827
319,62.728794805673395
320,56.509356623455844
321,33.24073150057356
322,45.87365387453344
323,50.3269652142178
324,29.293016574476884
325,65.73170330093292
326,40.37734654992827
327,69.10527470302374
328,48.724545304429796
329,46.94566693915065
330,49.14658002751219
331,58.78720725308646
332,56.75007415648456
333,49.44250364461749
334,51.92793008836212
335,54.290176630643785
336,51.163210608499135
337,75.87806180118757
338,33.91276504800554
339,41.997947854824204
340,45.388901259209625
341,60.109038905102295
342,45.80191715738803
343,60.91141124553536
344,23.283828578500422
345,71.95608763642227
346,36.92789576120124
347,41.346148682684955
348,61.50537587434182
349,45.70525576262701
350,50.41952386255661
351,45.37193085003156
352,40.483476748130094
353,63.168829726128216
354,46.375632380063614
355,60.84725319401123
356,62.012833701103865
357,38.61829798910697
358,47.14332296525239
359,59.408078999092325
360,46.89793633076563
361,54.65370751684
362,46.765776361347044
363,44.70004102587721
364,38.96609847115989
365,45.79945579966848
366,47.802507476810696
367,38.602816390844104
368,15.250720330972054
369,53.75832985326014
370,60.738468323370505
371,59.08101426405008
372,49.82829921973769
373,45.369304203951984
374,67.99762639615741
375,65.87512517477799
376,50.44547778789135
377,50.61576541584653
378,62.33472503536816
379,72.3361440355759
380,53.73869427665681
381,50.85701755804698
382,62.33644733180147
383,60.68072858995331
384,50.95042131191836
385,40.62917272299966
386,18.819741266134805
387,54.07478908024893
388,35.407264621103884
389,47.91334488590611
390,46.12696670301924
391,40.97916490509663
392,59.86994390732866
393,50.90227537932604
394,60.702054875458
395,32.493193264011474
396,35.29157629725495
397,40.34925333161686
398,57.593756989846966
399,41.15411029963413
