unit_id,ReadmissionRate,MedAdherence,BloodPressure,Sodium,Creatinine,FollowupDays,Hemoglobin,LengthOfStay,CongestionBiomarker
0,63.872428102277794,58.046552879070376,50.3134931457486,50.01427740387522,40.256132557250616,39.46801978983473,48.73489766550957,43.90766882963723,28.840760894837494
1,47.07509802227845,49.43796091373247,39.484560150244185,50.48583122303469,61.23609628299644,40.807418635225524,60.58242557667954,47.65579385204642,15.538724829330459
2,35.38777505107259,42.30605237206944,33.265625421652146,62.181417659885014,57.67361279596427,38.99463689803913,55.2112768456696,44.172833301756484,14.946727342926014
3,58.50221812381344,64.61424471319124,51.06430100306191,26.69592294745177,35.193075417702175,46.87246795312207,53.43710642804876,35.68450506223879,76.72625673434578
4,44.34331563442514,48.60996274620243,72.54427625588721,61.95298124830481,51.875654570225585,37.21376110627672,41.85003516580151,50.11292998234285,8.002417246580283
5,43.60453834859628,60.79645760359907,45.238880310986715,36.342709950210356,46.041227173182236,71.77743903716421,56.211021492624376,47.69817367376683,4.454070742499216
6,46.824022914980716,35.23962214952491,33.6795671396613,62.95515338448653,59.89344577770789,30.96308045107179,72.12618594459792,50.393287363855535,27.993097268906112
7,33.93886147805878,71.98372678192425,50.651647403242485,61.560796835057495,54.81924115039118,55.11845714154798,45.928580850092885,37.222636192074674,4.666216941060197
8,50.09118592610506,48.27663330235268,21.85315569877568,68.35972186563323,48.51286885487384,54.60664175828268,44.87983305903403,53.30750031286738,37.387362833753905
9,63.29151803733423,58.72365048337356,22.424814040252045,22.032762673914014,62.82103152172943,33.86526537358559,65.87376942763854,49.73692569227223,28.53704697603407
10,45.46837771505787,49.48048055643546,44.05011106589344,62.01269848085464,34.57883068480285,52.252973605661865,58.703752780597526,35.054077844658195,12.245521789095044
11,83.8644468725457,39.56403291437845,33.24897558438478,48.53932833438462,66.57466472637769,37.43981912993844,40.81237968818693,45.03418884192275,94.14518115474353
12,34.61379101733742,57.02945356256268,57.89190476625663,46.94666279956162,74.00525621613555,37.803150539914746,49.24550985451059,38.23724916990113,25.285321504439807
13,53.332817765429624,32.59257732034817,50.03892435651848,44.57447247740793,48.444803222091025,61.5922728901051,59.92285514656214,45.6131703906186,10.851124098446885
14,71.07943892406638,53.027897956678956,38.130051312078244,76.50566627827024,80.97352848886679,59.13107944103345,30.15941899779682,50.39177580795845,31.48878024517079
15,65.25249494030106,53.53568767419374,44.60177549657135,51.828956033445955,51.797974360198204,46.24012522435039,58.91295538396173,39.35090931356925,12.70901928259535
16,70.17069824382253,32.05921973938575,35.85316551614645,32.46628391115781,44.81311486323085,37.344810097049816,46.47421220617305,39.927247298739545,53.065085534994594
17,43.23785862668137,45.7302493358833,43.93508857041969,65.25974648466597,38.027222726419254,43.1563528955876,42.669277517871905,47.24748810708696,10.043944597605817
18,49.56142239998452,83.06574769594638,52.71224139633184,59.859520629221905,59.21305513496388,42.78179028853171,59.607354692796946,27.864796159064355,40.95420893962926
19,34.282299149050615,70.98976908766551,35.99745523105923,49.70526684379497,61.10793446193642,82.63953491925352,75.70878013312273,38.757576012588544,16.54203167010737
20,45.62235932594248,64.86176514389197,35.706501960863065,67.2252741493962,67.62047122159797,43.518794631890586,67.06037094245872,41.42526207260424,0.48572653850304803
21,37.81956722915481,39.577839478778635,51.2037927692679,52.64810938252132,22.491089287576767,41.380923598584026,50.41155586618308,47.55516973028641,27.007878327218407
22,36.00240386237279,57.851266518236756,34.80743550477248,26.772184790604925,53.518536700427894,42.34986566291402,52.58750074165769,19.89810142406422,53.69940397868454
23,62.88472563883344,63.02539591378587,51.41458988391577,60.24047859854034,57.247719770745015,43.9645888809197,43.75699185141548,42.229987263333626,19.89168182027892
24,62.37257769218848,65.55588157526057,38.589435305816636,57.118576425237954,39.66943116166108,59.15286795333567,38.59770794848659,59.582715599500794,32.805087213245
25,46.87565527476854,59.12714406766467,53.58893487336776,42.66644630053912,35.867667300850094,63.15815492864873,44.42076394703248,51.05612200537342,10.113133090389262
26,54.08798082258894,46.788224960123685,18.500576957728867,57.43825363714314,35.464944877202385,37.74960630457566,65.74861960005654,26.26739409831866,49.22626470373096
27,31.446055761859633,55.863020137886636,48.93634946514774,74.56647233610086,33.97370973935379,73.22527596456132,44.88613237386366,35.04392451671379,-19.443978438305027
28,76.92387835702874,45.61793145567354,33.313964684718485,53.89056027563263,63.737670068078636,48.57877502511865,64.49144670898022,48.169464106062435,46.63339012888092
29,45.39098302288685,38.33456862590761,67.72522026049123,45.34895161433409,26.930301312950014,52.95959897084599,59.97009210686146,42.03239336551755,-1.7247432078430016
30,40.38492515231913,55.43065592999134,47.968380559960224,40.29122650120342,33.97304646740931,56.446121232692775,51.62971206758289,38.21796138495032,32.26737722984238
31,42.14577474565071,34.29202447830022,43.77202298519573,35.788813056975656,48.0223476772265,45.52232989813432,48.94766348586514,24.25896744110607,65.01100507983693
32,51.6271061629218,47.848215833483444,47.37489128428037,60.81719872570373,66.14837478134284,62.06809448141603,42.674830791366546,56.7812874552729,51.77848669988242
33,29.163331767579294,47.13245114706686,49.776362372406986,49.932248664221305,76.9355322709008,36.035267461707804,44.86248498122038,26.544346117861412,8.034292197538706
34,32.42352868877718,65.78717022155902,55.89174647322784,62.83627642957232,30.976122398787442,50.492691873411225,50.997970104837876,32.88226454581665,59.63029766470883
35,51.439205757217415,39.380878989240266,53.257580953609185,51.61453275664075,60.53395811979456,51.1734357225915,64.80049038063183,42.96717744621841,-16.712491652618503
36,26.371836059314006,32.70324461814729,32.08706236951432,51.87264128872783,61.028469763745704,60.305441030497,50.88816695424728,27.603578057176982,47.47073933164897
37,48.443552784319785,51.44543771850671,47.95997833286652,53.440900723400794,56.04162247863228,45.97762963830348,44.1960478868958,30.07304378477928,71.79901606903925
38,59.52086062055925,60.67126665144097,56.9521062428925,61.85121115522215,36.6227398628841,35.916400871859445,22.775448842743764,48.28703983997338,55.93781071771454
39,79.07965008556738,61.931490448748406,58.39653929624048,41.90491603755793,31.823592527792332,49.271167478958425,54.850676479565784,44.67747427195987,66.27629056028861
40,58.97061148062774,62.8898298647301,40.01434944810911,63.95782747441878,40.94172671391897,29.71179514969935,58.16005818870943,51.26120005744372,37.08365417648034
41,65.59323858331206,73.02660584298188,37.94811111122991,63.07064578164911,44.8847520526709,53.64920555483689,40.448651557021456,33.523182705064514,68.55188343045789
42,22.379864044912892,45.07696584942053,29.50634351153288,32.34727618170919,49.36511678749335,54.231565930652806,46.534428637315116,23.909809069532105,-47.281490662900126
43,28.337478557713652,72.14718162106973,54.14036401869965,43.1846309182982,37.857504280263285,39.90694381935829,59.46865782895618,38.73339636300178,62.76285858721037
44,48.37140345089527,78.84339651321699,50.27757701912714,54.83390420123297,47.141125378779805,32.78455353851418,71.37939878140858,38.213425615434204,-1.597202038839626
45,56.31223186174858,33.36816091825737,32.61139622280942,68.3947082478195,75.34949024765629,54.75781850114119,26.18002574524715,41.06084659724294,61.628431569139465
46,38.174720292876145,55.22607771289074,42.17709801441228,76.92709842902512,62.345317436759146,50.82500315995744,69.88654502063585,33.82397019745434,61.058657762075924
47,32.854148077674594,58.15804824222236,30.29518857525174,47.48949804898724,40.657986016673696,68.55196637060426,23.06288261038224,30.147046867207646,24.766258863176958
48,66.29985646063429,51.80609286752118,53.83364735429913,41.479482172527526,34.36759576741227,48.65234170608964,60.57296190252723,45.50117127150466,44.87498717048893
49,33.265871872474385,65.06742249593252,63.378550987579196,45.78850118238887,58.621158647415584,75.60883056596633,78.14161995414766,25.439359316263186,27.184119939643956
50,81.63440254280849,43.397802367867335,70.02050210577912,38.01010367707741,63.60848422540031,38.743873887116344,45.888345555710714,38.44118794424539,49.34446634896899
51,71.70129694347565,47.99151034352249,45.61381611892932,45.60370737405329,37.057937678045626,51.01973937086549,68.43486041615907,54.102261917539145,73.75902558820695
52,58.619965682944105,47.121286129696045,60.93637962349107,52.292077103509094,45.16442850950119,60.36294201220007,30.02984101183506,39.4595697341962,26.06969296729124
53,14.362516855077557,68.89128995755013,66.85496744239815,52.95182881650629,34.41926340819244,36.62993803161898,55.97284801085026,22.04130077449295,28.1375381093399
54,65.57580457181957,55.894972218224865,24.708256991635622,28.93516412486592,56.33879810657106,66.4925007945166,42.58574703093305,54.29649091450855,36.073387663834275
55,40.051487752167205,50.92857124554084,32.02464336939016,43.47963338394341,47.589372795732096,59.16799028513423,53.03184451071713,25.801934010840924,21.921691984868133
56,58.37414662928294,47.70015866182765,59.30144482341634,46.843371921053915,62.48147613007904,58.968160619175634,47.01824953202988,34.961442561538085,-6.3414921370544945
57,43.312252330219025,45.727606777676286,46.57442452458295,50.81769839572152,66.48381095734446,62.70556767733109,47.996548844886185,41.671501671470686,-7.0952633869940716
58,76.70409988928999,48.690441462422946,48.01270204527155,40.550776262650245,57.04996490817445,38.53480593674502,29.272138691492213,55.32020956829563,95.85315572961224
