unit_id,CropYield,LeafGreenness
0,-40.101415487337675,61.569594046536224
1,-41.22463343051045,62.21059657887456
2,-41.417878133807335,33.0459060955449
3,-42.19269093421306,51.6613221585077
4,-17.09112275768636,53.033426753063246
5,-20.038009291763192,42.33437085879178
6,-31.691697831949657,42.58070423440162
7,-24.625727154358458,57.7051627680256
8,-31.79128773146471,48.708486735015725
9,-53.24583855772527,65.89036148828632
10,-25.392298630735073,32.49853888339669
11,-43.54082409018319,55.14058978843754
12,-61.35637075995588,52.43104181579409
13,-27.254454997512994,34.990990778621565
14,-56.139070229537765,39.10540715092774
15,-32.64080731932783,49.797158549271
16,-24.158115562540118,62.09004700754229
17,3.6120036772478965,16.123309853907358
18,-50.91088635750786,63.49738228808235
19,-39.08936342296849,46.48543677480083
20,-52.213423062412424,46.759428381961385
21,-15.876097642895143,60.808787618147036
22,-39.84748202429498,35.27597058228151
23,-16.377099432779264,39.11441661683777
24,-36.154064732404926,46.31278569404958
25,-37.56197672904913,46.062665895497126
26,-32.398316466608904,51.89304811342122
27,-12.783819635606797,38.4484902035148
28,-44.95228397235076,34.25395693785341
29,2.0619957728697766,20.607694054184336
30,-17.225283505590927,58.25261341644271
31,-26.97472379778821,30.409448708415464
32,-41.98054462767034,43.07630332401098
33,-43.157042123422315,39.103208752233535
34,3.624615213659366,44.50724601196232
35,-21.529446078834585,26.031393074367653
36,-29.424913069568216,34.272002076041524
37,-28.38117501870244,48.73289683014729
38,-35.8022164459899,52.64543240937689
39,-34.26400850294011,60.057878159300266
40,-39.99305584414897,45.13437030284391
41,-49.57881101973922,55.460546183239416
42,-22.46518314601139,25.86935988574855
43,-6.770457935570385,36.34267358838899
44,-14.79450028316546,57.51120287288796
45,-55.088591359212096,62.042794306264
46,-14.342604668877154,45.44754358665193
47,-25.017312464453035,37.589282421596536
48,-7.62889130322295,32.87449584210391
49,-25.873509711228987,33.6466826878651
50,-58.68712916527252,50.31680958587354
51,-18.180168341805835,70.9467977872664
52,-39.962824571960645,37.08697586425975
53,-5.7925569328316175,19.884868807526225
54,-32.139579702700985,56.41337301535348
55,-42.21430258201248,57.558916847192265
56,-47.931877749494554,40.59796019895764
57,-22.460840235522916,39.45019864961248
58,-37.33558519186913,44.99441261492868
59,7.8123528189186136,0.8671949413956366
60,-38.505138395758095,45.95279121262743
61,-50.171134584537064,58.52255203563011
62,-26.814758376344685,50.69570501963268
63,-42.171195463392245,57.492427804168976
64,-59.24673574255027,49.945806417858265
65,-20.819501165027805,40.61974921198181
66,-38.916636404452944,33.97834657348214
67,-20.79272370752966,49.62447849441567
68,-7.200268926614858,28.47982662580803
69,-45.86479705421385,25.302952758983746
70,-17.971580036008447,19.090535500879703
71,-45.09094526711413,58.63766244942603
