unit_id,ProductTiter,LDHRelease,do_FeedWaterFlowRate
0,15.131087063687586,20.4295132657021,10.0
1,13.259328920920588,6.205755123278486,10.0
2,12.456102520765723,10.749475516094385,10.0
3,3.2584712400439697,31.223029251691372,10.0
4,12.04482908160146,5.921855420712788,10.0
5,17.507880495800816,25.537084736747396,10.0
6,16.98104457190368,28.242398860996104,10.0
7,3.6095871489129587,40.28474596485857,10.0
8,30.250061068863012,-3.11341148415263,10.0
9,17.517409574237774,19.37749568010827,10.0
10,5.276470720988752,20.359928605505758,10.0
11,33.12860991516636,-1.2878671322256636,10.0
12,18.4553019916678,-1.2917033571327678,10.0
13,30.471277538214217,-6.324739693137339,10.0
14,19.903625148675456,13.640181640594205,10.0
15,-1.6525512603565478,19.31851363314617,10.0
16,6.462301416106182,24.79526260574838,10.0
17,8.94148785198,6.561457964702839,10.0
18,12.91308980678243,37.83983191800893,10.0
19,18.115723026970166,0.36230952779398784,10.0
20,19.76694010039171,3.9440513542227453,10.0
21,8.80529510725225,1.053760438497239,10.0
22,23.46654309176626,4.939217463834549,10.0
23,13.495136918859306,30.359240194363373,10.0
24,19.18834442705487,24.15547985378833,10.0
25,19.55131753718802,4.881059108765452,10.0
26,6.664197874774286,16.355564825955256,10.0
27,8.578563000077317,12.725070008679491,10.0
28,23.185034281091045,0.9131531362631904,10.0
29,14.64292323432443,5.630096768679978,10.0
30,30.943157359674736,-18.25269188986654,10.0
31,18.35947220441197,20.604167200311267,10.0
32,17.894580370734804,23.210783366269695,10.0
33,15.057153736524873,67.19271632709821,10.0
34,11.653921198656429,20.746882186402555,10.0
35,26.002249154159408,32.453911509083525,10.0
36,12.414040259816675,16.25335344418587,10.0
37,12.015484680070957,31.282211081021412,10.0
38,5.107079724784004,26.30404102159244,10.0
39,39.79249633859471,6.593560937840169,10.0
40,20.07116132802663,-1.1733761496357538,10.0
41,22.88759212657432,21.61742277501809,10.0
42,18.265631270100172,17.571344786723863,10.0
43,10.22334236748214,29.405770682771454,10.0
44,17.338912966162262,18.00011022842811,10.0
45,23.53513350083931,-3.729198383847816,10.0
46,2.416163224989335,29.4932285970865,10.0
47,-7.265531599171054,24.9431242232314,10.0
48,25.053531212128643,18.94886579896399,10.0
49,8.515166329973987,-1.405248098661101,10.0
50,14.308792139320321,14.66231554827058,10.0
51,8.729434101908193,3.1281775598865416,10.0
52,12.980821629938427,32.74925925910778,10.0
53,20.806859360222838,25.150983161421493,10.0
54,28.692883956882135,2.5060644265125376,10.0
55,16.980539221022322,43.57846044261708,10.0
56,27.460314664105173,31.092889040171414,10.0
57,20.475206998671986,6.808703423721221,10.0
58,23.06192069965571,27.84776651384111,10.0
59,20.555094073013354,7.6475524074624,10.0
60,19.209689551952245,22.489907262442358,10.0
61,19.76688293402824,22.716314577112026,10.0
62,1.0081253919772208,36.81422240394174,10.0
63,23.73456136631248,28.286593341125574,10.0
64,16.24855045006426,16.96420957192888,10.0
65,19.670449063216953,8.105940744689645,10.0
66,20.20078054194899,17.66713562000909,10.0
67,33.35511691731344,21.752896761394886,10.0
68,14.878133367572955,9.217439982146098,10.0
69,21.586734097158814,19.10973500834115,10.0
70,11.973249961356439,42.22678567718229,10.0
71,18.90973150239741,0.8557615473086049,10.0
72,24.404525505495187,-0.02293758943237023,10.0
73,12.384353231291847,32.70636962004244,10.0
74,20.7404869814227,19.20157060988045,10.0
75,27.86324145894985,13.344604537835393,10.0
76,27.526720489749543,31.64930019205252,10.0
77,0.43414180549387726,9.11874811974614,10.0
78,25.955571360968626,57.14602177429067,10.0
79,13.311591121727934,-3.739525278563576,10.0
80,15.634502973320338,19.42046980185731,10.0
81,13.280320660788453,25.330542911470367,10.0
82,16.73781300901825,9.692672711330422,10.0
83,15.828770631167803,28.01283336534728,10.0
84,17.291460466457625,30.7370560998451,10.0
85,19.711653894171057,33.44383810262326,10.0
86,8.157099775566056,20.021247698069534,10.0
87,20.95788920391634,19.085006925412674,10.0
88,15.23467193460317,14.289566328181005,10.0
89,12.386912886361246,15.362464168662793,10.0
90,17.466919539526074,28.990140447591763,10.0
91,16.986305975237453,22.580862710221012,10.0
92,35.456148754349925,22.772662765706087,10.0
93,9.090921336910073,5.799081322465955,10.0
94,18.168105855212996,12.390523542654837,10.0
95,9.612921556238994,4.116795305722329,10.0
